Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,Abner,br BRA,DF,Juventude,19,2004,1.2,19,28,67.9,415,166,7,8,87.5,10,11,90.9,2,8,25.0,0,0.0,0.0,0.0,0,3,1,0,2,Matches
2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,185,211,87.7,3432,1160,70,82,85.4,95,101,94.1,19,23,82.6,0,0.2,0.3,-0.2,2,18,4,0,19,Matches
3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,32,45,71.1,426,67,13,18,72.2,13,16,81.3,0,1,0.0,1,0.1,0.1,+0.9,2,3,1,0,4,Matches
4,Adriel,br BRA,GK,Bahia,23,2001,3.7,109,133,82.0,2244,1596,32,33,97.0,50,50,100.0,20,43,46.5,0,0.0,0.0,0.0,0,1,0,0,1,Matches
5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,370,404,91.6,6905,2695,125,135,92.6,217,225,96.4,25,34,73.5,0,0.3,0.1,-0.3,1,16,0,0,22,Matches
6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,528,622,84.9,7363,1834,321,350,91.7,159,184,86.4,22,33,66.7,1,2.6,3.2,-1.6,21,49,19,3,72,Matches
7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,32,46,69.6,541,218,12,15,80.0,18,26,69.2,2,5,40.0,0,0.3,0.2,-0.3,1,5,3,0,7,Matches
8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,82,113,72.6,957,188,51,63,81.0,22,31,71.0,1,1,100.0,0,0.1,0.2,-0.1,3,4,1,0,7,Matches
9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,17,23,73.9,220,60,9,11,81.8,7,8,87.5,0,0,,0,0.1,0.1,-0.1,2,1,3,0,4,Matches
10,Yuri Alberto,br BRA,FW,Corinthians,22,2001,24.4,297,412,72.1,3809,706,175,224,78.1,81,98,82.7,11,20,55.0,4,1.9,1.3,+2.1,22,19,13,0,31,Matches
11,Carlos Alcaraz,ar ARG,"MF,FW",Flamengo,21,2002,8.3,337,428,78.7,5741,1682,177,204,86.8,114,143,79.7,37,65,56.9,1,0.6,0.8,+0.4,17,42,8,1,39,Matches
12,Max Alegria,br BRA,"FW,DF",Vasco da Gama,20,2004,0.9,19,24,79.2,322,30,11,16,68.8,6,6,100.0,2,2,100.0,0,0.1,0.0,-0.1,3,1,0,0,2,Matches
13,Alerrandro,br BRA,FW,Vitória,24,2000,26.5,362,519,69.7,5049,1165,197,263,74.9,122,165,73.9,16,28,57.1,4,2.8,1.7,+1.2,33,28,13,0,55,Matches
14,Caio Alexandre,br BRA,MF,Bahia,24,1999,30.8,2157,2364,91.2,36651,9448,1005,1051,95.6,947,1013,93.5,159,220,72.3,0,2.3,2.4,-2.3,33,255,22,8,236,Matches
15,Matheus Alexandre,br BRA,DF,Cuiabá,24,1999,27.4,974,1256,77.5,15278,6143,525,585,89.7,375,481,78.0,54,115,47.0,0,0.7,0.8,-0.7,14,75,12,9,86,Matches
16,Alexsander,br BRA,MF,Fluminense,20,2003,8.8,392,457,85.8,5464,1587,230,249,92.4,120,135,88.9,17,26,65.4,1,0.9,0.4,+0.1,7,37,8,2,36,Matches
17,Alisson,br BRA,GK,Criciúma,28,1995,4.7,95,154,61.7,2857,2072,13,13,100.0,39,40,97.5,42,98,42.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
18,Alisson,br BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,280,386,72.5,5512,1309,123,144,85.4,112,146,76.7,40,79,50.6,0,1.1,1.4,-1.1,14,17,13,5,34,Matches
19,Alisson,br BRA,MF,São Paulo,30,1993,17.9,1181,1306,90.4,22075,5738,469,499,94.0,542,583,93.0,142,172,82.6,2,0.6,0.9,+1.4,14,119,7,3,114,Matches
20,Allan,br BRA,MF,Flamengo,26,1997,15.7,764,869,87.9,13262,3383,361,387,93.3,322,358,89.9,67,92,72.8,0,0.5,0.6,-0.5,11,99,7,0,75,Matches
21,Allan,br BRA,"MF,DF",Botafogo (RJ),33,1991,3.5,175,204,85.8,3284,1213,73,80,91.3,85,90,94.4,17,26,65.4,1,0.2,0.1,+0.8,1,16,2,0,15,Matches
22,Allano,br BRA,"FW,MF",Criciúma,28,1995,14.4,391,489,80.0,6263,1536,202,242,83.5,147,173,85.0,27,41,65.9,2,1.9,2.9,+0.1,19,30,18,4,59,Matches
23,Thiago Almada,ar ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,751,892,84.2,12694,3613,370,408,90.7,292,331,88.2,69,104,66.3,2,2.6,3.7,-0.6,43,80,50,4,112,Matches
24,Júnior Alonso,py PAR,DF,Atlético Mineiro,30,1993,11.6,695,796,87.3,13685,4491,229,244,93.9,374,409,91.4,88,128,68.8,0,0.0,0.3,0.0,4,52,3,0,50,Matches
25,Anderson,br BRA,GK,Cruzeiro,25,1998,17.0,396,470,84.3,9251,5549,74,75,98.7,230,232,99.1,83,154,53.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches
26,Felipe Anderson,br BRA,FW,Palmeiras,30,1993,14.6,505,684,73.8,7434,1999,288,340,84.7,167,217,77.0,26,65,40.0,2,4.3,3.1,-2.3,32,37,23,3,57,Matches
27,Kervin Andrade,ve VEN,MF,Fortaleza,18,2005,5.4,105,156,67.3,1809,593,54,66,81.8,32,52,61.5,16,27,59.3,1,1.1,0.4,-0.1,15,15,4,1,17,Matches
