Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Abner,BRA,DF,Juventude,19,2004,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Acevedo,URU,"MF,DF",Bahia,24,1999,8,1,268,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,19,8,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11
Luiz Adriano,BRA,FW,Vitória,36,1987,8,1,202,2.2,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,9,0.0,0.45,0.45,0.0,0.45,0.06,0.04,0.09,0.06,0.09
Adriel,BRA,GK,Bahia,23,2001,4,3,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adryelson,BRA,DF,Botafogo (RJ),25,1998,7,6,580,6.4,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,2,22,0,0.16,0.0,0.16,0.16,0.16,0.03,0.05,0.08,0.03,0.08
Adson,BRA,FW,Vasco da Gama,23,2000,20,14,1224,13.6,2,1,3,2,0,0,2,0,1.5,1.5,2.6,4.1,42,72,80,0.15,0.07,0.22,0.15,0.22,0.11,0.19,0.3,0.11,0.3
Braian Aguirre,ARG,DF,Internacional,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,7,4,0.0,0.0,0.0,0.0,0.0,0.06,0.31,0.37,0.06,0.37
Lucas Alario,ARG,"FW,MF",Internacional,31,1992,15,6,638,7.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,0,7,22,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29
Carlos Alberto,BRA,FW,Botafogo (RJ),21,2002,7,2,212,2.4,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.7,7,4,7,0.42,0.0,0.42,0.42,0.42,0.67,0.05,0.72,0.67,0.72
Yuri Alberto,BRA,FW,Corinthians,22,2001,29,25,2197,24.4,15,4,19,12,3,3,6,1,10.7,8.3,1.9,10.2,52,31,172,0.61,0.16,0.78,0.49,0.66,0.44,0.08,0.51,0.34,0.42
Carlos Alcaraz,ARG,"MF,FW",Flamengo,21,2002,14,8,751,8.3,2,1,3,0,2,2,1,1,3.3,1.4,0.6,2.0,26,39,42,0.24,0.12,0.36,0.0,0.12,0.39,0.07,0.46,0.17,0.24
Max Alegria,BRA,"FW,DF",Vasco da Gama,20,2004,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,8,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15
Alerrandro,BRA,FW,Vitória,24,2000,34,32,2387,26.5,15,4,19,11,4,4,4,0,11.0,7.8,2.8,10.6,16,55,87,0.57,0.15,0.72,0.41,0.57,0.41,0.11,0.52,0.3,0.4
Caio Alexandre,BRA,MF,Bahia,24,1999,36,35,2774,30.8,2,0,2,2,0,0,6,0,1.1,1.1,2.3,3.4,80,236,52,0.06,0.0,0.06,0.06,0.06,0.03,0.07,0.11,0.03,0.11
Matheus Alexandre,BRA,DF,Cuiabá,24,1999,31,29,2464,27.4,1,0,1,1,0,0,6,0,0.4,0.4,0.7,1.1,37,86,68,0.04,0.0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04
Alexsander,BRA,MF,Fluminense,20,2003,15,7,791,8.8,0,1,1,0,0,0,4,0,0.4,0.4,0.9,1.3,15,36,24,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.15,0.04,0.15
Alisson,BRA,GK,Criciúma,28,1995,6,4,421,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,BRA,"DF,FW",Atlético Mineiro,18,2005,19,7,890,9.9,1,0,1,1,0,0,1,0,2.4,2.4,1.1,3.6,43,34,107,0.1,0.0,0.1,0.1,0.1,0.25,0.11,0.36,0.25,0.36
Alisson,BRA,MF,São Paulo,30,1993,21,19,1609,17.9,1,2,3,1,0,0,5,0,0.6,0.6,0.6,1.1,21,114,28,0.06,0.11,0.17,0.06,0.17,0.03,0.03,0.06,0.03,0.06
Allan,BRA,MF,Flamengo,26,1997,24,16,1412,15.7,0,0,0,0,0,0,7,1,0.3,0.3,0.5,0.8,16,75,10,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Allan,BRA,"MF,DF",Botafogo (RJ),33,1991,11,2,313,3.5,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,2,15,4,0.0,0.29,0.29,0.0,0.29,0.01,0.05,0.05,0.01,0.05
Allano,BRA,"FW,MF",Criciúma,28,1995,24,13,1296,14.4,1,2,3,1,0,0,10,2,2.1,2.1,1.9,4.0,62,59,134,0.07,0.14,0.21,0.07,0.21,0.15,0.13,0.28,0.15,0.28
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),22,2001,17,16,1252,13.9,1,2,3,1,0,1,1,0,3.4,2.6,2.6,5.2,65,112,108,0.07,0.14,0.22,0.07,0.22,0.24,0.19,0.43,0.19,0.37
Júnior Alonso,PAR,DF,Atlético Mineiro,30,1993,12,12,1046,11.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,16,50,5,0.09,0.0,0.09,0.09,0.09,0.02,0.0,0.03,0.02,0.03
Anderson,BRA,GK,Cruzeiro,25,1998,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,BRA,FW,Palmeiras,30,1993,20,16,1310,14.6,2,2,4,2,0,0,0,0,2.8,2.8,4.3,7.0,46,57,122,0.14,0.14,0.27,0.14,0.27,0.19,0.29,0.48,0.19,0.48
Kervin Andrade,VEN,MF,Fortaleza,18,2005,13,4,484,5.4,1,1,2,1,0,0,2,0,1.1,1.1,1.1,2.2,6,17,39,0.19,0.19,0.37,0.19,0.37,0.2,0.21,0.41,0.2,0.41
Rodrigo Andrade,BRA,"MF,FW",Vitória,26,1997,6,4,385,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,15,12,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11
André,BRA,MF,Fluminense,22,2001,12,12,1072,11.9,0,1,1,0,0,0,5,0,0.1,0.1,0.1,0.2,9,64,7,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02
José Andrés Martínez,VEN,MF,Corinthians,29,1994,11,8,633,7.0,0,0,0,0,0,0,5,1,0.0,0.0,0.1,0.2,6,25,5,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Wilker Ángel,VEN,DF,Criciúma,30,1993,13,12,985,10.9,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,1,15,3,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06
Anthoni,BRA,GK,Internacional,22,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Antônio,BRA,MF,São Paulo,23,2000,13,10,844,9.4,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,10,50,13,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04
Guilherme Arana,BRA,DF,Atlético Mineiro,26,1997,17,13,1303,14.5,1,1,2,1,0,0,5,0,0.6,0.6,1.0,1.6,43,94,113,0.07,0.07,0.14,0.07,0.14,0.04,0.07,0.11,0.04,0.11
Charles Aránguiz,CHI,MF,Internacional,34,1989,7,2,287,3.2,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,9,10,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16
Luiz Araújo,BRA,"FW,MF",Flamengo,27,1996,25,15,1566,17.4,4,5,9,4,0,0,3,0,3.1,3.1,4.6,7.7,54,74,126,0.23,0.29,0.52,0.23,0.52,0.18,0.27,0.44,0.18,0.44
Matheus Araújo,BRA,MF,Corinthians,21,2002,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Araujo,URU,"DF,FW",São Paulo,27,1996,20,9,858,9.5,0,1,1,0,0,0,4,0,1.2,1.2,1.7,2.8,22,45,50,0.0,0.1,0.1,0.0,0.1,0.12,0.17,0.3,0.12,0.3
Alexander Aravena,CHI,"FW,MF",Grêmio,21,2002,16,11,770,8.6,2,2,4,2,0,0,0,0,2.2,2.2,1.1,3.3,22,15,65,0.23,0.23,0.47,0.23,0.47,0.26,0.13,0.38,0.26,0.38
Robert Arboleda,ECU,DF,São Paulo,32,1991,27,25,2256,25.1,2,0,2,2,0,0,3,0,1.4,1.4,0.5,1.9,2,45,3,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07
Lucas Arcanjo,BRA,GK,Vitória,25,1998,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matias Arezo,URU,"FW,MF",Grêmio,21,2002,10,0,112,1.2,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.0,2,3,14,0.0,0.0,0.0,0.0,0.0,0.69,0.12,0.81,0.69,0.81
Jhon Arias,COL,FW,Fluminense,26,1997,27,26,2376,26.4,7,3,10,7,0,2,6,0,6.7,5.1,3.4,8.5,94,92,215,0.27,0.11,0.38,0.27,0.38,0.25,0.13,0.38,0.19,0.32
Santiago Arias,COL,DF,Bahia,32,1992,23,21,1884,20.9,0,1,1,0,0,0,2,1,0.6,0.6,3.1,3.6,57,115,185,0.0,0.05,0.05,0.0,0.05,0.03,0.15,0.17,0.03,0.17
Arthur,BRA,FW,Cruzeiro,25,1998,21,14,1273,14.1,2,1,3,2,0,0,1,0,1.6,1.6,0.8,2.5,48,35,130,0.14,0.07,0.21,0.14,0.21,0.11,0.06,0.17,0.11,0.17
Arthur,BRA,FW,Criciúma,31,1992,33,18,1671,18.6,5,1,6,5,0,0,4,0,5.0,5.0,1.7,6.7,12,26,87,0.27,0.05,0.32,0.27,0.32,0.27,0.09,0.36,0.27,0.36
Arthur,BRA,FW,Corinthians,20,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,BRA,"FW,MF",RB Bragantino,20,2003,8,0,153,1.7,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.1,0,1,7,0.0,0.0,0.0,0.0,0.0,0.04,0.6,0.64,0.04,0.64
Filipe Augusto,BRA,MF,Cuiabá,30,1993,19,9,844,9.4,0,0,0,0,0,0,6,0,0.3,0.3,0.1,0.4,5,32,6,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Renato Augusto,BRA,"MF,FW",Fluminense,35,1988,17,2,442,4.9,1,1,2,1,0,0,0,0,0.7,0.7,0.8,1.5,8,21,17,0.2,0.2,0.41,0.2,0.41,0.14,0.16,0.3,0.14,0.3
Yarlen Augusto,BRA,MF,Botafogo (RJ),17,2006,4,0,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Pablo Baianinho,BRA,"MF,FW",Vitória,20,2003,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,0,5,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2
Gabriel Baralhas,BRA,MF,Atl Goianiense,25,1998,33,31,2452,27.2,1,3,4,1,0,0,9,0,2.4,2.4,2.4,4.8,22,121,59,0.04,0.11,0.15,0.04,0.15,0.09,0.09,0.17,0.09,0.17
Danilo Barbosa,BRA,MF,Botafogo (RJ),27,1996,25,14,1153,12.8,3,1,4,3,0,0,4,0,1.3,1.3,0.4,1.7,9,53,13,0.23,0.08,0.31,0.23,0.31,0.1,0.03,0.13,0.1,0.13
Diogo Barbosa,BRA,DF,Fluminense,31,1992,25,20,1849,20.5,0,0,0,0,0,0,6,0,0.1,0.1,1.3,1.4,42,114,80,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
Gabriel Barbosa,BRA,"FW,MF",Flamengo,27,1996,19,7,754,8.4,4,1,5,2,2,2,2,0,5.2,3.6,0.9,4.6,17,24,42,0.48,0.12,0.6,0.24,0.36,0.62,0.11,0.73,0.43,0.54
Lucas Barbosa,BRA,FW,Juventude,22,2001,33,32,2443,27.1,7,2,9,7,0,0,12,1,6.4,6.4,3.4,9.8,61,103,165,0.26,0.07,0.33,0.26,0.33,0.23,0.12,0.36,0.23,0.36
Alexander Barboza,ARG,DF,Botafogo (RJ),28,1995,26,23,2033,22.6,0,1,1,0,0,0,11,2,1.4,1.4,1.0,2.3,14,90,7,0.0,0.04,0.04,0.0,0.04,0.06,0.04,0.1,0.06,0.1
