Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,Abner,br BRA,DF,Juventude,19,2004,1.2,46,14,29,14,3,0,46,0,0,,0,,21,80,22,0,0,0,0,1,18,0,Matches
2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,245,8,68,142,42,6,245,9,7,77.8,2,22.2,165,853,503,5,5,0,4,2,182,8,Matches
3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,58,1,5,36,17,7,58,2,0,0.0,2,100.0,25,117,29,1,2,1,1,3,44,9,Matches
4,Adriel,br BRA,GK,Bahia,23,2001,3.7,141,104,138,3,0,0,141,1,1,100.0,0,0.0,86,425,218,0,0,0,0,0,77,0,Matches
5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,470,40,186,268,16,13,470,0,0,,0,,271,1059,451,2,0,0,2,0,335,0,Matches
6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,792,8,105,383,317,39,792,50,25,50.0,24,48.0,478,2839,1426,42,37,7,30,16,574,80,Matches
7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,65,6,14,29,23,0,65,1,0,0.0,1,100.0,25,84,41,0,2,0,3,0,34,4,Matches
8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,185,13,27,86,73,25,185,10,6,60.0,3,30.0,72,227,56,0,2,1,18,9,121,22,Matches
9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,55,2,8,16,34,15,55,6,4,66.7,2,33.3,27,282,204,7,5,3,8,0,29,7,Matches
10,Yuri Alberto,br BRA,FW,Corinthians,22,2001,24.4,676,14,34,281,371,125,673,52,21,40.4,27,51.9,419,2428,1099,52,23,29,60,34,502,172,Matches
11,Carlos Alcaraz,ar ARG,"MF,FW",Flamengo,21,2002,8.3,553,14,75,293,193,22,551,32,14,43.8,16,50.0,323,1606,801,26,25,3,24,16,376,42,Matches
12,Max Alegria,br BRA,"FW,DF",Vasco da Gama,20,2004,0.9,30,0,1,17,13,4,30,4,1,25.0,3,75.0,20,179,70,3,2,1,1,3,26,8,Matches
13,Alerrandro,br BRA,FW,Vitória,24,2000,26.5,785,30,80,410,301,101,781,24,10,41.7,12,50.0,393,1465,687,16,13,3,57,33,490,87,Matches
14,Caio Alexandre,br BRA,MF,Bahia,24,1999,30.8,2581,40,522,1680,397,20,2581,30,17,56.7,11,36.7,1748,9533,5528,80,68,7,39,30,2102,52,Matches
15,Matheus Alexandre,br BRA,DF,Cuiabá,24,1999,27.4,1541,85,579,705,265,19,1541,27,11,40.7,14,51.9,689,3470,1787,37,22,3,32,19,830,68,Matches
16,Alexsander,br BRA,MF,Fluminense,20,2003,8.8,598,32,140,326,136,16,598,40,18,45.0,20,50.0,335,1635,893,15,8,4,23,17,430,24,Matches
17,Alisson,br BRA,GK,Criciúma,28,1995,4.7,164,146,164,0,0,0,164,0,0,,0,,75,382,297,0,0,0,0,0,54,0,Matches
18,Alisson,br BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,526,11,63,204,270,40,526,65,27,41.5,27,41.5,353,2717,1214,43,29,14,29,9,394,107,Matches
19,Alisson,br BRA,MF,São Paulo,30,1993,17.9,1435,57,290,932,217,3,1435,31,17,54.8,11,35.5,920,4350,2153,21,26,0,14,12,1130,28,Matches
20,Allan,br BRA,MF,Flamengo,26,1997,15.7,1012,36,214,643,158,1,1012,15,2,13.3,11,73.3,600,3622,1708,16,18,0,15,5,709,10,Matches
21,Allan,br BRA,"MF,DF",Botafogo (RJ),33,1991,3.5,246,9,62,162,23,0,246,2,0,0.0,1,50.0,165,794,399,2,2,0,4,2,172,4,Matches
22,Allano,br BRA,"FW,MF",Criciúma,28,1995,14.4,725,9,79,320,344,61,725,69,31,44.9,29,42.0,453,3357,1642,62,37,19,57,41,549,134,Matches
23,Thiago Almada,ar ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,1037,2,78,491,481,37,1036,50,25,50.0,20,40.0,682,3795,1989,65,55,15,27,26,797,108,Matches
24,Júnior Alonso,py PAR,DF,Atlético Mineiro,30,1993,11.6,901,67,377,458,69,9,901,6,3,50.0,3,50.0,507,2465,1577,16,15,0,6,2,657,5,Matches
25,Anderson,br BRA,GK,Cruzeiro,25,1998,17.0,505,440,505,0,0,0,505,0,0,,0,,260,1087,622,0,0,0,0,0,209,0,Matches
26,Felipe Anderson,br BRA,FW,Palmeiras,30,1993,14.6,866,23,141,369,371,50,866,42,24,57.1,17,40.5,447,2669,1526,46,26,14,26,19,575,122,Matches
27,Kervin Andrade,ve VEN,MF,Fortaleza,18,2005,5.4,228,2,22,99,112,13,228,18,5,27.8,8,44.4,133,603,289,6,8,1,18,13,154,39,Matches
28,Rodrigo Andrade,br BRA,"MF,FW",Vitória,26,1997,4.3,221,11,62,127,36,6,221,6,1,16.7,3,50.0,132,858,451,6,6,1,5,9,136,12,Matches
29,André,br BRA,MF,Fluminense,22,2001,11.9,847,57,238,555,63,0,847,28,11,39.3,14,50.0,516,2317,1144,9,8,0,11,12,619,7,Matches
30,José Andrés Martínez,ve VEN,MF,Corinthians,29,1994,7.0,393,20,141,218,39,3,393,6,4,66.7,2,33.3,199,729,367,6,6,0,8,6,255,5,Matches
31,Wilker Ángel,ve VEN,DF,Criciúma,30,1993,10.9,492,124,294,176,22,16,492,0,0,,0,,223,931,394,1,1,0,3,2,262,3,Matches
32,Anthoni,br BRA,GK,Internacional,22,2002,2.0,80,69,76,4,0,0,80,0,0,,0,,26,156,50,0,0,0,0,0,26,0,Matches
33,Marcos Antônio,br BRA,MF,São Paulo,23,2000,9.4,645,20,152,405,95,6,645,6,3,50.0,3,50.0,399,1915,823,10,14,1,13,2,487,13,Matches
34,Guilherme Arana,br BRA,DF,Atlético Mineiro,26,1997,14.5,1249,29,303,557,394,32,1249,23,10,43.5,13,56.5,754,3753,2161,43,30,5,8,3,911,113,Matches
35,Charles Aránguiz,cl CHI,MF,Internacional,34,1989,3.2,196,4,26,130,41,7,196,4,1,25.0,3,75.0,115,428,145,1,3,0,6,1,133,10,Matches
36,Luiz Araújo,br BRA,"FW,MF",Flamengo,27,1996,17.4,890,12,110,364,438,56,890,63,38,60.3,21,33.3,532,3258,1701,54,38,17,36,25,588,126,Matches
37,Matheus Araújo,br BRA,MF,Corinthians,21,2002,0.5,13,1,2,10,1,0,13,0,0,,0,,10,47,5,0,1,0,1,2,7,0,Matches
38,Michel Araujo,uy URU,"DF,FW",São Paulo,27,1996,9.5,643,14,158,298,196,24,643,36,21,58.3,13,36.1,365,2020,918,22,29,3,21,18,429,50,Matches
39,Alexander Aravena,cl CHI,"FW,MF",Grêmio,21,2002,8.6,256,7,39,105,115,33,256,28,13,46.4,15,53.6,175,1273,566,22,14,9,15,15,191,65,Matches
40,Robert Arboleda,ec ECU,DF,São Paulo,32,1991,25.1,1804,225,996,774,40,25,1804,0,0,,0,,1065,3765,1861,2,5,0,4,0,1321,3,Matches
41,Lucas Arcanjo,br BRA,GK,Vitória,25,1998,37.0,1188,985,1180,8,0,0,1188,0,0,,0,,701,3601,2158,0,0,0,0,0,544,1,Matches
42,Matias Arezo,uy URU,"FW,MF",Grêmio,21,2002,1.2,79,2,6,40,34,12,79,5,1,20.0,2,40.0,48,214,75,2,3,1,6,2,57,14,Matches
43,Jhon Arias,co COL,FW,Fluminense,26,1997,26.4,1609,18,199,683,752,90,1607,128,52,40.6,62,48.4,1002,5722,2871,94,68,14,60,59,1227,215,Matches
44,Santiago Arias,co COL,DF,Bahia,32,1992,20.9,1465,61,386,652,433,31,1465,17,7,41.2,8,47.1,784,3434,2047,57,34,5,10,11,949,185,Matches
45,Arthur,br BRA,FW,Cruzeiro,25,1998,14.1,597,8,63,199,343,48,597,60,26,43.3,31,51.7,413,2730,1276,48,20,19,32,22,470,130,Matches
46,Arthur,br BRA,FW,Criciúma,31,1992,18.6,502,21,53,224,234,69,502,18,5,27.8,9,50.0,242,982,343,12,16,3,53,18,345,87,Matches
47,Arthur,br BRA,FW,Corinthians,20,2003,0.2,4,0,0,3,1,0,4,0,0,,0,,2,6,1,0,0,0,1,0,4,0,Matches
48,Arthur,br BRA,"FW,MF",RB Bragantino,20,2003,1.7,49,1,6,11,32,10,49,1,1,100.0,0,0.0,19,98,17,0,1,1,10,3,28,7,Matches
49,Filipe Augusto,br BRA,MF,Cuiabá,30,1993,9.4,540,32,181,313,55,1,540,11,8,72.7,3,27.3,264,1204,473,5,5,0,10,9,373,6,Matches
50,Renato Augusto,br BRA,"MF,FW",Fluminense,35,1988,4.9,322,5,51,166,107,13,322,5,2,40.0,1,20.0,187,869,400,8,7,1,8,5,259,17,Matches
51,Yarlen Augusto,br BRA,MF,Botafogo (RJ),17,2006,0.9,24,1,6,5,13,1,24,3,0,0.0,3,100.0,14,73,27,1,0,1,2,4,18,6,Matches
52,Pablo Baianinho,br BRA,"MF,FW",Vitória,20,2003,0.4,23,0,2,7,14,2,23,2,0,0.0,1,50.0,12,116,65,3,2,0,2,0,15,5,Matches
53,Gabriel Baralhas,br BRA,MF,Atl Goianiense,25,1998,27.2,1375,54,277,789,322,36,1375,40,15,37.5,20,50.0,662,2703,1269,22,27,5,33,16,850,59,Matches
54,Danilo Barbosa,br BRA,MF,Botafogo (RJ),27,1996,12.8,742,55,208,445,95,15,742,19,13,68.4,5,26.3,364,1472,623,9,8,1,16,14,490,13,Matches
55,Diogo Barbosa,br BRA,DF,Fluminense,31,1992,20.5,1406,49,389,732,294,9,1406,35,15,42.9,16,45.7,765,3930,2113,42,39,2,19,12,915,80,Matches
56,Gabriel Barbosa,br BRA,"FW,MF",Flamengo,27,1996,8.4,252,2,10,113,129,35,250,6,2,33.3,3,50.0,166,863,403,17,16,1,12,3,184,42,Matches
57,Lucas Barbosa,br BRA,FW,Juventude,22,2001,27.1,1223,25,158,614,476,90,1223,51,18,35.3,31,60.8,692,4287,1846,61,47,12,63,31,850,165,Matches
58,Alexander Barboza,ar ARG,DF,Botafogo (RJ),28,1995,22.6,1470,206,660,740,77,22,1470,12,8,66.7,4,33.3,776,3303,1877,14,6,0,13,8,891,7,Matches
59,Baltasar Barcia,uy URU,"MF,FW",Criciúma,22,2001,0.3,16,1,6,9,2,0,16,2,1,50.0,1,50.0,8,63,2,0,0,0,6,4,7,1,Matches
60,Álvaro Barreal,ar ARG,"MF,FW",Cruzeiro,23,2000,16.5,1064,24,205,507,357,42,1064,38,17,44.7,20,52.6,620,2777,1327,29,21,4,29,18,752,113,Matches
61,Barreto,br BRA,MF,Criciúma,28,1995,25.3,1138,80,346,608,193,33,1138,31,17,54.8,13,41.9,546,2773,1412,18,18,2,25,25,655,35,Matches
62,Gabriel Barros,br BRA,"FW,MF",Atl Goianiense,22,2001,0.9,30,0,4,18,9,0,30,3,3,100.0,0,0.0,18,121,30,0,0,0,3,1,19,4,Matches
63,Bastos,ao ANG,DF,Botafogo (RJ),32,1991,29.2,1925,177,806,1038,91,23,1925,5,2,40.0,3,60.0,1132,4672,2401,12,9,0,13,4,1341,7,Matches
64,Rodrigo Battaglia,ar ARG,"DF,MF",Atlético Mineiro,32,1991,25.4,1804,227,798,908,106,12,1804,13,5,38.5,6,46.2,1022,5886,3524,21,21,0,17,0,1225,6,Matches
65,José Luis Rodríguez Bebanz,uy URU,"DF,FW",Vasco da Gama,26,1997,12.5,752,47,172,330,256,28,752,13,5,38.5,7,53.8,379,2111,1244,38,21,10,13,13,450,108,Matches
66,Muriel Becker,br BRA,GK,Vitória,36,1987,1.0,30,23,30,0,0,0,30,0,0,,0,,11,101,67,0,0,0,0,0,10,0,Matches
67,Lucas Belezi,br BRA,DF,Ath Paranaense,20,2003,8.8,369,82,204,155,13,8,369,0,0,,0,,142,667,409,3,2,1,3,0,180,3,Matches
68,Ramiro Benetti,br BRA,MF,Cruzeiro,30,1993,16.0,915,44,206,504,207,23,915,3,1,33.3,2,66.7,440,1592,670,9,9,2,21,10,604,43,Matches
69,Bento,br BRA,GK,Ath Paranaense,24,1999,7.0,184,156,183,1,0,0,184,0,0,,0,,97,508,285,0,0,0,0,0,76,0,Matches
70,Alexandro Bernabei,ar ARG,DF,Internacional,23,2000,22.9,1662,54,394,784,505,74,1662,64,27,42.2,34,53.1,832,4360,2298,58,36,23,41,18,888,97,Matches
71,Facundo Bernal,uy URU,MF,Fluminense,20,2003,10.5,637,28,140,423,79,6,637,11,7,63.6,2,18.2,355,1448,549,3,9,0,7,12,449,9,Matches
72,Bernard,br BRA,"MF,FW",Atlético Mineiro,31,1992,10.0,586,11,65,278,247,22,586,25,12,48.0,11,44.0,357,1712,837,28,19,7,25,11,442,70,Matches
73,Matheus Bidu,br BRA,DF,Corinthians,24,1999,16.7,1162,62,402,534,251,30,1162,27,14,51.9,11,40.7,668,3277,1790,35,28,3,23,14,698,71,Matches
