Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Allano,BRA,"FW,MF",Criciúma,28,1995,14.4,30,20,12,16,2,16,39,41.0,23,23,2,21,3,33,7,0
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,12,6,4,6,2,6,24,25.0,18,7,1,6,6,18,3,2
Júnior Alonso,PAR,DF,Atlético Mineiro,30,1993,11.6,18,10,9,9,0,10,20,50.0,10,6,5,1,14,32,41,0
Anderson,BRA,GK,Cruzeiro,25,1998,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,3
Felipe Anderson,BRA,FW,Palmeiras,30,1993,14.6,35,24,14,16,5,14,33,42.4,19,25,5,20,13,48,19,0
Kervin Andrade,VEN,MF,Fortaleza,18,2005,5.4,3,2,2,1,0,3,6,50.0,3,7,0,7,4,7,3,0
Rodrigo Andrade,BRA,"MF,FW",Vitória,26,1997,4.3,6,5,4,1,1,4,5,80.0,1,8,3,5,3,9,3,0
André,BRA,MF,Fluminense,22,2001,11.9,24,16,5,17,2,8,14,57.1,6,16,8,8,15,39,14,0
José Andrés Martínez,VEN,MF,Corinthians,29,1994,7.0,17,10,8,7,2,9,18,50.0,9,7,3,4,11,28,12,0
Wilker Ángel,VEN,DF,Criciúma,30,1993,10.9,10,6,7,3,0,7,11,63.6,4,27,17,10,13,23,67,1
Anthoni,BRA,GK,Internacional,22,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Marcos Antônio,BRA,MF,São Paulo,23,2000,9.4,9,6,4,4,1,5,15,33.3,10,11,2,9,5,14,16,0
Guilherme Arana,BRA,DF,Atlético Mineiro,26,1997,14.5,21,15,11,6,4,10,20,50.0,10,13,3,10,18,39,18,0
Charles Aránguiz,CHI,MF,Internacional,34,1989,3.2,6,5,0,5,1,3,8,37.5,5,4,1,3,1,7,4,0
Luiz Araújo,BRA,"FW,MF",Flamengo,27,1996,17.4,37,25,14,15,8,13,29,44.8,16,25,3,22,20,57,14,0
Matheus Araújo,BRA,MF,Corinthians,21,2002,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Michel Araujo,URU,"DF,FW",São Paulo,27,1996,9.5,27,18,14,11,2,10,31,32.3,21,10,0,10,7,34,15,0
Alexander Aravena,CHI,"FW,MF",Grêmio,21,2002,8.6,4,4,2,2,0,1,7,14.3,6,2,0,2,3,7,7,0
Robert Arboleda,ECU,DF,São Paulo,32,1991,25.1,31,19,18,13,0,15,23,65.2,8,28,18,10,23,54,99,3
Lucas Arcanjo,BRA,GK,Vitória,25,1998,37.0,3,0,3,0,0,3,6,50.0,3,0,0,0,1,4,9,3
Matias Arezo,URU,"FW,MF",Grêmio,21,2002,1.2,3,1,1,1,1,1,2,50.0,1,2,0,2,0,3,2,0
Jhon Arias,COL,FW,Fluminense,26,1997,26.4,50,28,19,16,15,27,49,55.1,22,36,2,34,13,63,13,0
Santiago Arias,COL,DF,Bahia,32,1992,20.9,43,32,25,13,5,22,36,61.1,14,14,6,8,20,63,47,1
Arthur,BRA,FW,Cruzeiro,25,1998,14.1,16,10,6,5,5,5,13,38.5,8,8,1,7,3,19,6,0
Arthur,BRA,FW,Criciúma,31,1992,18.6,6,2,0,4,2,2,4,50.0,2,13,2,11,1,7,18,0
Arthur,BRA,FW,Corinthians,20,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Arthur,BRA,"FW,MF",RB Bragantino,20,2003,1.7,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
Filipe Augusto,BRA,MF,Cuiabá,30,1993,9.4,16,8,9,6,1,6,12,50.0,6,16,4,12,11,27,24,0
Renato Augusto,BRA,"MF,FW",Fluminense,35,1988,4.9,14,8,3,6,5,5,11,45.5,6,1,0,1,5,19,3,0
Yarlen Augusto,BRA,MF,Botafogo (RJ),17,2006,0.9,2,1,0,1,1,0,2,0.0,2,2,0,2,1,3,0,0
Pablo Baianinho,BRA,"MF,FW",Vitória,20,2003,0.4,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0
Gabriel Baralhas,BRA,MF,Atl Goianiense,25,1998,27.2,56,32,15,36,5,18,56,32.1,38,41,8,33,39,95,31,2
Danilo Barbosa,BRA,MF,Botafogo (RJ),27,1996,12.8,29,22,17,11,1,14,20,70.0,6,15,8,7,25,54,38,0
Diogo Barbosa,BRA,DF,Fluminense,31,1992,20.5,37,26,21,12,4,21,39,53.8,18,8,2,6,15,52,48,0
Gabriel Barbosa,BRA,"FW,MF",Flamengo,27,1996,8.4,5,3,2,2,1,3,8,37.5,5,2,0,2,0,5,0,0
Lucas Barbosa,BRA,FW,Juventude,22,2001,27.1,68,40,21,31,16,31,70,44.3,39,59,4,55,19,87,21,1
Alexander Barboza,ARG,DF,Botafogo (RJ),28,1995,22.6,30,16,17,10,3,17,24,70.8,7,27,17,10,30,60,121,0
Baltasar Barcia,URU,"MF,FW",Criciúma,22,2001,0.3,4,3,1,3,0,3,5,60.0,2,0,0,0,1,5,1,0
Álvaro Barreal,ARG,"MF,FW",Cruzeiro,23,2000,16.5,38,24,13,17,8,16,39,41.0,23,40,4,36,7,45,19,1
Barreto,BRA,MF,Criciúma,28,1995,25.3,58,40,29,24,5,28,59,47.5,31,51,15,36,18,76,36,0
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22,2001,0.9,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,0,0
Bastos,ANG,DF,Botafogo (RJ),32,1991,29.2,32,26,18,11,3,19,30,63.3,11,27,19,8,31,63,112,1
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,32,1991,25.4,38,20,23,14,1,22,35,62.9,13,30,16,14,15,53,106,2
José Luis Rodríguez Bebanz,URU,"DF,FW",Vasco da Gama,26,1997,12.5,20,14,13,7,0,12,27,44.4,15,15,3,12,11,31,47,1
Muriel Becker,BRA,GK,Vitória,36,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Belezi,BRA,DF,Ath Paranaense,20,2003,8.8,14,6,8,6,0,7,10,70.0,3,13,11,2,13,27,65,0
Ramiro Benetti,BRA,MF,Cruzeiro,30,1993,16.0,29,20,10,14,5,18,45,40.0,27,19,4,15,20,49,26,0
Bento,BRA,GK,Ath Paranaense,24,1999,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Alexandro Bernabei,ARG,DF,Internacional,23,2000,22.9,56,36,27,22,7,28,60,46.7,32,26,8,18,49,105,40,0
Facundo Bernal,URU,MF,Fluminense,20,2003,10.5,26,11,11,13,2,15,32,46.9,17,12,3,9,8,34,20,0
Bernard,BRA,"MF,FW",Atlético Mineiro,31,1992,10.0,20,11,8,10,2,10,23,43.5,13,7,2,5,3,23,9,0
Matheus Bidu,BRA,DF,Corinthians,24,1999,16.7,35,18,19,15,1,17,28,60.7,11,20,6,14,30,65,42,0
Biel,BRA,"FW,MF",Bahia,22,2001,10.0,9,7,5,3,1,2,12,16.7,10,6,1,5,10,19,10,0
Biro,BRA,"MF,DF",Corinthians,19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Damián Bobadilla,PAR,MF,São Paulo,22,2001,11.5,34,18,16,17,1,14,28,50.0,14,16,1,15,8,42,6,1
Yannick Bolasie,COD,FW,Criciúma,34,1989,26.4,26,18,7,6,13,7,17,41.2,10,19,2,17,4,30,14,0
Thiago Borbas,URU,FW,RB Bragantino,21,2002,10.6,7,4,0,5,2,3,6,50.0,3,8,4,4,2,9,14,0
Marllon Borges,BRA,DF,Cuiabá,31,1992,32.0,46,33,33,12,1,29,41,70.7,12,51,33,18,34,80,162,1
Pedro Borges,BRA,MF,Fortaleza,26,1997,13.0,58,31,31,23,4,24,33,72.7,9,22,12,10,21,79,40,0
Rafael Borré,COL,FW,Internacional,28,1995,20.8,20,14,3,10,7,4,20,20.0,16,13,0,13,3,23,17,0
Danilo Boza,BRA,DF,Juventude,25,1998,31.4,24,13,16,7,1,11,23,47.8,12,40,32,8,33,57,130,1
Martin Braithwaite,DEN,FW,Grêmio,32,1991,16.2,9,6,0,5,4,5,9,55.6,4,6,0,6,1,10,19,0
Breno,BRA,"FW,MF",Fortaleza,28,1996,21.1,12,5,6,6,0,3,8,37.5,5,14,2,12,5,17,12,0
Breno,BRA,MF,Corinthians,18,2005,19.8,42,23,13,24,5,14,39,35.9,25,27,5,22,21,63,28,0
José Breno,BRA,MF,Vitória,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Emanuel Brítez,ARG,DF,Fortaleza,31,1992,27.8,60,42,42,14,4,34,58,58.6,24,33,18,15,37,97,125,1
Bruninho,BRA,"FW,MF",RB Bragantino,20,2003,0.9,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,1,0
Fabrício Bruno,BRA,DF,Flamengo,27,1996,25.7,30,19,22,7,1,18,21,85.7,3,21,17,4,14,44,117,0
Fabricio Bustos,ARG,DF,Internacional,27,1996,9.6,38,23,20,12,6,18,25,72.0,7,10,2,8,11,49,29,0
Rafael Cabral,BRA,GK,Grêmio,33,1990,5.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cacá,BRA,DF,Corinthians,24,1999,25.5,28,15,21,5,2,22,27,81.5,5,44,33,11,13,41,109,2
Raúl Cáceres,PAR,DF,Vitória,32,1991,18.8,39,18,18,16,5,28,47,59.6,19,16,3,13,14,53,54,0
Cadu,BRA,"FW,DF",Atlético Mineiro,19,2004,11.2,29,19,10,13,6,10,17,58.8,7,8,1,7,9,38,9,0
Caetano,BRA,DF,Corinthians,24,1999,3.1,4,3,2,2,0,2,3,66.7,1,4,4,0,4,8,20,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,32,1991,15.5,22,15,9,11,2,9,27,33.3,18,10,0,10,9,31,10,0
Rodrigo Caio,BRA,DF,Grêmio,30,1993,4.2,6,4,4,2,0,3,7,42.9,4,12,9,3,4,10,29,0
Caíque,BRA,GK,Grêmio,26,1997,5.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Calebe,BRA,"MF,FW",Fortaleza,23,2000,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Lucas Calegari,BRA,DF,Fluminense,21,2002,0.9,4,4,2,1,1,2,2,100.0,0,1,1,0,1,5,1,0
Jonathan Calleri,ARG,FW,São Paulo,30,1993,22.7,11,9,0,9,2,3,11,27.3,8,8,2,6,3,14,18,0
Patric Calmon PK,BRA,DF,Vitória,29,1994,6.0,10,5,4,5,1,6,8,75.0,2,7,4,3,15,25,16,0
Gustavo Campanharo,BRA,MF,Atl Goianiense,31,1992,0.3,2,1,2,0,0,0,1,0.0,1,2,0,2,0,2,2,0
Joel Campbell,CRC,"MF,FW",Atl Goianiense,31,1992,6.2,13,10,2,6,5,8,14,57.1,6,3,0,3,2,15,2,0
Camutanga,BRA,DF,Vitória,30,1993,5.0,8,5,7,0,1,5,9,55.6,4,7,6,1,2,10,19,0
Yerson Candelo,COL,DF,Criciúma,31,1992,0.3,3,1,1,2,0,0,0,,0,0,0,0,1,4,0,0
Luan Cândido,BRA,DF,RB Bragantino,22,2001,21.7,41,28,21,18,2,16,28,57.1,12,27,17,10,32,73,103,1
Germán Cano,ARG,FW,Fluminense,35,1988,17.9,9,5,2,5,2,4,9,44.4,5,4,2,2,1,10,10,1
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,25,1998,13.5,30,19,6,20,4,13,31,41.9,18,22,0,22,4,34,8,0
Juninho Capixaba,BRA,"DF,MF",RB Bragantino,26,1997,20.8,62,43,35,21,6,32,57,56.1,25,27,8,19,33,95,73,2
Felipe Carballo,URU,MF,Grêmio,27,1996,5.3,15,10,6,9,0,5,22,22.7,17,5,0,5,4,19,9,0
Tomás Cardona,ARG,DF,Fortaleza,28,1995,15.9,26,17,18,8,0,14,25,56.0,11,37,23,14,29,55,97,4
Edson Carioca,BRA,FW,Juventude,26,1997,8.2,22,14,7,8,7,7,14,50.0,7,18,0,18,6,28,6,0
Carlinhos,BRA,FW,Flamengo,26,1997,4.7,5,1,2,1,2,2,4,50.0,2,0,0,0,0,5,5,0
Antonio Carlos,BRA,DF,Fluminense,30,1993,12.0,6,4,5,1,0,2,4,50.0,2,12,11,1,20,26,73,1
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,23,2000,9.6,12,9,2,6,4,3,11,27.3,8,8,1,7,2,14,8,0
João Carlos,BRA,"MF,FW",Criciúma,22,2001,0.3,2,2,0,1,1,2,2,100.0,0,0,0,0,1,3,1,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,31,1992,11.5,8,4,0,7,1,3,9,33.3,6,6,1,5,6,14,4,0
André Carrillo,PER,MF,Corinthians,32,1991,8.1,23,13,11,9,3,10,21,47.6,11,11,3,8,8,31,7,0
Ronie Carrillo,ECU,FW,Juventude,27,1996,7.5,4,3,0,1,3,1,4,25.0,3,3,1,2,2,6,8,0
Gabriel Carvalho,BRA,"FW,MF",Internacional,16,2007,14.5,29,18,10,14,5,9,30,30.0,21,37,0,37,5,34,8,1
Cássio,BRA,GK,Cruzeiro,36,1987,21.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0
Cássio,BRA,GK,Corinthians,36,1987,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Iury de Castilho,BRA,"FW,MF",Vitória,28,1995,1.4,2,0,2,0,0,1,1,100.0,0,2,0,2,0,2,1,0
Erick Castillo,ECU,"FW,MF",Vitória,28,1995,3.0,2,0,2,0,0,2,4,50.0,2,4,0,4,0,2,4,0
Ivan Cavaleiro,POR,"FW,MF",RB Bragantino,30,1993,2.1,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,1
Murilo Cerqueira,BRA,DF,Palmeiras,26,1997,24.2,38,24,15,20,3,15,30,50.0,15,21,13,8,25,63,100,0
Reynaldo Cesar Moraes,BRA,DF,Vitória,27,1997,4.0,10,6,6,4,0,3,6,50.0,3,9,5,4,0,10,22,0
Christian,BRA,"MF,FW",Ath Paranaense,23,2000,16.7,27,15,11,14,2,9,20,45.0,11,15,4,11,13,40,11,0
Eliel Chrystian,BRA,"FW,MF",Cuiabá,21,2003,5.7,9,7,4,3,2,3,8,37.5,5,6,1,5,2,11,9,0
Chumbinho,BRA,"MF,FW",RB Bragantino,20,2003,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Cicinho,BUL,"DF,FW",Bahia,35,1988,0.9,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,0,1
José Cifuentes,ECU,MF,Cruzeiro,24,1999,0.8,3,2,0,2,1,2,3,66.7,1,0,0,0,0,3,3,0
Claudinho,BRA,DF,Criciúma,23,2000,22.7,58,39,35,17,6,36,85,42.4,49,40,12,28,26,84,48,0
Mateus Claus,BRA,GK,Juventude,29,1994,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2
Clayson,BRA,"FW,MF",Cuiabá,28,1995,22.7,11,8,5,4,2,5,35,14.3,30,27,2,25,7,18,20,1
Clayton,BRA,DF,Internacional,23,2000,5.9,4,3,2,2,0,1,4,25.0,3,4,4,0,6,10,30,1
Clayton,BRA,FW,Vasco da Gama,25,1999,1.6,3,3,1,0,2,1,1,100.0,0,1,1,0,1,4,2,0
Cleiton,BRA,DF,Flamengo,20,2003,1.1,2,2,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0
Mateus Cocão,BRA,MF,Vasco da Gama,21,2002,24.0,80,46,34,40,6,34,70,48.6,36,40,6,34,38,118,21,1
Robert Conceição,BRA,"MF,DF",Atlético Mineiro,20,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Igor Coronado,BRA,"MF,FW",Corinthians,31,1992,15.3,33,18,13,12,8,17,36,47.2,19,27,4,23,10,43,13,0
Diego Costa,ESP,FW,Grêmio,35,1988,5.3,6,1,1,3,2,3,4,75.0,1,5,2,3,1,7,5,0
Douglas Costa,BRA,FW,Fluminense,33,1990,3.2,6,6,3,2,1,1,3,33.3,2,4,0,4,2,8,2,0
Philippe Coutinho,BRA,MF,Vasco da Gama,31,1992,7.4,9,5,2,4,3,3,6,50.0,3,7,0,7,4,13,0,0
Franco Cristaldo,ARG,"MF,FW",Grêmio,27,1996,23.7,36,24,8,22,6,12,37,32.4,25,20,2,18,13,49,15,0
Alejo Cruz,URU,"FW,MF",Atl Goianiense,23,2000,24.0,37,24,16,15,6,19,42,45.2,23,24,2,22,21,58,28,0
João Cruz,BRA,"MF,FW",Ath Paranaense,17,2006,9.3,17,5,6,8,3,7,20,35.0,13,10,0,10,6,23,5,0
Tomás Cuello,ARG,"FW,MF",Ath Paranaense,23,2000,22.3,36,21,21,14,1,16,41,39.0,25,35,5,30,21,57,12,0
Víctor Cuesta,ARG,DF,Bahia,35,1988,5.6,12,9,4,7,1,7,10,70.0,3,7,2,5,5,17,23,0
Cuiabano,BRA,DF,Grêmio,20,2003,1.8,3,0,2,1,0,2,2,100.0,0,4,2,2,5,8,5,0
Cuiabano,BRA,DF,Botafogo (RJ),20,2003,16.4,49,34,25,17,7,22,33,66.7,11,21,3,18,23,72,49,0
Lucas Cunha,BRA,DF,RB Bragantino,27,1997,8.7,9,7,7,1,1,4,7,57.1,3,9,8,1,4,13,52,0
Matheus Cunha,BRA,GK,Flamengo,22,2001,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Danielzinho,BRA,"MF,FW",Atl Goianiense,28,1996,1.1,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
David,BRA,FW,Vasco da Gama,28,1995,17.6,21,15,8,10,3,6,21,28.6,15,10,1,9,9,30,10,1
David,BRA,"MF,FW",Juventude,24,2000,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0
David,BRA,"MF,FW",Cuiabá,16,2007,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Giorgian De Arrascaeta,URU,MF,Flamengo,29,1994,11.2,16,12,3,6,7,7,25,28.0,18,13,1,12,4,20,3,0
Nicolás De La Cruz,URU,MF,Flamengo,26,1997,11.2,20,14,2,12,6,8,21,38.1,13,16,4,12,8,28,6,2
Sergio Antonio De Luiz Junior,BRA,"MF,FW",Criciúma,28,1995,0.2,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,0,0
Sergio Antonio De Luiz Junior,BRA,"FW,MF",Vasco da Gama,28,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Gabriel Delfim,BRA,GK,Atlético Mineiro,21,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Denilson,BRA,MF,Cuiabá,22,2001,22.4,48,24,21,20,7,19,31,61.3,12,14,0,14,9,57,17,0
Derek,BRA,FW,Atl Goianiense,26,1997,11.0,16,11,3,10,3,4,9,44.4,5,13,1,12,4,20,5,0
Deyverson,BRA,FW,Atlético Mineiro,32,1991,11.1,5,1,1,2,2,1,3,33.3,2,7,2,5,0,5,15,0
Deyverson,BRA,FW,Cuiabá,32,1991,2.4,2,1,1,0,1,1,2,50.0,1,2,0,2,1,3,3,0
Lucas Di Yorio,ARG,FW,Ath Paranaense,27,1996,8.9,5,3,1,3,1,2,7,28.6,5,7,1,6,3,8,12,0
Matheus Dias,BRA,"FW,MF",Internacional,21,2002,0.8,3,2,1,2,0,3,5,60.0,2,0,0,0,1,4,0,0
Lautaro Díaz,ARG,FW,Cruzeiro,25,1998,10.7,9,8,1,4,4,2,6,33.3,4,2,0,2,3,12,10,0
Diego,BRA,DF,São Paulo,24,1999,9.9,13,8,8,5,0,6,11,54.5,5,10,5,5,12,25,49,0
Dodi,BRA,MF,Grêmio,27,1996,26.7,79,44,29,44,6,37,58,63.8,21,30,10,20,38,117,34,0
Maxime Dominguez,SUI,"FW,MF",Vasco da Gama,27,1996,2.7,11,5,6,3,2,5,13,38.5,8,5,0,5,3,14,2,1
Matheus Donelli,BRA,GK,Corinthians,21,2002,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Thiago dos Santos,BRA,DF,Fluminense,34,1989,23.8,38,25,31,7,0,23,40,57.5,17,26,16,10,29,67,100,2
Lucca Drummond,BRA,FW,Internacional,20,2004,1.8,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0
David Duarte,BRA,DF,Bahia,29,1995,2.8,1,0,0,1,0,1,1,100.0,0,3,3,0,1,2,10,1
Dudu,BRA,MF,Vitória,24,1999,3.3,12,6,6,6,0,2,9,22.2,7,7,0,7,2,14,1,0
Dudu,BRA,"FW,MF",Palmeiras,32,1992,6.1,5,4,1,3,1,2,5,40.0,3,0,0,0,3,8,2,0
Edenílson,BRA,"MF,FW",Grêmio,34,1989,14.8,17,9,6,4,7,6,11,54.5,5,12,3,9,12,29,15,0
Éder,ITA,FW,Criciúma,37,1986,8.5,7,4,0,4,3,2,3,66.7,1,2,0,2,1,8,0,0
EDU,BRA,DF,Vitória,23,2000,8.3,16,8,14,1,1,7,10,70.0,3,16,8,8,6,22,60,0
Carlos Eduardo,BRA,"FW,MF",Vitória,27,1996,9.7,21,16,9,7,5,8,20,40.0,12,7,1,6,8,29,17,0
Carlos Eduardo,BRA,"MF,FW",Botafogo (RJ),34,1989,9.1,5,3,3,2,0,2,8,25.0,6,4,1,3,10,15,5,0
Alysson Edward,BRA,"FW,MF",Grêmio,17,2006,0.9,2,2,1,1,0,0,2,0.0,2,3,0,3,1,3,2,0
Eli,BRA,FW,Atl Goianiense,19,2004,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Kauã Elias,BRA,FW,Fluminense,17,2006,16.3,24,11,4,11,9,11,16,68.8,5,6,0,6,3,27,6,0
Rafael Elias,BRA,FW,Cruzeiro,24,1999,1.1,0,0,0,0,0,0,5,0.0,5,1,1,0,0,0,2,0
Eliédson,BRA,MF,Criciúma,20,2003,0.4,3,2,3,0,0,3,5,60.0,2,2,1,1,0,3,2,0
Rodrigo Ely,BRA,DF,Grêmio,30,1993,18.4,39,25,25,13,1,23,29,79.3,6,35,26,9,24,63,85,1
Emersonn,BRA,"FW,MF",Ath Paranaense,19,2004,4.3,8,5,1,7,0,1,3,33.3,2,2,0,2,1,9,6,0
Leandro Emmanuel Martínez,ARG,"MF,FW",Fortaleza,29,1994,11.2,29,14,12,9,8,14,28,50.0,14,21,4,17,9,38,4,2
Alan Empereur,BRA,DF,Cuiabá,29,1994,28.3,20,16,14,6,0,12,21,57.1,9,20,14,6,26,46,113,2
Endrick,BRA,"MF,FW",Palmeiras,17,2006,5.0,5,2,1,4,0,3,5,60.0,2,5,0,5,0,5,2,0
Erick,BRA,"MF,DF",Ath Paranaense,26,1997,28.4,49,37,21,22,6,16,45,35.6,29,51,11,40,41,90,52,0
Erick,BRA,"FW,MF",São Paulo,26,1997,7.2,11,6,4,6,1,2,4,50.0,2,4,0,4,4,15,6,1
Esquerdinha,BRA,"DF,FW",Fluminense,17,2006,1.4,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,4,0
Lucas Esquivel,ARG,DF,Ath Paranaense,22,2001,30.2,79,52,33,40,6,33,67,49.3,34,29,7,22,35,114,100,0
Lucas Esteves,BRA,DF,Vitória,23,2000,32.6,63,44,39,20,4,30,43,69.8,13,29,7,22,40,103,88,0
Guilherme Estrella,BRA,MF,Vasco da Gama,18,2005,1.6,0,0,0,0,0,0,0,,0,1,0,1,3,3,0,0
Oscar Estupiñan,COL,"FW,MF",Bahia,27,1996,2.8,2,1,1,1,0,0,3,0.0,3,1,0,1,1,3,5,0
Vitor Eudes,BRA,GK,Fluminense,25,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Lucas Evangelista,BRA,MF,RB Bragantino,28,1995,28.2,48,30,21,24,3,20,38,52.6,18,29,12,17,23,71,37,0
Everaldo,BRA,"FW,MF",Vitória,29,1994,4.7,5,4,3,2,0,3,9,33.3,6,2,1,1,2,7,3,1
Éverson,BRA,GK,Atlético Mineiro,33,1990,24.9,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,1
Everton,BRA,"FW,MF",Grêmio,26,1997,5.1,6,5,2,2,2,4,7,57.1,3,4,1,3,1,7,5,0
Everton,BRA,FW,RB Bragantino,21,2002,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Evertton,BRA,MF,Flamengo,20,2003,8.9,21,15,7,9,5,10,17,58.8,7,11,4,7,16,37,13,1
