Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Abner,br BRA,DF,Juventude,19,2004,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,0,5,2,40.0,1.68,0.67,0.00,0.00,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,0,2,1,50.0,0.89,0.45,0.00,0.00,10.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
4,Adriel,br BRA,GK,Bahia,23,2001,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,1,6,1,16.7,0.93,0.16,0.17,1.00,12.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,2,25,10,40.0,1.84,0.74,0.08,0.20,20.0,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,0,2,0,0.0,2.00,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,0,13,2,15.4,1.83,0.28,0.00,0.00,11.2,1,0,0,1.9,1.9,0.15,-1.9,-1.9,Matches
9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,1,8,3,37.5,3.40,1.27,0.13,0.33,9.0,0,0,0,1.6,1.6,0.20,-0.6,-0.6,Matches
10,Yuri Alberto,br BRA,FW,Corinthians,22,2001,24.4,15,79,33,41.8,3.24,1.35,0.15,0.36,16.5,0,3,3,10.7,8.3,0.11,+4.3,+3.7,Matches
11,Carlos Alcaraz,ar ARG,"MF,FW",Flamengo,21,2002,8.3,2,22,6,27.3,2.64,0.72,0.00,0.00,23.4,3,2,2,3.3,1.4,0.06,-1.3,-1.4,Matches
12,Max Alegria,br BRA,"FW,DF",Vasco da Gama,20,2004,0.9,0,1,0,0.0,1.14,0.00,0.00,,11.3,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
13,Alerrandro,br BRA,FW,Vitória,24,2000,26.5,15,63,28,44.4,2.38,1.06,0.17,0.39,18.4,0,4,4,11.0,7.8,0.12,+4.0,+3.2,Matches
14,Caio Alexandre,br BRA,MF,Bahia,24,1999,30.8,2,22,4,18.2,0.71,0.13,0.09,0.50,24.7,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
15,Matheus Alexandre,br BRA,DF,Cuiabá,24,1999,27.4,1,7,2,28.6,0.26,0.07,0.14,0.50,18.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
16,Alexsander,br BRA,MF,Fluminense,20,2003,8.8,0,13,3,23.1,1.48,0.34,0.00,0.00,23.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
17,Alisson,br BRA,GK,Criciúma,28,1995,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
18,Alisson,br BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,1,30,9,30.0,3.03,0.91,0.03,0.11,19.7,1,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
