Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Abner,br BRA,DF,Juventude,19,2004,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,5,1.68,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,2,0.89,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
4,Adriel,br BRA,GK,Bahia,23,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,8,1.24,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,53,3.90,46,2,5,0,0,0,5,0.37,4,0,1,0,0,0,Matches
7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,9,1.27,7,0,0,2,0,0,1,0.14,0,0,0,1,0,0,Matches
9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,7,2.96,3,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
10,Yuri Alberto,br BRA,FW,Corinthians,22,2001,24.4,63,2.58,39,0,4,10,8,2,10,0.41,6,0,1,0,2,1,Matches
11,Carlos Alcaraz,ar ARG,"MF,FW",Flamengo,21,2002,8.3,38,4.55,25,8,2,1,1,1,1,0.12,1,0,0,0,0,0,Matches
12,Max Alegria,br BRA,"FW,DF",Vasco da Gama,20,2004,0.9,5,5.77,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
13,Alerrandro,br BRA,FW,Vitória,24,2000,26.5,68,2.56,52,1,3,7,3,2,7,0.26,6,0,1,0,0,0,Matches
14,Caio Alexandre,br BRA,MF,Bahia,24,1999,30.8,80,2.60,76,1,1,1,1,0,3,0.10,3,0,0,0,0,0,Matches
15,Matheus Alexandre,br BRA,DF,Cuiabá,24,1999,27.4,33,1.21,27,4,1,0,0,1,1,0.04,0,1,0,0,0,0,Matches
16,Alexsander,br BRA,MF,Fluminense,20,2003,8.8,26,2.96,20,0,3,1,1,1,1,0.11,1,0,0,0,0,0,Matches
17,Alisson,br BRA,GK,Criciúma,28,1995,4.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,Alisson,br BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,40,4.04,21,5,4,2,7,1,1,0.10,0,0,1,0,0,0,Matches
19,Alisson,br BRA,MF,São Paulo,30,1993,17.9,43,2.41,37,0,2,1,2,1,6,0.34,5,0,1,0,0,0,Matches
20,Allan,br BRA,MF,Flamengo,26,1997,15.7,31,1.98,29,0,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
21,Allan,br BRA,"MF,DF",Botafogo (RJ),33,1991,3.5,3,0.86,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
22,Allano,br BRA,"FW,MF",Criciúma,28,1995,14.4,52,3.57,38,0,4,2,7,1,3,0.21,2,0,0,0,1,0,Matches
23,Thiago Almada,ar ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,87,6.25,59,15,4,6,2,1,5,0.36,4,0,0,1,0,0,Matches
24,Júnior Alonso,py PAR,DF,Atlético Mineiro,30,1993,11.6,18,1.55,17,0,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
25,Anderson,br BRA,GK,Cruzeiro,25,1998,17.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
26,Felipe Anderson,br BRA,FW,Palmeiras,30,1993,14.6,57,3.91,42,6,4,0,4,1,7,0.48,5,0,1,0,1,0,Matches
27,Kervin Andrade,ve VEN,MF,Fortaleza,18,2005,5.4,31,5.74,18,4,3,2,3,1,2,0.37,2,0,0,0,0,0,Matches
