Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Diego,ESP,FW,Leganés,24,2000,13.3,1,1,0,0,1,1,7,14.3,6,4,1,3,2,3,11,0
Stole Dimitrievski,MKD,GK,Valencia,30,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Yan Diomandé,CIV,"MF,FW",Leganés,17,2006,6.1,14,9,1,8,5,5,15,33.3,10,8,0,8,8,22,6,0
Álvaro djaló,GNB,FW,Athletic Club,24,1999,7.3,8,5,3,2,3,1,3,33.3,2,4,0,4,1,9,4,0
Djené,TOG,"DF,MF",Getafe,32,1991,28.3,25,13,12,11,2,12,32,37.5,20,18,8,10,21,46,107,3
Marko Dmitrović,SRB,GK,Leganés,32,1992,32.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,27,3
Marc Domenech,ESP,"FW,MF",Mallorca,18,2006,3.4,4,4,2,1,1,2,5,40.0,3,2,0,2,0,4,2,0
Carlos Dominguez,ESP,DF,Celta Vigo,23,2001,13.1,23,11,14,9,0,15,21,71.4,6,16,11,5,13,36,80,1
Israel Domínguez,ESP,FW,Sevilla,21,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sergi Dominguez,ESP,DF,Barcelona,19,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0
Anastasios Douvikas,GRE,FW,Celta Vigo,24,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0
Domingos Duarte,POR,DF,Getafe,29,1995,20.7,28,15,22,4,2,17,21,81.0,4,28,16,12,18,46,152,1
Duk,CPV,"MF,FW",Leganés,24,2000,2.0,8,4,3,3,2,3,5,60.0,2,4,0,4,1,9,2,0
Pablo Durán,ESP,"FW,MF",Celta Vigo,23,2001,15.5,17,9,4,7,6,5,16,31.3,11,12,3,9,8,25,18,0
Hugo Duro,ESP,FW,Valencia,24,1999,24.1,13,8,4,7,2,5,13,38.5,8,11,2,9,10,23,11,0
Chidera Ejuke,NGA,FW,Sevilla,26,1998,10.7,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0
Aritz Elustondo,ESP,DF,Real Sociedad,30,1994,16.2,20,11,15,3,2,11,19,57.9,8,17,12,5,11,31,96,0
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,41,20,17,17,7,18,47,38.3,29,18,1,17,13,54,14,2
Endrick,BRA,FW,Real Madrid,18,2006,4.0,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,1,0
Alfonso Espino,URU,DF,Rayo Vallecano,32,1992,9.3,41,24,31,8,2,26,47,55.3,21,19,6,13,12,53,32,1
Dario Essugo,POR,MF,Las Palmas,19,2005,21.5,59,45,28,26,5,28,46,60.9,18,28,11,17,42,101,47,7
Etienne Eto'o,CMR,FW,Rayo Vallecano,21,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Karl Etta Eyong,CMR,"MF,FW",Villarreal,20,2003,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Edu Expósito,ESP,MF,Espanyol,27,1996,11.6,23,13,9,13,1,9,23,39.1,14,3,0,3,15,38,21,2
Abde Ezzalzouli,MAR,"FW,MF",Betis,22,2001,22.0,37,25,17,16,4,15,27,55.6,12,22,3,19,7,44,19,0
Ansu Fati,ESP,FW,Barcelona,21,2002,2.6,4,1,0,2,2,1,2,50.0,1,1,0,1,1,5,0,1
Nabil Fekir,FRA,MF,Betis,31,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0
Kiko Femenía,ESP,DF,Villarreal,33,1991,24.7,50,34,34,14,2,33,57,57.9,24,21,10,11,40,90,62,3
Aitor Fernández,ESP,GK,Osasuna,33,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Álvaro Fernández,ESP,GK,Sevilla,26,1998,8.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
Pelayo Fernandez,ESP,DF,Rayo Vallecano,21,2003,1.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0
Roberto Férnandez,ESP,FW,Espanyol,22,2002,16.6,4,4,2,1,1,0,5,0.0,5,9,1,8,3,7,26,0
Valery Fernández,ESP,"MF,FW",Mallorca,24,1999,3.4,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0
André Ferreira,POR,GK,Valladolid,28,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2
Mateo Flores,ESP,MF,Betis,20,2004,1.7,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0
Pablo Fornals,ESP,"MF,FW",Betis,28,1996,20.3,21,13,12,6,3,10,30,33.3,20,24,4,20,23,44,15,1
