Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Max Aarons,ENG,"DF,MF",Valencia,24,2000,1.3,66,54,12,1,0,0,5,11,0,0,0,0,47,0,1
Rodrigo Abajas,ESP,DF,Valencia,21,2003,0.7,29,21,8,0,0,0,1,8,0,0,0,0,17,0,2
Nabil Aberdin,FRA,MF,Getafe,21,2002,2.9,61,58,2,2,0,1,0,0,0,0,0,0,36,1,3
Abdel Abqar,MAR,DF,Alavés,25,1999,27.4,939,888,48,40,1,17,5,7,0,0,0,0,719,3,6
Adrián,ESP,GK,Betis,37,1987,19.0,619,453,163,54,0,0,0,0,0,0,0,0,474,3,4
Julen Agirrezabala,ESP,GK,Athletic Club,23,2000,13.4,411,305,102,36,0,0,0,0,0,0,0,0,281,4,0
Lucien Agoume,FRA,MF,Sevilla,22,2002,23.5,1236,1190,38,32,6,9,18,6,0,0,0,0,1007,8,16
Álvaro Aguado,ESP,MF,Espanyol,28,1996,4.9,248,230,17,10,1,3,12,3,3,1,1,0,193,1,5
Lorenzo Aguado,ESP,DF,Real Madrid,21,2002,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Nayef Aguerd,MAR,DF,Real Sociedad,28,1996,19.6,1389,1330,53,38,0,34,2,3,0,0,0,0,1213,6,10
Joseph Aidoo,GHA,DF,Valladolid,28,1995,6.5,378,363,15,9,0,2,0,1,0,0,0,0,337,0,3
Joseph Aidoo,GHA,DF,Celta Vigo,28,1995,0.0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1
Ilias Akhomach,MAR,"MF,FW",Villarreal,20,2004,6.5,185,177,7,2,1,2,18,2,3,2,0,0,136,1,7
Adams Akor,NGA,FW,Sevilla,24,2000,1.5,27,24,3,0,0,0,0,0,0,0,0,0,20,0,0
David Alaba,AUT,DF,Real Madrid,32,1992,3.5,228,214,13,4,0,2,3,2,0,0,0,0,206,1,2
Ibrahim Alani,NGA,MF,Valladolid,18,2006,1.8,85,82,2,0,0,1,0,1,0,0,0,0,71,1,0
Raúl Albiol,ESP,DF,Villarreal,38,1985,13.2,813,778,33,25,1,4,0,0,0,0,0,0,727,2,3
