Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Max Aarons,ENG,DF,Bournemouth,23,2000,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,22,43,26,0.0,0.07,0.07,0.0,0.07,0.0,0.06,0.06,0.0,0.06
Joshua Acheampong,ENG,DF,Chelsea,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Adams,USA,MF,Bournemouth,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Tosin Adarabioyo,ENG,DF,Fulham,25,1997,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05
Elijah Adebayo,ENG,FW,Luton Town,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42
Simon Adingra,CIV,FW,Brighton,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32
Nayef Aguerd,MAR,DF,West Ham,27,1996,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09
Brandon Aguilera,CRC,FW,Nott'ham Forest,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,21,2002,20,0,349,3.9,0,0,0,0,0,0,4,1,0.5,0.5,0.0,0.5,19,25,20,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,24,1999,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4.0,15,43,21,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14
Ola Aina,NGA,DF,Nott'ham Forest,26,1996,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,52,69,37,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06
Rayan Aït-Nouri,ALG,"DF,MF",Wolves,22,2001,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22
Kristoffer Ajer,NOR,DF,Brentford,25,1998,28,21,1832,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22,61,31,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18
Manuel Akanji,SUI,"DF,MF",Manchester City,28,1995,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46,148,36,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09
Nathan Aké,NED,DF,Manchester City,28,1995,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16
