Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Leander Dendoncker,BEL,MF,Aston Villa,28,1995,1.3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0
Moussa Diaby,FRA,"FW,MF",Aston Villa,24,1999,24.2,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15
Amad Diallo,CIV,"FW,MF",Manchester Utd,21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3
Amadou Diallo,ENG,MF,Newcastle Utd,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Rúben Dias,POR,DF,Manchester City,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8
Luis Díaz,COL,FW,Liverpool,26,1997,29.2,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29
Eric Dier,ENG,DF,Tottenham,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0
Lucas Digne,FRA,DF,Aston Villa,30,1993,26.8,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42
Issa Diop,FRA,DF,Fulham,26,1997,15.8,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13
Axel Disasi,FRA,DF,Chelsea,25,1998,28.7,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19
Lewis Dobbin,ENG,MF,Everton,20,2003,2.6,65,60,3,1,0,0,7,2,0,0,0,0,44,2,3
Matt Doherty,IRL,"DF,MF",Wolves,31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18
Jeremy Doku,BEL,"FW,MF",Manchester City,21,2002,17.7,852,844,8,0,2,2,61,5,3,0,0,0,693,0,34
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,25,1998,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13
Jamie Donley,NIR,FW,Tottenham,18,2005,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Abdoulaye Doucouré,MLI,"FW,MF",Everton,30,1993,29.2,893,876,16,0,1,1,26,0,0,0,0,0,683,1,29
Cheick Doucouré,MLI,MF,Crystal Palace,23,2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7
Alfie Doughty,ENG,DF,Luton Town,23,1999,32.5,1686,1190,489,89,0,9,340,249,151,66,80,5,1121,7,60
Tommy Doyle,ENG,MF,Wolves,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11
Radu Drăgușin,ROU,DF,Tottenham,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3
Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,22.1,651,443,206,37,0,1,0,0,0,0,0,0,519,2,0
Paul Dummett,WAL,DF,Newcastle Utd,31,1991,0.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0
Lewis Dunk,ENG,DF,Brighton,31,1991,31.9,3233,3005,219,115,2,16,7,5,0,0,0,0,2977,9,5
Jáder Durán,COL,"FW,MF",Aston Villa,19,2003,5.3,121,117,4,1,0,0,6,1,0,0,0,0,83,0,10
George Earthy,ENG,FW,West Ham,18,2004,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
Ederson,BRA,GK,Manchester City,29,1993,30.9,1234,1077,157,43,0,9,0,0,0,0,0,0,1077,0,1
Odsonne Édouard,FRA,"FW,MF",Crystal Palace,25,1998,17.3,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20
John Egan,IRL,DF,Sheffield Utd,30,1992,5.4,185,181,2,2,0,0,0,0,0,0,0,0,128,2,1
Hjalmar Ekdal,SWE,DF,Burnley,24,1998,4.9,217,213,4,4,0,2,0,0,0,0,0,0,191,0,1
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,21,2002,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37
Harvey Elliott,ENG,"MF,FW",Liverpool,20,2003,15.0,986,932,44,4,3,8,62,10,19,9,7,0,825,10,17
Mohamed Elneny,EGY,MF,Arsenal,31,1992,0.3,40,39,1,1,0,0,0,0,0,0,0,0,39,0,0
Emerson,BRA,DF,Tottenham,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23
Julio Enciso,PAR,"MF,FW",Brighton,19,2004,5.3,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5
Wataru Endo,JPN,MF,Liverpool,30,1993,19.1,1315,1295,16,13,5,1,4,2,0,0,0,0,1157,4,19
Christian Eriksen,DEN,MF,Manchester Utd,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13
Maxime Estève,FRA,DF,Burnley,21,2002,14.5,821,754,66,13,1,3,5,5,0,0,0,0,690,1,10
Pervis Estupiñán,ECU,DF,Brighton,25,1998,13.8,962,851,107,22,1,3,65,73,12,6,2,0,809,4,20
Jonny Evans,NIR,DF,Manchester Utd,35,1988,15.5,832,778,51,18,1,0,0,3,0,0,0,0,729,3,7
Eberechi Eze,ENG,"MF,FW",Crystal Palace,25,1998,22.8,909,759,144,54,7,6,107,5,71,30,23,3,700,6,20
Łukasz Fabiański,POL,GK,West Ham,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1
Romain Faivre,FRA,"MF,FW",Bournemouth,25,1998,0.5,26,25,1,1,0,0,3,0,0,0,0,0,19,0,0
Ansu Fati,ESP,"MF,FW",Brighton,20,2002,5.8,210,203,4,2,1,1,3,0,0,0,0,0,178,3,10
Felipe,BRA,DF,Nott'ham Forest,34,1989,4.2,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1
Evan Ferguson,IRL,FW,Brighton,18,2004,15.2,303,269,32,0,1,0,1,0,0,0,0,0,244,2,13
Bruno Fernandes,POR,"MF,FW",Manchester Utd,28,1994,34.6,2179,1872,284,64,30,22,223,22,151,46,55,8,1590,23,62
Enzo Fernández,ARG,MF,Chelsea,22,2001,24.5,1862,1756,89,52,21,28,45,5,22,4,7,0,1574,17,30
John Fleck,SCO,"MF,DF",Sheffield Utd,31,1991,1.0,40,36,4,2,1,0,0,0,0,0,0,0,29,0,0
Mark Flekken,NED,GK,Brentford,30,1993,36.5,1580,1122,455,166,0,5,0,0,0,0,0,0,1131,3,0
Phil Foden,ENG,"FW,MF",Manchester City,23,2000,31.7,1767,1684,79,19,15,6,89,4,50,26,14,0,1511,4,49
Wes Foderingham,ENG,GK,Sheffield Utd,32,1991,29.4,1055,659,386,124,0,4,0,0,0,0,0,0,596,10,1
Pablo Fornals,ESP,"MF,FW",West Ham,27,1996,4.7,210,204,6,2,0,2,8,2,0,0,0,0,162,0,6
Omari Forson,ENG,FW,Manchester Utd,19,2004,0.8,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1
Lyle Foster,RSA,"FW,MF",Burnley,22,2000,21.1,461,430,29,2,3,5,3,4,0,0,0,0,312,2,16
Matheus França,BRA,"MF,FW",Crystal Palace,19,2004,2.6,79,69,10,1,0,1,14,0,9,5,2,0,51,0,5
Nathan Fraser,IRL,FW,Wolves,18,2005,2.1,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3
Cody Gakpo,NED,"FW,MF",Liverpool,24,1999,18.3,564,547,15,5,1,2,21,6,0,0,0,0,436,2,15
Conor Gallagher,ENG,MF,Chelsea,23,2000,34.8,2018,1889,122,50,5,7,64,17,45,15,12,2,1801,7,29
Idrissa Gana Gueye,SEN,MF,Everton,33,1989,20.9,898,882,13,3,2,6,11,4,0,0,0,0,758,3,14
Ben Gannon-Doak,SCO,FW,Liverpool,17,2005,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Alejandro Garnacho,ARG,FW,Manchester Utd,19,2004,28.5,901,885,13,3,2,4,58,6,4,2,0,0,675,3,50
James Garner,ENG,MF,Everton,22,2001,33.4,1244,1082,155,36,4,6,112,14,59,55,3,0,958,7,28
Saman Ghoddos,IRN,DF,Brentford,29,1993,8.2,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,23,2000,35.1,1482,1257,214,91,17,17,182,5,97,42,45,0,1046,11,30
Bryan Gil,ESP,"FW,MF",Tottenham,22,2001,2.3,157,155,2,0,0,0,11,2,0,0,0,0,127,0,7
Alfie Gilchrist,ENG,DF,Chelsea,19,2003,2.3,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0
Ryan Giles,ENG,"DF,MF",Luton Town,23,2000,5.6,218,157,61,6,0,0,49,41,14,6,8,0,140,0,8
Billy Gilmour,SCO,MF,Brighton,22,2001,23.6,2107,2036,64,34,9,8,34,1,20,11,9,0,1915,7,15
Ben Godfrey,ENG,DF,Everton,25,1998,12.4,484,363,118,0,0,1,21,118,0,0,0,0,336,3,20
André Gomes,POR,"MF,FW",Everton,30,1993,5.6,291,257,32,11,4,3,26,4,10,7,0,0,223,2,7
João Gomes,BRA,MF,Wolves,22,2001,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32
Toti Gomes,POR,DF,Wolves,24,1999,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22
Joe Gomez,ENG,DF,Liverpool,26,1997,19.8,1345,1172,169,14,3,9,39,153,0,0,0,0,1114,4,29
Sergio Gómez,ESP,"FW,MF",Manchester City,22,2000,0.6,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1
Enso Gonzalez,PAR,"MF,DF",Wolves,18,2005,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Anthony Gordon,ENG,FW,Newcastle Utd,22,2001,32.1,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,33
Kaide Gordon,ENG,FW,Liverpool,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Daniel Gore,ENG,MF,Manchester Utd,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Gravenberch,NED,MF,Liverpool,21,2002,12.5,504,492,9,3,4,2,4,4,0,0,0,0,415,3,14
