Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Himad Abdelli,dz ALG,MF,Angers,26-036,1999,10.5,31,2.96,24,3,2,2,0,0,4,0.38,3,0,0,1,0,0,Matches
2,Ali Abdi,tn TUN,"DF,MF",Nice,32-003,1993,5.2,10,2.01,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Salis Abdul Samed,gh GHA,MF,Nice,25-272,2000,5.6,5,0.89,5,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
4,Saud Abdulhamid,sa KSA,DF,Lens,26-158,1999,2.4,4,1.67,4,0,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
5,Laurent Abergel,fr FRA,MF,Lorient,32-325,1993,14.5,33,2.28,28,1,1,2,1,0,1,0.07,1,0,0,0,0,0,Matches
6,Matthis Abline,fr FRA,"FW,MF",Nantes,22-270,2003,13.9,46,3.32,26,0,9,6,5,0,3,0.22,0,0,2,1,0,0,Matches
7,Abner,br BRA,DF,Lyon,25-210,2000,9.0,23,2.56,14,2,3,3,0,1,2,0.22,2,0,0,0,0,0,Matches
8,Francis Abu,gh GHA,MF,Toulouse,24-240,2001,5.8,7,1.20,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Giorgi Abuashvili,ge GEO,"FW,MF",Metz,22-318,2003,3.2,7,2.19,2,2,1,1,0,1,1,0.31,1,0,0,0,0,0,Matches
10,Nathaniel Adjei,gh GHA,DF,Lorient,23-124,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Nayef Aguerd,ma MAR,DF,Marseille,29-268,1996,10.7,6,0.56,6,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
12,Ruben Aguilar,fr FRA,DF,Lens,32-241,1993,13.8,40,2.89,34,1,1,1,1,2,4,0.29,3,0,0,1,0,0,Matches
13,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,19-251,2006,7.2,4,0.56,4,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
14,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,27-180,1998,7.9,16,2.03,11,0,2,2,1,0,1,0.13,0,0,1,0,0,0,Matches
15,Ludovic Ajorque,fr FRA,FW,Brest,31-301,1994,14.6,39,2.67,26,0,0,8,4,1,7,0.48,4,0,0,2,1,0,Matches
16,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,23-301,2002,13.4,50,3.73,41,3,1,3,0,2,4,0.30,4,0,0,0,0,0,Matches
17,Clément Akpa,ci CIV,DF,Auxerre,24-029,2001,13.7,16,1.17,9,4,0,1,2,0,1,0.07,1,0,0,0,0,0,Matches
18,Mohamed Ali Cho,fr FRA,FW,Nice,21-338,2004,6.9,22,3.21,21,0,1,0,0,0,4,0.58,4,0,0,0,0,0,Matches
19,Jim Allevinah,ga GAB,"FW,DF",Angers,30-299,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Kelvin Amian,fr FRA,DF,Nantes,27-318,1998,16.0,14,0.87,11,2,0,0,1,0,3,0.19,3,0,0,0,0,0,Matches
21,Mohamed Amine Sbai,fr FRA,FW,Angers,25-048,2000,7.1,28,3.96,18,2,4,2,1,1,4,0.57,2,0,1,1,0,0,Matches
22,Michael Amir Murillo,pa PAN,DF,Marseille,29-315,1996,9.4,22,2.35,18,0,3,0,1,0,5,0.53,3,0,1,0,1,0,Matches
23,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,19-158,2006,5.2,22,4.25,16,1,1,0,3,1,2,0.39,2,0,0,0,0,0,Matches
24,Mathis Amougou,fr FRA,MF,Strasbourg,19-339,2006,2.9,5,1.72,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,Benjamin André,fr FRA,MF,Lille,35-142,1990,12.9,28,2.17,25,0,0,2,1,0,2,0.16,2,0,0,0,0,0,Matches
26,Youssef El-Arabi,ma MAR,FW,Nantes,38-323,1987,6.0,16,2.65,9,0,0,3,3,1,3,0.50,1,0,0,2,0,0,Matches
27,Carlens Arcus,ht HAI,DF,Angers,29-178,1996,14.2,13,0.92,13,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
28,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,22-257,2003,12.4,47,3.80,32,11,2,0,2,0,8,0.65,5,2,0,0,1,0,Matches
29,Joel Asoro,se SWE,FW,Metz,26-240,1999,2.3,5,2.20,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
30,Dehmaine Assoumani,fr FRA,MF,Nantes,20-250,2005,7.1,18,2.52,11,4,1,0,2,0,2,0.28,2,0,0,0,0,0,Matches
31,Otavio Ataide,br BRA,DF,Paris FC,23-246,2002,12.4,9,0.72,5,0,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
32,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,36-188,1989,10.5,27,2.57,22,0,1,2,1,1,10,0.95,8,0,0,1,1,0,Matches
33,Arthur Avom,cm CMR,MF,Lorient,21-008,2004,14.1,57,4.05,44,3,1,3,6,0,2,0.14,1,0,0,1,0,0,Matches
34,Chidozie Awaziem,ng NGA,DF,Nantes,28-356,1997,15.8,14,0.88,13,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
35,Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,24-208,2001,6.1,11,1.81,9,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
36,Samson Baidoo,at AUT,DF,Lens,21-267,2004,14.5,13,0.90,7,0,1,5,0,0,3,0.21,2,0,0,1,0,0,Matches
37,Theo Bair,ca CAN,"MF,FW",Auxerre,26-118,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Darryl Bakola,fr FRA,MF,Marseille,18-023,2007,0.6,2,3.10,1,0,1,0,0,0,1,1.55,1,0,0,0,0,0,Matches
39,Dilane Bakwa,fr FRA,"DF,MF",Strasbourg,23-119,2002,1.2,8,6.73,3,1,2,0,2,0,5,4.21,2,0,2,0,1,0,Matches
40,Leonardo Balerdi,ar ARG,DF,Marseille,26-331,1999,9.1,13,1.43,10,0,0,3,0,0,1,0.11,1,0,0,0,0,0,Matches
41,Fodé Ballo-Touré,sn SEN,DF,Metz,28-354,1997,4.6,5,1.10,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
42,Folarin Balogun,us USA,FW,Monaco,24-173,2001,8.4,25,2.98,16,0,1,2,5,1,3,0.36,0,0,0,0,2,1,Matches
43,Abdoulaye Bamba,ci CIV,DF,Angers,35-242,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Aladji Bamba,fr FRA,MF,Monaco,19-162,2006,1.5,3,2.06,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Mohamed Bamba,ci CIV,FW,Lorient,24-013,2001,6.9,8,1.17,8,0,0,0,0,0,2,0.29,2,0,0,0,0,0,Matches
46,Valentín Barco,ar ARG,"MF,DF",Strasbourg,21-153,2004,12.8,48,3.75,32,9,1,1,3,2,10,0.78,7,0,1,0,0,2,Matches
47,Bradley Barcola,fr FRA,FW,Paris S-G,23-112,2002,8.7,39,4.47,32,0,4,2,1,0,6,0.69,3,0,1,1,1,0,Matches
