Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Himad Abdelli,ALG,MF,Angers,26-036,1999,10.5,1,0,0,16,12,1,9,14,16,0,0,0,65,8,3,72.7
Ali Abdi,TUN,"DF,MF",Nice,32-003,1993,5.2,3,1,1,8,8,0,12,3,3,0,0,0,19,8,9,47.1
Salis Abdul Samed,GHA,MF,Nice,25-272,2000,5.6,2,0,0,11,6,0,1,7,2,0,0,0,19,4,4,50.0
Saud Abdulhamid,KSA,DF,Lens,26-158,1999,2.4,0,0,0,3,2,0,10,2,6,0,1,0,10,2,2,50.0
Laurent Abergel,FRA,MF,Lorient,32-325,1993,14.5,5,0,0,17,11,0,3,13,14,0,1,0,66,9,6,60.0
Matthis Abline,FRA,"FW,MF",Nantes,22-270,2003,13.9,3,0,0,18,29,1,17,2,7,1,0,0,41,16,21,43.2
Abner,BRA,DF,Lyon,25-210,2000,9.0,2,1,0,11,3,0,26,4,8,0,0,0,21,5,4,55.6
Francis Abu,GHA,MF,Toulouse,24-240,2001,5.8,2,0,0,5,4,0,0,8,14,0,0,0,33,7,2,77.8
Giorgi Abuashvili,GEO,"FW,MF",Metz,22-318,2003,3.2,1,0,0,3,3,0,16,1,5,0,0,0,15,1,3,25.0
Nathaniel Adjei,GHA,DF,Lorient,23-124,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nayef Aguerd,MAR,DF,Marseille,29-268,1996,10.7,2,0,0,15,4,0,1,13,11,0,0,0,53,28,16,63.6
Ruben Aguilar,FRA,DF,Lens,32-241,1993,13.8,3,0,0,16,7,5,69,22,17,0,0,0,65,11,7,61.1
Abdelhamid Ait Boudlal,MAR,DF,Rennes,19-251,2006,7.2,2,1,0,6,2,0,2,5,6,0,0,0,25,16,10,61.5
Tosin Aiyegun,BEN,"MF,FW",Lorient,27-180,1998,7.9,1,0,0,8,10,1,4,2,4,0,0,0,12,4,7,36.4
Ludovic Ajorque,FRA,FW,Brest,31-301,1994,14.6,4,1,0,27,23,5,4,7,7,1,0,0,32,85,52,62.0
Maghnes Akliouche,FRA,"FW,MF",Monaco,23-301,2002,13.4,2,0,0,14,17,6,21,12,12,0,0,0,80,2,10,16.7
Clément Akpa,CIV,DF,Auxerre,24-029,2001,13.7,3,1,1,7,22,1,24,9,10,0,1,2,41,22,16,57.9
Mohamed Ali Cho,FRA,FW,Nice,21-338,2004,6.9,0,0,0,3,13,2,18,3,1,0,0,0,24,7,18,28.0
Jim Allevinah,GAB,"FW,DF",Angers,30-299,1995,1.0,0,0,0,0,3,0,1,0,0,0,0,0,7,0,0,
Kelvin Amian,FRA,DF,Nantes,27-318,1998,16.0,2,0,0,14,13,1,19,4,13,0,1,0,48,22,8,73.3
Mohamed Amine Sbai,FRA,FW,Angers,25-048,2000,7.1,1,0,0,8,5,1,31,5,4,0,0,0,32,1,6,14.3
Michael Amir Murillo,PAN,DF,Marseille,29-315,1996,9.4,4,0,0,21,13,2,23,5,11,1,0,0,40,9,9,50.0
Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,19-158,2006,5.2,1,0,0,7,12,1,25,3,7,0,1,0,19,0,1,0.0
Mathis Amougou,FRA,MF,Strasbourg,19-339,2006,2.9,0,0,0,1,3,0,0,1,5,0,0,0,14,0,0,
Benjamin André,FRA,MF,Lille,35-142,1990,12.9,5,0,0,23,15,0,7,11,17,0,0,0,75,33,31,51.6
Youssef El-Arabi,MAR,FW,Nantes,38-323,1987,6.0,0,0,0,15,14,3,1,1,2,1,0,0,28,11,22,33.3
Carlens Arcus,HAI,DF,Angers,29-178,1996,14.2,3,0,0,21,9,0,13,15,22,0,1,0,61,14,12,53.8
