Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Himad Abdelli,ALG,MF,Angers,26-036,1999,10.5,31,2.96,24,3,2,2,0,0,4,0.38,3,0,0,1,0,0
Ali Abdi,TUN,"DF,MF",Nice,32-003,1993,5.2,10,2.01,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Salis Abdul Samed,GHA,MF,Nice,25-272,2000,5.6,5,0.89,5,0,0,0,0,0,1,0.18,1,0,0,0,0,0
Saud Abdulhamid,KSA,DF,Lens,26-158,1999,2.4,4,1.67,4,0,0,0,0,0,1,0.42,1,0,0,0,0,0
Laurent Abergel,FRA,MF,Lorient,32-325,1993,14.5,33,2.28,28,1,1,2,1,0,1,0.07,1,0,0,0,0,0
Matthis Abline,FRA,"FW,MF",Nantes,22-270,2003,13.9,46,3.32,26,0,9,6,5,0,3,0.22,0,0,2,1,0,0
Abner,BRA,DF,Lyon,25-210,2000,9.0,23,2.56,14,2,3,3,0,1,2,0.22,2,0,0,0,0,0
Francis Abu,GHA,MF,Toulouse,24-240,2001,5.8,7,1.2,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Giorgi Abuashvili,GEO,"FW,MF",Metz,22-318,2003,3.2,7,2.19,2,2,1,1,0,1,1,0.31,1,0,0,0,0,0
Nathaniel Adjei,GHA,DF,Lorient,23-124,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nayef Aguerd,MAR,DF,Marseille,29-268,1996,10.7,6,0.56,6,0,0,0,0,0,2,0.19,2,0,0,0,0,0
Ruben Aguilar,FRA,DF,Lens,32-241,1993,13.8,40,2.89,34,1,1,1,1,2,4,0.29,3,0,0,1,0,0
Abdelhamid Ait Boudlal,MAR,DF,Rennes,19-251,2006,7.2,4,0.56,4,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Tosin Aiyegun,BEN,"MF,FW",Lorient,27-180,1998,7.9,16,2.03,11,0,2,2,1,0,1,0.13,0,0,1,0,0,0
Ludovic Ajorque,FRA,FW,Brest,31-301,1994,14.6,39,2.67,26,0,0,8,4,1,7,0.48,4,0,0,2,1,0
Maghnes Akliouche,FRA,"FW,MF",Monaco,23-301,2002,13.4,50,3.73,41,3,1,3,0,2,4,0.3,4,0,0,0,0,0
Clément Akpa,CIV,DF,Auxerre,24-029,2001,13.7,16,1.17,9,4,0,1,2,0,1,0.07,1,0,0,0,0,0
Mohamed Ali Cho,FRA,FW,Nice,21-338,2004,6.9,22,3.21,21,0,1,0,0,0,4,0.58,4,0,0,0,0,0
Jim Allevinah,GAB,"FW,DF",Angers,30-299,1995,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kelvin Amian,FRA,DF,Nantes,27-318,1998,16.0,14,0.87,11,2,0,0,1,0,3,0.19,3,0,0,0,0,0
Mohamed Amine Sbai,FRA,FW,Angers,25-048,2000,7.1,28,3.96,18,2,4,2,1,1,4,0.57,2,0,1,1,0,0
Michael Amir Murillo,PAN,DF,Marseille,29-315,1996,9.4,22,2.35,18,0,3,0,1,0,5,0.53,3,0,1,0,1,0
Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,19-158,2006,5.2,22,4.25,16,1,1,0,3,1,2,0.39,2,0,0,0,0,0
Mathis Amougou,FRA,MF,Strasbourg,19-339,2006,2.9,5,1.72,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Benjamin André,FRA,MF,Lille,35-142,1990,12.9,28,2.17,25,0,0,2,1,0,2,0.16,2,0,0,0,0,0
Youssef El-Arabi,MAR,FW,Nantes,38-323,1987,6.0,16,2.65,9,0,0,3,3,1,3,0.5,1,0,0,2,0,0
Carlens Arcus,HAI,DF,Angers,29-178,1996,14.2,13,0.92,13,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,22-257,2003,12.4,47,3.8,32,11,2,0,2,0,8,0.65,5,2,0,0,1,0
Joel Asoro,SWE,FW,Metz,26-240,1999,2.3,5,2.2,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Dehmaine Assoumani,FRA,MF,Nantes,20-250,2005,7.1,18,2.52,11,4,1,0,2,0,2,0.28,2,0,0,0,0,0
Otavio Ataide,BRA,DF,Paris FC,23-246,2002,12.4,9,0.72,5,0,0,3,0,1,0,0.0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,36-188,1989,10.5,27,2.57,22,0,1,2,1,1,10,0.95,8,0,0,1,1,0
Arthur Avom,CMR,MF,Lorient,21-008,2004,14.1,57,4.05,44,3,1,3,6,0,2,0.14,1,0,0,1,0,0
Chidozie Awaziem,NGA,DF,Nantes,28-356,1997,15.8,14,0.88,13,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Oussama El Azzouzi,MAR,"MF,DF",Auxerre,24-208,2001,6.1,11,1.81,9,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Samson Baidoo,AUT,DF,Lens,21-267,2004,14.5,13,0.9,7,0,1,5,0,0,3,0.21,2,0,0,1,0,0
Theo Bair,CAN,"MF,FW",Auxerre,26-118,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Darryl Bakola,FRA,MF,Marseille,18-023,2007,0.6,2,3.1,1,0,1,0,0,0,1,1.55,1,0,0,0,0,0
