Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Himad Abdelli,dz ALG,MF,Angers,26-036,1999,10.5,628,595,32,17,4,1,9,5,5,4,1,0,544,1,9,Matches
2,Ali Abdi,tn TUN,"DF,MF",Nice,32-003,1993,5.2,182,145,37,5,0,1,12,32,0,0,0,0,140,0,7,Matches
3,Salis Abdul Samed,gh GHA,MF,Nice,25-272,2000,5.6,269,264,5,5,1,1,1,0,0,0,0,0,250,0,3,Matches
4,Saud Abdulhamid,sa KSA,DF,Lens,26-158,1999,2.4,145,124,21,0,0,0,10,21,0,0,0,0,116,0,3,Matches
5,Laurent Abergel,fr FRA,MF,Lorient,32-325,1993,14.5,889,830,56,41,1,9,3,0,0,0,0,0,777,3,9,Matches
6,Matthis Abline,fr FRA,"FW,MF",Nantes,22-270,2003,13.9,207,203,4,2,0,1,17,0,0,0,0,0,139,0,11,Matches
7,Abner,br BRA,DF,Lyon,25-210,2000,9.0,423,353,68,9,1,4,26,52,7,4,1,0,344,2,9,Matches
8,Francis Abu,gh GHA,MF,Toulouse,24-240,2001,5.8,238,234,4,4,0,1,0,0,0,0,0,0,197,0,3,Matches
9,Giorgi Abuashvili,ge GEO,"FW,MF",Metz,22-318,2003,3.2,128,114,14,1,2,2,16,5,8,4,3,0,101,0,3,Matches
10,Nathaniel Adjei,gh GHA,DF,Lorient,23-124,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
11,Nayef Aguerd,ma MAR,DF,Marseille,29-268,1996,10.7,985,948,36,18,0,4,1,1,0,0,0,0,925,1,3,Matches
12,Ruben Aguilar,fr FRA,DF,Lens,32-241,1993,13.8,794,668,118,3,0,0,69,115,0,0,0,0,627,8,21,Matches
13,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,19-251,2006,7.2,353,333,20,16,0,7,2,1,0,0,0,0,300,0,4,Matches
14,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,27-180,1998,7.9,136,129,6,0,1,0,4,4,0,0,0,0,101,1,6,Matches
15,Ludovic Ajorque,fr FRA,FW,Brest,31-301,1994,14.6,367,361,6,1,1,7,4,0,0,0,0,0,258,0,5,Matches
16,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,23-301,2002,13.4,583,558,23,4,8,4,21,11,6,1,4,0,480,2,11,Matches
17,Clément Akpa,ci CIV,DF,Auxerre,24-029,2001,13.7,743,674,66,40,0,9,24,3,11,1,9,0,600,3,6,Matches
18,Mohamed Ali Cho,fr FRA,FW,Nice,21-338,2004,6.9,184,177,6,0,2,1,18,1,0,0,0,0,141,1,6,Matches
19,Jim Allevinah,ga GAB,"FW,DF",Angers,30-299,1995,1.0,20,19,0,0,0,0,1,0,0,0,0,0,16,1,0,Matches
20,Kelvin Amian,fr FRA,DF,Nantes,27-318,1998,16.0,734,581,151,24,0,2,19,126,0,0,0,0,577,2,11,Matches
21,Mohamed Amine Sbai,fr FRA,FW,Angers,25-048,2000,7.1,255,229,23,3,4,2,31,2,18,8,5,1,162,3,9,Matches
