Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Himad Abdelli,dz ALG,MF,Angers,26-036,1999,10.5,21,16,8,9,4,15,20,75.0,5,15,3,12,14,35,12,1,Matches
2,Ali Abdi,tn TUN,"DF,MF",Nice,32-003,1993,5.2,10,3,5,4,1,1,3,33.3,2,1,0,1,3,13,12,1,Matches
3,Salis Abdul Samed,gh GHA,MF,Nice,25-272,2000,5.6,7,2,5,1,1,5,9,55.6,4,3,0,3,7,14,3,0,Matches
4,Saud Abdulhamid,sa KSA,DF,Lens,26-158,1999,2.4,10,6,7,2,1,7,11,63.6,4,4,1,3,2,12,4,0,Matches
5,Laurent Abergel,fr FRA,MF,Lorient,32-325,1993,14.5,23,14,11,6,6,11,24,45.8,13,5,0,5,13,36,28,1,Matches
6,Matthis Abline,fr FRA,"FW,MF",Nantes,22-270,2003,13.9,12,7,5,4,3,5,9,55.6,4,3,0,3,2,14,7,0,Matches
7,Abner,br BRA,DF,Lyon,25-210,2000,9.0,12,8,7,5,0,6,11,54.5,5,7,1,6,4,16,20,0,Matches
8,Francis Abu,gh GHA,MF,Toulouse,24-240,2001,5.8,19,14,7,10,2,8,12,66.7,4,8,3,5,8,27,10,2,Matches
9,Giorgi Abuashvili,ge GEO,"FW,MF",Metz,22-318,2003,3.2,9,5,6,3,0,4,8,50.0,4,5,1,4,1,10,4,0,Matches
10,Nathaniel Adjei,gh GHA,DF,Lorient,23-124,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
11,Nayef Aguerd,ma MAR,DF,Marseille,29-268,1996,10.7,14,11,6,7,1,8,8,100.0,0,12,8,4,13,27,44,1,Matches
12,Ruben Aguilar,fr FRA,DF,Lens,32-241,1993,13.8,28,17,12,9,7,16,23,69.6,7,27,8,19,22,50,21,0,Matches
13,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,19-251,2006,7.2,13,6,9,3,1,9,14,64.3,5,8,5,3,5,18,33,1,Matches
14,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,27-180,1998,7.9,4,4,2,2,0,3,5,60.0,2,3,0,3,2,6,5,0,Matches
15,Ludovic Ajorque,fr FRA,FW,Brest,31-301,1994,14.6,10,7,3,5,2,5,14,35.7,9,6,1,5,7,17,17,0,Matches
16,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,23-301,2002,13.4,20,12,5,8,7,6,19,31.6,13,13,1,12,12,32,7,1,Matches
17,Clément Akpa,ci CIV,DF,Auxerre,24-029,2001,13.7,20,10,13,5,2,10,14,71.4,4,13,6,7,9,29,56,3,Matches
18,Mohamed Ali Cho,fr FRA,FW,Nice,21-338,2004,6.9,2,1,1,1,0,0,3,0.0,3,6,1,5,3,5,2,0,Matches
19,Jim Allevinah,ga GAB,"FW,DF",Angers,30-299,1995,1.0,1,0,1,0,0,1,1,100.0,0,2,1,1,0,1,1,0,Matches
20,Kelvin Amian,fr FRA,DF,Nantes,27-318,1998,16.0,24,13,15,8,1,15,19,78.9,4,21,10,11,4,28,70,0,Matches
21,Mohamed Amine Sbai,fr FRA,FW,Angers,25-048,2000,7.1,10,4,4,4,2,4,9,44.4,5,10,0,10,5,15,1,0,Matches
22,Michael Amir Murillo,pa PAN,DF,Marseille,29-315,1996,9.4,17,11,6,8,3,6,11,54.5,5,10,2,8,5,22,19,0,Matches
23,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,19-158,2006,5.2,15,7,5,8,2,10,19,52.6,9,3,0,3,3,18,1,0,Matches
24,Mathis Amougou,fr FRA,MF,Strasbourg,19-339,2006,2.9,9,5,1,7,1,4,7,57.1,3,5,1,4,1,10,1,1,Matches
25,Benjamin André,fr FRA,MF,Lille,35-142,1990,12.9,29,17,17,10,2,13,21,61.9,8,20,3,17,11,40,21,0,Matches
26,Youssef El-Arabi,ma MAR,FW,Nantes,38-323,1987,6.0,3,2,0,2,1,0,4,0.0,4,5,1,4,1,4,6,0,Matches
27,Carlens Arcus,ht HAI,DF,Angers,29-178,1996,14.2,26,22,15,11,0,16,23,69.6,7,16,1,15,15,41,41,1,Matches
28,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,22-257,2003,12.4,13,7,6,3,4,6,16,37.5,10,8,0,8,4,17,5,0,Matches
29,Joel Asoro,se SWE,FW,Metz,26-240,1999,2.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
30,Dehmaine Assoumani,fr FRA,MF,Nantes,20-250,2005,7.1,11,5,6,1,4,4,12,33.3,8,5,0,5,9,20,10,2,Matches
31,Otavio Ataide,br BRA,DF,Paris FC,23-246,2002,12.4,25,10,14,10,1,12,15,80.0,3,14,9,5,18,43,91,2,Matches
