Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Brenden Aaronson,us USA,"FW,MF",Leeds United,25-062,2000,10.1,1,0,0,6,24,2,18,8,14,0,0,0,48,9,11,45.0,Matches
2,Zach Abbott,eng ENG,DF,Nott'ham Forest,19-224,2006,0.5,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,75.0,Matches
3,Joshua Acheampong,eng ENG,DF,Chelsea,19-232,2006,3.9,0,0,0,1,5,0,0,7,2,0,0,0,16,9,3,75.0,Matches
4,Tyler Adams,us USA,MF,Bournemouth,26-312,1999,13.3,5,0,0,21,10,1,0,21,16,0,0,0,61,11,15,42.3,Matches
5,Tosin Adarabioyo,eng ENG,DF,Chelsea,28-090,1997,6.2,1,0,0,5,0,1,0,6,6,0,0,0,16,31,15,67.4,Matches
6,Simon Adingra,ci CIV,"FW,MF",Sunderland,23-356,2002,4.2,1,0,0,10,3,3,20,0,5,0,0,0,10,4,6,40.0,Matches
7,Amine Adli,ma MAR,"FW,MF",Bournemouth,25-227,2000,4.4,0,0,0,12,11,2,11,3,4,0,0,0,24,7,7,50.0,Matches
8,Emmanuel Agbadou,ci CIV,DF,Wolves,28-189,1997,11.2,1,1,0,10,5,0,14,12,17,0,0,0,62,23,12,65.7,Matches
9,Nayef Aguerd,ma MAR,DF,West Ham,29-268,1996,2.0,0,0,0,0,1,0,2,1,0,0,0,0,8,4,3,57.1,Matches
10,Ola Aina,ng NGA,DF,Nott'ham Forest,29-076,1996,3.0,1,0,0,5,3,0,13,5,3,0,0,0,20,4,2,66.7,Matches
11,Rayan Aït-Nouri,dz ALG,DF,Manchester City,24-200,2001,2.3,1,0,0,4,1,0,2,5,6,0,0,0,8,3,2,60.0,Matches
12,Kristoffer Ajer,no NOR,DF,Brentford,27-250,1998,6.8,1,0,0,7,3,0,3,9,11,0,0,0,15,22,15,59.5,Matches
13,Nathan Aké,nl NED,DF,Manchester City,30-308,1995,2.5,0,0,0,0,4,0,2,1,3,0,0,0,3,5,2,71.4,Matches
14,Carlos Alcaraz,ar ARG,"MF,FW",Everton,23-023,2002,6.6,3,0,0,8,9,0,5,3,5,0,0,0,33,10,13,43.5,Matches
15,Omar Alderete,py PAR,DF,Sunderland,28-362,1996,12.4,2,0,0,12,2,0,5,18,6,0,0,0,36,31,25,55.4,Matches
16,Alisson,br BRA,GK,Liverpool,33-082,1992,12.0,0,0,0,0,3,0,0,0,0,0,0,0,21,2,0,100.0,Matches
17,Ethan Ampadu,wls WAL,MF,Leeds United,25-100,2000,14.7,4,0,0,19,13,0,12,18,22,0,0,0,80,13,10,56.5,Matches
18,Joachim Andersen,dk DEN,DF,Fulham,29-206,1996,15.5,2,0,0,14,7,0,6,18,13,0,0,0,60,31,16,66.0,Matches
19,Elliot Anderson,eng ENG,MF,Nott'ham Forest,23-047,2002,17.0,3,0,0,25,42,1,78,16,28,0,1,0,142,18,18,50.0,Matches
20,André,br BRA,MF,Wolves,24-160,2001,13.8,4,0,0,18,19,0,24,14,16,0,0,0,94,2,10,16.7,Matches
21,Jaidon Anthony,eng ENG,"MF,FW",Burnley,26-022,1999,12.5,3,0,0,13,20,3,26,8,8,1,1,0,57,7,16,30.4,Matches
22,Alphonse Areola,fr FRA,GK,West Ham,32-299,1993,13.0,0,0,0,0,1,0,0,1,0,0,0,0,5,3,1,75.0,Matches
23,Jhon Arias,co COL,"FW,MF",Wolves,28-093,1997,9.0,1,0,0,10,7,3,28,5,18,0,0,0,42,7,10,41.2,Matches
24,Harrison Armstrong,eng ENG,FW,Everton,18-338,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
25,Tolu Arokodare,ng NGA,FW,Wolves,25-030,2000,3.8,1,0,0,8,5,2,0,1,1,0,0,0,9,25,27,48.1,Matches
26,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,28-133,1997,1.7,0,0,0,2,3,3,0,1,1,0,0,0,6,4,16,20.0,Matches
27,Yasin Ayari,se SWE,MF,Brighton,22-078,2003,13.0,0,0,0,11,16,0,21,16,16,0,0,0,76,7,12,36.8,Matches
28,Benoît Badiashile,fr FRA,DF,Chelsea,24-272,2001,1.7,2,0,0,2,0,0,0,3,1,0,0,0,6,1,1,50.0,Matches
29,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,23-119,2002,1.9,0,0,0,3,4,0,13,0,0,0,0,0,11,0,1,0.0,Matches
30,Carlos Baleba,cm CMR,MF,Brighton,21-354,2004,10.0,4,0,0,21,10,0,0,15,10,0,1,0,51,14,9,60.9,Matches
31,Daniel Ballard,nir NIR,DF,Sunderland,26-092,1999,12.5,2,0,0,13,17,3,0,8,10,0,0,0,30,59,37,61.5,Matches
32,Ross Barkley,eng ENG,MF,Aston Villa,32-018,1993,1.3,0,0,0,1,1,0,0,0,2,0,0,0,10,2,2,50.0,Matches
33,Ashley Barnes,eng ENG,FW,Burnley,36-054,1989,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,80.0,Matches
34,Harvey Barnes,eng ENG,FW,Newcastle Utd,28-014,1997,8.2,0,0,0,5,7,1,30,1,2,0,0,0,24,2,2,50.0,Matches
35,Thierno Barry,fr FRA,FW,Everton,23-063,2002,9.2,2,0,0,17,3,8,0,2,0,0,0,0,11,55,72,43.3,Matches
36,Calvin Bassey,ng NGA,DF,Fulham,25-357,1999,15.1,3,0,0,15,18,0,6,10,15,0,1,0,66,20,19,51.3,Matches
37,Altay Bayındır,tr TUR,GK,Manchester Utd,27-253,1998,6.0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,0,100.0,Matches
38,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,27-179,1998,7.7,1,0,0,9,20,0,18,7,11,0,0,0,21,4,11,26.7,Matches
39,Rodrigo Bentancur,uy URU,MF,Tottenham,28-181,1997,11.7,4,0,0,12,3,1,6,16,14,0,1,0,73,19,26,42.2,Matches
40,Sander Berge,no NOR,MF,Fulham,27-312,1998,16.2,3,0,0,18,3,0,5,10,18,0,1,1,65,22,15,59.5,Matches
41,Lucas Bergvall,se SWE,MF,Tottenham,19-324,2006,7.4,2,0,0,15,5,2,13,2,9,0,0,0,28,4,11,26.7,Matches
42,Beto,gw GNB,FW,Everton,27-326,1998,7.9,1,0,0,14,7,4,2,0,2,0,0,0,13,49,47,51.0,Matches
43,Jaka Bijol,si SVN,DF,Leeds United,26-321,1999,6.9,0,0,0,7,4,0,1,9,8,0,0,0,24,20,15,57.1,Matches
44,Marco Bizot,nl NED,GK,Aston Villa,34-288,1991,4.0,2,0,0,1,1,0,0,0,0,0,1,0,7,1,0,100.0,Matches
45,Oscar Bobb,no NOR,"MF,FW",Manchester City,22-164,2003,5.2,1,0,0,5,9,0,5,3,5,0,0,0,18,3,5,37.5,Matches
46,Lamare Bogarde,nl NED,MF,Aston Villa,21-352,2004,3.6,2,0,0,8,10,0,0,1,5,0,0,0,14,3,6,33.3,Matches
