Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Bafodé Diakité,FRA,DF,Bournemouth,24-351,2001,13.5,869,85,397,434,39,10,869,2,0,0.0,2,100.0,507,2388,1445,4,11,0,4,1,575,3
Amad Diallo,CIV,"DF,MF",Manchester Utd,23-165,2002,13.4,751,24,108,298,353,72,751,44,21,47.7,20,45.5,451,2900,1701,71,33,32,25,13,508,122
Habib Diarra,SEN,MF,Sunderland,21-354,2004,4.1,153,5,23,76,59,10,153,5,1,20.0,4,80.0,112,532,252,10,8,3,1,3,122,18
Rúben Dias,POR,DF,Manchester City,28-223,1997,16.1,1309,118,527,709,73,7,1309,4,1,25.0,1,25.0,910,4344,2442,13,21,1,2,1,1003,0
Tyler Dibling,ENG,FW,Everton,19-286,2006,1.2,63,3,12,30,22,3,63,7,2,28.6,4,57.1,40,232,82,3,2,1,4,4,41,6
Lucas Digne,FRA,DF,Aston Villa,32-156,1993,11.2,613,22,185,209,222,16,613,9,2,22.2,6,66.7,291,1113,523,11,12,0,11,5,334,73
Issa Diop,FRA,DF,Fulham,28-348,1997,2.6,141,16,80,56,5,2,141,0,0,,0,,86,393,222,1,1,0,5,0,94,0
El Hadji Malick Diouf,SEN,DF,West Ham,20-360,2004,15.4,836,69,293,333,216,13,836,25,11,44.0,14,56.0,372,1801,846,18,21,1,27,11,450,63
Matt Doherty,IRL,DF,Wolves,33-341,1992,5.0,252,30,102,111,40,2,252,1,0,0.0,0,0.0,110,338,147,1,2,0,2,1,138,4
Jeremy Doku,BEL,"MF,FW",Manchester City,23-210,2002,10.4,560,2,44,186,341,78,560,90,45,50.0,35,38.9,434,3841,2459,101,42,47,42,29,461,110
Nicolás Domínguez,ARG,"FW,MF",Nott'ham Forest,27-178,1998,2.9,158,7,36,85,39,1,158,3,2,66.7,1,33.3,82,455,259,3,6,0,1,0,97,12
Gianluigi Donnarumma,ITA,GK,Manchester City,26-301,1999,14.0,412,337,410,2,0,0,412,2,2,100.0,0,0.0,284,1199,613,0,0,0,0,0,234,0
Patrick Dorgu,DEN,DF,Manchester Utd,21-058,2004,8.9,537,22,129,189,226,41,537,30,6,20.0,18,60.0,269,1396,756,33,15,10,23,10,328,76
Max Dowman,ENG,FW,Arsenal,15-357,2009,0.3,19,0,1,4,14,8,19,7,1,14.3,5,71.4,13,169,71,4,1,3,1,2,12,6
Joél Drakes-Thomas,ENG,MF,Crystal Palace,16-197,2009,0.1,6,0,0,6,0,0,6,0,0,,0,,5,50,44,2,0,0,0,0,6,0
Martin Dúbravka,SVK,GK,Burnley,36-342,1989,17.0,689,549,680,10,0,0,689,0,0,,0,,341,1645,961,0,0,0,0,0,263,0
Lewis Dunk,ENG,DF,Brighton,34-032,1991,15.5,1403,224,735,631,46,19,1403,4,3,75.0,0,0.0,835,3851,1864,10,5,1,5,2,948,1
Odsonne Édouard,FRA,FW,Crystal Palace,27-341,1998,0.0,4,0,1,0,3,0,4,0,0,,0,,2,5,4,0,0,0,0,0,2,0
Marcus Edwards,ENG,"FW,MF",Burnley,27-020,1998,1.1,69,1,6,18,47,11,69,3,0,0.0,3,100.0,48,381,159,9,5,4,8,5,53,20
Hjalmar Ekdal,SWE,DF,Burnley,27-063,1998,9.9,471,85,241,208,24,16,471,1,1,100.0,0,0.0,257,1271,664,2,2,0,3,1,276,1
Hugo Ekitike,FRA,FW,Liverpool,23-186,2002,10.6,362,16,27,138,200,55,362,34,18,52.9,15,44.1,220,1130,565,26,17,12,24,14,263,70
Anthony Elanga,SWE,"FW,MF",Newcastle Utd,23-240,2002,7.6,373,6,38,129,209,28,373,25,4,16.0,19,76.0,249,1451,637,29,12,9,17,14,295,98
Harvey Elliott,ENG,"MF,FW",Liverpool,22-263,2003,0.0,9,0,0,5,4,0,9,1,0,0.0,1,100.0,5,21,4,0,0,0,0,0,8,1
Harvey Elliott,ENG,"MF,FW",Aston Villa,22-263,2003,1.1,74,1,6,29,40,5,74,2,0,0.0,0,0.0,52,273,121,3,5,0,2,0,58,11
Wataru Endo,JPN,"MF,DF",Liverpool,32-317,1993,0.5,40,2,9,27,4,0,40,0,0,,0,,13,47,23,2,0,0,2,1,20,0
Romain Esse,ENG,FW,Crystal Palace,20-224,2005,0.3,12,0,1,7,5,1,12,2,1,50.0,0,0.0,9,26,12,0,0,0,2,1,10,3
Maxime Estève,FRA,DF,Burnley,23-211,2002,15.9,855,135,432,395,32,15,855,1,1,100.0,0,0.0,457,1696,1013,4,2,0,5,1,517,1
Evanilson,BRA,FW,Bournemouth,26-078,1999,12.7,313,11,29,135,150,59,313,17,5,29.4,4,23.5,171,750,260,8,6,4,28,18,217,49
Eberechi Eze,ENG,"MF,FW",Arsenal,27-177,1998,10.1,427,9,36,204,192,32,427,30,17,56.7,12,40.0,263,1578,755,24,15,6,13,8,308,44
Eberechi Eze,ENG,MF,Crystal Palace,27-177,1998,0.9,37,0,2,24,11,1,37,4,2,50.0,1,25.0,18,116,60,0,0,0,1,2,22,2
Bruno Fernandes,POR,MF,Manchester Utd,31-106,1994,16.4,1263,47,210,684,382,43,1259,24,9,37.5,11,45.8,620,2719,1494,28,21,6,22,13,826,54
Mateus Fernandes,POR,"MF,FW",West Ham,21-166,2004,12.7,674,35,159,378,145,9,674,22,9,40.9,10,45.5,322,1910,786,16,11,2,12,16,412,18
Enzo Fernández,ARG,MF,Chelsea,24-340,2001,15.2,1049,13,163,608,291,44,1048,24,5,20.8,17,70.8,652,2889,1340,21,16,3,28,25,798,52
Zian Flemming,NED,FW,Burnley,27-144,1998,7.4,221,12,30,96,96,25,219,6,2,33.3,4,66.7,111,301,83,1,4,0,21,9,159,28
Jack Fletcher,ENG,MF,Manchester Utd,18-279,2007,0.2,11,0,0,11,0,0,11,1,0,0.0,1,100.0,7,26,6,0,0,0,0,2,8,2
Phil Foden,ENG,MF,Manchester City,25-209,2000,13.6,923,14,139,399,388,42,923,21,11,52.4,8,38.1,569,2224,978,21,30,4,21,16,700,69
Wesley Fofana,FRA,DF,Chelsea,25-006,2000,7.4,512,51,213,286,16,4,512,10,5,50.0,2,20.0,312,1521,776,4,3,0,5,3,331,1
Lyle Foster,RSA,FW,Burnley,25-111,2000,9.6,273,14,37,104,138,34,273,11,7,63.6,4,36.4,159,826,375,13,9,7,27,16,185,55
Jeremie Frimpong,NED,"DF,FW",Liverpool,25-013,2000,1.3,86,2,18,27,41,9,86,6,3,50.0,2,33.3,50,245,148,7,3,6,6,3,52,18
Niclas Füllkrug,GER,FW,West Ham,32-317,1993,4.5,135,5,17,62,58,22,135,0,0,,0,,51,146,44,1,2,0,9,6,94,16
Cody Gakpo,NED,FW,Liverpool,26-230,1999,12.6,594,10,51,189,360,80,594,40,16,40.0,15,37.5,357,2315,1361,53,18,28,39,12,414,140
Idrissa Gana Gueye,SEN,MF,Everton,36-088,1989,11.7,631,26,140,336,156,17,631,8,1,12.5,7,87.5,377,1446,656,5,13,0,11,4,399,17
Ben Gannon-Doak,SCO,FW,Bournemouth,20-042,2005,0.6,36,2,5,7,24,4,36,3,0,0.0,3,100.0,25,227,122,4,3,4,2,0,29,10
Alejandro Garnacho,ARG,FW,Chelsea,21-175,2004,7.2,320,2,25,90,214,54,320,28,10,35.7,9,32.1,250,2064,1217,55,24,26,26,5,256,98
James Garner,ENG,"MF,DF",Everton,24-285,2001,16.9,1110,44,269,519,336,12,1110,21,9,42.9,8,38.1,599,2958,1187,18,18,1,20,4,637,27
Lutsharel Geertruida,NED,"DF,MF",Sunderland,25-158,2000,7.0,363,40,163,169,33,3,363,7,5,71.4,2,28.6,220,1083,585,5,6,2,7,3,235,2
Tyrique George,ENG,FW,Chelsea,19-322,2006,1.6,39,0,3,17,19,4,39,3,1,33.3,2,66.7,21,111,56,1,1,1,5,4,29,10
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,25-330,2000,15.8,820,17,86,387,357,53,820,22,9,40.9,12,54.5,490,2169,1115,35,35,4,48,14,629,119
Jamie Gittens,ENG,FW,Chelsea,21-137,2004,4.8,193,4,23,65,108,24,193,17,10,58.8,6,35.3,123,971,562,24,10,16,10,3,137,37
Wilfried Gnonto,ITA,"FW,MF",Leeds United,22-048,2003,3.4,173,4,31,66,80,7,173,15,1,6.7,6,40.0,101,610,307,7,5,2,8,3,115,21
João Gomes,BRA,MF,Wolves,24-314,2001,14.2,854,38,179,517,176,16,854,27,15,55.6,10,37.0,445,2606,1115,22,21,1,29,21,529,25
Rodrigo Gomes,POR,"FW,DF",Wolves,22-169,2003,3.7,187,6,34,52,103,20,187,8,2,25.0,5,62.5,91,623,328,13,9,3,11,3,108,37
Toti Gomes,POR,DF,Wolves,26-341,1999,10.5,704,67,324,336,45,4,704,11,8,72.7,2,18.2,417,1822,974,6,3,0,4,2,479,3
Diego Gómez,PAR,"MF,FW",Brighton,22-271,2003,10.7,498,24,96,253,164,35,498,18,7,38.9,10,55.6,265,1162,529,10,12,2,22,13,294,32
Joe Gomez,ENG,DF,Liverpool,28-214,1997,2.8,182,9,57,72,54,8,182,1,1,100.0,0,0.0,87,318,131,2,1,1,2,1,102,13
Nicolás González,ESP,MF,Manchester City,23-354,2002,12.6,1102,48,226,679,204,13,1102,21,11,52.4,5,23.8,647,3063,1653,20,14,1,12,12,791,11
Anthony Gordon,ENG,FW,Newcastle Utd,24-302,2001,7.6,354,6,32,141,185,35,352,41,16,39.0,16,39.0,246,1831,962,37,27,10,22,7,249,62
Ryan Gravenberch,NED,MF,Liverpool,23-221,2002,14.7,1058,31,228,640,194,8,1058,25,13,52.0,8,32.0,754,4110,2174,33,25,1,24,9,808,28
Archie Gray,ENG,MF,Tottenham,19-286,2006,3.9,199,17,47,116,39,5,199,2,1,50.0,1,50.0,117,608,293,5,5,1,3,4,127,1
Jack Grealish,ENG,FW,Everton,30-104,1995,14.9,680,20,110,230,353,80,680,68,15,22.1,30,44.1,482,3552,1839,78,35,39,27,29,485,121
Brajan Gruda,GER,"MF,FW",Brighton,21-206,2004,5.3,254,4,27,93,142,13,254,37,11,29.7,22,59.5,162,1148,614,16,18,6,18,13,159,43
Ilia Gruev,BUL,MF,Leeds United,25-231,2000,4.4,216,11,64,132,21,1,216,1,0,0.0,1,100.0,107,373,108,1,2,0,5,0,124,1
Gabriel Gudmundsson,SWE,DF,Leeds United,26-238,1999,15.3,879,48,265,389,239,27,879,47,22,46.8,21,44.7,427,2685,1587,44,23,9,21,17,501,60
Marc Guéhi,ENG,DF,Crystal Palace,25-163,2000,16.0,988,109,463,455,79,24,988,4,1,25.0,3,75.0,575,2896,1735,19,11,0,5,6,631,7
Evann Guessand,CIV,FW,Aston Villa,24-175,2001,5.7,181,7,37,72,77,18,181,24,7,29.2,16,66.7,107,704,332,12,3,5,8,16,110,28
Luis Guilherme,BRA,"FW,MF",West Ham,19-317,2006,1.4,45,4,12,19,15,2,45,6,2,33.3,4,66.7,34,191,83,2,2,0,3,5,32,5
