Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Brenden Aaronson,us USA,"FW,MF",Leeds United,25-062,2000,10.1,30,2.96,17,0,4,5,3,1,5,0.49,3,0,0,2,0,0,Matches
2,Zach Abbott,eng ENG,DF,Nott'ham Forest,19-224,2006,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Joshua Acheampong,eng ENG,DF,Chelsea,19-232,2006,3.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
4,Tyler Adams,us USA,MF,Bournemouth,26-312,1999,13.3,13,0.98,12,0,0,0,0,1,3,0.23,2,0,0,0,0,1,Matches
5,Tosin Adarabioyo,eng ENG,DF,Chelsea,28-090,1997,6.2,3,0.48,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Simon Adingra,ci CIV,"FW,MF",Sunderland,23-356,2002,4.2,9,2.12,8,0,1,0,0,0,1,0.24,1,0,0,0,0,0,Matches
7,Amine Adli,ma MAR,"FW,MF",Bournemouth,25-227,2000,4.4,14,3.21,10,0,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
8,Emmanuel Agbadou,ci CIV,DF,Wolves,28-189,1997,11.2,9,0.80,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Nayef Aguerd,ma MAR,DF,West Ham,29-268,1996,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
10,Ola Aina,ng NGA,DF,Nott'ham Forest,29-076,1996,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Rayan Aït-Nouri,dz ALG,DF,Manchester City,24-200,2001,2.3,5,2.21,5,0,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches
12,Kristoffer Ajer,no NOR,DF,Brentford,27-250,1998,6.8,6,0.88,5,0,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches
13,Nathan Aké,nl NED,DF,Manchester City,30-308,1995,2.5,3,1.19,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
14,Carlos Alcaraz,ar ARG,"MF,FW",Everton,23-023,2002,6.6,18,2.72,11,1,2,2,2,0,1,0.15,1,0,0,0,0,0,Matches
15,Omar Alderete,py PAR,DF,Sunderland,28-362,1996,12.4,10,0.81,9,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
16,Alisson,br BRA,GK,Liverpool,33-082,1992,12.0,2,0.17,2,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
17,Ethan Ampadu,wls WAL,MF,Leeds United,25-100,2000,14.7,35,2.39,27,5,1,1,0,1,3,0.20,2,1,0,0,0,0,Matches
18,Joachim Andersen,dk DEN,DF,Fulham,29-206,1996,15.5,18,1.16,14,1,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
19,Elliot Anderson,eng ENG,MF,Nott'ham Forest,23-047,2002,17.0,67,3.94,45,13,2,3,3,1,4,0.24,4,0,0,0,0,0,Matches
20,André,br BRA,MF,Wolves,24-160,2001,13.8,18,1.30,8,5,1,1,3,0,0,0.00,0,0,0,0,0,0,Matches
21,Jaidon Anthony,eng ENG,"MF,FW",Burnley,26-022,1999,12.5,28,2.24,21,2,3,0,2,0,5,0.40,3,0,1,0,1,0,Matches
22,Alphonse Areola,fr FRA,GK,West Ham,32-299,1993,13.0,2,0.15,1,1,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
23,Jhon Arias,co COL,"FW,MF",Wolves,28-093,1997,9.0,24,2.67,15,4,2,1,0,2,1,0.11,1,0,0,0,0,0,Matches
24,Harrison Armstrong,eng ENG,FW,Everton,18-338,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,Tolu Arokodare,ng NGA,FW,Wolves,25-030,2000,3.8,4,1.05,3,0,0,1,0,0,1,0.26,1,0,0,0,0,0,Matches
26,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,28-133,1997,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
27,Yasin Ayari,se SWE,MF,Brighton,22-078,2003,13.0,23,1.77,14,5,1,2,1,0,1,0.08,1,0,0,0,0,0,Matches
28,Benoît Badiashile,fr FRA,DF,Chelsea,24-272,2001,1.7,2,1.15,2,0,0,0,0,0,1,0.58,1,0,0,0,0,0,Matches
29,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,23-119,2002,1.9,7,3.62,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
30,Carlos Baleba,cm CMR,MF,Brighton,21-354,2004,10.0,9,0.90,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
31,Daniel Ballard,nir NIR,DF,Sunderland,26-092,1999,12.5,12,0.96,10,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
32,Ross Barkley,eng ENG,MF,Aston Villa,32-018,1993,1.3,4,2.98,3,0,0,0,1,0,1,0.74,0,0,0,0,1,0,Matches
33,Ashley Barnes,eng ENG,FW,Burnley,36-054,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Harvey Barnes,eng ENG,FW,Newcastle Utd,28-014,1997,8.2,25,3.04,20,0,4,1,0,0,3,0.36,2,0,1,0,0,0,Matches
35,Thierno Barry,fr FRA,FW,Everton,23-063,2002,9.2,8,0.87,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Calvin Bassey,ng NGA,DF,Fulham,25-357,1999,15.1,16,1.06,15,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Altay Bayındır,tr TUR,GK,Manchester Utd,27-253,1998,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,27-179,1998,7.7,13,1.70,8,2,0,1,2,0,1,0.13,1,0,0,0,0,0,Matches
39,Rodrigo Bentancur,uy URU,MF,Tottenham,28-181,1997,11.7,17,1.45,16,0,1,0,0,0,2,0.17,2,0,0,0,0,0,Matches
40,Sander Berge,no NOR,MF,Fulham,27-312,1998,16.2,33,2.04,31,0,0,2,0,0,2,0.12,1,0,0,1,0,0,Matches
