Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Abner,BRA,DF,Ath Paranaense,21,2000,23.4,1,13,3,23.1,0.56,0.13,0.08,0.33,21.0,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Adryelson,BRA,DF,Botafogo (RJ),23,1998,16.1,0,15,4,26.7,0.93,0.25,0.0,0.0,10.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Adson,BRA,"FW,MF",Corinthians,21,2000,13.8,3,27,8,29.6,1.96,0.58,0.11,0.38,18.5,0,0,0,2.6,2.6,0.1,0.4,0.4
Airton,BRA,FW,Atl Goianiense,22,1999,19.3,2,36,13,36.1,1.86,0.67,0.06,0.15,17.2,0,0,0,3.8,3.8,0.1,-1.8,-1.8
Carlos Alberto,BRA,"FW,MF",América (MG),19,2002,1.7,0,7,3,42.9,4.04,1.73,0.0,0.0,15.7,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Yuri Alberto,BRA,FW,Corinthians,20,2001,16.1,8,49,20,40.8,3.04,1.24,0.16,0.4,16.3,0,0,0,5.8,5.8,0.12,2.2,2.2
Ale,BRA,MF,América (MG),31,1990,21.4,2,23,5,21.7,1.07,0.23,0.09,0.4,17.1,0,0,0,1.9,1.9,0.08,0.1,0.1
Alexandre Alemão,BRA,FW,Internacional,23,1998,22.3,8,49,19,38.8,2.2,0.85,0.16,0.42,14.3,0,0,0,6.5,6.5,0.13,1.5,1.5
Alerrandro,BRA,FW,RB Bragantino,22,2000,10.3,6,41,18,43.9,3.97,1.74,0.15,0.33,14.6,0,0,0,5.4,5.4,0.13,0.6,0.6
Alesson,BRA,"MF,FW",Cuiabá,22,1999,11.4,2,22,9,40.9,1.93,0.79,0.09,0.22,15.6,0,0,0,2.6,2.6,0.12,-0.6,-0.6
Alex,BRA,DF,Santos,22,1999,3.7,1,2,2,100.0,0.54,0.54,0.5,0.5,9.5,0,0,0,0.2,0.2,0.08,0.8,0.8
Caio Alexandre,BRA,MF,Fortaleza,22,1999,11.0,1,6,1,16.7,0.54,0.09,0.17,1.0,21.5,0,0,0,0.8,0.8,0.13,0.2,0.2
Matheus Alexandre,BRA,DF,Coritiba,22,1999,15.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexsander,BRA,DF,Fluminense,18,2003,2.5,0,2,1,50.0,0.8,0.4,0.0,0.0,31.6,0,0,0,0.0,0.0,0.01,0.0,0.0
Alisson,BRA,"MF,FW",São Paulo,28,1993,10.5,1,17,6,35.3,1.62,0.57,0.06,0.17,18.8,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Allan,BRA,MF,Atlético Mineiro,24,1997,30.4,0,34,12,35.3,1.12,0.4,0.0,0.0,28.6,0,0,0,0.9,0.9,0.03,-0.9,-0.9
Henrique Almeida,BRA,FW,América (MG),30,1991,16.6,6,55,23,41.8,3.31,1.38,0.11,0.26,16.0,0,0,1,6.7,6.0,0.11,-0.7,0.0
Júnior Alonso,PAR,DF,Atlético Mineiro,28,1993,28.9,0,12,1,8.3,0.42,0.03,0.0,0.0,18.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Diego Alves,BRA,GK,Flamengo,36,1985,4.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Felipe Alves Raymundo,BRA,GK,São Paulo,33,1988,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Felipe Alves Raymundo,BRA,GK,Juventude,33,1988,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodrigo Alves Soares,BRA,DF,Juventude,29,1992,31.0,1,13,4,30.8,0.42,0.13,0.08,0.25,25.2,0,0,0,0.5,0.5,0.04,0.5,0.5
Anderson,BRA,GK,Ath Paranaense,23,1998,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Thonny Anderson,BRA,MF,Coritiba,24,1997,8.1,0,19,1,5.3,2.35,0.12,0.0,0.0,20.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0
André,BRA,MF,Fluminense,20,2001,33.5,1,28,10,35.7,0.84,0.3,0.04,0.1,27.9,0,0,0,1.0,1.0,0.04,0.0,0.0
André,BRA,FW,Cuiabá,31,1990,8.1,3,13,3,23.1,1.61,0.37,0.15,0.67,19.3,0,1,1,2.6,1.8,0.14,0.4,0.2
