Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Abner,br BRA,DF,Ath Paranaense,21,2000,23.4,1283,1019,261,27,1,7,49,229,5,2,3,0,986,3,27,Matches
2,Adryelson,br BRA,DF,Botafogo (RJ),23,1998,16.1,662,634,28,24,0,5,0,4,0,0,0,0,540,0,3,Matches
3,Adson,br BRA,"FW,MF",Corinthians,21,2000,13.8,633,623,7,2,5,2,15,2,3,0,1,0,522,3,19,Matches
4,Airton,br BRA,FW,Atl Goianiense,22,1999,19.3,444,405,34,5,4,1,81,3,26,5,19,0,277,5,29,Matches
5,Carlos Alberto,br BRA,"FW,MF",América (MG),19,2002,1.7,24,19,5,0,0,0,3,2,0,0,0,0,13,0,1,Matches
6,Yuri Alberto,br BRA,FW,Corinthians,20,2001,16.1,385,367,13,0,2,2,9,1,0,0,0,0,255,5,13,Matches
7,Ale,br BRA,MF,América (MG),31,1990,21.4,1110,1045,63,40,1,10,23,22,0,0,0,0,939,2,21,Matches
8,Alexandre Alemão,br BRA,FW,Internacional,23,1998,22.3,455,419,31,0,2,4,12,0,0,0,0,0,298,5,27,Matches
9,Alerrandro,br BRA,FW,RB Bragantino,22,2000,10.3,149,127,22,0,3,0,2,0,0,0,0,0,116,0,7,Matches
10,Alesson,br BRA,"MF,FW",Cuiabá,22,1999,11.4,278,272,4,0,0,0,33,2,2,0,1,0,192,2,16,Matches
11,Alex,br BRA,DF,Santos,22,1999,3.7,163,157,6,6,0,0,0,0,0,0,0,0,142,0,0,Matches
12,Caio Alexandre,br BRA,MF,Fortaleza,22,1999,11.0,579,547,28,24,2,6,5,2,2,0,0,0,489,4,8,Matches
13,Matheus Alexandre,br BRA,DF,Coritiba,22,1999,15.6,702,569,132,14,0,3,39,118,0,0,0,0,590,1,13,Matches
14,Alexsander,br BRA,DF,Fluminense,18,2003,2.5,138,119,19,2,0,2,5,17,0,0,0,0,115,0,1,Matches
15,Alisson,br BRA,"MF,FW",São Paulo,28,1993,10.5,451,431,20,5,0,1,33,11,4,2,2,0,372,0,11,Matches
16,Allan,br BRA,MF,Atlético Mineiro,24,1997,30.4,2081,2011,67,52,0,24,11,12,0,0,0,0,1772,3,15,Matches
17,Henrique Almeida,br BRA,FW,América (MG),30,1991,16.6,344,310,33,1,1,2,5,2,0,0,0,0,250,1,17,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,28,1993,28.9,2141,1992,144,47,0,12,7,21,0,0,0,0,1872,5,9,Matches
19,Diego Alves,br BRA,GK,Flamengo,36,1985,4.7,103,75,28,0,0,0,0,0,0,0,0,0,97,0,0,Matches
