Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Abner,br BRA,DF,Ath Paranaense,21,2000,23.4,56,2.39,45,4,2,1,0,4,6,0.26,4,1,0,1,0,0,Matches
2,Adryelson,br BRA,DF,Botafogo (RJ),23,1998,16.1,11,0.68,6,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Adson,br BRA,"FW,MF",Corinthians,21,2000,13.8,38,2.76,30,1,3,2,1,1,1,0.07,1,0,0,0,0,0,Matches
4,Airton,br BRA,FW,Atl Goianiense,22,1999,19.3,64,3.26,33,9,9,6,4,3,10,0.51,5,0,3,0,2,0,Matches
5,Carlos Alberto,br BRA,"FW,MF",América (MG),19,2002,1.7,2,1.16,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
6,Yuri Alberto,br BRA,FW,Corinthians,20,2001,16.1,46,2.85,32,0,3,6,4,1,2,0.12,1,0,0,1,0,0,Matches
7,Ale,br BRA,MF,América (MG),31,1990,21.4,55,2.56,43,1,3,2,4,2,7,0.33,5,0,0,1,0,1,Matches
8,Alexandre Alemão,br BRA,FW,Internacional,23,1998,22.3,66,2.96,35,0,14,4,12,1,15,0.67,8,0,3,1,3,0,Matches
9,Alerrandro,br BRA,FW,RB Bragantino,22,2000,10.3,25,2.42,15,0,1,5,4,0,3,0.29,1,0,0,2,0,0,Matches
10,Alesson,br BRA,"MF,FW",Cuiabá,22,1999,11.4,28,2.46,19,0,5,3,1,0,3,0.26,0,0,1,1,1,0,Matches
11,Alex,br BRA,DF,Santos,22,1999,3.7,1,0.27,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
12,Caio Alexandre,br BRA,MF,Fortaleza,22,1999,11.0,28,2.54,27,0,1,0,0,0,3,0.27,3,0,0,0,0,0,Matches
13,Matheus Alexandre,br BRA,DF,Coritiba,22,1999,15.6,23,1.48,20,2,0,0,1,0,2,0.13,1,0,0,0,1,0,Matches
14,Alexsander,br BRA,DF,Fluminense,18,2003,2.5,6,2.40,5,0,0,1,0,0,2,0.80,1,0,0,1,0,0,Matches
15,Alisson,br BRA,"MF,FW",São Paulo,28,1993,10.5,30,2.86,25,2,1,2,0,0,6,0.57,6,0,0,0,0,0,Matches
16,Allan,br BRA,MF,Atlético Mineiro,24,1997,30.4,49,1.61,42,1,0,3,1,2,2,0.07,2,0,0,0,0,0,Matches
17,Henrique Almeida,br BRA,FW,América (MG),30,1991,16.6,44,2.65,25,0,4,11,3,1,4,0.24,1,0,0,0,2,1,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,28,1993,28.9,31,1.07,30,0,0,0,0,1,3,0.10,3,0,0,0,0,0,Matches
19,Diego Alves,br BRA,GK,Flamengo,36,1985,4.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Felipe Alves Raymundo,br BRA,GK,São Paulo,33,1988,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
21,Felipe Alves Raymundo,br BRA,GK,Juventude,33,1988,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
22,Rodrigo Alves Soares,br BRA,DF,Juventude,29,1992,31.0,67,2.16,59,7,0,0,0,1,1,0.03,1,0,0,0,0,0,Matches
23,Anderson,br BRA,GK,Ath Paranaense,23,1998,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
24,Thonny Anderson,br BRA,MF,Coritiba,24,1997,8.1,40,4.94,25,3,8,3,1,0,1,0.12,1,0,0,0,0,0,Matches
25,André,br BRA,MF,Fluminense,20,2001,33.5,83,2.48,68,0,5,1,4,5,4,0.12,3,0,1,0,0,0,Matches
26,André,br BRA,FW,Cuiabá,31,1990,8.1,11,1.36,8,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
27,Andrey,br BRA,MF,Avaí,19,2002,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
28,Ângelo,br BRA,"FW,MF",Santos,17,2004,17.0,84,4.94,49,1,21,3,9,1,11,0.65,7,0,1,0,3,0,Matches
29,Brayan Angulo,ec ECU,"FW,MF",Santos,26,1995,5.3,8,1.51,7,0,0,1,0,0,1,0.19,1,0,0,0,0,0,Matches
30,Apodi,br BRA,"MF,FW",Goiás,35,1986,10.1,20,1.98,10,0,0,4,5,1,7,0.69,3,0,0,2,2,0,Matches
31,Guilherme Arana,br BRA,DF,Atlético Mineiro,24,1997,19.1,66,3.45,51,8,2,4,1,0,6,0.31,6,0,0,0,0,0,Matches
32,Willian Arão,br BRA,"MF,DF",Flamengo,29,1992,10.2,21,2.05,21,0,0,0,0,0,3,0.29,3,0,0,0,0,0,Matches
33,Michel Araujo,uy URU,"FW,MF",Fluminense,25,1996,0.9,7,7.50,4,1,1,0,1,0,3,3.21,2,1,0,0,0,0,Matches
34,Robert Arboleda,ec ECU,DF,São Paulo,30,1991,8.0,7,0.87,3,1,0,2,1,0,1,0.12,1,0,0,0,0,0,Matches
35,Jhon Arias,co COL,"FW,MF",Fluminense,24,1997,29.6,144,4.87,93,30,8,3,9,1,13,0.44,7,4,1,1,0,0,Matches
36,Arthur,br BRA,"MF,DF",América (MG),18,2003,2.0,6,3.03,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Arthur,br BRA,FW,Corinthians,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Artur,br BRA,"FW,MF",RB Bragantino,23,1998,31.0,162,5.23,102,27,9,13,10,1,13,0.42,6,2,1,2,2,0,Matches
