Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Nicolás Acevedo,uy URU,MF,Bahia,23,1999,21.9,73,46,24,43,6,41,86,47.7,45,31,1,30,27,100,22,1,Matches
2,Luiz Adriano,br BRA,FW,Internacional,35,1987,14.8,12,7,0,6,6,2,7,28.6,5,10,2,8,9,21,18,0,Matches
3,Adriel,br BRA,GK,Grêmio,22,2001,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
4,Adryelson,br BRA,DF,Botafogo (RJ),24,1998,33.3,34,20,23,10,1,17,26,65.4,9,43,30,13,61,95,202,2,Matches
5,Adson,br BRA,"FW,MF",Corinthians,22,2000,9.5,34,26,22,9,3,12,21,57.1,9,15,2,13,8,42,1,0,Matches
6,Adyson,br BRA,"FW,MF",América (MG),17,2005,2.7,8,5,3,3,2,3,6,50.0,3,1,0,1,5,13,0,0,Matches
7,Washington Aguerre,uy URU,GK,América (MG),29,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
8,Carlos Alberto,br BRA,"FW,MF",Botafogo (RJ),20,2002,3.3,3,0,1,1,1,2,5,40.0,3,5,2,3,1,4,4,0,Matches
9,Yuri Alberto,br BRA,FW,Corinthians,21,2001,30.2,23,14,6,8,9,9,21,42.9,12,22,2,20,4,27,17,0,Matches
10,Ale,br BRA,MF,América (MG),32,1990,15.8,39,17,17,20,2,12,37,32.4,25,21,5,16,28,67,24,0,Matches
11,Alexandre Alemão,br BRA,FW,Internacional,24,1998,3.8,5,5,1,3,1,1,5,20.0,4,5,1,4,1,6,2,0,Matches
12,Alerrandro,br BRA,"FW,MF",RB Bragantino,23,2000,4.5,2,2,1,1,0,0,1,0.0,1,3,0,3,0,2,6,0,Matches
13,Alesson,br BRA,"FW,MF",Goiás,23,1999,7.3,17,10,12,3,2,12,27,44.4,15,5,1,4,1,18,7,0,Matches
14,Alex,br BRA,DF,Santos,23,1999,5.1,9,7,8,0,1,2,4,50.0,2,3,2,1,8,17,10,0,Matches
15,Caio Alexandre,br BRA,MF,Fortaleza,23,1999,29.2,76,42,31,39,6,44,104,42.3,60,51,7,44,24,100,22,0,Matches
16,Matheus Alexandre,br BRA,DF,Cuiabá,23,1999,33.1,86,58,56,25,5,55,102,53.9,47,37,5,32,42,128,74,1,Matches
17,Alexsander,br BRA,"MF,DF",Fluminense,19,2003,13.3,34,19,15,15,4,16,34,47.1,18,20,3,17,10,44,12,0,Matches
18,Alison,br BRA,MF,Santos,29,1993,1.5,3,1,1,2,0,1,4,25.0,3,5,2,3,3,6,5,0,Matches
19,Alisson,br BRA,"MF,DF",Atlético Mineiro,17,2005,0.5,2,2,0,1,1,0,0,,0,1,0,1,0,2,1,0,Matches
20,Alisson,br BRA,"MF,FW",São Paulo,29,1993,23.9,47,32,15,26,6,25,67,37.3,42,32,11,21,28,75,35,1,Matches
21,Allan,br BRA,MF,Flamengo,25,1997,5.4,12,7,5,6,1,3,16,18.8,13,5,1,4,8,20,4,0,Matches
22,Allano,br BRA,FW,Goiás,27,1995,13.7,38,20,25,10,3,25,48,52.1,23,17,1,16,11,49,14,0,Matches
