Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,Abner,br BRA,DF,Betis,22,2000,6.7,425,25,128,189,113,11,425,10,3,30.0,7,70.0,203,854,469,8,7,4,10,4,232,25,Matches
2,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,0.1,8,6,8,0,0,0,8,0,0,,0,,8,42,34,0,0,0,0,0,2,0,Matches
3,Marcos Acuña,ar ARG,DF,Sevilla,30,1991,21.2,1523,69,406,670,467,26,1523,54,26,48.1,23,42.6,823,4070,2178,49,43,5,29,20,903,94,Matches
4,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,7.5,253,203,249,4,0,0,253,0,0,,0,,150,804,551,0,0,0,0,0,105,0,Matches
5,Álvaro Aguado,es ESP,MF,Valladolid,26,1996,21.0,1292,36,255,742,315,18,1292,31,13,41.9,9,29.0,833,5476,2508,29,43,3,24,9,908,50,Matches
6,Joseph Aidoo,gh GHA,DF,Celta Vigo,26,1995,34.7,2082,301,1114,938,46,15,2082,13,8,61.5,2,15.4,1306,6192,3226,15,6,0,12,9,1321,2,Matches
7,Sergio Akieme,es ESP,DF,Almería,24,1997,25.5,1283,78,434,563,307,35,1283,51,27,52.9,18,35.3,660,4200,2232,60,34,11,29,25,710,84,Matches
8,Babatunde Akinsola,ng NGA,FW,Valladolid,19,2003,0.1,4,0,1,2,1,0,4,0,0,,0,,4,29,14,1,1,0,2,1,5,3,Matches
9,Paul Akouokou,ci CIV,"MF,DF",Betis,24,1997,5.0,233,33,102,117,16,1,233,5,3,60.0,2,40.0,116,369,122,1,2,0,5,0,136,1,Matches
10,David Alaba,at AUT,DF,Real Madrid,30,1992,20.4,1293,137,531,530,240,22,1293,4,3,75.0,1,25.0,779,3566,2070,16,24,2,7,5,938,60,Matches
11,Ángel Alarcón,es ESP,"FW,MF",Barcelona,18,2004,0.3,12,1,2,2,8,1,12,1,0,0.0,0,0.0,7,32,19,0,0,0,0,1,9,2,Matches
12,Tomás Alarcón,cl CHI,MF,Cádiz,23,1999,2.5,113,3,20,68,25,1,113,0,0,,0,,62,267,81,2,0,0,3,4,74,6,Matches
13,Jordi Alba,es ESP,DF,Barcelona,33,1989,15.8,1558,34,300,764,506,39,1558,8,4,50.0,4,50.0,957,3818,2082,42,27,6,7,7,1122,157,Matches
14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,23.5,1687,223,856,796,44,9,1687,7,4,57.1,3,42.9,1047,6910,4616,12,10,0,11,5,1152,3,Matches
15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,22.7,1286,64,309,768,224,22,1283,24,12,50.0,10,41.7,715,3713,1587,30,27,3,34,31,775,20,Matches
16,Omar Alderete,py PAR,DF,Getafe,25,1996,22.7,1114,118,458,591,81,25,1114,22,17,77.3,5,22.7,529,2843,1937,28,15,2,15,8,533,8,Matches
17,Iván Alejo,es ESP,"MF,FW",Cádiz,27,1995,14.6,590,23,131,185,283,22,590,47,12,25.5,25,53.2,356,2612,1275,52,32,2,38,23,378,103,Matches
18,Carles Aleñá,es ESP,"MF,FW",Getafe,24,1998,23.5,1024,17,149,579,312,28,1024,43,24,55.8,13,30.2,608,2796,1235,24,23,2,47,24,728,78,Matches
19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,0.2,2,0,0,1,1,0,2,1,0,0.0,1,100.0,1,6,0,0,1,0,0,0,2,0,Matches
20,Ángel Algobia,es ESP,MF,Getafe,23,1999,12.6,626,14,147,390,92,9,626,6,4,66.7,2,33.3,330,1542,716,10,4,3,12,7,387,11,Matches
21,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,18,2004,6.5,281,4,33,106,151,29,281,39,16,41.0,18,46.2,192,1299,704,30,6,14,29,9,204,63,Matches
22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,28.2,1686,33,244,820,652,24,1686,90,46,51.1,31,34.4,1049,6244,3196,74,71,3,42,49,1114,71,Matches
23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,13.0,1114,98,402,624,94,11,1114,2,2,100.0,0,0.0,727,4516,2674,26,11,0,8,1,816,13,Matches
24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,0.1,6,0,0,3,3,0,6,0,0,,0,,2,18,1,0,0,0,1,0,5,1,Matches
25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,16.7,732,42,218,376,144,8,732,19,8,42.1,9,47.4,254,933,437,11,8,0,13,3,318,27,Matches
26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,25.9,1651,161,698,896,74,16,1651,11,6,54.5,1,9.1,898,6084,4073,32,17,1,8,1,915,8,Matches
27,Selim Amallah,ma MAR,"MF,FW",Valladolid,25,1996,3.0,138,2,21,77,44,11,138,25,11,44.0,12,48.0,80,507,254,11,7,3,6,10,84,9,Matches
28,Amath,sn SEN,"MF,FW",Mallorca,26,1996,13.6,464,12,70,171,229,40,464,34,14,41.2,15,44.1,261,1666,840,33,23,12,41,22,283,69,Matches
29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,2.2,119,8,33,65,23,1,119,1,0,0.0,1,100.0,42,255,121,4,5,1,2,0,44,5,Matches
30,Marcos André,br BRA,"FW,MF",Valencia,25,1996,5.0,125,1,8,50,69,23,125,17,9,52.9,4,23.5,78,353,124,2,3,0,21,5,94,20,Matches
31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,6.5,324,17,88,157,80,3,324,11,4,36.4,6,54.5,123,554,220,4,7,0,4,4,145,14,Matches
32,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,22,2000,1.1,19,10,15,3,1,0,19,0,0,,0,,6,32,2,0,0,0,1,1,4,0,Matches
33,José Antonio,es ESP,"MF,DF",Cádiz,18,2004,0.5,15,0,2,4,9,0,15,4,1,25.0,1,25.0,13,45,36,2,2,0,2,1,11,2,Matches
34,Anuar,ma MAR,"MF,FW",Valladolid,27,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4,Matches
35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,11.0,514,30,118,304,102,3,514,4,4,100.0,0,0.0,234,1162,503,8,10,0,13,4,248,7,Matches
36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,20.0,1437,109,487,882,77,29,1437,14,10,71.4,3,21.4,957,5938,3727,29,13,1,9,6,1022,11,Matches
37,Adu Ares,es ESP,"FW,MF",Athletic Club,20,2001,0.9,69,2,5,18,46,3,69,9,5,55.6,2,22.2,51,410,246,8,4,1,1,3,49,19,Matches
38,Sergio Arribas,es ESP,"MF,FW",Real Madrid,20,2001,0.2,13,1,1,6,6,1,13,0,0,,0,,4,26,17,0,0,0,0,0,8,0,Matches
39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4,Matches
40,Ricard Artero,es ESP,"MF,FW",Girona,19,2003,1.5,68,2,14,36,20,6,68,4,3,75.0,0,0.0,45,217,106,4,4,0,4,3,54,9,Matches
41,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24,1998,5.4,290,23,90,135,70,5,290,6,2,33.3,4,66.7,140,668,349,8,9,2,8,4,142,22,Matches
