Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Nabil Aberdin,FRA,DF,Getafe,20,2002,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Abner,BRA,DF,Betis,23,2000,15.6,0,4,0,0.0,0.26,0.0,0.0,,15.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Abdel Abqar,MAR,DF,Alavés,24,1999,25.7,0,10,3,30.0,0.39,0.12,0.0,0.0,12.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Marcos Acuña,ARG,DF,Sevilla,31,1991,14.4,1,9,4,44.4,0.63,0.28,0.11,0.25,27.9,0,0,0,0.3,0.3,0.03,0.7,0.7
Julen Agirrezabala,ESP,GK,Athletic Club,22,2000,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lucien Agoume,FRA,MF,Sevilla,21,2002,8.6,0,6,2,33.3,0.69,0.23,0.0,0.0,13.2,0,0,0,0.9,0.9,0.14,-0.9,-0.9
Joseph Aidoo,GHA,DF,Celta Vigo,27,1995,4.5,0,3,0,0.0,0.66,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ilias Akhomach,MAR,"MF,FW",Villarreal,19,2004,16.8,2,30,7,23.3,1.79,0.42,0.07,0.29,18.1,0,0,0,3.2,3.2,0.11,-1.2,-1.2
Sergio Akieme,ESP,DF,Almería,25,1997,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8
Paul Akouokou,CIV,MF,Betis,25,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
David Alaba,AUT,DF,Real Madrid,31,1992,12.8,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0,0,1.0,1.0,0.07,-1.0,-1.0
Raúl Albiol,ESP,DF,Villarreal,37,1985,22.6,0,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Rubén Alcaraz,ESP,MF,Cádiz,32,1991,34.8,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7
Omar Alderete,PAR,DF,Getafe,26,1996,24.4,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2
Iván Alejo,ESP,MF,Cádiz,28,1995,18.8,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Carles Aleñá,ESP,MF,Getafe,25,1998,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,19,2004,2.8,0,3,0,0.0,1.08,0.0,0.0,,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Tadeo Allende,ARG,"MF,FW",Celta Vigo,24,1999,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,23,2000,10.7,2,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4
Marcos Alonso,ESP,DF,Barcelona,32,1990,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Adrià Altimira,ESP,"DF,MF",Villarreal,22,2001,8.6,0,1,0,0.0,0.12,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Sergi Altimira,ESP,MF,Betis,21,2001,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8
Gastón Álvarez,URU,DF,Getafe,23,2000,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,20,2003,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1.0,1.0,0.09,0.0,0.0
Yeray Álvarez,ESP,DF,Athletic Club,28,1995,12.8,0,7,2,28.6,0.55,0.16,0.0,0.0,14.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Selim Amallah,MAR,"FW,MF",Valencia,26,1996,6.7,0,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Amath,SEN,"FW,MF",Mallorca,27,1996,4.4,0,12,2,16.7,2.74,0.46,0.0,0.0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6
Miguel Ángel Rubio,ESP,DF,Granada,25,1998,17.3,1,9,2,22.2,0.52,0.12,0.11,0.5,10.4,0,0,0,0.8,0.8,0.09,0.2,0.2
Fabrizio Angileri,ARG,"DF,MF",Getafe,29,1994,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mauro Arambarri,URU,MF,Getafe,27,1995,3.8,0,9,2,22.2,2.39,0.53,0.0,0.0,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Jon Aramburu,VEN,DF,Real Sociedad,21,2002,6.0,0,4,0,0.0,0.66,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Julian Araujo,MEX,DF,Las Palmas,21,2001,16.2,1,7,2,28.6,0.43,0.12,0.14,0.5,20.5,0,0,0,0.7,0.7,0.1,0.3,0.3
Ronald Araújo,URU,DF,Barcelona,24,1999,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1
Adu Ares,ESP,FW,Athletic Club,21,2001,2.9,0,4,0,0.0,1.36,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
