Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Nabil Aberdin,fr FRA,DF,Getafe,20,2002,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
2,Abner,br BRA,DF,Betis,23,2000,15.6,25,19,15,9,1,17,34,50.0,17,23,5,18,15,40,62,0,Matches
3,Abdel Abqar,ma MAR,DF,Alavés,24,1999,25.7,35,19,28,5,2,21,35,60.0,14,31,26,5,23,58,115,0,Matches
4,Marcos Acuña,ar ARG,DF,Sevilla,31,1991,14.4,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,Matches
5,Julen Agirrezabala,es ESP,GK,Athletic Club,22,2000,2.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
6,Lucien Agoume,fr FRA,MF,Sevilla,21,2002,8.6,23,18,7,14,2,9,12,75.0,3,6,1,5,7,30,8,0,Matches
7,Joseph Aidoo,gh GHA,DF,Celta Vigo,27,1995,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0,Matches
8,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,19,2004,16.8,36,21,11,16,9,10,20,50.0,10,10,2,8,13,49,13,0,Matches
9,Sergio Akieme,es ESP,DF,Almería,25,1997,18.6,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0,Matches
10,Paul Akouokou,ci CIV,MF,Betis,25,1997,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0,Matches
11,David Alaba,at AUT,DF,Real Madrid,31,1992,12.8,13,9,7,5,1,4,8,50.0,4,10,7,3,15,28,34,0,Matches
