Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Nabil Aberdin,FRA,DF,Getafe,20,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abner,BRA,DF,Betis,23,2000,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.0,1.1,14,33,58,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07
Abdel Abqar,MAR,DF,Alavés,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
Marcos Acuña,ARG,DF,Sevilla,31,1991,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23,59,42,0.07,0.14,0.21,0.07,0.21,0.02,0.11,0.13,0.02,0.13
Julen Agirrezabala,ESP,GK,Athletic Club,22,2000,4,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucien Agoume,FRA,MF,Sevilla,21,2002,12,9,777,8.6,0,0,0,0,0,0,3,0,0.9,0.9,0.6,1.5,7,35,9,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17
Joseph Aidoo,GHA,DF,Celta Vigo,27,1995,6,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,12,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
Ilias Akhomach,MAR,"MF,FW",Villarreal,19,2004,31,17,1511,16.8,2,2,4,2,0,0,4,0,3.2,3.2,2.6,5.7,68,45,160,0.12,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34
Sergio Akieme,ESP,DF,Almería,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,27,28,72,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18
Paul Akouokou,CIV,MF,Betis,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Alaba,AUT,DF,Real Madrid,31,1992,14,14,1154,12.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.6,9,51,13,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13
Raúl Albiol,ESP,DF,Villarreal,37,1985,26,24,2031,22.6,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.3,8,62,0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06
Rubén Alcaraz,ESP,MF,Cádiz,32,1991,36,36,3134,34.8,3,1,4,1,2,2,14,0,3.3,1.7,1.4,3.1,27,154,37,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09
Omar Alderete,PAR,DF,Getafe,26,1996,31,24,2195,24.4,0,1,1,0,0,0,8,1,1.2,1.2,1.0,2.2,23,98,9,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09
Iván Alejo,ESP,MF,Cádiz,28,1995,30,21,1692,18.8,0,2,2,0,0,0,17,0,0.5,0.5,1.3,1.8,48,31,104,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1
Carles Aleñá,ESP,MF,Getafe,25,1998,29,10,1020,11.3,1,1,2,1,0,0,6,0,1.2,1.2,1.6,2.8,12,23,45,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,19,2004,11,1,249,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,16,3,19,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18
Tadeo Allende,ARG,"MF,FW",Celta Vigo,24,1999,10,2,336,3.7,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,9,7,25,0.27,0.0,0.27,0.27,0.27,0.33,0.1,0.43,0.33,0.43
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,23,2000,18,12,965,10.7,2,1,3,2,0,0,0,0,0.6,0.6,1.2,1.8,24,50,33,0.19,0.09,0.28,0.19,0.28,0.05,0.11,0.17,0.05,0.17
Marcos Alonso,ESP,DF,Barcelona,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,11,14,33,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21
Adrià Altimira,ESP,"DF,MF",Villarreal,22,2001,11,10,775,8.6,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02
Sergi Altimira,ESP,MF,Betis,21,2001,14,6,568,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,10,31,8,0.16,0.0,0.16,0.16,0.16,0.03,0.04,0.07,0.03,0.07
Gastón Álvarez,URU,DF,Getafe,23,2000,34,29,2537,28.2,2,0,2,2,0,0,7,0,0.7,0.7,0.6,1.4,11,63,40,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,20,2003,12,8,762,8.5,1,1,2,1,0,0,1,0,1.0,1.0,1.5,2.6,36,34,80,0.12,0.12,0.24,0.12,0.24,0.12,0.18,0.3,0.12,0.3
Yeray Álvarez,ESP,DF,Athletic Club,28,1995,19,14,1152,12.8,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,13,55,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Selim Amallah,MAR,"FW,MF",Valencia,26,1996,20,7,604,6.7,0,1,1,0,0,0,5,1,0.4,0.4,0.3,0.8,7,21,36,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11
Amath,SEN,"FW,MF",Mallorca,27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19,13,30,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44
Miguel Ángel Rubio,ESP,DF,Granada,25,1998,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7,27,1,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05
Fabrizio Angileri,ARG,"DF,MF",Getafe,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0.0,0.0,1.3,1.3,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73
Mauro Arambarri,URU,MF,Getafe,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15
Jon Aramburu,VEN,DF,Real Sociedad,21,2002,11,5,543,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,26,25,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Julian Araujo,MEX,DF,Las Palmas,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0.0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11
Ronald Araújo,URU,DF,Barcelona,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24,101,11,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16
Adu Ares,ESP,FW,Athletic Club,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13,3,39,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Jesús Areso,ESP,DF,Osasuna,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13
Matias Arezo,URU,FW,Granada,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3
Iñigo Arguibide,ESP,DF,Osasuna,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Arnaiz,ESP,"FW,MF",Osasuna,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34
Sergio Arribas,ESP,"MF,FW",Almería,21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,14,13,1198,13.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,35,1987,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84,161,202,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59
Ezequiel Ávila,ARG,"FW,MF",Osasuna,29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45
Ezequiel Ávila,ARG,FW,Betis,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3.0,39,77,39,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19
Iddrisu Baba,GHA,MF,Almería,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08
Srđan Babić,SRB,DF,Almería,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Loïc Bade,FRA,DF,Sevilla,23,2000,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.05,0.04,0.05
Alex Baena,ESP,"MF,FW",Villarreal,22,2001,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57
Eric Bailly,CIV,DF,Villarreal,29,1994,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Cédric Bakambu,COD,FW,Betis,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33
Alejandro Balde,ESP,DF,Barcelona,19,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09
Iván Balliu,ALB,DF,Rayo Vallecano,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,27,1996,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107,80,169,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35
Léo Baptistão,BRA,FW,Almería,30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34
