Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Matias Arezo,URU,FW,Granada,20,2002,4.1,82,75,7,0,1,0,4,1,0,0,0,0,52,0,0
Iñigo Arguibide,ESP,DF,Osasuna,18,2005,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1
José Arnaiz,ESP,"FW,MF",Osasuna,28,1995,10.3,318,260,58,18,0,3,46,3,25,13,8,0,233,0,8
Sergio Arribas,ESP,"MF,FW",Almería,21,2001,22.7,751,661,86,32,4,4,60,7,28,13,9,0,588,4,20
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,13.3,456,374,82,12,0,1,0,0,0,0,0,0,386,0,1
Iago Aspas,ESP,FW,Celta Vigo,35,1987,30.1,1305,1112,190,51,20,15,149,8,94,39,35,0,949,3,30
Ezequiel Ávila,ARG,"FW,MF",Osasuna,29,1994,9.6,371,312,56,13,4,6,79,10,32,17,12,0,232,3,9
Ezequiel Ávila,ARG,FW,Betis,29,1994,3.3,91,89,2,1,0,3,12,1,0,0,0,0,55,0,6
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,15.8,1035,899,130,19,1,2,11,111,0,0,0,0,867,6,8
Iddrisu Baba,GHA,MF,Almería,27,1996,15.9,654,636,15,15,2,2,4,0,0,0,0,0,543,3,10
Srđan Babić,SRB,DF,Almería,27,1996,1.0,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0
Loïc Bade,FRA,DF,Sevilla,23,2000,25.3,1346,1308,34,30,1,18,2,4,0,0,0,0,1113,4,12
Alex Baena,ESP,"MF,FW",Villarreal,22,2001,28.7,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32
Eric Bailly,CIV,DF,Villarreal,29,1994,9.3,385,359,24,12,0,1,0,0,0,0,0,0,337,2,2
Cédric Bakambu,COD,FW,Betis,32,1991,2.2,39,35,4,0,0,0,0,0,0,0,0,0,26,0,2
Alejandro Balde,ESP,DF,Barcelona,19,2003,15.3,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16
Iván Balliu,ALB,DF,Rayo Vallecano,31,1992,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,27,1996,22.0,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31
Léo Baptistão,BRA,FW,Almería,30,1992,20.4,568,534,31,0,1,3,27,8,0,0,0,0,366,3,30
Kike Barja,ESP,"FW,MF",Osasuna,26,1997,3.4,114,110,4,1,0,0,23,1,2,2,0,0,83,0,3
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,15.9,555,545,5,0,1,9,47,4,1,0,0,0,372,5,27
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,17.3,873,847,16,11,3,3,16,4,1,0,0,0,728,10,10
Marc Bartra,ESP,DF,Betis,32,1991,2.5,118,107,9,9,0,1,0,0,0,0,0,0,101,2,0
Augusto Batalla,ARG,GK,Granada,27,1996,17.0,689,483,205,83,0,1,0,0,0,0,0,0,445,1,1
Bebé,CPV,"MF,FW",Rayo Vallecano,33,1990,2.4,104,83,21,3,0,2,28,8,10,6,3,0,63,0,4
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,28,1995,8.6,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17
Héctor Bellerín,ESP,DF,Betis,28,1995,19.0,979,791,185,17,0,8,40,168,0,0,0,0,756,3,20
Jude Bellingham,ENG,MF,Real Madrid,20,2003,25.7,1543,1490,43,18,18,14,21,12,1,1,0,0,1363,10,25
Fran Beltrán,ESP,MF,Celta Vigo,24,1999,27.0,1364,1309,53,46,4,4,19,1,6,2,3,0,1180,2,19
Carlos Benavídez,URU,MF,Alavés,25,1998,12.6,459,447,11,7,1,6,4,3,1,0,0,0,321,1,3
Yuri Berchiche,ESP,DF,Athletic Club,33,1990,21.4,1304,1050,249,43,0,8,44,206,0,0,0,0,1078,5,26
Álex Berenguer,ESP,FW,Athletic Club,28,1995,17.7,596,478,117,38,4,5,138,13,65,22,30,0,373,1,23
Antonio Blanco,ESP,MF,Alavés,23,2000,27.0,1053,1018,30,25,4,21,15,2,3,1,0,0,811,5,27
Daley Blind,NED,DF,Girona,33,1990,33.0,2585,2465,97,69,0,18,17,21,2,0,1,0,2304,23,27
Adri Bosch,ESP,DF,Granada,22,2001,0.3,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0
Yassine Bounou,MAR,GK,Sevilla,32,1991,1.0,31,21,10,3,0,0,0,0,0,0,0,0,20,0,0
Lucas Boyé,ARG,FW,Granada,27,1996,28.2,631,564,60,1,2,5,14,1,0,0,0,0,454,7,25
Darko Brašanac,SRB,MF,Osasuna,31,1992,0.5,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0
Brau,ESP,DF,Granada,21,2001,0.3,10,9,1,0,0,0,1,1,0,0,0,0,7,0,0
Claudio Bravo,CHI,GK,Betis,40,1983,7.0,230,153,76,16,1,1,0,0,0,0,0,0,186,1,0
Ben Brereton,CHI,"FW,MF",Villarreal,24,1999,3.0,74,73,1,0,1,0,4,1,0,0,0,0,55,0,4
Ante Budimir,CRO,FW,Osasuna,32,1991,27.1,441,421,20,0,1,1,10,4,0,0,0,0,241,0,19
Manu Bueno,ESP,MF,Sevilla,19,2004,1.3,49,49,0,0,0,0,0,0,0,0,0,0,45,0,0
Pablo Busto,ESP,DF,Betis,17,2005,0.5,26,22,4,0,1,0,1,4,0,0,0,0,18,0,0
José Callejón,ESP,"MF,FW",Granada,36,1987,8.9,368,320,46,15,0,6,34,13,16,10,5,0,286,2,3
Eduardo Camavinga,FRA,"MF,DF",Real Madrid,20,2002,20.2,1328,1278,44,24,4,9,4,20,0,0,0,0,1205,6,12
Sergio Camello,ESP,FW,Rayo Vallecano,22,2001,18.5,380,350,23,0,6,3,2,0,0,0,0,0,273,7,10
José Campaña,ESP,MF,Las Palmas,30,1993,1.9,162,149,11,9,0,0,4,0,2,2,0,0,135,2,4
João Cancelo,POR,DF,Barcelona,29,1994,27.8,1852,1602,238,37,6,24,82,201,0,0,0,0,1533,12,42
Sergi Canós,ESP,"MF,FW",Valencia,26,1997,13.7,405,392,8,1,6,2,35,5,2,1,0,0,260,5,21
Étienne Capoue,FRA,MF,Villarreal,35,1988,16.2,813,790,20,13,3,14,7,5,0,0,0,0,699,3,10
Isaac Carcelen,ESP,DF,Cádiz,30,1993,29.0,1163,894,263,24,0,7,67,234,5,0,5,0,851,6,25
Dani Cárdenas,ESP,GK,Rayo Vallecano,26,1997,1.0,40,33,7,3,0,0,0,0,0,0,0,0,26,0,0
Marc Cardona,ESP,FW,Las Palmas,28,1995,8.2,227,215,12,1,2,1,5,0,0,0,0,0,170,0,7
Sergi Cardona,ESP,DF,Las Palmas,24,1999,31.3,2150,1785,354,37,3,4,89,317,0,0,0,0,1727,11,53
Johnny Cardoso,USA,MF,Betis,21,2001,14.8,640,627,11,10,1,5,3,1,0,0,0,0,539,2,13
Carmona,ESP,"DF,MF",Getafe,21,2002,14.6,570,489,79,6,0,3,29,73,0,0,0,0,419,2,20
Yannick Carrasco,BEL,DF,Atlético Madrid,29,1993,2.5,88,77,10,3,0,1,8,4,3,0,2,0,65,1,2
Álvaro Carreras,ESP,"MF,FW",Granada,20,2003,5.3,222,195,27,8,1,4,14,17,2,0,1,0,169,0,7
Dani Carvajal,ESP,DF,Real Madrid,31,1992,24.1,1475,1284,190,37,3,3,49,153,0,0,0,0,1265,1,34
William Carvalho,POR,MF,Betis,31,1992,7.6,634,612,20,19,0,1,4,1,0,0,0,0,560,2,6
Marc Casado,ESP,MF,Barcelona,19,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Catena,ESP,DF,Osasuna,28,1994,28.2,1341,1242,94,72,1,19,0,3,0,0,0,0,1095,5,6
Dani Ceballos,ESP,"MF,FW",Real Madrid,26,1996,6.6,542,519,22,11,5,5,8,5,6,1,2,0,486,1,10
Álex Centelles,ESP,DF,Almería,25,1997,10.9,544,430,112,24,1,5,44,88,0,0,0,0,400,2,19
Franco Cervi,ARG,"MF,DF",Celta Vigo,29,1994,6.1,284,249,34,4,0,1,18,25,5,0,4,0,225,1,15
Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,25,1998,13.0,812,710,101,4,1,3,70,97,0,0,0,0,618,1,24
Andreas Christensen,DEN,"DF,MF",Barcelona,27,1996,22.0,1569,1514,55,41,0,5,0,5,0,0,0,0,1480,0,11
Chumi,ESP,DF,Almería,24,1999,27.0,1208,1139,64,21,0,4,2,25,0,0,0,0,1044,5,11
Víctor Chust,ESP,DF,Cádiz,23,2000,20.7,1040,994,38,30,0,12,2,3,0,0,0,0,831,8,12
Pathé Ciss,SEN,MF,Rayo Vallecano,29,1994,18.5,890,842,41,35,2,14,3,2,0,0,0,0,738,7,10
Silvi Clúa,ESP,MF,Girona,18,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Saúl Coco,EQG,DF,Las Palmas,24,1999,25.5,1422,1361,54,48,1,3,1,2,0,0,0,0,1257,7,8
Santi Comesaña,ESP,MF,Villarreal,26,1996,18.4,868,842,24,23,2,7,5,1,0,0,0,0,752,2,8
Copete,ESP,DF,Mallorca,23,1999,14.8,584,560,22,21,1,14,10,1,0,0,0,0,449,2,8
Francis Coquelin,FRA,MF,Villarreal,32,1991,10.1,431,421,10,10,1,7,2,0,0,0,0,0,379,0,4
Theo Corbeanu,CAN,"MF,FW",Granada,21,2002,2.0,60,59,1,0,1,0,12,0,1,0,0,0,37,0,1
Jesús Corona,MEX,"MF,DF",Sevilla,30,1993,0.2,14,14,0,0,1,0,2,0,0,0,0,0,9,0,0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,28,1995,17.0,516,471,37,3,1,2,40,0,21,11,8,0,379,8,11
Thierry Correia,POR,DF,Valencia,24,1999,23.9,1340,1033,300,31,2,4,48,268,1,0,0,0,1017,7,19
Jaume Costa,ESP,DF,Mallorca,35,1988,18.7,834,645,178,3,0,2,63,175,0,0,0,0,615,11,16
Samu Costa,POR,MF,Mallorca,22,2000,25.6,1087,1063,21,14,1,14,24,2,2,1,1,0,830,3,36
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,3.7,123,103,20,2,0,1,0,0,0,0,0,0,113,0,0
Yan Couto,BRA,"DF,FW",Girona,21,2002,24.9,1354,1181,170,24,5,4,111,145,1,0,0,0,1057,3,47
Crespo,POR,MF,Rayo Vallecano,26,1996,5.9,273,262,10,7,1,1,3,0,0,0,0,0,230,1,3
Cristian,ESP,GK,Valencia,25,1998,0.6,18,13,5,2,0,0,0,0,0,0,0,0,13,0,0
Juan Cruz Armada,ESP,DF,Osasuna,31,1992,18.5,941,759,178,11,0,0,21,165,0,0,0,0,712,4,15
Juan Cruz,ESP,FW,Betis,23,2000,0.8,20,20,0,0,0,0,0,0,0,0,0,0,15,0,0
Pau Cubarsí,ESP,DF,Barcelona,16,2007,17.3,1487,1441,43,32,2,11,1,3,0,0,0,0,1360,3,6
Iván Cuéllar,ESP,GK,Mallorca,39,1984,1.0,35,32,3,0,0,0,0,0,0,0,0,0,24,0,0
Jorge Cuenca,ESP,DF,Villarreal,23,1999,21.8,1150,1035,111,36,0,16,13,41,0,0,0,0,957,4,9
Eric Curbelo,ESP,"DF,MF",Las Palmas,29,1994,1.1,59,52,7,3,0,1,0,1,0,0,0,0,57,0,0
Alberto Dadie,ESP,MF,Real Sociedad,21,2002,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
Sergi Darder,ESP,MF,Mallorca,29,1993,24.0,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25
Rodrigo De Paul,ARG,MF,Atlético Madrid,29,1994,23.1,1553,1461,75,51,23,16,46,12,12,3,4,0,1291,17,23
Mouctar Diakhaby,GUI,"DF,MF",Valencia,26,1996,11.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4
Moussa Diakité,MLI,MF,Cádiz,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assane Diao,SEN,FW,Betis,17,2005,11.6,264,261,2,0,0,0,9,0,0,0,0,0,200,1,12
Brahim Díaz,MAR,"FW,MF",Real Madrid,23,1999,17.2,740,705,29,8,7,2,31,6,7,3,2,0,624,6,12
Víctor Díaz,ESP,"DF,MF",Granada,35,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4
Famara Diedhiou,SEN,"FW,MF",Granada,30,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4
Stole Dimitrievski,MKD,GK,Rayo Vallecano,29,1993,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0
Djené,TOG,"DF,MF",Getafe,31,1991,27.6,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14
Marko Dmitrović,SRB,GK,Sevilla,31,1992,13.0,394,291,102,23,0,0,0,0,0,0,0,0,292,1,0
Jaume Doménech,ESP,GK,Valencia,32,1990,0.9,31,18,13,6,0,0,0,0,0,0,0,0,13,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,22,2001,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10
Mario Dominguez,ESP,FW,Valencia,19,2004,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Carlos Dotor,ESP,MF,Celta Vigo,22,2001,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7
Anastasios Douvikas,GRE,FW,Celta Vigo,23,1999,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4
Artem Dovbyk,UKR,FW,Girona,26,1997,28.7,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16
Domingos Duarte,POR,DF,Getafe,28,1995,10.1,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4
Rubén Duarte,ESP,DF,Alavés,27,1995,20.9,827,658,160,55,0,8,70,104,1,0,0,0,566,9,10
Hugo Duro,ESP,FW,Valencia,23,1999,33.1,570,522,45,1,0,0,7,4,0,0,0,0,406,3,16
Aritz Elustondo,ESP,DF,Real Sociedad,29,1994,9.0,468,417,51,14,0,1,1,37,0,0,0,0,402,0,3
Adri Embarba,ESP,"FW,MF",Almería,31,1992,27.5,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43
Youssef En-Nesyri,MAR,FW,Sevilla,26,1997,28.6,318,271,47,0,2,2,4,3,0,0,0,0,205,0,13
Gonzalo Escalante,ARG,MF,Cádiz,30,1993,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12
Aarón Escandell,ESP,GK,Las Palmas,27,1995,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0
Alfonso Espino,URU,DF,Rayo Vallecano,31,1992,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41
Bernardo Espinosa,COL,DF,Girona,34,1989,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Karl Etta Eyong,CMR,FW,Cádiz,19,2003,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Abde Ezzalzouli,MAR,"FW,MF",Barcelona,21,2001,0.8,37,32,5,0,0,0,7,4,1,1,0,0,23,0,1
Abde Ezzalzouli,MAR,FW,Betis,21,2001,9.6,353,340,11,3,3,2,33,5,3,1,1,0,232,2,20
Radamel Falcao,COL,"FW,DF",Rayo Vallecano,37,1986,4.5,110,103,7,1,1,0,1,2,0,0,0,0,92,0,1
Fali,ESP,DF,Cádiz,29,1993,28.3,1050,989,54,49,5,21,10,0,0,0,0,0,799,7,7
Ansu Fati,ESP,"MF,FW",Barcelona,20,2002,0.6,28,25,3,1,0,0,0,1,1,0,0,0,24,0,0
Nabil Fekir,FRA,"MF,FW",Betis,30,1993,11.7,611,534,73,29,3,5,56,3,34,13,17,0,482,4,16
Luiz Felipe,ITA,DF,Betis,26,1997,4.0,169,163,4,4,0,0,0,0,0,0,0,0,151,2,0
João Félix,POR,FW,Barcelona,23,1999,17.1,663,631,25,5,8,7,17,12,8,4,0,0,538,7,13
Kiko Femenía,ESP,DF,Villarreal,32,1991,17.6,1121,939,179,26,0,4,28,153,0,0,0,0,939,3,19
Aitor Fernández,ESP,GK,Osasuna,32,1991,6.1,198,147,49,27,0,0,0,0,0,0,0,0,127,2,0
Álex Fernández,ESP,MF,Cádiz,30,1992,14.3,649,578,67,29,0,6,35,6,20,6,10,0,539,4,11
Carlos Fernández,ESP,FW,Real Sociedad,27,1996,4.5,83,78,5,1,1,0,1,0,0,0,0,0,44,0,4
Raúl Fernández,ESP,GK,Granada,35,1988,3.1,107,73,32,15,0,0,0,0,0,0,0,0,69,2,0
Valery Fernández,ESP,"MF,FW",Girona,23,1999,5.6,221,211,10,0,1,0,13,10,0,0,0,0,188,0,4
Fernando,ESP,GK,Almería,33,1990,4.0,160,123,36,10,0,0,0,0,0,0,0,0,110,1,0
Fernando,BRA,MF,Sevilla,36,1987,5.1,242,233,8,8,1,3,4,0,0,0,0,0,209,1,2
André Ferreira,POR,GK,Granada,27,1996,14.9,498,331,167,57,0,0,0,0,0,0,0,0,359,0,1
Rachad Fettal,MAR,FW,Almería,18,2005,0.2,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0
Pablo Fornals,ESP,"FW,MF",Betis,27,1996,12.8,672,625,43,5,3,5,51,12,26,12,11,0,500,4,28
Héctor Fort,ESP,DF,Barcelona,16,2006,3.5,230,203,27,6,0,2,6,21,0,0,0,0,200,0,2
Dimitri Foulquier,FRA,"DF,MF",Valencia,30,1993,20.5,1042,791,245,22,1,4,42,223,0,0,0,0,766,6,43
Juan Foyth,ARG,DF,Villarreal,25,1998,11.8,690,579,109,15,1,5,18,94,0,0,0,0,565,2,16
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,26,1997,17.2,483,463,17,2,0,1,53,8,7,3,4,0,344,3,24
Daniel Fuzato,BRA,GK,Getafe,26,1997,0.1,10,6,4,0,0,0,0,0,0,0,0,0,5,0,0
Matteo Gabbia,ITA,DF,Villarreal,23,1999,5.3,299,283,15,9,0,5,0,0,0,0,0,0,267,1,0
Javi Galán,ESP,DF,Atlético Madrid,28,1994,1.0,60,49,11,0,0,0,6,9,2,0,1,0,45,0,3
Javi Galán,ESP,DF,Real Sociedad,28,1994,11.9,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,29,1993,23.2,1232,1157,69,29,8,20,57,2,36,1,30,0,993,6,18
Aleix García,ESP,MF,Girona,26,1997,35.5,2935,2673,254,119,5,87,192,11,122,50,52,1,2567,8,24
Álvaro García,ESP,"FW,MF",Rayo Vallecano,30,1992,27.5,825,789,35,7,1,3,121,16,10,5,3,0,518,1,35
Dani García,ESP,MF,Athletic Club,33,1990,8.3,331,321,10,9,0,2,0,1,0,0,0,0,279,0,2
David García,ESP,DF,Osasuna,29,1994,25.9,1339,1258,77,50,3,11,2,8,0,0,0,0,1109,4,6
Eric García,ESP,DF,Barcelona,22,2001,0.6,48,42,6,2,0,2,0,4,0,0,0,0,46,0,0
Eric García,ESP,DF,Girona,22,2001,29.3,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20
Fran Garcia,ESP,DF,Real Madrid,23,1999,15.5,997,866,129,7,2,3,60,122,0,0,0,0,841,2,20
Gonzalo García,ESP,"FW,MF",Real Madrid,19,2004,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Jastin García,ESP,FW,Girona,19,2004,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1
Raúl García,ESP,"FW,MF",Athletic Club,37,1986,4.7,138,136,0,0,1,2,7,0,0,0,0,0,79,2,3
Rubén García,ESP,"FW,MF",Osasuna,30,1993,17.2,774,692,82,24,2,4,101,7,47,25,16,1,519,0,32
Santiago García,ESP,FW,Getafe,21,2001,0.3,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0
Unai García,ESP,DF,Osasuna,31,1992,6.2,202,184,17,15,0,6,5,2,0,0,0,0,158,1,0
Yarek Gasiorowski,ESP,DF,Valencia,18,2005,8.2,292,235,57,7,0,0,6,48,0,0,0,0,208,0,6
Federico Gattoni,ARG,"DF,FW",Sevilla,24,1999,0.1,9,7,2,1,0,0,0,1,0,0,0,0,7,0,0
Gavi,ESP,"MF,FW",Barcelona,18,2004,10.5,541,514,26,18,3,6,8,6,0,0,0,0,489,1,8
Paulo Gazzaniga,ARG,GK,Girona,31,1992,38.0,1391,1065,321,75,1,5,0,0,0,0,0,0,1094,5,1
David Gil,ESP,GK,Cádiz,29,1994,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0
Maxi Gómez,URU,FW,Cádiz,26,1996,12.9,255,247,6,1,1,3,20,0,0,0,0,0,132,2,10
Moi Gómez,ESP,"MF,FW",Osasuna,29,1994,22.3,1177,1109,61,29,0,17,52,8,18,3,11,0,953,7,36
Unai Gómez,ESP,MF,Athletic Club,20,2003,9.7,260,234,26,6,1,1,21,0,14,11,1,0,198,0,5
Édgar González,ESP,"DF,MF",Almería,26,1997,28.0,1350,1296,51,35,0,8,2,2,0,0,0,0,1150,3,6
Fabio González,ESP,MF,Las Palmas,26,1997,1.4,129,125,4,2,0,1,2,1,0,0,0,0,119,0,1
Giovanni González,URU,DF,Mallorca,28,1994,27.4,1244,1047,187,12,0,4,62,175,0,0,0,0,936,10,31
Hugo González,ESP,"MF,FW",Valencia,20,2003,1.0,39,35,4,1,0,0,9,0,3,0,2,0,24,0,4
Iñaki González,ESP,MF,Las Palmas,19,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Peter González,DOM,"MF,FW",Valencia,21,2002,7.2,162,150,12,4,0,0,18,8,0,0,0,0,108,0,12
Urko González,ESP,MF,Real Sociedad,22,2001,1.7,89,89,0,0,0,0,0,0,0,0,0,0,71,0,1
Andoni Gorosabel,ESP,DF,Alavés,26,1996,31.7,1329,1014,311,25,0,3,81,285,1,0,0,0,1059,4,32
Pablo Gozalbez,ESP,"MF,FW",Valencia,22,2001,1.1,32,31,0,0,0,0,1,0,0,0,0,0,16,1,2
Mason Greenwood,ENG,"MF,FW",Getafe,21,2001,29.6,1036,962,66,21,4,32,107,3,39,28,1,0,777,8,24
Dominik Greif,SVK,GK,Mallorca,26,1997,1.0,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0
Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,32,1991,29.4,1383,1212,161,33,13,14,123,4,94,28,42,0,1062,10,32
Vicente Guaita,ESP,GK,Celta Vigo,36,1987,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0
Andrés Guardado,MEX,MF,Betis,36,1986,5.0,298,275,22,11,0,7,11,2,9,2,6,0,253,1,5
Sergi Guardiola,ESP,"FW,MF",Cádiz,32,1991,5.5,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12
