Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Junior Adamu,at AUT,FW,Freiburg,23,2001,17.2,9,3,3,3,3,3,11,27.3,8,14,0,14,12,21,20,0,Matches
2,Karim Adeyemi,de GER,"FW,MF",Dortmund,22,2002,15.9,20,14,6,6,8,8,20,40.0,12,14,1,13,7,27,5,0,Matches
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,8.5,15,9,4,2,9,4,11,36.4,7,11,0,11,0,15,4,0,Matches
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,26,1998,18.2,17,8,4,8,5,7,19,36.8,12,17,1,16,8,25,20,0,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,24,1999,19.5,30,14,12,14,4,12,23,52.2,11,27,9,18,21,51,48,0,Matches
6,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,29,1995,24.7,54,27,36,12,6,30,46,65.2,16,65,37,28,29,83,115,1,Matches
8,Andreas Albers,dk DEN,FW,St. Pauli,34,1990,0.7,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,Matches
9,Ben Alexander Voll,de GER,GK,St. Pauli,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
10,Skelly Alvero,fr FRA,MF,Werder Bremen,22,2002,2.6,11,6,5,5,1,4,5,80.0,1,4,0,4,2,13,10,0,Matches
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,2003,1.1,1,0,1,0,0,0,0,,0,2,2,0,2,3,11,0,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,27,1996,27.5,50,23,13,28,9,19,46,41.3,27,19,4,15,16,66,30,2,Matches
13,Mohamed Amoura,dz ALG,FW,Wolfsburg,24,2000,27.4,29,22,14,5,10,14,37,37.8,23,42,2,40,9,38,24,0,Matches
14,Robert Andrich,de GER,"MF,DF",Leverkusen,29,1994,17.8,24,12,8,14,2,7,14,50.0,7,16,8,8,29,53,23,0,Matches
15,Waldemar Anton,de GER,DF,Dortmund,28,1996,21.7,34,21,18,10,6,17,23,73.9,6,33,16,17,30,64,112,1,Matches
16,Maximilian Arnold,de GER,MF,Wolfsburg,30,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2,Matches
17,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,24,2000,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1,Matches
18,Arthur,br BRA,DF,Leverkusen,21,2003,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0,Matches
19,Noah Atubolu,de GER,GK,Freiburg,22,2002,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4,Matches
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
21,Adam Aznou,ma MAR,DF,Bayern Munich,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
22,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,21,2002,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
23,Ridle Baku,de GER,"FW,MF",Wolfsburg,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,Matches
24,Ridle Baku,de GER,"DF,MF",RB Leipzig,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,Matches
25,Samuel Bamba,de GER,"FW,MF",Bochum,20,2004,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
26,Noahkai Banks,us USA,DF,Augsburg,17,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,Matches
27,Scott Banks,sct SCO,"FW,MF",St. Pauli,22,2001,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,Matches
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,0.8,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,0,0,Matches
29,Michy Batshuayi,be BEL,FW,Eint Frankfurt,30,1993,3.3,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0,Matches
30,Maximilian Bauer,de GER,DF,Augsburg,24,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1,Matches
31,Oliver Baumann,de GER,GK,Hoffenheim,34,1990,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2,Matches
32,Christoph Baumgartner,at AUT,MF,RB Leipzig,24,1999,17.9,44,28,13,19,12,17,42,40.5,25,45,9,36,12,56,24,2,Matches
33,Ihlas Bebou,tg TOG,MF,Hoffenheim,30,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
34,Adrian Beck,de GER,"MF,FW",Heidenheim,27,1997,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0,Matches
35,Timo Becker,de GER,DF,Holstein Kiel,27,1997,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1,Matches
36,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,Matches
37,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,1.9,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
38,Maximilian Beier,de GER,"FW,MF",Dortmund,21,2002,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1,Matches
39,Stefan Bell,de GER,DF,Mainz 05,32,1991,16.0,22,12,16,6,0,9,14,64.3,5,16,14,2,28,50,107,1,Matches
40,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,19,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
41,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,6.5,2,2,1,1,0,1,3,33.3,2,5,1,4,3,5,9,0,Matches
42,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,22.5,51,25,25,18,8,33,51,64.7,18,42,9,33,33,84,86,1,Matches
43,Mergim Berisha,de GER,"FW,MF",Hoffenheim,26,1998,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0,Matches
44,Mergim Berisha,de GER,FW,Augsburg,26,1998,0.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,Matches
45,Bernardo,br BRA,DF,Bochum,29,1995,19.8,46,28,32,13,1,27,37,73.0,10,38,17,21,26,72,103,4,Matches
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,14.0,29,15,9,9,11,20,31,64.5,11,14,0,14,5,34,25,0,Matches
47,Matúš Bero,sk SVK,MF,Bochum,28,1995,28.5,65,35,33,21,11,29,60,48.3,31,37,9,28,17,82,35,1,Matches
48,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,25,1999,2.4,2,1,0,1,1,1,7,14.3,6,3,0,3,1,3,7,0,Matches
49,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,22,2001,4.0,4,1,1,1,2,3,3,100.0,0,1,0,1,0,4,1,0,Matches
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,19,2005,28.4,95,53,36,45,14,40,77,51.9,37,66,11,55,30,125,53,1,Matches
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,10.9,25,9,15,7,3,6,18,33.3,12,8,0,8,15,40,11,0,Matches
52,Myron Boadu,nl NED,FW,Bochum,23,2001,11.6,2,1,0,0,2,1,5,20.0,4,3,0,3,1,3,4,0,Matches
53,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,6.6,20,5,6,6,8,13,18,72.2,5,6,0,6,2,22,14,0,Matches
54,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,11.2,5,4,0,3,2,3,4,75.0,1,1,0,1,0,5,5,0,Matches
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,8.8,9,6,4,4,1,4,8,50.0,4,14,12,2,12,21,36,0,Matches
56,Carlo Boukhalfa,ma MAR,MF,St. Pauli,25,1999,18.3,26,11,7,17,2,7,19,36.8,12,22,3,19,12,38,25,1,Matches
57,Julian Brandt,de GER,MF,Dortmund,28,1996,25.6,26,11,13,8,5,15,43,34.9,28,17,0,17,14,40,13,1,Matches
58,Tim Breithaupt,de GER,MF,Augsburg,22,2002,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0,Matches
59,Maximilian Breunig,de GER,"FW,MF",Heidenheim,23,2000,3.9,4,3,1,2,1,3,6,50.0,3,9,2,7,1,5,3,0,Matches
60,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,15.4,19,14,6,6,7,6,15,40.0,9,18,0,18,1,20,18,0,Matches
61,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,21,2003,21.6,71,42,39,18,14,44,55,80.0,11,30,0,30,15,86,55,1,Matches
62,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,25,1998,4.4,4,3,1,2,1,3,8,37.5,5,5,1,4,1,5,2,0,Matches
63,Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,25,1998,4.6,1,1,1,0,0,0,2,0.0,2,7,0,7,1,2,4,1,Matches
64,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,2.9,6,5,1,4,1,5,8,62.5,3,6,0,6,0,6,0,0,Matches
65,Marius Bülter,de GER,"FW,DF",Hoffenheim,31,1993,19.2,13,10,5,6,2,9,17,52.9,8,10,3,7,4,17,14,1,Matches
66,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,23.4,15,8,1,7,7,6,10,60.0,4,11,1,10,1,16,14,0,Matches
67,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,10.1,11,4,5,1,5,4,6,66.7,2,20,0,20,2,13,6,0,Matches
68,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,15.5,26,17,19,7,0,23,32,71.9,9,23,10,13,13,39,65,5,Matches
69,Anthony Caci,fr FRA,DF,Mainz 05,27,1997,29.8,60,40,23,25,12,28,44,63.6,16,33,8,25,27,87,47,2,Matches
70,Cole Campbell,us USA,"MF,FW",Dortmund,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
71,Emre Can,de GER,"DF,MF",Dortmund,30,1994,23.4,50,28,30,16,4,18,36,50.0,18,31,17,14,20,70,89,3,Matches
72,Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,4.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,2,Matches
73,Abdoulie Ceesay,gm GAM,FW,St. Pauli,20,2004,0.7,3,3,1,1,1,2,3,66.7,1,2,0,2,0,3,1,0,Matches
74,Julian Chabot,de GER,DF,Stuttgart,26,1998,25.2,37,24,19,15,3,15,32,46.9,17,29,19,10,38,75,135,0,Matches
75,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,12.6,27,18,17,9,1,10,19,52.6,9,25,14,11,13,40,97,2,Matches
76,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21,2002,11.3,13,9,4,5,4,7,20,35.0,13,10,0,10,10,23,32,1,Matches
77,Timothy Chandler,us USA,DF,Eint Frankfurt,34,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,Matches
78,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,8.2,10,4,6,4,0,5,7,71.4,2,10,6,4,9,19,35,0,Matches
79,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,24.3,51,36,28,19,4,25,50,50.0,25,47,20,27,37,88,136,3,Matches
80,Fabio Chiarodia,it ITA,DF,Gladbach,19,2005,4.2,10,4,6,4,0,4,6,66.7,2,8,3,5,9,19,53,1,Matches
81,Carney Chukwuemeka,eng ENG,MF,Dortmund,20,2003,2.8,7,5,3,2,2,1,1,100.0,0,5,0,5,1,8,1,0,Matches
82,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,1998,23.4,41,26,12,15,14,17,34,50.0,17,16,0,16,15,56,8,1,Matches
83,Nnamdi Collins,de GER,DF,Eint Frankfurt,20,2004,16.5,33,24,24,7,2,17,22,77.3,5,22,11,11,16,49,74,3,Matches
84,Kingsley Coman,fr FRA,FW,Bayern Munich,28,1996,14.2,17,12,6,6,5,8,12,66.7,4,12,0,12,8,25,15,0,Matches
85,Sirlord Conteh,de GER,"FW,MF",Heidenheim,28,1996,9.9,9,5,3,6,0,2,7,28.6,5,1,1,0,1,10,8,0,Matches
86,Danny da Costa,de GER,DF,Mainz 05,31,1993,22.3,42,23,23,15,4,17,27,63.0,10,19,10,9,27,69,95,3,Matches
87,Yan Couto,br BRA,"DF,FW",Dortmund,22,2002,9.9,24,16,17,2,5,14,25,56.0,11,12,1,11,10,34,32,2,Matches
88,Tomáš Čvančara,cz CZE,FW,Gladbach,23,2000,9.2,4,1,3,1,0,2,7,28.6,5,6,3,3,5,9,17,0,Matches
89,Finn Dahmen,de GER,GK,Augsburg,26,1998,19.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0,Matches
90,Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2,Matches
91,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,28,1996,4.0,9,4,4,5,0,4,6,66.7,2,5,1,4,2,11,5,0,Matches
92,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,4.8,6,6,4,2,0,4,4,100.0,0,12,8,4,9,15,30,1,Matches
93,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,14.5,24,14,9,13,2,16,30,53.3,14,20,4,16,12,36,28,1,Matches
94,Lukas Daschner,de GER,"MF,FW",Bochum,25,1998,4.6,4,2,1,2,1,2,9,22.2,7,5,0,5,0,4,5,0,Matches
95,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2,Matches
96,Olivier Deman,be BEL,DF,Werder Bremen,24,2000,0.7,6,3,2,4,0,2,7,28.6,5,3,1,2,3,9,4,0,Matches
97,Ermedin Demirović,ba BIH,FW,Stuttgart,26,1998,20.6,12,7,3,4,5,3,12,25.0,9,14,3,11,3,15,12,0,Matches
98,Justin Diehl,de GER,"FW,DF",Stuttgart,19,2004,1.2,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches
99,Eric Dier,eng ENG,DF,Bayern Munich,30,1994,16.3,19,11,8,9,2,13,20,65.0,7,19,8,11,20,39,77,1,Matches
100,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,23,2000,3.3,3,2,1,2,0,1,3,33.3,2,4,0,4,7,10,6,0,Matches
101,Eren Dinkçi,de GER,"MF,FW",Freiburg,22,2001,13.3,21,13,8,8,5,7,23,30.4,16,22,2,20,7,28,7,0,Matches
102,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26,1998,31.8,66,42,33,26,7,25,46,54.3,21,57,2,55,14,80,47,1,Matches
103,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34.0,37,24,18,16,3,13,23,56.5,10,35,16,19,44,81,169,1,Matches
104,Niklas Dorsch,de GER,MF,Augsburg,26,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
105,Niklas Dorsch,de GER,MF,Heidenheim,26,1998,14.8,27,16,12,15,0,13,22,59.1,9,14,1,13,17,44,17,2,Matches
106,Patrick Drewes,de GER,GK,Bochum,31,1993,21.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1,Matches
