Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Junior Adamu,AUT,FW,Freiburg,23,2001,17.2,29,1.69,22,0,1,3,3,0,3,0.17,2,0,0,1,0,0
Karim Adeyemi,GER,"FW,MF",Dortmund,22,2002,15.9,57,3.58,35,1,12,6,2,1,11,0.69,7,0,3,1,0,0
Amine Adli,MAR,"MF,FW",Leverkusen,24,2000,8.5,29,3.41,19,0,2,4,4,0,0,0.0,0,0,0,0,0,0
Oladapo Afolayan,ENG,"FW,MF",St. Pauli,26,1998,18.2,52,2.86,28,0,12,7,5,0,6,0.33,3,0,3,0,0,0
Felix Agu,NGA,DF,Werder Bremen,24,1999,19.5,35,1.8,30,1,2,0,2,0,1,0.05,1,0,0,0,0,0
Erik Ahlstrand,SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,29,1995,24.7,27,1.09,25,1,0,0,1,0,1,0.04,1,0,0,0,0,0
Andreas Albers,DEN,FW,St. Pauli,34,1990,0.7,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ben Alexander Voll,GER,GK,St. Pauli,23,2000,1.0,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Skelly Alvero,FRA,MF,Werder Bremen,22,2002,2.6,2,0.76,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurele Amenda,SUI,DF,Eint Frankfurt,21,2003,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nadiem Amiri,GER,MF,Mainz 05,27,1996,27.5,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0
Mohamed Amoura,ALG,FW,Wolfsburg,24,2000,27.4,80,2.92,56,2,6,10,4,2,13,0.47,12,0,1,0,0,0
Robert Andrich,GER,"MF,DF",Leverkusen,29,1994,17.8,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0
Waldemar Anton,GER,DF,Dortmund,28,1996,21.7,41,1.9,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0
Maximilian Arnold,GER,MF,Wolfsburg,30,1994,26.2,83,3.17,47,31,1,1,3,0,10,0.38,3,7,0,0,0,0
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,24,2000,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0
Arthur,BRA,DF,Leverkusen,21,2003,8.4,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Noah Atubolu,GER,GK,Freiburg,22,2002,25.6,6,0.23,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ayman Azhil,MAR,MF,Dortmund,23,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adam Aznou,MAR,DF,Bayern Munich,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aliou Badara Baldé,GUI,"MF,FW",Bochum,21,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
Ridle Baku,GER,"DF,MF",RB Leipzig,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1
Samuel Bamba,GER,"FW,MF",Bochum,20,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Noahkai Banks,USA,DF,Augsburg,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Scott Banks,SCO,"FW,MF",St. Pauli,22,2001,1.3,3,2.35,0,0,1,1,1,0,1,0.78,0,0,0,1,0,0
Aymen Barkok,MAR,MF,Mainz 05,26,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Michy Batshuayi,BEL,FW,Eint Frankfurt,30,1993,3.3,4,1.2,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Maximilian Bauer,GER,DF,Augsburg,24,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Oliver Baumann,GER,GK,Hoffenheim,34,1990,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0
