Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,Junior Adamu,at AUT,FW,Freiburg,23,2001,17.2,198,312,63.5,2376,316,124,180,68.9,48,70,68.6,2,6,33.3,2,2.4,1.9,-0.4,17,7,8,0,14,Matches
2,Karim Adeyemi,de GER,"FW,MF",Dortmund,22,2002,15.9,298,401,74.3,4376,889,164,202,81.2,99,123,80.5,16,23,69.6,6,6.0,4.1,0.0,28,10,19,2,28,Matches
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,8.5,267,360,74.2,3379,721,170,202,84.2,72,99,72.7,6,19,31.6,0,0.7,1.9,-0.7,11,9,15,4,24,Matches
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,26,1998,18.2,320,461,69.4,5556,1270,148,185,80.0,129,165,78.2,35,55,63.6,1,3.8,3.6,-2.8,21,23,14,10,32,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,24,1999,19.5,655,822,79.7,10350,3456,336,379,88.7,244,298,81.9,50,81,61.7,0,1.8,2.5,-1.8,20,36,22,12,43,Matches
6,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,22,2001,0.5,10,13,76.9,125,21,7,7,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,29,1995,24.7,1193,1369,87.1,21274,7664,477,507,94.1,598,654,91.4,88,159,55.3,0,0.3,0.6,-0.3,7,101,10,0,98,Matches
8,Andreas Albers,dk DEN,FW,St. Pauli,34,1990,0.7,15,29,51.7,233,47,10,18,55.6,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,3,Matches
9,Ben Alexander Voll,de GER,GK,St. Pauli,23,2000,1.0,28,50,56.0,749,588,8,8,100.0,13,14,92.9,7,28,25.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
10,Skelly Alvero,fr FRA,MF,Werder Bremen,22,2002,2.6,68,91,74.7,1077,220,34,41,82.9,30,38,78.9,3,5,60.0,0,0.0,0.1,0.0,0,3,3,0,8,Matches
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,2003,1.1,58,69,84.1,1079,398,24,27,88.9,26,29,89.7,7,9,77.8,0,0.3,0.3,-0.3,1,2,0,0,2,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,27,1996,27.5,1371,1781,77.0,25127,9676,610,683,89.3,546,641,85.2,179,353,50.7,5,6.6,9.2,-1.6,63,173,57,9,204,Matches
