Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Junior Adamu,AUT,FW,Freiburg,23,2001,17.2,9,3,3,3,3,3,11,27.3,8,14,0,14,12,21,20,0
Karim Adeyemi,GER,"FW,MF",Dortmund,22,2002,15.9,20,14,6,6,8,8,20,40.0,12,14,1,13,7,27,5,0
Amine Adli,MAR,"MF,FW",Leverkusen,24,2000,8.5,15,9,4,2,9,4,11,36.4,7,11,0,11,0,15,4,0
Oladapo Afolayan,ENG,"FW,MF",St. Pauli,26,1998,18.2,17,8,4,8,5,7,19,36.8,12,17,1,16,8,25,20,0
Felix Agu,NGA,DF,Werder Bremen,24,1999,19.5,30,14,12,14,4,12,23,52.2,11,27,9,18,21,51,48,0
Erik Ahlstrand,SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Kevin Akpoguma,NGA,DF,Hoffenheim,29,1995,24.7,54,27,36,12,6,30,46,65.2,16,65,37,28,29,83,115,1
Andreas Albers,DEN,FW,St. Pauli,34,1990,0.7,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0
Ben Alexander Voll,GER,GK,St. Pauli,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Skelly Alvero,FRA,MF,Werder Bremen,22,2002,2.6,11,6,5,5,1,4,5,80.0,1,4,0,4,2,13,10,0
Aurele Amenda,SUI,DF,Eint Frankfurt,21,2003,1.1,1,0,1,0,0,0,0,,0,2,2,0,2,3,11,0
Nadiem Amiri,GER,MF,Mainz 05,27,1996,27.5,50,23,13,28,9,19,46,41.3,27,19,4,15,16,66,30,2
Mohamed Amoura,ALG,FW,Wolfsburg,24,2000,27.4,29,22,14,5,10,14,37,37.8,23,42,2,40,9,38,24,0
Robert Andrich,GER,"MF,DF",Leverkusen,29,1994,17.8,24,12,8,14,2,7,14,50.0,7,16,8,8,29,53,23,0
Waldemar Anton,GER,DF,Dortmund,28,1996,21.7,34,21,18,10,6,17,23,73.9,6,33,16,17,30,64,112,1
Maximilian Arnold,GER,MF,Wolfsburg,30,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,24,2000,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1
Arthur,BRA,DF,Leverkusen,21,2003,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0
Noah Atubolu,GER,GK,Freiburg,22,2002,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4
Ayman Azhil,MAR,MF,Dortmund,23,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Adam Aznou,MAR,DF,Bayern Munich,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Aliou Badara Baldé,GUI,"MF,FW",Bochum,21,2002,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0
Ridle Baku,GER,"DF,MF",RB Leipzig,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0
Samuel Bamba,GER,"FW,MF",Bochum,20,2004,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Noahkai Banks,USA,DF,Augsburg,17,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0
Scott Banks,SCO,"FW,MF",St. Pauli,22,2001,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0
Aymen Barkok,MAR,MF,Mainz 05,26,1998,0.8,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,0,0
Michy Batshuayi,BEL,FW,Eint Frankfurt,30,1993,3.3,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0
Maximilian Bauer,GER,DF,Augsburg,24,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1
Oliver Baumann,GER,GK,Hoffenheim,34,1990,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2
Christoph Baumgartner,AUT,MF,RB Leipzig,24,1999,17.9,44,28,13,19,12,17,42,40.5,25,45,9,36,12,56,24,2
Ihlas Bebou,TOG,MF,Hoffenheim,30,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adrian Beck,GER,"MF,FW",Heidenheim,27,1997,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0
Timo Becker,GER,DF,Holstein Kiel,27,1997,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1
Hannes Behrens,GER,DF,Hoffenheim,19,2005,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0
Kevin Behrens,GER,FW,Wolfsburg,33,1991,1.9,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0
Maximilian Beier,GER,"FW,MF",Dortmund,21,2002,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1
Stefan Bell,GER,DF,Mainz 05,32,1991,16.0,22,12,16,6,0,9,14,64.3,5,16,14,2,28,50,107,1
Jeanuël Belocian,FRA,"DF,MF",Leverkusen,19,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
László Bénes,SVK,"MF,FW",Union Berlin,26,1997,6.5,2,2,1,1,0,1,3,33.3,2,5,1,4,3,5,9,0
Ramy Bensebaini,ALG,DF,Dortmund,29,1995,22.5,51,25,25,18,8,33,51,64.7,18,42,9,33,33,84,86,1
Mergim Berisha,GER,"FW,MF",Hoffenheim,26,1998,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0
Mergim Berisha,GER,FW,Augsburg,26,1998,0.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0
Bernardo,BRA,DF,Bochum,29,1995,19.8,46,28,32,13,1,27,37,73.0,10,38,17,21,26,72,103,4
Alexander Bernhardsson,SWE,"FW,MF",Holstein Kiel,25,1998,14.0,29,15,9,9,11,20,31,64.5,11,14,0,14,5,34,25,0
Matúš Bero,SVK,MF,Bochum,28,1995,28.5,65,35,33,21,11,29,60,48.3,31,37,9,28,17,82,35,1
Jan-Niklas Beste,GER,"FW,MF",Freiburg,25,1999,2.4,2,1,0,1,1,1,7,14.3,6,3,0,3,1,3,7,0
El Bilal Touré,MLI,"FW,MF",Stuttgart,22,2001,4.0,4,1,1,1,2,3,3,100.0,0,1,0,1,0,4,1,0
Tom Bischof,GER,"MF,FW",Hoffenheim,19,2005,28.4,95,53,36,45,14,40,77,51.9,37,66,11,55,30,125,53,1
Leonardo Bittencourt,GER,MF,Werder Bremen,30,1993,10.9,25,9,15,7,3,6,18,33.3,12,8,0,8,15,40,11,0
Myron Boadu,NED,FW,Bochum,23,2001,11.6,2,1,0,0,2,1,5,20.0,4,3,0,3,1,3,4,0
Sacha Boey,FRA,DF,Bayern Munich,23,2000,6.6,20,5,6,6,8,13,18,72.2,5,6,0,6,2,22,14,0
Victor Boniface,NGA,FW,Leverkusen,23,2000,11.2,5,4,0,3,2,3,4,75.0,1,1,0,1,0,5,5,0
Sebastiaan Bornauw,BEL,DF,Wolfsburg,25,1999,8.8,9,6,4,4,1,4,8,50.0,4,14,12,2,12,21,36,0
Carlo Boukhalfa,MAR,MF,St. Pauli,25,1999,18.3,26,11,7,17,2,7,19,36.8,12,22,3,19,12,38,25,1
Julian Brandt,GER,MF,Dortmund,28,1996,25.6,26,11,13,8,5,15,43,34.9,28,17,0,17,14,40,13,1
Tim Breithaupt,GER,MF,Augsburg,22,2002,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0
Maximilian Breunig,GER,"FW,MF",Heidenheim,23,2000,3.9,4,3,1,2,1,3,6,50.0,3,9,2,7,1,5,3,0
Moritz Broschinski,GER,"FW,MF",Bochum,23,2000,15.4,19,14,6,6,7,6,15,40.0,9,18,0,18,1,20,18,0
Nathaniel Brown,GER,"DF,MF",Eint Frankfurt,21,2003,21.6,71,42,39,18,14,44,55,80.0,11,30,0,30,15,86,55,1
Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,25,1998,4.4,4,3,1,2,1,3,8,37.5,5,5,1,4,1,5,2,0
Jacob Bruun Larsen,DEN,"MF,FW",Stuttgart,25,1998,4.6,1,1,1,0,0,0,2,0.0,2,7,0,7,1,2,4,1
Emi Buendía,ARG,MF,Leverkusen,27,1996,2.9,6,5,1,4,1,5,8,62.5,3,6,0,6,0,6,0,0
Marius Bülter,GER,"FW,DF",Hoffenheim,31,1993,19.2,13,10,5,6,2,9,17,52.9,8,10,3,7,4,17,14,1
Jonathan Burkardt,GER,FW,Mainz 05,24,2000,23.4,15,8,1,7,7,6,10,60.0,4,11,1,10,1,16,14,0
Oliver Burke,SCO,FW,Werder Bremen,27,1997,10.1,11,4,5,1,5,4,6,66.7,2,20,0,20,2,13,6,0
