Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Junior Adamu,at AUT,FW,Freiburg,23,2001,17.2,2,36,11,30.6,2.10,0.64,0.06,0.18,12.4,0,0,0,5.5,5.5,0.16,-3.5,-3.5,Matches
2,Karim Adeyemi,de GER,"FW,MF",Dortmund,22,2002,15.9,7,46,18,39.1,2.89,1.13,0.15,0.39,17.6,0,0,0,5.5,5.5,0.12,+1.5,+1.5,Matches
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,8.5,2,20,7,35.0,2.35,0.82,0.10,0.29,13.1,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,26,1998,18.2,3,38,13,34.2,2.09,0.71,0.08,0.23,20.4,0,0,0,3.1,3.1,0.08,-0.1,-0.1,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,24,1999,19.5,3,9,4,44.4,0.46,0.21,0.33,0.75,13.3,0,0,0,1.4,1.4,0.15,+1.6,+1.6,Matches
6,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,29,1995,24.7,0,5,1,20.0,0.20,0.04,0.00,0.00,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
8,Andreas Albers,dk DEN,FW,St. Pauli,34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1.00,11.9,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
9,Ben Alexander Voll,de GER,GK,St. Pauli,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
10,Skelly Alvero,fr FRA,MF,Werder Bremen,22,2002,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,27,1996,27.5,7,60,24,40.0,2.18,0.87,0.08,0.21,24.7,10,2,2,5.5,3.9,0.07,+1.5,+1.1,Matches
13,Mohamed Amoura,dz ALG,FW,Wolfsburg,24,2000,27.4,10,73,25,34.2,2.66,0.91,0.11,0.32,16.8,0,2,2,8.7,7.2,0.10,+1.3,+0.8,Matches
14,Robert Andrich,de GER,"MF,DF",Leverkusen,29,1994,17.8,2,21,5,23.8,1.18,0.28,0.10,0.40,21.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
15,Waldemar Anton,de GER,DF,Dortmund,28,1996,21.7,2,19,3,15.8,0.88,0.14,0.11,0.67,13.5,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
16,Maximilian Arnold,de GER,MF,Wolfsburg,30,1994,26.2,3,27,12,44.4,1.03,0.46,0.11,0.25,28.9,9,0,0,0.9,0.9,0.03,+2.1,+2.1,Matches
17,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,24,2000,7.9,2,20,9,45.0,2.52,1.14,0.05,0.11,21.3,3,1,2,3.8,2.2,0.11,-1.8,-1.2,Matches
18,Arthur,br BRA,DF,Leverkusen,21,2003,8.4,0,1,0,0.0,0.12,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
19,Noah Atubolu,de GER,GK,Freiburg,22,2002,25.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21,Adam Aznou,ma MAR,DF,Bayern Munich,18,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
