Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Junior Adamu,at AUT,FW,Freiburg,23,2001,17.2,29,1.69,22,0,1,3,3,0,3,0.17,2,0,0,1,0,0,Matches
2,Karim Adeyemi,de GER,"FW,MF",Dortmund,22,2002,15.9,57,3.58,35,1,12,6,2,1,11,0.69,7,0,3,1,0,0,Matches
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,8.5,29,3.41,19,0,2,4,4,0,0,0.00,0,0,0,0,0,0,Matches
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,26,1998,18.2,52,2.86,28,0,12,7,5,0,6,0.33,3,0,3,0,0,0,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,24,1999,19.5,35,1.80,30,1,2,0,2,0,1,0.05,1,0,0,0,0,0,Matches
6,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,29,1995,24.7,27,1.09,25,1,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
8,Andreas Albers,dk DEN,FW,St. Pauli,34,1990,0.7,2,2.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Ben Alexander Voll,de GER,GK,St. Pauli,23,2000,1.0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
10,Skelly Alvero,fr FRA,MF,Werder Bremen,22,2002,2.6,2,0.76,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,2003,1.1,2,1.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,27,1996,27.5,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0,Matches
13,Mohamed Amoura,dz ALG,FW,Wolfsburg,24,2000,27.4,80,2.92,56,2,6,10,4,2,13,0.47,12,0,1,0,0,0,Matches
14,Robert Andrich,de GER,"MF,DF",Leverkusen,29,1994,17.8,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0,Matches
15,Waldemar Anton,de GER,DF,Dortmund,28,1996,21.7,41,1.90,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0,Matches
16,Maximilian Arnold,de GER,MF,Wolfsburg,30,1994,26.2,83,3.17,47,31,1,1,3,0,10,0.38,3,7,0,0,0,0,Matches
17,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,24,2000,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0,Matches
18,Arthur,br BRA,DF,Leverkusen,21,2003,8.4,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
19,Noah Atubolu,de GER,GK,Freiburg,22,2002,25.6,6,0.23,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
21,Adam Aznou,ma MAR,DF,Bayern Munich,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
22,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,21,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
23,Ridle Baku,de GER,"FW,MF",Wolfsburg,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,Matches
24,Ridle Baku,de GER,"DF,MF",RB Leipzig,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,Matches
25,Samuel Bamba,de GER,"FW,MF",Bochum,20,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
26,Noahkai Banks,us USA,DF,Augsburg,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
27,Scott Banks,sct SCO,"FW,MF",St. Pauli,22,2001,1.3,3,2.35,0,0,1,1,1,0,1,0.78,0,0,0,1,0,0,Matches
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
29,Michy Batshuayi,be BEL,FW,Eint Frankfurt,30,1993,3.3,4,1.20,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
30,Maximilian Bauer,de GER,DF,Augsburg,24,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
31,Oliver Baumann,de GER,GK,Hoffenheim,34,1990,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0,Matches
32,Christoph Baumgartner,at AUT,MF,RB Leipzig,24,1999,17.9,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0,Matches
33,Ihlas Bebou,tg TOG,MF,Hoffenheim,30,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Adrian Beck,de GER,"MF,FW",Heidenheim,27,1997,17.8,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0,Matches
35,Timo Becker,de GER,DF,Holstein Kiel,27,1997,27.2,30,1.10,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1,Matches
36,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,0.3,2,6.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,1.9,8,4.24,5,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
38,Maximilian Beier,de GER,"FW,MF",Dortmund,21,2002,17.7,55,3.11,38,0,6,4,3,4,7,0.40,5,0,1,1,0,0,Matches
39,Stefan Bell,de GER,DF,Mainz 05,32,1991,16.0,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0,Matches
40,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,19,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
41,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,6.5,30,4.58,17,12,0,1,0,0,1,0.15,0,1,0,0,0,0,Matches
42,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,22.5,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1,Matches
43,Mergim Berisha,de GER,"FW,MF",Hoffenheim,26,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
44,Mergim Berisha,de GER,FW,Augsburg,26,1998,0.4,1,2.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Bernardo,br BRA,DF,Bochum,29,1995,19.8,22,1.11,18,1,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,14.0,36,2.57,21,5,4,4,1,1,7,0.50,2,0,2,1,1,1,Matches
47,Matúš Bero,sk SVK,MF,Bochum,28,1995,28.5,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0,Matches
48,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,25,1999,2.4,5,2.11,2,2,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches
49,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,22,2001,4.0,11,2.78,8,0,1,2,0,0,1,0.25,1,0,0,0,0,0,Matches
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,19,2005,28.4,117,4.12,67,32,4,8,4,2,7,0.25,6,1,0,0,0,0,Matches
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,10.9,39,3.57,28,2,0,4,4,1,5,0.46,5,0,0,0,0,0,Matches
52,Myron Boadu,nl NED,FW,Bochum,23,2001,11.6,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0,Matches
53,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0,Matches
54,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0,Matches
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,8.8,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0,Matches
56,Carlo Boukhalfa,ma MAR,MF,St. Pauli,25,1999,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0,Matches
57,Julian Brandt,de GER,MF,Dortmund,28,1996,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0,Matches
58,Tim Breithaupt,de GER,MF,Augsburg,22,2002,1.3,3,2.25,3,0,0,0,0,0,2,1.50,2,0,0,0,0,0,Matches
59,Maximilian Breunig,de GER,"FW,MF",Heidenheim,23,2000,3.9,8,2.06,5,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0,Matches
61,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,21,2003,21.6,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0,Matches
62,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,25,1998,4.4,19,4.29,12,1,2,4,0,0,4,0.90,2,0,1,1,0,0,Matches
63,Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,25,1998,4.6,19,4.12,14,1,1,3,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0,Matches
65,Marius Bülter,de GER,"FW,DF",Hoffenheim,31,1993,19.2,48,2.50,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0,Matches
66,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0,Matches
67,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,10.1,33,3.27,24,1,2,4,1,1,2,0.20,0,1,0,0,0,1,Matches
68,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,15.5,27,1.74,21,4,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches
69,Anthony Caci,fr FRA,DF,Mainz 05,27,1997,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0,Matches
70,Cole Campbell,us USA,"MF,FW",Dortmund,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
71,Emre Can,de GER,"DF,MF",Dortmund,30,1994,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches
