Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Junior Adamu,at AUT,FW,Freiburg,23,2001,17.2,312,292,18,0,2,0,5,2,0,0,0,0,198,2,12,Matches
2,Karim Adeyemi,de GER,"FW,MF",Dortmund,22,2002,15.9,401,388,11,1,3,2,26,7,2,2,0,0,298,2,20,Matches
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,8.5,360,346,12,0,0,2,33,8,3,2,1,0,267,2,14,Matches
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,26,1998,18.2,461,434,22,3,1,4,53,11,0,0,0,0,320,5,31,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,24,1999,19.5,822,667,153,6,0,3,49,147,0,0,0,0,655,2,26,Matches
6,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,22,2001,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,29,1995,24.7,1369,1280,85,43,1,5,12,14,0,0,0,0,1193,4,10,Matches
8,Andreas Albers,dk DEN,FW,St. Pauli,34,1990,0.7,29,28,1,0,0,0,0,0,0,0,0,0,15,0,0,Matches
9,Ben Alexander Voll,de GER,GK,St. Pauli,23,2000,1.0,50,33,17,4,0,0,0,0,0,0,0,0,28,0,0,Matches
10,Skelly Alvero,fr FRA,MF,Werder Bremen,22,2002,2.6,91,90,0,0,0,0,0,0,0,0,0,0,68,1,3,Matches
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,2003,1.1,69,66,3,1,0,3,0,1,0,0,0,0,58,0,2,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,27,1996,27.5,1781,1508,259,120,10,14,166,10,113,40,55,1,1371,14,36,Matches
13,Mohamed Amoura,dz ALG,FW,Wolfsburg,24,2000,27.4,757,714,38,0,9,14,35,16,0,0,0,0,532,5,42,Matches
14,Robert Andrich,de GER,"MF,DF",Leverkusen,29,1994,17.8,978,952,24,15,2,7,12,4,0,0,0,0,865,2,6,Matches
15,Waldemar Anton,de GER,DF,Dortmund,28,1996,21.7,1841,1763,78,33,2,6,24,37,0,0,0,0,1664,0,18,Matches
16,Maximilian Arnold,de GER,MF,Wolfsburg,30,1994,26.2,1358,1135,218,109,3,17,152,4,84,51,32,1,1049,5,18,Matches
17,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,24,2000,7.9,174,146,23,3,1,5,24,9,7,5,2,0,102,5,8,Matches
18,Arthur,br BRA,DF,Leverkusen,21,2003,8.4,388,342,45,1,0,0,16,44,0,0,0,0,306,1,13,Matches
19,Noah Atubolu,de GER,GK,Freiburg,22,2002,25.6,1140,952,186,60,0,2,0,0,0,0,0,0,849,2,1,Matches
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,0.3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
21,Adam Aznou,ma MAR,DF,Bayern Munich,18,2006,0.2,17,14,2,0,0,0,1,2,0,0,0,0,13,1,0,Matches
22,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,21,2002,1.0,20,18,1,0,1,0,4,1,0,0,0,0,11,1,1,Matches
23,Ridle Baku,de GER,"FW,MF",Wolfsburg,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,Matches
24,Ridle Baku,de GER,"DF,MF",RB Leipzig,26,1998,14.2,638,547,88,5,5,3,34,83,0,0,0,0,480,3,22,Matches
25,Samuel Bamba,de GER,"FW,MF",Bochum,20,2004,0.3,22,20,2,1,0,0,5,0,1,1,0,0,17,0,1,Matches
26,Noahkai Banks,us USA,DF,Augsburg,17,2006,3.1,168,157,11,4,0,0,2,6,0,0,0,0,156,0,0,Matches
27,Scott Banks,sct SCO,"FW,MF",St. Pauli,22,2001,1.3,33,33,0,0,0,0,5,0,0,0,0,0,21,0,0,Matches
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,0.8,37,35,2,1,0,0,5,0,1,1,0,0,26,0,2,Matches
29,Michy Batshuayi,be BEL,FW,Eint Frankfurt,30,1993,3.3,66,61,4,1,0,0,1,0,0,0,0,0,53,1,0,Matches
30,Maximilian Bauer,de GER,DF,Augsburg,24,2000,7.3,340,320,19,11,0,2,4,4,0,0,0,0,275,1,2,Matches
31,Oliver Baumann,de GER,GK,Hoffenheim,34,1990,28.0,1062,844,215,79,3,2,0,0,0,0,0,0,734,3,0,Matches
32,Christoph Baumgartner,at AUT,MF,RB Leipzig,24,1999,17.9,617,581,27,3,10,1,14,9,1,0,0,0,421,9,29,Matches
33,Ihlas Bebou,tg TOG,MF,Hoffenheim,30,1994,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
34,Adrian Beck,de GER,"MF,FW",Heidenheim,27,1997,17.8,725,671,53,3,0,4,32,14,17,10,6,0,581,1,19,Matches
35,Timo Becker,de GER,DF,Holstein Kiel,27,1997,27.2,1026,840,186,41,1,14,22,145,0,0,0,0,794,0,26,Matches
36,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,0.3,22,21,1,0,0,0,0,1,0,0,0,0,16,0,0,Matches
37,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,1.9,79,76,3,0,0,1,0,1,0,0,0,0,48,0,2,Matches
38,Maximilian Beier,de GER,"FW,MF",Dortmund,21,2002,17.7,413,396,13,0,1,0,16,10,0,0,0,0,291,4,22,Matches
39,Stefan Bell,de GER,DF,Mainz 05,32,1991,16.0,719,691,23,20,0,2,0,1,0,0,0,0,565,5,4,Matches
40,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,19,2005,0.8,40,35,5,1,0,0,0,4,0,0,0,0,34,0,1,Matches
41,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,6.5,330,273,56,27,1,1,48,6,22,9,12,0,223,1,7,Matches
42,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,22.5,1478,1283,194,41,4,5,36,133,14,13,0,0,1273,1,18,Matches
43,Mergim Berisha,de GER,"FW,MF",Hoffenheim,26,1998,3.7,56,53,2,0,3,1,3,0,0,0,0,0,39,1,0,Matches
44,Mergim Berisha,de GER,FW,Augsburg,26,1998,0.4,9,9,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
45,Bernardo,br BRA,DF,Bochum,29,1995,19.8,991,941,47,26,0,2,14,17,0,0,0,0,730,3,30,Matches
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,14.0,319,294,23,4,2,4,34,8,10,4,5,1,193,2,13,Matches
47,Matúš Bero,sk SVK,MF,Bochum,28,1995,28.5,1317,1043,266,54,7,4,124,133,68,41,25,0,894,8,37,Matches
48,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,25,1999,2.4,94,79,15,7,0,0,20,3,5,2,1,0,70,0,2,Matches
49,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,22,2001,4.0,96,94,0,0,1,0,0,0,0,0,0,0,75,2,3,Matches
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,19,2005,28.4,1537,1344,186,67,3,6,145,13,97,35,42,3,1210,7,54,Matches
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,10.9,680,659,19,9,2,3,22,3,7,4,3,0,571,2,10,Matches
52,Myron Boadu,nl NED,FW,Bochum,23,2001,11.6,195,183,12,0,0,0,3,0,0,0,0,0,139,0,11,Matches
53,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,6.6,500,442,58,4,0,0,11,54,0,0,0,0,462,0,4,Matches
54,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,11.2,245,237,6,0,1,2,6,2,0,0,0,0,172,2,7,Matches
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,8.8,330,317,13,11,0,2,1,1,0,0,0,0,270,0,3,Matches
56,Carlo Boukhalfa,ma MAR,MF,St. Pauli,25,1999,18.3,467,460,4,3,2,1,10,0,0,0,0,0,333,3,15,Matches
57,Julian Brandt,de GER,MF,Dortmund,28,1996,25.6,1209,1157,48,7,18,3,71,18,20,11,6,0,953,4,30,Matches
58,Tim Breithaupt,de GER,MF,Augsburg,22,2002,1.3,67,65,2,2,0,0,1,0,0,0,0,0,58,0,2,Matches
59,Maximilian Breunig,de GER,"FW,MF",Heidenheim,23,2000,3.9,81,78,3,0,0,1,1,3,0,0,0,0,47,0,6,Matches
60,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,15.4,295,274,19,1,0,0,28,2,0,0,0,0,187,2,24,Matches
61,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,21,2003,21.6,901,713,181,19,2,3,92,114,48,43,1,0,727,7,28,Matches
62,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,25,1998,4.4,163,150,13,1,2,2,19,5,5,2,3,0,121,0,3,Matches
63,Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,25,1998,4.6,163,154,8,1,2,3,18,2,5,3,1,0,115,1,6,Matches
64,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,2.9,157,155,1,1,3,1,3,0,0,0,0,0,123,1,2,Matches
65,Marius Bülter,de GER,"FW,DF",Hoffenheim,31,1993,19.2,586,530,55,2,3,3,84,46,0,0,0,0,394,1,31,Matches
66,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,23.4,523,475,47,0,2,8,27,6,0,0,0,0,379,1,24,Matches
67,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,10.1,299,292,5,0,0,0,20,4,0,0,0,0,179,2,16,Matches
68,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,15.5,845,698,142,25,1,13,52,116,1,0,1,0,614,5,16,Matches
