Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Jones El-Abdellaoui,MAR,"FW,MF",Celta Vigo,19-345,2006,2.2,67,59,8,0,0,0,13,7,0,0,0,0,46,0,7
Abdel Abqar,MAR,DF,Getafe,26-288,1999,7.7,247,233,14,12,0,8,1,2,0,0,0,0,178,0,1
David Affengruber,AUT,DF,Elche,24-279,2001,15.3,948,900,47,30,0,8,2,7,0,0,0,0,823,1,1
Julen Agirrezabala,ESP,GK,Valencia,24-362,2000,17.0,535,400,135,43,0,0,0,0,0,0,0,0,387,0,0
Lucien Agoume,FRA,MF,Sevilla,23-317,2002,11.6,549,523,19,15,5,7,7,3,1,0,0,0,433,7,12
Marc Aguado,ESP,MF,Elche,25-304,2000,12.0,616,600,15,12,0,1,2,3,0,0,0,0,560,1,5
Pablo Agudín,ESP,"MF,FW",Oviedo,18-045,2007,0.8,12,12,0,0,0,0,0,0,0,0,0,0,6,0,0
Lucas Ahijado,ESP,DF,Oviedo,30-327,1995,5.6,287,223,61,1,2,2,9,60,0,0,0,0,222,3,6
Joseph Aidoo,GHA,DF,Celta Vigo,30-085,1995,1.2,41,39,2,1,0,0,0,0,0,0,0,0,37,0,1
Ilias Akhomach,MAR,"MF,FW",Villarreal,21-251,2004,2.1,72,64,6,3,1,0,9,0,3,2,0,0,56,2,1
Adams Akor,NGA,FW,Sevilla,25-328,2000,9.5,148,137,11,0,0,0,7,0,0,0,0,0,86,0,9
David Alaba,AUT,DF,Real Madrid,33-182,1992,0.6,50,45,5,4,1,0,0,1,0,0,0,0,48,0,0
Alexandre Alemão,BRA,FW,Rayo Vallecano,27-266,1998,6.2,94,83,9,0,1,0,2,0,0,0,0,0,59,2,4
Carles Aleñá,ESP,"MF,FW",Alavés,27-352,1998,10.2,466,416,47,18,1,2,43,3,26,8,7,0,375,3,7
Trent Alexander-Arnold,ENG,DF,Real Madrid,27-077,1998,4.4,360,300,56,8,2,7,47,32,16,7,9,0,277,4,4
