Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Adrià Altimira,ESP,DF,Villarreal,24-270,2001,0.1,9,2,5,5,0,0,9,0,0,,0,,6,22,16,1,0,0,0,0,6,1
Sergi Altimira,ESP,MF,Betis,24-120,2001,6.0,398,12,117,246,42,3,398,3,2,66.7,1,33.3,215,1142,517,7,9,1,4,4,256,3
Carlos Álvarez,ESP,"MF,FW",Levante,22-139,2003,12.4,586,3,67,317,208,22,586,38,11,28.9,22,57.9,365,1965,869,28,14,4,40,19,406,30
Hugo Álvarez,ESP,"FW,MF",Celta Vigo,22-174,2003,4.0,228,6,35,93,103,9,228,9,2,22.2,5,55.6,130,689,312,10,6,5,15,2,172,28
Julián Álvarez,ARG,FW,Atlético Madrid,25-326,2000,14.6,671,3,53,245,379,55,668,33,14,42.4,17,51.5,377,2458,1097,41,24,14,34,26,468,79
Sofyan Amrabat,MAR,MF,Betis,29-124,1996,6.7,494,24,118,304,78,2,494,4,2,50.0,0,0.0,321,1622,735,9,6,0,7,2,346,3
Miguel Ángel Rubio,ESP,DF,Espanyol,27-287,1998,1.5,73,17,42,29,3,2,73,1,1,100.0,0,0.0,30,123,53,0,0,0,0,0,30,0
Miguel Ángel Sierra,ESP,"FW,MF",Sevilla,21-162,2004,0.3,25,3,7,5,13,1,25,1,1,100.0,0,0.0,10,49,31,0,0,0,1,0,11,0
Antoniu,ESP,"FW,MF",Espanyol,23-109,2002,1.0,46,0,3,20,23,2,46,6,3,50.0,2,33.3,31,210,123,5,3,0,2,1,30,9
Antony,BRA,FW,Betis,25-302,2000,11.1,670,8,74,268,341,43,670,27,10,37.0,11,40.7,439,2754,1689,62,42,14,8,10,496,112
Mauro Arambarri,URU,MF,Getafe,30-084,1995,16.6,590,24,87,340,171,41,590,32,12,37.5,12,37.5,257,1368,628,11,11,1,25,23,327,36
Jon Aramburu,VEN,DF,Real Sociedad,23-153,2002,14.0,948,49,267,513,180,12,948,10,2,20.0,6,60.0,464,1659,794,9,17,0,12,5,531,37
Juan Arango,VEN,FW,Girona,19-205,2006,0.1,1,0,0,0,1,0,1,0,0,,0,,1,1,0,0,0,0,1,1,2,0
Ronald Araújo,URU,DF,Barcelona,26-291,1999,7.2,545,37,174,337,35,10,545,1,0,0.0,0,0.0,324,1938,1124,11,6,2,3,1,382,4
Jesús Areso,ESP,DF,Athletic Club,26-174,1999,10.8,664,28,160,275,236,13,664,24,12,50.0,8,33.3,298,1692,891,30,20,4,18,3,370,70
Iñigo Arguibide,ESP,DF,Osasuna,20-248,2005,1.9,82,12,35,22,25,1,82,2,0,0.0,2,100.0,34,152,35,1,2,0,4,2,31,8
Kervin Arriaga,HON,MF,Levante,27-352,1998,9.0,510,37,154,307,59,6,510,14,4,28.6,8,57.1,262,1233,465,6,7,0,8,9,280,5
Takuma Asano,JPN,"FW,MF",Mallorca,31-043,1994,3.8,100,1,12,32,58,17,100,7,1,14.3,6,85.7,59,381,177,8,4,2,9,3,70,19
Raúl Asencio,ESP,DF,Real Madrid,22-313,2003,8.5,586,62,217,316,57,13,586,1,0,0.0,1,100.0,325,1381,637,7,3,2,6,3,414,8
Iago Aspas,ESP,"FW,MF",Celta Vigo,38-144,1987,7.3,464,2,32,218,221,26,463,15,7,46.7,5,33.3,293,1299,632,17,13,5,15,11,375,50
Yaser Asprilla,COL,"FW,MF",Girona,22-034,2003,6.6,267,5,39,92,142,20,267,25,12,48.0,9,36.0,179,1209,513,20,9,9,20,10,176,51
Lander Astiazaran,ESP,MF,Real Sociedad,19-260,2006,0.0,5,0,0,2,3,0,5,0,0,,0,,2,3,1,0,0,0,0,1,1,1
Ezequiel Ávila,ARG,"FW,MF",Betis,31-320,1994,0.6,31,2,5,13,13,1,31,0,0,,0,,14,77,29,1,1,0,6,0,17,0
César Azpilicueta,ESP,DF,Sevilla,36-117,1989,7.5,550,49,260,243,51,2,550,2,1,50.0,1,50.0,246,1215,725,6,3,0,3,2,332,9
Alex Baena,ESP,"MF,FW",Atlético Madrid,24-156,2001,6.1,371,10,54,155,164,15,371,19,6,31.6,10,52.6,222,1484,727,19,9,5,7,8,244,47
Eric Bailly,CIV,DF,Oviedo,31-255,1994,4.0,236,47,129,101,6,3,236,1,0,0.0,0,0.0,134,739,385,0,1,0,4,0,156,0
Cédric Bakambu,COD,FW,Betis,34-256,1991,0.8,34,3,6,8,20,6,34,2,0,0.0,2,100.0,15,60,27,1,1,0,2,1,23,7
Alejandro Balde,ESP,DF,Barcelona,22-066,2003,11.5,813,20,179,341,302,29,813,25,12,48.0,8,32.0,422,2272,1201,31,26,9,13,7,570,89
Iván Balliu,ALB,DF,Rayo Vallecano,33-356,1992,2.2,167,3,39,91,38,3,167,3,2,66.7,1,33.3,95,387,249,4,2,1,3,0,113,9
Roony Bardghji,SWE,FW,Barcelona,20-038,2005,2.7,185,1,11,69,106,16,185,25,14,56.0,11,44.0,128,771,430,13,3,6,5,2,145,37
Kike Barja,ESP,"FW,MF",Osasuna,28-266,1997,1.8,82,1,9,23,50,2,82,9,2,22.2,6,66.7,51,374,182,8,6,0,2,6,53,11
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,23-361,2001,10.9,621,15,76,240,318,61,621,76,32,42.1,35,46.1,396,2554,1257,43,26,22,40,16,424,97
Pablo Barrios,ESP,MF,Atlético Madrid,22-191,2003,14.5,1003,22,164,568,292,28,1003,49,29,59.2,16,32.7,645,3518,1658,40,46,7,27,14,749,47
Marc Bartra,ESP,DF,Betis,34-342,1991,12.1,779,124,440,307,36,4,779,3,1,33.3,1,33.3,406,1914,1085,5,9,0,8,2,466,0
Augusto Batalla,ARG,GK,Rayo Vallecano,29-237,1996,17.0,707,577,700,7,0,0,707,1,1,100.0,0,0.0,452,2302,1508,0,0,0,3,0,421,0
Samu Becerra,ESP,"DF,MF",Rayo Vallecano,19-356,2006,0.1,15,1,2,4,9,2,15,0,0,,0,,12,87,16,0,0,0,1,0,13,2
Sheraldo Becker,SUR,"MF,FW",Osasuna,30-317,1995,1.8,81,3,17,30,34,9,81,4,0,0.0,2,50.0,51,273,96,4,2,2,4,3,47,22
Donny van de Beek,NED,MF,Girona,28-249,1997,0.5,20,3,5,9,6,2,20,0,0,,0,,6,24,3,0,0,0,1,0,10,2
Ismael Bekhoucha,MAR,DF,Getafe,21-033,2004,1.2,41,1,13,17,12,0,41,4,2,50.0,1,25.0,15,77,32,1,0,0,2,3,16,2
Héctor Bellerín,ESP,DF,Betis,30-279,1995,11.2,765,40,241,358,170,18,765,9,5,55.6,3,33.3,410,1539,891,13,12,3,11,6,508,59
Jude Bellingham,ENG,MF,Real Madrid,22-177,2003,11.2,764,20,90,405,280,56,764,32,16,50.0,14,43.8,440,2403,1197,26,13,8,17,18,599,56
Fran Beltrán,ESP,MF,Celta Vigo,26-323,1999,5.9,371,10,79,236,57,3,371,4,2,50.0,1,25.0,209,897,429,6,5,0,9,4,275,9
Lucas Beltrán,ARG,FW,Valencia,24-269,2001,6.2,249,7,23,132,99,26,249,16,8,50.0,5,31.3,134,641,248,10,6,1,27,17,187,36
Carlos Benavídez,URU,"MF,DF",Alavés,27-268,1998,0.6,33,4,8,19,6,1,33,1,0,0.0,1,100.0,17,58,31,1,0,0,1,1,18,2
Iker Benito,ESP,"DF,FW",Osasuna,23-135,2002,1.7,115,5,29,46,41,5,115,4,1,25.0,2,50.0,62,424,198,8,6,3,5,1,72,11
Yuri Berchiche,ESP,DF,Athletic Club,35-316,1990,15.1,1037,56,302,551,189,16,1037,7,4,57.1,2,28.6,434,1786,1093,22,14,0,12,7,575,35
Álex Berenguer,ESP,"FW,MF",Athletic Club,30-172,1995,13.3,706,16,63,274,386,45,706,36,17,47.2,15,41.7,366,2102,1012,38,26,5,26,28,429,110
Lucas Bergström,FIN,GK,Mallorca,23-109,2002,5.0,181,149,179,2,0,0,181,0,0,,0,,96,486,332,0,0,0,0,0,70,0
Marc Bernal,ESP,MF,Barcelona,18-211,2007,1.4,139,3,26,96,18,0,139,2,1,50.0,0,0.0,81,400,138,1,1,0,2,2,114,3
Pedro Bigas,ESP,DF,Elche,35-099,1990,11.9,971,80,369,538,77,7,971,3,1,33.3,2,66.7,515,2375,1135,12,10,0,13,3,673,12
Antonio Blanco,ESP,MF,Alavés,25-153,2000,14.4,1053,32,237,695,137,3,1053,12,10,83.3,2,16.7,483,1990,831,9,17,2,16,19,684,10
Daley Blind,NED,DF,Girona,35-289,1990,13.6,1049,167,543,451,62,2,1049,7,5,71.4,1,14.3,684,3575,1871,13,9,1,8,6,732,1
Adam Boayar,MAR,"MF,FW",Elche,20-071,2005,0.1,13,0,1,8,4,0,13,1,1,100.0,0,0.0,7,38,16,1,0,0,1,2,12,1
Adama Boiro,ESP,DF,Athletic Club,23-184,2002,3.0,198,2,39,114,48,1,198,4,0,0.0,4,100.0,122,557,293,5,7,0,2,1,131,9
Rahim Bonkano,NIG,DF,Oviedo,23-356,2002,12.7,805,55,276,315,219,7,805,12,5,41.7,7,58.3,402,1890,957,26,14,0,19,4,441,69
Lucas Boyé,ARG,"FW,MF",Alavés,29-298,1996,10.1,378,12,27,170,187,54,377,34,16,47.1,18,52.9,201,807,281,10,9,6,53,29,248,47
Enzo Boyomo,CMR,DF,Osasuna,24-077,2001,15.7,865,100,395,428,50,10,865,6,3,50.0,2,33.3,484,2171,1148,9,7,0,14,6,514,10
Josip Brekalo,CRO,FW,Oviedo,27-183,1998,4.5,249,2,27,116,109,17,249,11,3,27.3,7,63.6,150,949,452,15,10,4,7,3,169,34
Abel Bretones,ESP,"DF,MF",Osasuna,25-124,2000,14.8,693,46,214,304,183,13,693,26,13,50.0,11,42.3,342,1869,976,22,20,3,22,6,366,39
Brugui,ESP,"MF,FW",Levante,29-049,1996,10.0,342,12,53,160,132,33,342,20,9,45.0,11,55.0,189,926,388,11,13,5,20,17,226,47
Tajon Buchanan,CAN,"MF,DF",Villarreal,26-318,1999,11.0,457,11,89,155,228,38,457,53,16,30.2,26,49.1,285,2070,1032,34,21,11,21,11,300,76
Ante Budimir,CRO,FW,Osasuna,34-154,1991,13.6,373,14,38,165,176,70,369,11,2,18.2,9,81.8,169,566,218,7,6,4,48,11,253,45
Manu Bueno,ESP,MF,Sevilla,21-149,2004,0.7,53,2,10,31,12,1,53,0,0,,0,,32,209,136,2,2,0,2,0,40,1
Jorge Cabello,ESP,DF,Levante,21-242,2004,4.0,166,25,101,63,3,0,166,2,2,100.0,0,0.0,90,309,143,0,0,0,1,0,102,0
Leandro Cabrera,URU,DF,Espanyol,34-189,1991,16.0,820,120,415,347,60,32,820,2,2,100.0,0,0.0,417,1619,887,1,5,0,3,2,508,5
Calebe,BRA,"MF,DF",Alavés,25-237,2000,5.5,319,8,56,158,112,14,319,36,12,33.3,18,50.0,202,1071,588,18,12,6,12,6,216,38
Fernando Calero,ESP,DF,Espanyol,30-100,1995,11.3,718,113,453,245,23,10,718,4,2,50.0,2,50.0,400,1657,930,3,2,0,1,1,463,2
Duje Ćaleta-Car,CRO,DF,Real Sociedad,29-097,1996,9.1,633,74,282,334,19,12,633,0,0,,0,,363,1869,1210,9,6,0,1,0,417,2
Dani Calvo,ESP,DF,Oviedo,31-266,1994,7.8,446,98,292,146,8,2,446,1,0,0.0,1,100.0,233,987,438,1,0,0,3,1,284,1
Dawda Camara,MTN,FW,Girona,23-049,2002,0.8,22,0,0,10,12,6,22,0,0,,0,,9,12,0,0,0,0,2,0,8,1
Eduardo Camavinga,FRA,MF,Real Madrid,23-043,2002,5.7,425,10,77,254,95,7,425,14,11,78.6,2,14.3,220,1081,513,12,5,1,11,2,310,16
Sergio Camello,ESP,"FW,MF",Rayo Vallecano,24-316,2001,4.1,146,1,7,76,67,11,146,14,7,50.0,6,42.9,107,394,76,1,3,0,12,11,110,18
Sergi Cardona,ESP,DF,Villarreal,26-168,1999,10.2,621,35,213,226,186,17,621,8,2,25.0,4,50.0,318,1203,658,21,16,4,7,4,332,60
Fábio Cardoso,POR,DF,Sevilla,31-248,1994,2.4,107,18,77,28,2,1,107,0,0,,0,,56,156,65,0,0,0,2,0,62,0
Johnny Cardoso,USA,MF,Atlético Madrid,24-094,2001,2.2,136,6,28,84,26,2,136,3,2,66.7,1,33.3,74,393,218,5,7,1,0,2,97,3
David Carmo,ANG,DF,Oviedo,26-157,1999,10.7,776,135,490,270,19,12,776,2,2,100.0,0,0.0,452,2128,1200,7,2,1,3,1,515,2
Carmona,ESP,DF,Sevilla,23-328,2002,14.1,885,55,316,412,167,17,885,28,10,35.7,11,39.3,427,2310,1318,28,20,10,19,5,466,51
Sergio Carreira,ESP,"MF,DF",Celta Vigo,25-071,2000,13.3,935,30,287,408,246,17,935,27,14,51.9,13,48.1,513,2550,1327,26,22,6,6,7,628,90
Gorka Carrera,ESP,FW,Real Sociedad,20-222,2005,0.2,5,0,1,3,1,1,5,0,0,,0,,2,6,4,0,0,0,2,0,2,1
Álvaro Carreras,ESP,DF,Real Madrid,22-275,2003,14.9,1288,45,301,640,355,24,1288,31,10,32.3,14,45.2,719,3491,2022,36,27,6,11,11,877,82
Dani Carvajal,ESP,DF,Real Madrid,33-346,1992,4.2,297,15,75,142,83,2,297,3,1,33.3,1,33.3,166,518,218,3,4,0,2,1,201,20
Marc Casado,ESP,MF,Barcelona,22-100,2003,6.1,583,11,96,360,132,3,583,4,2,50.0,2,50.0,350,1598,627,7,9,0,11,3,453,9
Castrin,ESP,DF,Sevilla,22-356,2003,6.7,520,55,299,209,13,5,520,4,2,50.0,2,50.0,288,1293,671,2,0,0,2,2,338,1
Jonny Castro,ESP,DF,Alavés,31-295,1994,16.8,1248,56,402,648,208,11,1248,19,13,68.4,4,21.1,623,2992,1564,21,15,2,15,18,719,25
Catena,ESP,DF,Osasuna,31-056,1994,16.0,931,163,517,380,42,29,931,4,2,50.0,2,50.0,480,1949,1067,2,3,1,5,2,533,9
Santi Cazorla,ESP,"MF,FW",Oviedo,41-010,1984,4.8,327,7,46,192,90,4,327,5,3,60.0,2,40.0,186,855,393,4,11,1,13,1,232,16
Dani Ceballos,ESP,MF,Real Madrid,29-138,1996,4.0,367,12,61,209,98,7,367,11,1,9.1,9,81.8,215,1016,511,6,6,2,4,1,272,10
Ilyas Chaira,MAR,"FW,MF",Oviedo,24-324,2001,9.6,425,11,72,189,171,27,425,39,11,28.2,26,66.7,258,1838,912,36,23,8,25,11,295,66
Pep Chavarría,ESP,DF,Rayo Vallecano,27-257,1998,16.2,1143,58,356,529,270,11,1143,28,11,39.3,12,42.9,596,3858,2230,65,32,3,31,7,676,79
Andreas Christensen,DEN,DF,Barcelona,29-257,1996,4.2,367,34,129,220,19,2,367,0,0,,0,,237,1041,581,3,6,1,0,2,270,0
Víctor Chust,ESP,DF,Elche,25-293,2000,9.6,692,56,292,369,35,5,692,3,2,66.7,1,33.3,373,2157,1158,13,7,0,5,1,486,0
Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,31-282,1994,10.7,762,66,277,438,49,7,762,9,4,44.4,4,44.4,388,1827,1023,15,7,1,6,8,507,7
Santiago Colombatto,ARG,MF,Oviedo,28-340,1997,10.9,624,32,179,321,127,18,624,2,2,100.0,0,0.0,366,1380,654,5,7,0,15,7,405,29
Eray Cömert,SUI,DF,Valencia,27-322,1998,1.3,100,15,53,43,4,0,100,0,0,,0,,41,148,46,1,0,0,0,0,57,1
Santi Comesaña,ESP,MF,Villarreal,29-079,1996,11.8,703,47,196,335,179,37,703,10,5,50.0,3,30.0,379,1572,867,13,13,4,17,10,455,39
Copete,ESP,DF,Valencia,26-074,1999,12.8,828,89,368,422,43,13,828,6,5,83.3,1,16.7,413,1862,961,2,5,1,7,2,547,3
Thierry Correia,POR,DF,Valencia,26-289,1999,9.6,605,15,159,272,180,17,605,14,7,50.0,5,35.7,266,1186,676,14,7,3,20,8,354,58
Coba da Costa,ESP,"MF,FW",Getafe,23-150,2002,3.5,213,2,24,78,114,14,213,20,10,50.0,10,50.0,108,582,245,9,10,4,29,5,147,31
Samu Costa,POR,MF,Mallorca,25-026,2000,11.6,684,50,206,343,140,17,684,19,6,31.6,13,68.4,351,1342,548,7,13,2,17,11,425,26
David Costas,ESP,DF,Oviedo,30-272,1995,10.9,632,104,408,211,16,2,632,8,6,75.0,2,25.0,371,1823,1018,2,3,0,3,1,418,1
Thibaut Courtois,BEL,GK,Real Madrid,33-226,1992,18.0,650,463,634,17,0,0,650,0,0,,0,,383,1758,1028,0,0,0,1,0,388,0
Juan Cruz Armada,ESP,DF,Osasuna,33-148,1992,6.4,274,22,123,124,28,1,274,4,2,50.0,1,25.0,127,547,270,3,3,0,2,1,155,4
Pau Cubarsí,ESP,DF,Barcelona,18-335,2007,13.4,1338,113,495,796,51,7,1338,2,1,50.0,0,0.0,835,4954,2477,17,15,1,2,0,1047,1
Cucho,COL,FW,Betis,26-247,1999,16.4,615,21,53,269,305,87,614,33,15,45.5,15,45.5,363,1616,712,25,17,14,65,31,447,99
Pablo Cuñat,ESP,GK,Levante,23-239,2002,2.0,76,66,75,1,0,0,76,0,0,,0,,35,239,174,0,0,0,0,0,15,0
Arnaut Danjuma,NED,"FW,MF",Valencia,28-326,1997,11.9,372,6,46,153,182,44,371,42,16,38.1,20,47.6,228,1937,977,40,23,21,21,8,279,79
Sergi Darder,ESP,"MF,FW",Mallorca,32-001,1993,13.6,669,11,75,369,232,12,669,36,18,50.0,15,41.7,410,2287,1109,30,26,3,11,11,447,46
Davinchi,ESP,DF,Getafe,18-068,2007,4.8,287,9,91,120,78,6,287,13,8,61.5,5,38.5,79,363,155,3,3,1,10,3,112,12
Leander Dendoncker,BEL,MF,Oviedo,30-252,1995,14.3,701,54,217,383,104,24,701,8,4,50.0,4,50.0,371,1842,957,15,11,1,20,6,438,19
Nelson Deossa,COL,MF,Betis,25-320,2000,4.0,208,9,50,101,60,5,208,22,14,63.6,5,22.7,110,826,476,12,11,1,8,5,122,5
Bambo Diaby,SEN,DF,Elche,28-006,1997,0.5,35,2,20,14,1,0,35,0,0,,0,,14,64,20,0,1,0,1,0,22,0
Mouctar Diakhaby,GUI,DF,Valencia,29-004,1996,5.0,321,41,173,136,14,8,321,3,1,33.3,2,66.7,165,832,480,2,2,0,2,0,205,4
Grady Diangana,COD,"MF,FW",Elche,27-248,1998,3.3,155,7,31,66,58,6,155,11,3,27.3,6,54.5,92,479,212,5,9,2,12,6,115,11
Moussa Diarra,MLI,DF,Alavés,25-043,2000,2.4,122,7,37,53,34,2,122,4,1,25.0,3,75.0,47,189,96,3,6,0,4,2,59,5
Brahim Díaz,MAR,"FW,MF",Real Madrid,26-142,1999,3.5,188,1,9,76,106,18,188,16,9,56.3,5,31.3,117,648,315,13,8,4,17,11,143,33
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,27-201,1998,9.2,443,7,45,230,174,10,443,12,5,41.7,5,41.7,219,1006,530,10,17,2,16,7,309,37
Matías Dituro,ARG,GK,Elche,38-229,1987,6.0,389,166,368,21,0,0,389,0,0,,0,,252,1019,642,0,0,0,0,0,251,0
Djené,TOG,"DF,MF",Getafe,33-357,1991,13.6,552,61,247,275,35,8,552,4,4,100.0,0,0.0,202,1077,515,5,3,0,10,6,240,1
Marko Dmitrović,SRB,GK,Espanyol,33-333,1992,17.0,572,476,563,10,0,0,572,1,0,0.0,0,0.0,302,1527,930,0,0,0,1,0,227,0
Tyrhys Dolan,ENG,"FW,MF",Espanyol,23-360,2001,12.7,505,7,66,198,256,41,505,47,15,31.9,27,57.4,304,2260,1165,53,29,12,41,19,331,91
Marc Domenech,ESP,"FW,MF",Mallorca,19-356,2006,2.4,74,4,21,20,34,7,74,4,1,25.0,3,75.0,44,231,57,1,3,0,7,2,46,17
Carlos Dominguez,ESP,DF,Celta Vigo,24-315,2001,4.8,386,45,195,186,6,1,386,2,0,0.0,2,100.0,201,905,514,2,1,0,2,1,271,0
John Donald,ESP,"DF,MF",Elche,25-115,2000,3.4,192,11,47,107,39,5,192,5,2,40.0,3,60.0,78,301,134,2,2,0,12,3,108,6
Domingos Duarte,POR,DF,Getafe,30-288,1995,14.0,568,78,280,265,24,10,568,0,0,,0,,184,881,373,1,3,0,1,2,217,1
Pablo Durán,ESP,"FW,MF",Celta Vigo,24-212,2001,7.2,234,6,38,96,103,25,234,13,4,30.8,7,53.8,129,544,209,5,2,6,16,7,163,45
Hugo Duro,ESP,FW,Valencia,26-043,1999,11.0,318,13,38,163,122,42,318,10,2,20.0,8,80.0,119,394,180,4,5,2,25,1,208,48
Ovie Ejaria,ENG,MF,Oviedo,28-035,1997,2.0,116,3,12,74,31,5,116,5,2,40.0,2,40.0,87,466,212,7,2,0,4,4,91,6
Chidera Ejuke,NGA,"FW,MF",Sevilla,27-355,1998,4.3,235,1,24,109,108,17,235,46,25,54.3,18,39.1,163,1133,507,16,11,7,14,8,180,44
Unai Elgezabal,ESP,"DF,MF",Levante,32-242,1993,10.4,510,101,299,191,22,10,510,0,0,,0,,256,953,510,1,1,0,3,0,302,1
Aritz Elustondo,ESP,DF,Real Sociedad,31-270,1994,3.7,246,32,98,118,31,4,246,1,0,0.0,1,100.0,109,475,272,2,2,0,3,0,133,2
Endrick,BRA,FW,Real Madrid,19-155,2006,0.1,3,0,0,0,3,2,3,2,1,50.0,0,0.0,1,29,19,1,1,0,1,0,1,0
Aarón Escandell,ESP,GK,Oviedo,30-087,1995,17.0,705,587,695,10,0,0,705,1,1,100.0,0,0.0,414,2147,1317,0,0,0,0,0,358,0
Carlos Espí,ESP,FW,Levante,20-152,2005,1.1,33,1,5,12,16,6,33,4,2,50.0,2,50.0,22,105,29,0,1,1,3,4,21,3
Alfonso Espino,URU,"FW,DF",Rayo Vallecano,33-352,1992,3.9,247,7,53,97,101,4,247,9,3,33.3,4,44.4,121,610,296,5,12,0,9,3,154,34
Marco Esteban,ESP,DF,Oviedo,19-356,2006,0.5,18,4,10,8,0,0,18,0,0,,0,,10,30,8,0,0,0,1,0,13,0
Karl Etta Eyong,CMR,FW,Villarreal,22-070,2003,2.8,61,2,5,26,31,13,61,4,0,0.0,3,75.0,42,192,84,3,1,0,9,2,42,10
Karl Etta Eyong,CMR,FW,Levante,22-070,2003,10.7,308,15,30,151,129,34,307,16,5,31.3,10,62.5,167,659,255,6,3,2,38,19,203,47
Edu Expósito,ESP,MF,Espanyol,29-144,1996,12.5,711,24,87,354,275,15,711,19,13,68.4,5,26.3,363,1901,1083,28,15,2,12,18,425,45
Abde Ezzalzouli,MAR,FW,Betis,24-006,2001,8.7,467,9,51,172,253,62,467,38,16,42.1,15,39.5,281,2051,1102,45,25,24,32,18,334,90
Omar Falah,ESP,"DF,MF",Oviedo,22-105,2003,0.2,14,2,6,6,2,0,14,1,0,0.0,1,100.0,5,31,12,0,0,0,0,0,6,3
Aleix Febas,ESP,MF,Elche,29-324,1996,17.0,1175,25,176,676,340,23,1175,49,28,57.1,14,28.6,680,4019,2367,56,45,5,35,28,950,56
Luiz Felipe,ITA,DF,Rayo Vallecano,28-276,1997,2.7,162,26,99,59,4,2,162,0,0,,0,,84,347,153,2,0,0,4,0,105,0
Kiko Femenía,ESP,"DF,FW",Getafe,34-324,1991,9.6,464,19,122,217,129,5,464,8,2,25.0,4,50.0,180,941,447,13,12,0,11,5,213,29
Manu Fernández,ESP,DF,Celta Vigo,24-244,2001,7.0,495,51,223,258,18,0,495,2,1,50.0,1,50.0,297,1352,880,5,4,0,2,5,369,0
Pedro Fernandez,ESP,"FW,MF",Barcelona,17-345,2008,1.0,54,0,1,29,24,2,54,5,4,80.0,0,0.0,29,62,18,0,1,0,1,2,43,6
Pelayo Fernandez,ESP,DF,Rayo Vallecano,22-238,2003,0.5,40,2,14,26,1,1,40,0,0,,0,,22,73,32,0,0,0,0,0,26,0
