Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Jones El-Abdellaoui,ma MAR,"FW,MF",Celta Vigo,19-345,2006,2.2,0,0,0,1,2,1,13,1,0,0,0,0,5,2,4,33.3,Matches
2,Abdel Abqar,ma MAR,DF,Getafe,26-288,1999,7.7,5,0,0,9,18,1,1,10,13,0,0,0,28,13,5,72.2,Matches
3,David Affengruber,at AUT,DF,Elche,24-279,2001,15.3,4,1,0,15,17,2,2,23,21,0,1,0,77,27,16,62.8,Matches
4,Julen Agirrezabala,es ESP,GK,Valencia,24-362,2000,17.0,1,0,0,0,1,0,0,0,0,0,0,0,19,7,0,100.0,Matches
5,Lucien Agoume,fr FRA,MF,Sevilla,23-317,2002,11.6,8,0,0,20,6,3,7,13,13,0,0,0,43,19,17,52.8,Matches
6,Marc Aguado,es ESP,MF,Elche,25-304,2000,12.0,1,0,0,10,13,0,2,23,10,0,0,0,40,3,6,33.3,Matches
7,Pablo Agudín,es ESP,"MF,FW",Oviedo,18-045,2007,0.8,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,,Matches
8,Lucas Ahijado,es ESP,DF,Oviedo,30-327,1995,5.6,2,0,0,4,2,2,9,6,17,0,0,0,21,5,1,83.3,Matches
9,Joseph Aidoo,gh GHA,DF,Celta Vigo,30-085,1995,1.2,0,0,0,1,0,0,0,2,0,0,1,0,4,4,3,57.1,Matches
10,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,21-251,2004,2.1,0,0,0,9,7,0,9,0,4,0,0,0,10,1,1,50.0,Matches
11,Adams Akor,ng NGA,FW,Sevilla,25-328,2000,9.5,1,0,0,14,3,23,7,0,2,0,0,0,17,24,26,48.0,Matches
12,David Alaba,at AUT,DF,Real Madrid,33-182,1992,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,33.3,Matches
