Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Jones El-Abdellaoui,ma MAR,"FW,MF",Celta Vigo,19-345,2006,2.2,67,59,8,0,0,0,13,7,0,0,0,0,46,0,7,Matches
2,Abdel Abqar,ma MAR,DF,Getafe,26-288,1999,7.7,247,233,14,12,0,8,1,2,0,0,0,0,178,0,1,Matches
3,David Affengruber,at AUT,DF,Elche,24-279,2001,15.3,948,900,47,30,0,8,2,7,0,0,0,0,823,1,1,Matches
4,Julen Agirrezabala,es ESP,GK,Valencia,24-362,2000,17.0,535,400,135,43,0,0,0,0,0,0,0,0,387,0,0,Matches
5,Lucien Agoume,fr FRA,MF,Sevilla,23-317,2002,11.6,549,523,19,15,5,7,7,3,1,0,0,0,433,7,12,Matches
6,Marc Aguado,es ESP,MF,Elche,25-304,2000,12.0,616,600,15,12,0,1,2,3,0,0,0,0,560,1,5,Matches
7,Pablo Agudín,es ESP,"MF,FW",Oviedo,18-045,2007,0.8,12,12,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
8,Lucas Ahijado,es ESP,DF,Oviedo,30-327,1995,5.6,287,223,61,1,2,2,9,60,0,0,0,0,222,3,6,Matches
9,Joseph Aidoo,gh GHA,DF,Celta Vigo,30-085,1995,1.2,41,39,2,1,0,0,0,0,0,0,0,0,37,0,1,Matches
10,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,21-251,2004,2.1,72,64,6,3,1,0,9,0,3,2,0,0,56,2,1,Matches
11,Adams Akor,ng NGA,FW,Sevilla,25-328,2000,9.5,148,137,11,0,0,0,7,0,0,0,0,0,86,0,9,Matches
12,David Alaba,at AUT,DF,Real Madrid,33-182,1992,0.6,50,45,5,4,1,0,0,1,0,0,0,0,48,0,0,Matches
13,Alexandre Alemão,br BRA,FW,Rayo Vallecano,27-266,1998,6.2,94,83,9,0,1,0,2,0,0,0,0,0,59,2,4,Matches
14,Carles Aleñá,es ESP,"MF,FW",Alavés,27-352,1998,10.2,466,416,47,18,1,2,43,3,26,8,7,0,375,3,7,Matches
15,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,27-077,1998,4.4,360,300,56,8,2,7,47,32,16,7,9,0,277,4,4,Matches
16,Alfon,es ESP,"FW,DF",Sevilla,26-233,1999,3.5,82,77,5,0,0,1,4,5,0,0,0,0,66,0,1,Matches
17,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,24-241,2001,4.8,258,246,12,3,3,2,12,3,6,1,4,0,214,0,5,Matches
18,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,25-207,2000,7.1,394,349,45,10,1,3,45,3,26,9,12,0,326,0,9,Matches
19,Marcos Alonso,es ESP,DF,Celta Vigo,34-360,1990,12.9,1034,966,63,44,4,14,7,14,0,0,0,0,920,5,11,Matches
20,Adrià Altimira,es ESP,DF,Villarreal,24-270,2001,0.1,8,7,1,1,0,0,0,0,0,0,0,0,8,0,0,Matches
