Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Sofyan Amrabat,MAR,MF,Betis,29-124,1996,6.7,11,6,6,2,3,5,13,38.5,8,8,2,6,6,17,6,0
Miguel Ángel Rubio,ESP,DF,Espanyol,27-287,1998,1.5,0,0,0,0,0,0,0,,0,5,4,1,0,0,15,0
Miguel Ángel Sierra,ESP,"FW,MF",Sevilla,21-162,2004,0.3,3,1,1,0,2,1,1,100.0,0,0,0,0,0,3,2,0
Antoniu,ESP,"FW,MF",Espanyol,23-109,2002,1.0,4,2,1,2,1,2,2,100.0,0,1,0,1,0,4,0,0
Antony,BRA,FW,Betis,25-302,2000,11.1,16,11,6,9,1,8,18,44.4,10,9,1,8,10,26,11,0
Mauro Arambarri,URU,MF,Getafe,30-084,1995,16.6,34,23,10,20,4,8,26,30.8,18,20,3,17,12,46,17,0
Jon Aramburu,VEN,DF,Real Sociedad,23-153,2002,14.0,51,31,34,15,2,37,64,57.8,27,12,4,8,16,67,46,1
Juan Arango,VEN,FW,Girona,19-205,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ronald Araújo,URU,DF,Barcelona,26-291,1999,7.2,10,5,5,5,0,4,4,100.0,0,7,4,3,8,18,27,0
Jesús Areso,ESP,DF,Athletic Club,26-174,1999,10.8,12,10,2,6,4,10,14,71.4,4,18,5,13,10,22,30,1
Iñigo Arguibide,ESP,DF,Osasuna,20-248,2005,1.9,3,3,2,0,1,1,2,50.0,1,3,1,2,2,5,6,0
Kervin Arriaga,HON,MF,Levante,27-352,1998,9.0,21,15,12,8,1,11,16,68.8,5,12,9,3,8,29,29,2
Takuma Asano,JPN,"FW,MF",Mallorca,31-043,1994,3.8,3,2,1,1,1,1,3,33.3,2,2,0,2,1,4,1,0
Raúl Asencio,ESP,DF,Real Madrid,22-313,2003,8.5,10,8,5,5,0,6,9,66.7,3,14,8,6,5,15,32,0
Iago Aspas,ESP,"FW,MF",Celta Vigo,38-144,1987,7.3,8,6,2,6,0,2,7,28.6,5,4,0,4,6,14,1,0
Yaser Asprilla,COL,"FW,MF",Girona,22-034,2003,6.6,8,3,2,5,1,3,4,75.0,1,8,1,7,5,13,4,0
Lander Astiazaran,ESP,MF,Real Sociedad,19-260,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ezequiel Ávila,ARG,"FW,MF",Betis,31-320,1994,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
César Azpilicueta,ESP,DF,Sevilla,36-117,1989,7.5,16,9,11,4,1,7,17,41.2,10,13,6,7,16,32,30,0
Alex Baena,ESP,"MF,FW",Atlético Madrid,24-156,2001,6.1,9,5,4,3,2,5,8,62.5,3,5,1,4,6,15,3,0
Eric Bailly,CIV,DF,Oviedo,31-255,1994,4.0,2,2,1,1,0,2,2,100.0,0,8,8,0,8,10,21,0
Cédric Bakambu,COD,FW,Betis,34-256,1991,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,4,0
Alejandro Balde,ESP,DF,Barcelona,22-066,2003,11.5,22,14,11,9,2,12,16,75.0,4,12,6,6,5,27,16,1
Iván Balliu,ALB,DF,Rayo Vallecano,33-356,1992,2.2,3,3,2,1,0,2,3,66.7,1,2,1,1,1,4,3,0
Roony Bardghji,SWE,FW,Barcelona,20-038,2005,2.7,2,1,1,0,1,2,2,100.0,0,1,0,1,0,2,2,1
Kike Barja,ESP,"FW,MF",Osasuna,28-266,1997,1.8,3,2,1,1,1,3,4,75.0,1,1,0,1,0,3,3,0
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,23-361,2001,10.9,9,4,4,4,1,0,6,0.0,6,13,2,11,8,17,8,0
Pablo Barrios,ESP,MF,Atlético Madrid,22-191,2003,14.5,21,13,8,10,3,11,22,50.0,11,14,1,13,21,42,12,4
Marc Bartra,ESP,DF,Betis,34-342,1991,12.1,33,14,23,9,1,19,33,57.6,14,23,14,9,19,52,81,2
Augusto Batalla,ARG,GK,Rayo Vallecano,29-237,1996,17.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,11,3
Samu Becerra,ESP,"DF,MF",Rayo Vallecano,19-356,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sheraldo Becker,SUR,"MF,FW",Osasuna,30-317,1995,1.8,2,1,0,2,0,0,0,,0,0,0,0,3,5,4,0
Donny van de Beek,NED,MF,Girona,28-249,1997,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Ismael Bekhoucha,MAR,DF,Getafe,21-033,2004,1.2,6,5,3,2,1,5,8,62.5,3,1,0,1,2,8,4,0
Héctor Bellerín,ESP,DF,Betis,30-279,1995,11.2,13,5,8,5,0,6,15,40.0,9,8,1,7,7,20,54,0
Jude Bellingham,ENG,MF,Real Madrid,22-177,2003,11.2,34,23,12,15,7,17,25,68.0,8,15,1,14,8,42,11,0
Fran Beltrán,ESP,MF,Celta Vigo,26-323,1999,5.9,7,3,3,4,0,4,7,57.1,3,5,2,3,7,14,4,0
Lucas Beltrán,ARG,FW,Valencia,24-269,2001,6.2,6,4,1,5,0,2,6,33.3,4,7,0,7,3,9,4,0
Carlos Benavídez,URU,"MF,DF",Alavés,27-268,1998,0.6,1,0,1,0,0,0,0,,0,1,1,0,0,1,4,0
Iker Benito,ESP,"DF,FW",Osasuna,23-135,2002,1.7,1,0,0,1,0,1,4,25.0,3,1,1,0,2,3,5,0
Yuri Berchiche,ESP,DF,Athletic Club,35-316,1990,15.1,22,15,8,8,6,15,22,68.2,7,14,1,13,16,38,65,0
Álex Berenguer,ESP,"FW,MF",Athletic Club,30-172,1995,13.3,16,8,0,14,2,7,20,35.0,13,14,0,14,6,22,15,1
Lucas Bergström,FIN,GK,Mallorca,23-109,2002,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
Marc Bernal,ESP,MF,Barcelona,18-211,2007,1.4,3,3,1,2,0,0,3,0.0,3,1,0,1,0,3,4,0
Pedro Bigas,ESP,DF,Elche,35-099,1990,11.9,23,13,14,9,0,13,20,65.0,7,16,9,7,16,39,45,2
Antonio Blanco,ESP,MF,Alavés,25-153,2000,14.4,42,22,21,19,2,19,42,45.2,23,19,5,14,27,69,17,1
Daley Blind,NED,DF,Girona,35-289,1990,13.6,23,14,14,6,3,8,15,53.3,7,16,10,6,18,41,66,1
Adam Boayar,MAR,"MF,FW",Elche,20-071,2005,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Adama Boiro,ESP,DF,Athletic Club,23-184,2002,3.0,5,4,3,1,1,4,8,50.0,4,3,1,2,4,9,5,1
Rahim Bonkano,NIG,DF,Oviedo,23-356,2002,12.7,25,11,16,8,1,15,19,78.9,4,14,5,9,20,45,45,1
Lucas Boyé,ARG,"FW,MF",Alavés,29-298,1996,10.1,20,16,4,9,7,11,18,61.1,7,12,2,10,4,24,5,0
Enzo Boyomo,CMR,DF,Osasuna,24-077,2001,15.7,40,24,29,10,1,19,24,79.2,5,29,11,18,7,47,76,1
Josip Brekalo,CRO,FW,Oviedo,27-183,1998,4.5,8,5,1,7,0,5,9,55.6,4,8,0,8,3,11,1,0
Abel Bretones,ESP,"DF,MF",Osasuna,25-124,2000,14.8,28,9,19,9,0,20,35,57.1,15,23,5,18,14,42,43,0
Brugui,ESP,"MF,FW",Levante,29-049,1996,10.0,10,5,4,4,2,1,11,9.1,10,9,1,8,4,14,16,2
Tajon Buchanan,CAN,"MF,DF",Villarreal,26-318,1999,11.0,19,15,11,6,2,15,22,68.2,7,9,1,8,16,35,12,0
Ante Budimir,CRO,FW,Osasuna,34-154,1991,13.6,11,8,1,8,2,5,7,71.4,2,14,2,12,1,12,13,0
Manu Bueno,ESP,MF,Sevilla,21-149,2004,0.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0
Jorge Cabello,ESP,DF,Levante,21-242,2004,4.0,7,4,2,4,1,5,6,83.3,1,5,4,1,0,7,23,2
Leandro Cabrera,URU,DF,Espanyol,34-189,1991,16.0,11,4,8,3,0,6,18,33.3,12,16,13,3,13,24,91,0
Calebe,BRA,"MF,DF",Alavés,25-237,2000,5.5,19,11,10,5,4,11,15,73.3,4,4,1,3,5,24,1,0
Fernando Calero,ESP,DF,Espanyol,30-100,1995,11.3,16,9,15,1,0,6,9,66.7,3,29,21,8,13,29,60,0
Duje Ćaleta-Car,CRO,DF,Real Sociedad,29-097,1996,9.1,8,6,4,4,0,3,4,75.0,1,8,7,1,10,18,42,0
Dani Calvo,ESP,DF,Oviedo,31-266,1994,7.8,11,6,8,3,0,6,7,85.7,1,8,4,4,5,16,56,0
Dawda Camara,MTN,FW,Girona,23-049,2002,0.8,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,23-043,2002,5.7,23,12,15,6,2,14,21,66.7,7,11,2,9,4,27,9,0
Sergio Camello,ESP,"FW,MF",Rayo Vallecano,24-316,2001,4.1,2,2,0,1,1,0,2,0.0,2,2,0,2,2,4,0,1
Sergi Cardona,ESP,DF,Villarreal,26-168,1999,10.2,21,14,12,5,4,13,26,50.0,13,21,2,19,20,41,26,3
Fábio Cardoso,POR,DF,Sevilla,31-248,1994,2.4,5,3,5,0,0,4,5,80.0,1,1,1,0,3,8,15,0
Johnny Cardoso,USA,MF,Atlético Madrid,24-094,2001,2.2,7,3,1,5,1,4,6,66.7,2,1,0,1,3,10,5,0
David Carmo,ANG,DF,Oviedo,26-157,1999,10.7,14,6,12,2,0,6,13,46.2,7,14,12,2,11,25,94,0
Carmona,ESP,DF,Sevilla,23-328,2002,14.1,40,26,22,16,2,20,48,41.7,28,18,5,13,16,56,49,1
Sergio Carreira,ESP,"MF,DF",Celta Vigo,25-071,2000,13.3,20,11,10,7,3,13,19,68.4,6,16,0,16,13,33,35,0
Gorka Carrera,ESP,FW,Real Sociedad,20-222,2005,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Álvaro Carreras,ESP,DF,Real Madrid,22-275,2003,14.9,22,9,14,4,4,12,25,48.0,13,22,3,19,23,45,44,1
Dani Carvajal,ESP,DF,Real Madrid,33-346,1992,4.2,9,7,3,4,2,6,11,54.5,5,4,1,3,2,11,14,0
Marc Casado,ESP,MF,Barcelona,22-100,2003,6.1,8,1,2,3,3,3,9,33.3,6,12,2,10,5,13,5,0
Castrin,ESP,DF,Sevilla,22-356,2003,6.7,14,8,10,4,0,8,14,57.1,6,11,8,3,8,22,42,0
Jonny Castro,ESP,DF,Alavés,31-295,1994,16.8,37,24,21,13,3,14,33,42.4,19,22,3,19,25,62,42,2
Catena,ESP,DF,Osasuna,31-056,1994,16.0,19,16,14,5,0,9,13,69.2,4,19,15,4,17,36,107,2
Santi Cazorla,ESP,"MF,FW",Oviedo,41-010,1984,4.8,10,5,7,3,0,2,10,20.0,8,3,1,2,1,11,4,0
Dani Ceballos,ESP,MF,Real Madrid,29-138,1996,4.0,17,10,3,11,3,9,15,60.0,6,12,4,8,6,23,5,0
Ilyas Chaira,MAR,"FW,MF",Oviedo,24-324,2001,9.6,14,11,5,8,1,9,21,42.9,12,14,3,11,4,18,11,0
Pep Chavarría,ESP,DF,Rayo Vallecano,27-257,1998,16.2,29,16,23,6,0,12,20,60.0,8,25,10,15,18,47,48,4
Andreas Christensen,DEN,DF,Barcelona,29-257,1996,4.2,5,3,3,2,0,2,4,50.0,2,6,3,3,2,7,19,0
Víctor Chust,ESP,DF,Elche,25-293,2000,9.6,25,14,18,6,1,11,14,78.6,3,9,8,1,6,31,32,0
Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,31-282,1994,10.7,25,13,13,12,0,11,19,57.9,8,17,8,9,15,40,30,0
Santiago Colombatto,ARG,MF,Oviedo,28-340,1997,10.9,16,6,8,7,1,12,20,60.0,8,12,3,9,4,20,24,4
Eray Cömert,SUI,DF,Valencia,27-322,1998,1.3,5,3,4,1,0,3,6,50.0,3,2,1,1,3,8,11,1
Santi Comesaña,ESP,MF,Villarreal,29-079,1996,11.8,25,12,12,9,4,11,24,45.8,13,19,8,11,9,34,23,2
Copete,ESP,DF,Valencia,26-074,1999,12.8,19,10,10,9,0,11,12,91.7,1,19,11,8,14,33,71,2
Thierry Correia,POR,DF,Valencia,26-289,1999,9.6,17,11,14,1,2,12,16,75.0,4,11,0,11,11,28,24,0
Coba da Costa,ESP,"MF,FW",Getafe,23-150,2002,3.5,9,5,2,5,2,5,11,45.5,6,5,0,5,1,10,2,0
Samu Costa,POR,MF,Mallorca,25-026,2000,11.6,22,11,11,7,4,9,25,36.0,16,18,6,12,10,32,47,2
David Costas,ESP,DF,Oviedo,30-272,1995,10.9,18,13,16,1,1,5,8,62.5,3,10,9,1,12,30,61,0
Thibaut Courtois,BEL,GK,Real Madrid,33-226,1992,18.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,8,0
Juan Cruz Armada,ESP,DF,Osasuna,33-148,1992,6.4,4,3,3,1,0,2,4,50.0,2,6,4,2,3,7,21,0
Pau Cubarsí,ESP,DF,Barcelona,18-335,2007,13.4,17,13,8,8,1,6,13,46.2,7,9,6,3,11,28,52,1
Cucho,COL,FW,Betis,26-247,1999,16.4,17,10,4,8,5,2,6,33.3,4,12,2,10,3,20,21,1
Pablo Cuñat,ESP,GK,Levante,23-239,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Arnaut Danjuma,NED,"FW,MF",Valencia,28-326,1997,11.9,8,7,3,3,2,3,8,37.5,5,6,1,5,0,8,4,0
Sergi Darder,ESP,"MF,FW",Mallorca,32-001,1993,13.6,12,5,5,5,2,5,12,41.7,7,6,4,2,13,25,7,0
Davinchi,ESP,DF,Getafe,18-068,2007,4.8,14,9,9,3,2,10,12,83.3,2,6,1,5,3,17,23,1
Leander Dendoncker,BEL,MF,Oviedo,30-252,1995,14.3,36,25,20,15,1,17,34,50.0,17,22,7,15,11,47,32,2
Nelson Deossa,COL,MF,Betis,25-320,2000,4.0,7,3,3,4,0,3,5,60.0,2,5,0,5,2,9,7,1
Bambo Diaby,SEN,DF,Elche,28-006,1997,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
Mouctar Diakhaby,GUI,DF,Valencia,29-004,1996,5.0,8,6,8,0,0,4,4,100.0,0,4,2,2,6,14,40,0
Grady Diangana,COD,"MF,FW",Elche,27-248,1998,3.3,3,1,1,2,0,3,4,75.0,1,11,2,9,1,4,6,1
Moussa Diarra,MLI,DF,Alavés,25-043,2000,2.4,6,2,4,2,0,3,7,42.9,4,5,0,5,1,7,7,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,26-142,1999,3.5,6,3,0,1,5,2,2,100.0,0,1,0,1,1,7,2,0
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,27-201,1998,9.2,18,10,3,12,3,5,19,26.3,14,15,0,15,2,20,3,0
Matías Dituro,ARG,GK,Elche,38-229,1987,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1
Djené,TOG,"DF,MF",Getafe,33-357,1991,13.6,18,13,7,10,1,8,11,72.7,3,14,6,8,9,27,76,2
Marko Dmitrović,SRB,GK,Espanyol,33-333,1992,17.0,3,2,3,0,0,3,3,100.0,0,0,0,0,0,3,10,0
Tyrhys Dolan,ENG,"FW,MF",Espanyol,23-360,2001,12.7,28,19,13,10,5,11,18,61.1,7,15,0,15,5,33,8,0
Marc Domenech,ESP,"FW,MF",Mallorca,19-356,2006,2.4,3,2,1,2,0,1,1,100.0,0,3,0,3,0,3,6,0
Carlos Dominguez,ESP,DF,Celta Vigo,24-315,2001,4.8,11,8,8,2,1,6,7,85.7,1,9,4,5,3,14,32,0
John Donald,ESP,"DF,MF",Elche,25-115,2000,3.4,8,6,4,4,0,3,3,100.0,0,3,1,2,2,10,8,0
Domingos Duarte,POR,DF,Getafe,30-288,1995,14.0,13,7,10,3,0,7,11,63.6,4,10,7,3,15,28,107,0
Pablo Durán,ESP,"FW,MF",Celta Vigo,24-212,2001,7.2,9,7,6,1,2,2,8,25.0,6,2,0,2,3,12,6,0
Hugo Duro,ESP,FW,Valencia,26-043,1999,11.0,7,3,2,4,1,2,10,20.0,8,12,3,9,2,9,10,0
Ovie Ejaria,ENG,MF,Oviedo,28-035,1997,2.0,4,3,1,2,1,1,5,20.0,4,0,0,0,2,6,3,0
Chidera Ejuke,NGA,"FW,MF",Sevilla,27-355,1998,4.3,7,5,3,2,2,3,3,100.0,0,2,0,2,3,10,1,0
Unai Elgezabal,ESP,"DF,MF",Levante,32-242,1993,10.4,8,4,4,4,0,5,12,41.7,7,21,16,5,3,11,67,1
Aritz Elustondo,ESP,DF,Real Sociedad,31-270,1994,3.7,6,2,5,0,1,5,11,45.5,6,6,2,4,5,11,28,0
Endrick,BRA,FW,Real Madrid,19-155,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aarón Escandell,ESP,GK,Oviedo,30-087,1995,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,1
Carlos Espí,ESP,FW,Levante,20-152,2005,1.1,2,1,0,1,1,1,2,50.0,1,3,0,3,0,2,1,0
Alfonso Espino,URU,"FW,DF",Rayo Vallecano,33-352,1992,3.9,7,6,3,3,1,3,13,23.1,10,6,0,6,1,8,9,2
Marco Esteban,ESP,DF,Oviedo,19-356,2006,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
Karl Etta Eyong,CMR,FW,Villarreal,22-070,2003,2.8,4,2,1,2,1,2,2,100.0,0,2,0,2,0,4,1,0
Karl Etta Eyong,CMR,FW,Levante,22-070,2003,10.7,16,11,3,10,3,6,8,75.0,2,7,0,7,3,19,12,0
Edu Expósito,ESP,MF,Espanyol,29-144,1996,12.5,18,11,4,10,4,9,18,50.0,9,1,1,0,10,28,14,0
Abde Ezzalzouli,MAR,FW,Betis,24-006,2001,8.7,22,13,7,4,11,7,17,41.2,10,12,0,12,5,27,7,0
Omar Falah,ESP,"DF,MF",Oviedo,22-105,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Aleix Febas,ESP,MF,Elche,29-324,1996,17.0,36,25,13,14,9,17,32,53.1,15,6,1,5,9,45,10,1
Luiz Felipe,ITA,DF,Rayo Vallecano,28-276,1997,2.7,4,2,4,0,0,3,5,60.0,2,2,1,1,5,9,8,0
Kiko Femenía,ESP,"DF,FW",Getafe,34-324,1991,9.6,18,7,11,6,1,13,21,61.9,8,10,1,9,20,38,26,0
Manu Fernández,ESP,DF,Celta Vigo,24-244,2001,7.0,11,8,2,7,2,8,8,100.0,0,3,2,1,6,17,26,1
Pedro Fernandez,ESP,"FW,MF",Barcelona,17-345,2008,1.0,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Pelayo Fernandez,ESP,DF,Rayo Vallecano,22-238,2003,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,3,0
Roberto Férnandez,ESP,FW,Espanyol,23-173,2002,13.5,6,1,1,4,1,4,10,40.0,6,15,2,13,4,10,17,0
Toni Fernández,ESP,FW,Barcelona,17-161,2008,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Junior Firpo,DOM,DF,Betis,29-123,1996,5.1,13,8,6,4,3,7,10,70.0,3,7,1,6,6,19,19,1
Álex Forés,ESP,FW,Oviedo,24-255,2001,2.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Pablo Fornals,ESP,MF,Betis,29-304,1996,15.4,22,14,5,11,6,7,22,31.8,15,8,1,7,16,38,15,0
Héctor Fort,ESP,DF,Elche,19-143,2006,3.6,8,2,5,2,1,3,6,50.0,3,3,1,2,5,13,9,0
Dimitri Foulquier,FRA,DF,Valencia,32-275,1993,8.2,10,6,5,3,2,7,9,77.8,2,2,0,2,7,17,27,0
Juan Foyth,ARG,DF,Villarreal,27-345,1998,8.0,15,10,13,2,0,10,11,90.9,1,9,7,2,13,28,40,0
Alejandro Francés,ESP,DF,Girona,23-144,2002,4.5,6,5,5,1,0,5,7,71.4,2,3,1,2,6,12,23,0
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,28-306,1997,12.3,17,10,6,6,5,7,21,33.3,14,6,0,6,4,21,8,0
Javi Galán,ESP,DF,Atlético Madrid,31-034,1994,1.5,2,2,1,1,0,2,3,66.7,1,3,0,3,1,3,5,0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,32-139,1993,11.5,32,17,8,18,6,15,26,57.7,11,6,2,4,7,39,9,1
Conor Gallagher,ENG,MF,Atlético Madrid,25-320,2000,7.0,17,12,5,8,4,8,17,47.1,9,11,3,8,11,28,7,0
Facundo Garcés,MAS,DF,Alavés,26-109,1999,6.0,9,5,6,3,0,5,7,71.4,2,10,8,2,5,14,42,0
Álvaro García,ESP,"FW,MF",Rayo Vallecano,33-057,1992,12.8,14,10,8,4,2,6,16,37.5,10,12,2,10,6,20,20,0
Eric García,ESP,"DF,MF",Barcelona,24-348,2001,15.3,37,18,20,9,8,19,30,63.3,11,23,4,19,24,61,34,0
Fran Garcia,ESP,DF,Real Madrid,26-131,1999,4.6,9,3,3,3,3,5,8,62.5,3,6,3,3,4,13,3,0
Gonzalo García,ESP,"FW,MF",Real Madrid,21-274,2004,2.0,5,3,3,2,0,2,2,100.0,0,4,0,4,1,6,2,0
Joan García,ESP,GK,Barcelona,24-233,2001,12.0,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,15,1
Pablo Garcia,ESP,FW,Betis,19-193,2006,3.3,9,5,4,3,2,3,7,42.9,4,6,0,6,3,12,0,0
Rubén García,ESP,"FW,MF",Osasuna,32-162,1993,8.8,23,11,9,9,5,12,25,48.0,13,2,0,2,6,29,11,0
Víctor García,ESP,"DF,MF",Levante,28-098,1997,3.9,6,4,1,3,2,0,1,0.0,1,1,1,0,8,14,8,0
Gavi,ESP,"MF,DF",Barcelona,21-140,2004,0.7,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,1,0
Paulo Gazzaniga,ARG,GK,Girona,33-355,1992,15.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2
Mourad El Ghezouani,MAR,FW,Elche,27-210,1998,0.6,4,2,1,3,0,3,3,100.0,0,1,0,1,0,4,0,0
Bryan Gil,ESP,"FW,MF",Girona,24-315,2001,7.8,10,5,2,5,3,3,10,30.0,7,5,0,5,6,16,7,1
Moi Gómez,ESP,MF,Osasuna,31-183,1994,9.0,9,4,3,3,3,5,11,45.5,6,10,0,10,6,15,7,1
Sergio Gómez,ESP,DF,Real Sociedad,25-110,2000,13.2,53,33,28,19,6,23,45,51.1,22,16,3,13,14,67,29,0
Unai Gómez,ESP,"FW,MF",Athletic Club,22-212,2003,3.5,6,3,2,2,2,3,6,50.0,3,2,1,1,0,6,4,1
Valentín Gómez,ARG,DF,Betis,22-180,2003,9.3,24,16,14,8,2,12,23,52.2,11,13,7,6,10,34,61,2
Nicolás González,ARG,"MF,DF",Atlético Madrid,27-261,1998,10.3,14,9,7,2,5,8,21,38.1,13,13,2,11,9,23,20,1
Urko González,ESP,MF,Espanyol,24-278,2001,9.9,21,15,8,11,2,14,34,41.2,20,13,1,12,12,33,27,1
Urko González,ESP,MF,Real Sociedad,24-278,2001,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Andoni Gorosabel,ESP,DF,Athletic Club,29-141,1996,4.6,8,6,5,3,0,6,12,50.0,6,11,0,11,2,10,18,1
Jon Gorrotxategi,ESP,MF,Real Sociedad,23-324,2002,14.6,31,21,12,17,2,15,30,50.0,15,16,5,11,25,56,24,2
Mikel Goti,ESP,MF,Real Sociedad,23-214,2002,0.8,0,0,0,0,0,0,0,,0,3,1,2,0,0,1,1
