Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
1,Jones El-Abdellaoui,ma MAR,"FW,MF",Celta Vigo,19-345,2006,9,0,198,2.2,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.7,18,0,35,0.45,0.00,0.45,0.45,0.45,0.73,0.04,0.77,0.73,0.77,Matches
2,Abdel Abqar,ma MAR,DF,Getafe,26-288,1999,10,8,690,7.7,0,1,1,0,0,0,5,0,0.2,0.2,0.4,0.6,3,11,1,0.00,0.13,0.13,0.00,0.13,0.03,0.05,0.08,0.03,0.08,Matches
3,David Affengruber,at AUT,DF,Elche,24-279,2001,16,15,1379,15.3,0,0,0,0,0,0,4,1,0.4,0.4,0.2,0.6,15,54,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
4,Julen Agirrezabala,es ESP,GK,Valencia,24-362,2000,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
5,Lucien Agoume,fr FRA,MF,Sevilla,23-317,2002,14,12,1045,11.6,1,2,3,1,0,0,8,0,0.4,0.4,1.7,2.2,14,67,15,0.09,0.17,0.26,0.09,0.26,0.04,0.15,0.19,0.04,0.19,Matches
6,Marc Aguado,es ESP,MF,Elche,25-304,2000,16,13,1077,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,46,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
7,Pablo Agudín,es ESP,"MF,FW",Oviedo,18-045,2007,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
8,Lucas Ahijado,es ESP,DF,Oviedo,30-327,1995,7,5,506,5.6,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,7,17,16,0.00,0.18,0.18,0.00,0.18,0.05,0.09,0.14,0.05,0.14,Matches
9,Joseph Aidoo,gh GHA,DF,Celta Vigo,30-085,1995,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
10,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,21-251,2004,9,2,188,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,9,7,20,0.00,0.00,0.00,0.00,0.00,0.30,0.32,0.62,0.30,0.62,Matches
11,Adams Akor,ng NGA,FW,Sevilla,25-328,2000,14,8,852,9.5,3,2,5,3,0,0,1,0,3.9,3.9,0.8,4.7,17,8,41,0.32,0.21,0.53,0.32,0.53,0.41,0.08,0.50,0.41,0.50,Matches
12,David Alaba,at AUT,DF,Real Madrid,33-182,1992,3,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
13,Alexandre Alemão,br BRA,FW,Rayo Vallecano,27-266,1998,11,6,556,6.2,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,0,6,27,0.16,0.00,0.16,0.16,0.16,0.26,0.02,0.28,0.26,0.28,Matches
14,Carles Aleñá,es ESP,"MF,FW",Alavés,27-352,1998,17,10,916,10.2,0,3,3,0,0,0,1,0,1.0,1.0,1.0,2.0,6,34,37,0.00,0.29,0.29,0.00,0.29,0.10,0.10,0.20,0.10,0.20,Matches
15,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,27-077,1998,8,5,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,1.0,1.0,6,17,24,0.00,0.23,0.23,0.00,0.23,0.01,0.22,0.23,0.01,0.23,Matches
16,Alfon,es ESP,"FW,DF",Sevilla,26-233,1999,10,4,312,3.5,1,0,1,1,0,0,0,0,0.7,0.7,0.3,1.0,8,10,36,0.29,0.00,0.29,0.29,0.29,0.19,0.09,0.28,0.19,0.28,Matches
17,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,24-241,2001,11,4,432,4.8,2,1,3,2,0,0,1,0,2.3,2.3,1.0,3.3,14,29,21,0.42,0.21,0.62,0.42,0.62,0.47,0.21,0.68,0.47,0.68,Matches
18,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,25-207,2000,11,7,640,7.1,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.2,18,64,33,0.00,0.14,0.14,0.00,0.14,0.03,0.14,0.17,0.03,0.17,Matches
19,Marcos Alonso,es ESP,DF,Celta Vigo,34-360,1990,14,13,1163,12.9,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,34,83,12,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
20,Adrià Altimira,es ESP,DF,Villarreal,24-270,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
21,Sergi Altimira,es ESP,MF,Betis,24-120,2001,10,6,540,6.0,1,1,2,1,0,0,2,0,0.2,0.2,0.2,0.3,7,15,3,0.17,0.17,0.33,0.17,0.33,0.03,0.03,0.05,0.03,0.05,Matches
22,Carlos Álvarez,es ESP,"MF,FW",Levante,22-139,2003,16,13,1120,12.4,2,1,3,2,0,0,2,0,1.2,1.2,2.7,4.0,28,71,30,0.16,0.08,0.24,0.16,0.24,0.10,0.22,0.32,0.10,0.32,Matches
23,Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,22-174,2003,9,3,362,4.0,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,10,18,28,0.25,0.00,0.25,0.25,0.25,0.01,0.06,0.07,0.01,0.07,Matches
24,Julián Álvarez,ar ARG,FW,Atlético Madrid,25-326,2000,18,17,1313,14.6,7,3,10,5,2,3,2,0,6.2,3.9,4.6,8.4,41,64,79,0.48,0.21,0.69,0.34,0.55,0.43,0.31,0.74,0.27,0.58,Matches
25,Sofyan Amrabat,ma MAR,MF,Betis,29-124,1996,8,6,603,6.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,9,43,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
