Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Jones El-Abdellaoui,MAR,"FW,MF",Celta Vigo,19-345,2006,2.2,6,2.73,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Abdel Abqar,MAR,DF,Getafe,26-288,1999,7.7,4,0.52,3,0,0,0,1,0,1,0.13,1,0,0,0,0,0
David Affengruber,AUT,DF,Elche,24-279,2001,15.3,13,0.85,13,0,0,0,0,0,2,0.13,2,0,0,0,0,0
Julen Agirrezabala,ESP,GK,Valencia,24-362,2000,17.0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucien Agoume,FRA,MF,Sevilla,23-317,2002,11.6,22,1.89,21,0,0,0,0,1,3,0.26,3,0,0,0,0,0
Marc Aguado,ESP,MF,Elche,25-304,2000,12.0,11,0.92,9,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Pablo Agudín,ESP,"MF,FW",Oviedo,18-045,2007,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Ahijado,ESP,DF,Oviedo,30-327,1995,5.6,14,2.49,14,0,0,0,0,0,2,0.36,2,0,0,0,0,0
Joseph Aidoo,GHA,DF,Celta Vigo,30-085,1995,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ilias Akhomach,MAR,"MF,FW",Villarreal,21-251,2004,2.1,9,4.33,4,2,0,2,1,0,0,0.0,0,0,0,0,0,0
Adams Akor,NGA,FW,Sevilla,25-328,2000,9.5,11,1.16,8,0,1,2,0,0,1,0.11,1,0,0,0,0,0
David Alaba,AUT,DF,Real Madrid,33-182,1992,0.6,1,1.58,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Alexandre Alemão,BRA,FW,Rayo Vallecano,27-266,1998,6.2,5,0.81,3,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Carles Aleñá,ESP,"MF,FW",Alavés,27-352,1998,10.2,30,2.95,20,7,1,0,2,0,3,0.29,3,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,Real Madrid,27-077,1998,4.4,15,3.44,11,4,0,0,0,0,1,0.23,1,0,0,0,0,0
Alfon,ESP,"FW,DF",Sevilla,26-233,1999,3.5,12,3.46,9,0,0,2,1,0,0,0.0,0,0,0,0,0,0
Thiago Almada,ARG,"MF,FW",Atlético Madrid,24-241,2001,4.8,15,3.12,12,0,2,1,0,0,3,0.62,2,0,0,1,0,0
Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,25-207,2000,7.1,29,4.08,21,4,0,3,0,1,3,0.42,2,0,0,1,0,0
Marcos Alonso,ESP,DF,Celta Vigo,34-360,1990,12.9,12,0.93,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrià Altimira,ESP,DF,Villarreal,24-270,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sergi Altimira,ESP,MF,Betis,24-120,2001,6.0,8,1.33,7,0,0,0,0,1,1,0.17,1,0,0,0,0,0
Carlos Álvarez,ESP,"MF,FW",Levante,22-139,2003,12.4,48,3.86,35,8,0,1,4,0,4,0.32,2,0,0,0,2,0
Hugo Álvarez,ESP,"FW,MF",Celta Vigo,22-174,2003,4.0,10,2.49,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Julián Álvarez,ARG,FW,Atlético Madrid,25-326,2000,14.6,61,4.18,43,10,3,2,3,0,5,0.34,3,0,0,1,1,0
Sofyan Amrabat,MAR,MF,Betis,29-124,1996,6.7,14,2.09,12,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Miguel Ángel Rubio,ESP,DF,Espanyol,27-287,1998,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Miguel Ángel Sierra,ESP,"FW,MF",Sevilla,21-162,2004,0.3,1,3.46,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Antoniu,ESP,"FW,MF",Espanyol,23-109,2002,1.0,6,6.28,5,0,0,1,0,0,1,1.05,1,0,0,0,0,0
Antony,BRA,FW,Betis,25-302,2000,11.1,58,5.24,46,3,1,3,3,2,5,0.45,4,0,0,1,0,0
Mauro Arambarri,URU,MF,Getafe,30-084,1995,16.6,33,1.98,23,0,0,6,3,1,1,0.06,0,0,0,1,0,0
Jon Aramburu,VEN,DF,Real Sociedad,23-153,2002,14.0,18,1.28,15,2,0,1,0,0,1,0.07,1,0,0,0,0,0
Juan Arango,VEN,FW,Girona,19-205,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ronald Araújo,URU,DF,Barcelona,26-291,1999,7.2,6,0.83,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Areso,ESP,DF,Athletic Club,26-174,1999,10.8,22,2.03,21,1,0,0,0,0,1,0.09,1,0,0,0,0,0
Iñigo Arguibide,ESP,DF,Osasuna,20-248,2005,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kervin Arriaga,HON,MF,Levante,27-352,1998,9.0,10,1.11,6,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Takuma Asano,JPN,"FW,MF",Mallorca,31-043,1994,3.8,8,2.13,5,0,0,2,1,0,1,0.27,1,0,0,0,0,0
Raúl Asencio,ESP,DF,Real Madrid,22-313,2003,8.5,9,1.06,9,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Iago Aspas,ESP,"FW,MF",Celta Vigo,38-144,1987,7.3,32,4.36,27,3,0,0,1,1,3,0.41,2,0,0,0,1,0
Yaser Asprilla,COL,"FW,MF",Girona,22-034,2003,6.6,21,3.19,14,4,2,1,0,0,0,0.0,0,0,0,0,0,0
Lander Astiazaran,ESP,MF,Real Sociedad,19-260,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ezequiel Ávila,ARG,"FW,MF",Betis,31-320,1994,0.6,2,3.6,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
César Azpilicueta,ESP,DF,Sevilla,36-117,1989,7.5,8,1.06,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Alex Baena,ESP,"MF,FW",Atlético Madrid,24-156,2001,6.1,29,4.74,21,7,0,1,0,0,3,0.49,3,0,0,0,0,0
Eric Bailly,CIV,DF,Oviedo,31-255,1994,4.0,3,0.75,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cédric Bakambu,COD,FW,Betis,34-256,1991,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alejandro Balde,ESP,DF,Barcelona,22-066,2003,11.5,38,3.31,33,0,2,0,3,0,6,0.52,6,0,0,0,0,0
Iván Balliu,ALB,DF,Rayo Vallecano,33-356,1992,2.2,6,2.67,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Roony Bardghji,SWE,FW,Barcelona,20-038,2005,2.7,18,6.56,11,2,5,0,0,0,4,1.46,3,0,1,0,0,0
Kike Barja,ESP,"FW,MF",Osasuna,28-266,1997,1.8,2,1.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,23-361,2001,10.9,53,4.88,39,9,4,0,1,0,6,0.55,5,0,1,0,0,0
Pablo Barrios,ESP,MF,Atlético Madrid,22-191,2003,14.5,35,2.42,28,0,5,1,1,0,0,0.0,0,0,0,0,0,0
Marc Bartra,ESP,DF,Betis,34-342,1991,12.1,9,0.74,6,1,0,0,0,2,0,0.0,0,0,0,0,0,0
Augusto Batalla,ARG,GK,Rayo Vallecano,29-237,1996,17.0,8,0.47,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Samu Becerra,ESP,"DF,MF",Rayo Vallecano,19-356,2006,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sheraldo Becker,SUR,"MF,FW",Osasuna,30-317,1995,1.8,3,1.71,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Donny van de Beek,NED,MF,Girona,28-249,1997,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ismael Bekhoucha,MAR,DF,Getafe,21-033,2004,1.2,3,2.48,2,0,1,0,0,0,2,1.65,2,0,0,0,0,0
Héctor Bellerín,ESP,DF,Betis,30-279,1995,11.2,26,2.33,24,0,2,0,0,0,2,0.18,2,0,0,0,0,0
Jude Bellingham,ENG,MF,Real Madrid,22-177,2003,11.2,58,5.16,41,0,3,6,6,2,7,0.62,5,0,1,1,0,0
Fran Beltrán,ESP,MF,Celta Vigo,26-323,1999,5.9,5,0.85,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Beltrán,ARG,FW,Valencia,24-269,2001,6.2,17,2.73,11,0,2,2,2,0,1,0.16,0,0,1,0,0,0
Carlos Benavídez,URU,"MF,DF",Alavés,27-268,1998,0.6,1,1.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Iker Benito,ESP,"DF,FW",Osasuna,23-135,2002,1.7,3,1.8,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Yuri Berchiche,ESP,DF,Athletic Club,35-316,1990,15.1,24,1.59,20,1,0,1,1,1,1,0.07,1,0,0,0,0,0
Álex Berenguer,ESP,"FW,MF",Athletic Club,30-172,1995,13.3,51,3.83,27,19,2,2,1,0,4,0.3,3,1,0,0,0,0
Lucas Bergström,FIN,GK,Mallorca,23-109,2002,5.0,2,0.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marc Bernal,ESP,MF,Barcelona,18-211,2007,1.4,2,1.42,2,0,0,0,0,0,1,0.71,1,0,0,0,0,0
Pedro Bigas,ESP,DF,Elche,35-099,1990,11.9,11,0.93,10,0,1,0,0,0,2,0.17,1,0,1,0,0,0
Antonio Blanco,ESP,MF,Alavés,25-153,2000,14.4,20,1.39,17,2,1,0,0,0,1,0.07,1,0,0,0,0,0
Daley Blind,NED,DF,Girona,35-289,1990,13.6,16,1.18,15,1,0,0,0,0,1,0.07,1,0,0,0,0,0
Adam Boayar,MAR,"MF,FW",Elche,20-071,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adama Boiro,ESP,DF,Athletic Club,23-184,2002,3.0,4,1.32,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Rahim Bonkano,NIG,DF,Oviedo,23-356,2002,12.7,25,1.97,20,4,1,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Boyé,ARG,"FW,MF",Alavés,29-298,1996,10.1,31,3.06,22,0,4,3,0,2,3,0.3,1,0,1,0,0,1
Enzo Boyomo,CMR,DF,Osasuna,24-077,2001,15.7,16,1.02,15,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Josip Brekalo,CRO,FW,Oviedo,27-183,1998,4.5,15,3.3,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Abel Bretones,ESP,"DF,MF",Osasuna,25-124,2000,14.8,27,1.82,21,2,0,1,2,1,2,0.13,2,0,0,0,0,0
Brugui,ESP,"MF,FW",Levante,29-049,1996,10.0,12,1.21,8,0,1,3,0,0,2,0.2,1,0,0,1,0,0
Tajon Buchanan,CAN,"MF,DF",Villarreal,26-318,1999,11.0,28,2.55,19,3,1,1,4,0,3,0.27,2,0,1,0,0,0
Ante Budimir,CRO,FW,Osasuna,34-154,1991,13.6,17,1.25,7,0,2,5,3,0,1,0.07,0,0,0,0,1,0
Manu Bueno,ESP,MF,Sevilla,21-149,2004,0.7,2,2.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jorge Cabello,ESP,DF,Levante,21-242,2004,4.0,2,0.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leandro Cabrera,URU,DF,Espanyol,34-189,1991,16.0,15,0.94,11,1,0,2,1,0,2,0.12,1,0,0,1,0,0
Calebe,BRA,"MF,DF",Alavés,25-237,2000,5.5,16,2.91,9,2,2,0,3,0,1,0.18,0,0,0,0,1,0
Fernando Calero,ESP,DF,Espanyol,30-100,1995,11.3,8,0.71,8,0,0,0,0,0,2,0.18,2,0,0,0,0,0
Duje Ćaleta-Car,CRO,DF,Real Sociedad,29-097,1996,9.1,7,0.77,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dani Calvo,ESP,DF,Oviedo,31-266,1994,7.8,1,0.13,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dawda Camara,MTN,FW,Girona,23-049,2002,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,23-043,2002,5.7,14,2.46,13,0,0,0,1,0,2,0.35,2,0,0,0,0,0
Sergio Camello,ESP,"FW,MF",Rayo Vallecano,24-316,2001,4.1,15,3.62,11,0,1,0,2,1,0,0.0,0,0,0,0,0,0
Sergi Cardona,ESP,DF,Villarreal,26-168,1999,10.2,25,2.45,22,2,0,1,0,0,2,0.2,2,0,0,0,0,0
Fábio Cardoso,POR,DF,Sevilla,31-248,1994,2.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Johnny Cardoso,USA,MF,Atlético Madrid,24-094,2001,2.2,3,1.38,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
David Carmo,ANG,DF,Oviedo,26-157,1999,10.7,11,1.03,9,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Carmona,ESP,DF,Sevilla,23-328,2002,14.1,22,1.56,14,1,3,2,2,0,5,0.35,3,0,2,0,0,0
Sergio Carreira,ESP,"MF,DF",Celta Vigo,25-071,2000,13.3,16,1.21,12,1,2,0,1,0,2,0.15,2,0,0,0,0,0
Gorka Carrera,ESP,FW,Real Sociedad,20-222,2005,0.2,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Álvaro Carreras,ESP,DF,Real Madrid,22-275,2003,14.9,36,2.42,33,0,0,1,2,0,3,0.2,3,0,0,0,0,0
Dani Carvajal,ESP,DF,Real Madrid,33-346,1992,4.2,4,0.96,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Marc Casado,ESP,MF,Barcelona,22-100,2003,6.1,19,3.11,18,0,0,1,0,0,3,0.49,3,0,0,0,0,0
Castrin,ESP,DF,Sevilla,22-356,2003,6.7,2,0.3,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jonny Castro,ESP,DF,Alavés,31-295,1994,16.8,26,1.55,22,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Catena,ESP,DF,Osasuna,31-056,1994,16.0,14,0.87,11,0,0,2,1,0,1,0.06,1,0,0,0,0,0
Santi Cazorla,ESP,"MF,FW",Oviedo,41-010,1984,4.8,12,2.5,6,5,0,1,0,0,0,0.0,0,0,0,0,0,0
Dani Ceballos,ESP,MF,Real Madrid,29-138,1996,4.0,11,2.77,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ilyas Chaira,MAR,"FW,MF",Oviedo,24-324,2001,9.6,23,2.39,15,0,1,4,2,1,0,0.0,0,0,0,0,0,0
Pep Chavarría,ESP,DF,Rayo Vallecano,27-257,1998,16.2,38,2.34,33,1,2,1,1,0,3,0.18,3,0,0,0,0,0
Andreas Christensen,DEN,DF,Barcelona,29-257,1996,4.2,2,0.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Víctor Chust,ESP,DF,Elche,25-293,2000,9.6,6,0.62,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,31-282,1994,10.7,23,2.15,19,1,0,1,1,1,0,0.0,0,0,0,0,0,0
Santiago Colombatto,ARG,MF,Oviedo,28-340,1997,10.9,21,1.93,14,5,0,0,1,1,2,0.18,0,2,0,0,0,0
Eray Cömert,SUI,DF,Valencia,27-322,1998,1.3,1,0.77,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Santi Comesaña,ESP,MF,Villarreal,29-079,1996,11.8,28,2.37,24,1,1,0,1,1,5,0.42,5,0,0,0,0,0
Copete,ESP,DF,Valencia,26-074,1999,12.8,19,1.49,13,0,2,3,0,1,0,0.0,0,0,0,0,0,0
Thierry Correia,POR,DF,Valencia,26-289,1999,9.6,20,2.09,15,0,1,1,2,1,2,0.21,1,0,1,0,0,0
Coba da Costa,ESP,"MF,FW",Getafe,23-150,2002,3.5,11,3.11,7,0,3,1,0,0,1,0.28,1,0,0,0,0,0
Samu Costa,POR,MF,Mallorca,25-026,2000,11.6,17,1.47,14,0,0,1,1,1,2,0.17,2,0,0,0,0,0
David Costas,ESP,DF,Oviedo,30-272,1995,10.9,3,0.28,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thibaut Courtois,BEL,GK,Real Madrid,33-226,1992,18.0,3,0.17,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Juan Cruz Armada,ESP,DF,Osasuna,33-148,1992,6.4,7,1.08,6,1,0,0,0,0,1,0.15,1,0,0,0,0,0
Pau Cubarsí,ESP,DF,Barcelona,18-335,2007,13.4,16,1.19,14,0,1,1,0,0,1,0.07,1,0,0,0,0,0
Cucho,COL,FW,Betis,26-247,1999,16.4,45,2.74,36,1,4,2,1,1,5,0.3,3,0,0,2,0,0
Pablo Cuñat,ESP,GK,Levante,23-239,2002,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arnaut Danjuma,NED,"FW,MF",Valencia,28-326,1997,11.9,15,1.26,9,0,4,1,1,0,2,0.17,1,0,1,0,0,0
Sergi Darder,ESP,"MF,FW",Mallorca,32-001,1993,13.6,48,3.53,32,11,1,2,2,0,1,0.07,1,0,0,0,0,0
Davinchi,ESP,DF,Getafe,18-068,2007,4.8,12,2.52,7,2,1,1,0,1,0,0.0,0,0,0,0,0,0
Leander Dendoncker,BEL,MF,Oviedo,30-252,1995,14.3,16,1.12,14,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Nelson Deossa,COL,MF,Betis,25-320,2000,4.0,15,3.73,11,0,2,1,0,1,2,0.5,2,0,0,0,0,0
Bambo Diaby,SEN,DF,Elche,28-006,1997,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
