Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Jones El-Abdellaoui,ma MAR,"FW,MF",Celta Vigo,19-345,2006,2.2,1,7,2,28.6,3.18,0.91,0.14,0.50,17.8,0,0,0,1.6,1.6,0.23,-0.6,-0.6,Matches
2,Abdel Abqar,ma MAR,DF,Getafe,26-288,1999,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,13.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
3,David Affengruber,at AUT,DF,Elche,24-279,2001,15.3,0,4,1,25.0,0.26,0.07,0.00,0.00,12.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
4,Julen Agirrezabala,es ESP,GK,Valencia,24-362,2000,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5,Lucien Agoume,fr FRA,MF,Sevilla,23-317,2002,11.6,1,6,1,16.7,0.52,0.09,0.17,1.00,16.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
6,Marc Aguado,es ESP,MF,Elche,25-304,2000,12.0,0,1,0,0.0,0.08,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
7,Pablo Agudín,es ESP,"MF,FW",Oviedo,18-045,2007,0.8,0,2,0,0.0,2.57,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
8,Lucas Ahijado,es ESP,DF,Oviedo,30-327,1995,5.6,0,5,1,20.0,0.89,0.18,0.00,0.00,20.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
9,Joseph Aidoo,gh GHA,DF,Celta Vigo,30-085,1995,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
10,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,21-251,2004,2.1,0,6,2,33.3,2.87,0.96,0.00,0.00,19.1,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
11,Adams Akor,ng NGA,FW,Sevilla,25-328,2000,9.5,3,28,13,46.4,2.96,1.37,0.11,0.23,15.1,0,0,0,3.9,3.9,0.14,-0.9,-0.9,Matches
12,David Alaba,at AUT,DF,Real Madrid,33-182,1992,0.6,0,1,1,100.0,1.58,1.58,0.00,0.00,31.9,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
13,Alexandre Alemão,br BRA,FW,Rayo Vallecano,27-266,1998,6.2,1,13,6,46.2,2.10,0.97,0.08,0.17,14.1,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
14,Carles Aleñá,es ESP,"MF,FW",Alavés,27-352,1998,10.2,0,13,2,15.4,1.28,0.20,0.00,0.00,19.4,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
15,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,27-077,1998,4.4,0,3,0,0.0,0.69,0.00,0.00,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
16,Alfon,es ESP,"FW,DF",Sevilla,26-233,1999,3.5,1,11,7,63.6,3.17,2.02,0.09,0.14,19.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
17,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,24-241,2001,4.8,2,10,6,60.0,2.08,1.25,0.20,0.33,15.9,0,0,0,2.3,2.3,0.23,-0.3,-0.3,Matches
18,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,25-207,2000,7.1,0,5,1,20.0,0.70,0.14,0.00,0.00,21.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
19,Marcos Alonso,es ESP,DF,Celta Vigo,34-360,1990,12.9,0,9,1,11.1,0.70,0.08,0.00,0.00,18.2,2,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
20,Adrià Altimira,es ESP,DF,Villarreal,24-270,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21,Sergi Altimira,es ESP,MF,Betis,24-120,2001,6.0,1,2,1,50.0,0.33,0.17,0.50,1.00,18.5,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
22,Carlos Álvarez,es ESP,"MF,FW",Levante,22-139,2003,12.4,2,17,6,35.3,1.37,0.48,0.12,0.33,20.2,2,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
23,Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,22-174,2003,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,19.4,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
24,Julián Álvarez,ar ARG,FW,Atlético Madrid,25-326,2000,14.6,7,32,16,50.0,2.19,1.10,0.16,0.31,20.5,5,2,3,6.2,3.9,0.12,+0.8,+1.1,Matches
25,Sofyan Amrabat,ma MAR,MF,Betis,29-124,1996,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
26,Miguel Ángel Rubio,es ESP,DF,Espanyol,27-287,1998,1.5,1,1,1,100.0,0.65,0.65,1.00,1.00,4.5,0,0,0,0.7,0.7,0.65,+0.3,+0.3,Matches
27,Miguel Ángel Sierra,es ESP,"FW,MF",Sevilla,21-162,2004,0.3,0,1,0,0.0,3.46,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
28,Antoniu,es ESP,"FW,MF",Espanyol,23-109,2002,1.0,0,3,0,0.0,3.14,0.00,0.00,,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
29,Antony,br BRA,FW,Betis,25-302,2000,11.1,5,41,16,39.0,3.70,1.45,0.12,0.31,19.7,0,0,0,4.0,4.0,0.10,+1.0,+1.0,Matches
30,Mauro Arambarri,uy URU,MF,Getafe,30-084,1995,16.6,2,30,8,26.7,1.80,0.48,0.07,0.25,15.2,1,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
31,Jon Aramburu,ve VEN,DF,Real Sociedad,23-153,2002,14.0,0,13,4,30.8,0.93,0.29,0.00,0.00,17.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
32,Juan Arango,ve VEN,FW,Girona,19-205,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
33,Ronald Araújo,uy URU,DF,Barcelona,26-291,1999,7.2,2,6,4,66.7,0.83,0.55,0.33,0.50,19.4,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Matches
34,Jesús Areso,es ESP,DF,Athletic Club,26-174,1999,10.8,0,1,0,0.0,0.09,0.00,0.00,,19.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
35,Iñigo Arguibide,es ESP,DF,Osasuna,20-248,2005,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
36,Kervin Arriaga,hn HON,MF,Levante,27-352,1998,9.0,1,6,3,50.0,0.67,0.33,0.17,0.33,26.5,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
37,Takuma Asano,jp JPN,"FW,MF",Mallorca,31-043,1994,3.8,1,8,1,12.5,2.13,0.27,0.13,1.00,12.9,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
38,Raúl Asencio,es ESP,DF,Real Madrid,22-313,2003,8.5,0,8,1,12.5,0.94,0.12,0.00,0.00,16.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
39,Iago Aspas,es ESP,"FW,MF",Celta Vigo,38-144,1987,7.3,2,13,6,46.2,1.77,0.82,0.08,0.17,22.1,0,1,1,2.6,1.8,0.14,-0.6,-0.8,Matches
40,Yaser Asprilla,co COL,"FW,MF",Girona,22-034,2003,6.6,0,15,5,33.3,2.28,0.76,0.00,0.00,23.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
41,Lander Astiazaran,es ESP,MF,Real Sociedad,19-260,2006,0.0,0,1,0,0.0,90.00,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
42,Ezequiel Ávila,ar ARG,"FW,MF",Betis,31-320,1994,0.6,0,1,0,0.0,1.80,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
43,César Azpilicueta,es ESP,DF,Sevilla,36-117,1989,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
44,Alex Baena,es ESP,"MF,FW",Atlético Madrid,24-156,2001,6.1,2,10,5,50.0,1.63,0.82,0.20,0.40,19.1,0,0,0,1.2,1.2,0.12,+0.8,+0.8,Matches
45,Eric Bailly,ci CIV,DF,Oviedo,31-255,1994,4.0,0,2,0,0.0,0.50,0.00,0.00,,11.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
46,Cédric Bakambu,cd COD,FW,Betis,34-256,1991,0.8,1,4,2,50.0,5.07,2.54,0.25,0.50,12.8,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches
47,Alejandro Balde,es ESP,DF,Barcelona,22-066,2003,11.5,0,7,1,14.3,0.61,0.09,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
48,Iván Balliu,al ALB,DF,Rayo Vallecano,33-356,1992,2.2,0,2,0,0.0,0.89,0.00,0.00,,18.9,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
49,Roony Bardghji,se SWE,FW,Barcelona,20-038,2005,2.7,1,12,8,66.7,4.37,2.91,0.08,0.13,18.9,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
50,Kike Barja,es ESP,"FW,MF",Osasuna,28-266,1997,1.8,0,1,0,0.0,0.55,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
51,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,23-361,2001,10.9,3,20,7,35.0,1.84,0.64,0.15,0.43,19.3,1,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches
52,Pablo Barrios,es ESP,MF,Atlético Madrid,22-191,2003,14.5,1,17,5,29.4,1.18,0.35,0.06,0.20,22.9,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
