Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Keyliane Abdallah,FRA,FW,Marseille,18.0,2006.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunis Abdelhamid,MAR,DF,Saint-Étienne,36.0,1987.0,16,11,1033,11.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,4,22,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Himad Abdelli,ALG,"MF,FW",Angers,24.0,1999.0,32,32,2842,31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2
Mohamed Abdelmoneim,EGY,DF,Nice,25.0,1999.0,12,10,855,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,6,52,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Abdi,TUN,"DF,MF",Nice,30.0,1993.0,25,17,1393,15.5,5,2,7,5,0,0,2,0,4.3,4.3,1.9,6.2,35,42,101,0.32,0.13,0.45,0.32,0.45,0.28,0.12,0.4,0.28,0.4
Matthis Abline,FRA,FW,Nantes,21.0,2003.0,34,33,2768,30.8,9,2,11,8,1,1,3,0,8.5,7.7,3.8,11.5,75,48,169,0.29,0.07,0.36,0.26,0.33,0.28,0.12,0.4,0.25,0.37
Abner,BRA,DF,Lyon,24.0,2000.0,19,12,1090,12.1,1,1,2,1,0,0,1,0,0.6,0.6,1.1,1.7,31,66,55,0.08,0.08,0.17,0.08,0.17,0.05,0.09,0.14,0.05,0.14
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,24.0,2000.0,26,22,1901,21.1,7,2,9,6,1,2,4,0,10.2,8.6,1.6,10.2,34,22,164,0.33,0.09,0.43,0.28,0.38,0.48,0.07,0.56,0.41,0.48
Martin Adeline,FRA,MF,Reims,20.0,2003.0,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adryelson,BRA,DF,Lyon,26.0,1998.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agbadou,CIV,DF,Reims,27.0,1997.0,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Jeremy Agbonifo,SWE,"FW,MF",Lens,18.0,2005.0,8,1,300,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,13,6,36,0.3,0.0,0.3,0.3,0.3,0.21,0.06,0.26,0.21,0.26
Ruben Aguilar,FRA,"DF,MF",Lens,31.0,1993.0,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21
Naouirou Ahamada,FRA,"MF,FW",Rennes,22.0,2002.0,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Jean-Eudes Aholou,CIV,MF,Angers,30.0,1994.0,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,19.0,2005.0,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
