Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Keyliane Abdallah,fr FRA,FW,Marseille,18,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Saint-Étienne,36,1987,11.5,505,461,42,20,0,0,0,3,0,0,0,0,438,2,1,Matches
3,Himad Abdelli,dz ALG,"MF,FW",Angers,24,1999,31.6,1672,1555,107,41,23,13,44,15,10,5,2,0,1373,10,31,Matches
4,Mohamed Abdelmoneim,eg EGY,DF,Nice,25,1999,9.5,521,493,28,21,0,7,2,5,0,0,0,0,471,0,2,Matches
5,Ali Abdi,tn TUN,"DF,MF",Nice,30,1993,15.5,678,551,122,12,0,2,51,110,0,0,0,0,502,5,22,Matches
6,Matthis Abline,fr FRA,FW,Nantes,21,2003,30.8,538,510,26,1,3,4,30,1,0,0,0,0,351,2,27,Matches
7,Abner,br BRA,DF,Lyon,24,2000,12.1,675,576,97,9,1,5,31,82,6,6,0,0,568,2,19,Matches
8,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,24,2000,21.1,349,333,13,1,0,0,33,7,3,2,0,0,221,3,14,Matches
9,Martin Adeline,fr FRA,MF,Reims,20,2003,0.3,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
10,Adryelson,br BRA,DF,Lyon,26,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
11,Emmanuel Agbadou,ci CIV,DF,Reims,27,1997,14.0,922,842,77,37,3,22,1,4,0,0,0,0,810,3,4,Matches
12,Jeremy Agbonifo,se SWE,"FW,MF",Lens,18,2005,3.3,80,75,5,0,0,0,7,5,0,0,0,0,58,0,4,Matches
13,Ruben Aguilar,fr FRA,"DF,MF",Lens,31,1993,12.5,843,706,132,10,2,4,47,122,0,0,0,0,677,5,29,Matches
14,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,22,2002,0.6,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0,Matches
15,Jean-Eudes Aholou,ci CIV,MF,Angers,30,1994,21.8,764,753,9,9,2,2,2,0,0,0,0,0,644,2,9,Matches
16,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,19,2005,1.4,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
17,Ludovic Ajorque,fr FRA,FW,Brest,30,1994,27.7,671,660,8,0,2,12,7,1,0,0,0,0,462,3,16,Matches
18,Ümit Akdag,ro ROU,DF,Toulouse,20,2003,5.6,348,317,31,8,1,3,3,20,0,0,0,0,274,0,9,Matches
19,Sergio Akieme,es ESP,DF,Reims,26,1997,28.0,1147,952,190,25,0,1,94,152,11,9,0,0,929,5,19,Matches
20,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,22,2002,26.7,1216,1163,43,10,8,8,53,16,17,11,2,0,989,10,34,Matches
21,Adams Akor,ng NGA,FW,Montpellier,24,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7,Matches
22,Paul Akouokou,ci CIV,MF,Lyon,26,1997,0.2,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
23,Clément Akpa,ci CIV,DF,Auxerre,22,2001,27.6,1209,1105,101,56,0,40,25,40,2,1,1,0,998,3,20,Matches
24,Chuba Akpom,eng ENG,FW,Lille,28,1995,7.1,99,87,11,0,1,0,1,0,0,0,0,0,67,1,8,Matches
25,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,2004,18.0,481,456,23,3,9,2,51,0,9,4,4,0,338,2,23,Matches
26,Jim Allevinah,ga GAB,FW,Angers,29,1995,19.4,483,472,9,1,2,1,34,4,2,0,2,0,363,2,13,Matches
27,Thiago Almada,ar ARG,"MF,FW",Lyon,23,2001,10.6,748,668,71,28,5,8,47,6,35,20,7,0,635,9,6,Matches
28,Jordan Amavi,fr FRA,DF,Brest,30,1994,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13,Matches
29,Kelvin Amian,fr FRA,DF,Nantes,26,1998,24.1,921,719,200,14,4,1,37,184,0,0,0,0,738,2,24,Matches
30,Michael Amir Murillo,pa PAN,DF,Marseille,28,1996,27.1,1902,1691,207,44,1,0,37,162,0,0,0,0,1665,4,32,Matches
31,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,18,2006,3.6,123,116,7,1,1,0,6,3,3,1,0,0,106,0,3,Matches
32,Mathis Amougou,fr FRA,MF,Saint-Étienne,18,2006,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4,Matches
33,Benjamin André,fr FRA,MF,Lille,33,1990,29.9,1911,1845,57,53,1,20,16,4,0,0,0,0,1586,9,31,Matches
34,Kyllian Antonio,fr FRA,"DF,MF",Lens,16,2008,1.5,97,88,9,2,0,0,2,7,0,0,0,0,81,0,4,Matches
35,Dennis Appiah,fr FRA,DF,Saint-Étienne,32,1992,23.6,1179,957,218,16,3,2,52,202,0,0,0,0,903,4,43,Matches
36,Carlens Arcus,ht HAI,DF,Angers,28,1996,22.7,1020,843,173,20,2,3,55,152,1,0,0,0,810,4,20,Matches
37,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,21,2003,19.5,946,880,64,14,5,4,59,10,35,11,16,1,751,2,22,Matches
38,Marco Asensio,es ESP,"FW,MF",Paris S-G,28,1996,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7,Matches
39,Lorenz Assignon,tg TOG,"DF,MF",Rennes,24,2000,26.2,1301,1067,228,15,3,5,70,212,1,0,0,0,1015,6,38,Matches
40,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,19,2005,1.1,50,46,4,1,0,0,6,1,1,0,1,0,38,0,2,Matches
41,Valentin Atangana Edoa,fr FRA,MF,Reims,18,2005,31.7,1056,1037,13,11,2,0,17,1,0,0,0,0,908,6,14,Matches
42,Florian Ayé,fr FRA,FW,Auxerre,27,1997,6.4,129,120,8,0,0,1,2,0,0,0,0,0,95,1,5,Matches
43,André Ayew,gh GHA,FW,Le Havre,34,1989,16.1,238,196,42,1,0,0,7,3,0,0,0,0,181,0,10,Matches
44,Neil El Aynaoui,ma MAR,MF,Lens,23,2001,17.6,966,881,82,16,4,7,65,3,54,20,30,0,816,3,17,Matches
45,Shavy Babicka,ga GAB,"MF,FW",Toulouse,24,2000,13.2,292,279,11,1,1,3,39,9,0,0,0,0,196,2,12,Matches
46,Theo Bair,ca CAN,FW,Auxerre,24,1999,10.4,213,206,7,0,0,1,7,1,0,0,0,0,132,0,5,Matches
47,Mitchel Bakker,nl NED,"FW,DF",Lille,24,2000,12.7,641,580,60,8,2,1,68,30,22,8,11,0,499,1,14,Matches
48,Darryl Bakola,fr FRA,"DF,MF",Marseille,16,2007,0.2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
49,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,21,2002,27.7,1109,961,141,48,11,15,153,31,62,29,27,0,808,7,23,Matches
50,Leonardo Balerdi,ar ARG,DF,Marseille,25,1999,25.3,2516,2452,61,44,3,8,2,1,0,0,0,0,2360,3,12,Matches
51,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,27,1997,6.5,311,221,90,26,0,1,21,63,1,0,1,0,259,0,11,Matches
52,Folarin Balogun,us USA,FW,Monaco,23,2001,6.8,125,118,6,0,0,0,5,1,0,0,0,0,85,1,6,Matches
53,Abdoulaye Bamba,ci CIV,DF,Angers,34,1990,16.8,585,551,34,13,1,1,5,20,0,0,0,0,518,0,4,Matches
54,Mohamed Bamba,ci CIV,MF,Reims,19,2004,0.1,19,19,0,0,0,1,0,0,0,0,0,0,16,0,1,Matches
55,Valentín Barco,ar ARG,"MF,DF",Strasbourg,20,2004,12.9,777,708,68,17,2,4,31,48,2,1,0,0,644,1,16,Matches
56,Bradley Barcola,fr FRA,FW,Paris S-G,21,2002,24.2,917,894,19,5,6,2,25,12,2,0,0,0,749,4,22,Matches
57,Melvin Bard,fr FRA,"DF,MF",Nice,23,2000,21.5,1166,998,162,24,4,0,60,136,1,0,0,0,903,6,29,Matches
