Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Keyliane Abdallah,FRA,FW,Marseille,18.0,2006.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Yunis Abdelhamid,MAR,DF,Saint-Étienne,36.0,1987.0,11.5,0,2,1,50.0,0.17,0.09,0.0,0.0,10.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Himad Abdelli,ALG,"MF,FW",Angers,24.0,1999.0,31.6,6,35,8,22.9,1.11,0.25,0.09,0.38,22.6,0,3,4,6.4,3.2,0.09,-0.4,-0.2
Mohamed Abdelmoneim,EGY,DF,Nice,25.0,1999.0,9.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ali Abdi,TUN,"DF,MF",Nice,30.0,1993.0,15.5,5,29,11,37.9,1.87,0.71,0.17,0.45,16.9,1,0,0,4.3,4.3,0.17,0.7,0.7
Matthis Abline,FRA,FW,Nantes,21.0,2003.0,30.8,9,73,26,35.6,2.37,0.85,0.11,0.31,15.0,0,1,1,8.5,7.7,0.11,0.5,0.3
Abner,BRA,DF,Lyon,24.0,2000.0,12.1,1,7,3,42.9,0.58,0.25,0.14,0.33,17.7,0,0,0,0.6,0.6,0.08,0.4,0.4
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,24.0,2000.0,21.1,7,62,26,41.9,2.94,1.23,0.1,0.23,14.6,0,1,2,10.2,8.6,0.14,-3.2,-2.6
Martin Adeline,FRA,MF,Reims,20.0,2003.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adryelson,BRA,DF,Lyon,26.0,1998.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Emmanuel Agbadou,CIV,DF,Reims,27.0,1997.0,14.0,0,15,3,20.0,1.07,0.21,0.0,0.0,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5
Jeremy Agbonifo,SWE,"FW,MF",Lens,18.0,2005.0,3.3,1,6,4,66.7,1.8,1.2,0.17,0.25,14.1,0,0,0,0.7,0.7,0.11,0.3,0.3
Ruben Aguilar,FRA,"DF,MF",Lens,31.0,1993.0,12.5,1,11,3,27.3,0.88,0.24,0.09,0.33,16.0,0,0,0,0.8,0.8,0.07,0.2,0.2
Naouirou Ahamada,FRA,"MF,FW",Rennes,22.0,2002.0,0.6,0,1,0,0.0,1.55,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Jean-Eudes Aholou,CIV,MF,Angers,30.0,1994.0,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,18.2,0,0,0,1.8,1.8,0.07,0.2,0.2
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,19.0,2005.0,1.4,0,3,1,33.3,2.13,0.71,0.0,0.0,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ludovic Ajorque,FRA,FW,Brest,30.0,1994.0,27.7,13,53,25,47.2,1.91,0.9,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,2.6,3.4
Ümit Akdag,ROU,DF,Toulouse,20.0,2003.0,5.6,0,2,0,0.0,0.36,0.0,0.0,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Sergio Akieme,ESP,DF,Reims,26.0,1997.0,28.0,2,26,7,26.9,0.93,0.25,0.08,0.29,20.1,1,0,0,1.5,1.5,0.06,0.5,0.5
Maghnes Akliouche,FRA,"FW,MF",Monaco,22.0,2002.0,26.7,5,61,17,27.9,2.28,0.64,0.07,0.24,16.0,2,1,1,9.2,8.4,0.14,-4.2,-4.4
Adams Akor,NGA,FW,Montpellier,24.0,2000.0,11.9,3,26,12,46.2,2.18,1.0,0.12,0.25,13.3,0,0,0,4.3,4.3,0.16,-1.3,-1.3
Paul Akouokou,CIV,MF,Lyon,26.0,1997.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Clément Akpa,CIV,DF,Auxerre,22.0,2001.0,27.6,0,6,1,16.7,0.22,0.04,0.0,0.0,15.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Chuba Akpom,ENG,FW,Lille,28.0,1995.0,7.1,3,18,9,50.0,2.54,1.27,0.11,0.22,13.2,0,1,2,5.0,3.4,0.19,-2.0,-1.4
Mohamed Ali Cho,FRA,"FW,MF",Nice,20.0,2004.0,18.0,3,36,15,41.7,2.0,0.83,0.08,0.2,17.7,0,0,0,4.0,4.0,0.11,-1.0,-1.0
Jim Allevinah,GAB,FW,Angers,29.0,1995.0,19.4,1,35,10,28.6,1.8,0.51,0.03,0.1,14.5,0,0,0,4.2,4.2,0.12,-3.2,-3.2
Thiago Almada,ARG,"MF,FW",Lyon,23.0,2001.0,10.6,1,23,5,21.7,2.18,0.47,0.04,0.2,20.5,1,0,0,2.0,2.0,0.09,-1.0,-1.0
Jordan Amavi,FRA,DF,Brest,30.0,1994.0,8.8,0,8,3,37.5,0.91,0.34,0.0,0.0,25.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3
