Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Keyliane Abdallah,FRA,FW,Marseille,18.0,2006.0,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Yunis Abdelhamid,MAR,DF,Saint-Étienne,36.0,1987.0,11.5,17,11,15,2,0,10,16,62.5,6,26,18,8,14,31,57,1
Himad Abdelli,ALG,"MF,FW",Angers,24.0,1999.0,31.6,48,32,13,20,15,15,48,31.3,33,24,1,23,26,74,28,2
Mohamed Abdelmoneim,EGY,DF,Nice,25.0,1999.0,9.5,21,14,12,6,3,13,22,59.1,9,11,5,6,15,36,56,1
Ali Abdi,TUN,"DF,MF",Nice,30.0,1993.0,15.5,43,25,18,14,11,28,43,65.1,15,20,6,14,20,63,37,0
Matthis Abline,FRA,FW,Nantes,21.0,2003.0,30.8,11,5,2,4,5,3,9,33.3,6,15,1,14,4,15,36,1
Abner,BRA,DF,Lyon,24.0,2000.0,12.1,29,20,12,10,7,21,32,65.6,11,15,2,13,5,34,41,0
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,24.0,2000.0,21.1,22,13,7,8,7,4,23,17.4,19,16,1,15,6,28,9,0
Martin Adeline,FRA,MF,Reims,20.0,2003.0,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
Adryelson,BRA,DF,Lyon,26.0,1998.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Emmanuel Agbadou,CIV,DF,Reims,27.0,1997.0,14.0,25,17,19,3,3,19,26,73.1,7,22,13,9,19,44,64,1
Jeremy Agbonifo,SWE,"FW,MF",Lens,18.0,2005.0,3.3,7,6,6,0,1,3,7,42.9,4,2,1,1,1,8,0,1
Ruben Aguilar,FRA,"DF,MF",Lens,31.0,1993.0,12.5,34,18,17,12,5,24,39,61.5,15,25,3,22,13,47,23,0
Naouirou Ahamada,FRA,"MF,FW",Rennes,22.0,2002.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
Jean-Eudes Aholou,CIV,MF,Angers,30.0,1994.0,21.8,56,36,26,20,10,22,48,45.8,26,34,14,20,33,89,32,0
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,19.0,2005.0,1.4,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
Ludovic Ajorque,FRA,FW,Brest,30.0,1994.0,27.7,26,19,3,12,11,10,32,31.3,22,20,5,15,6,32,26,0
Ümit Akdag,ROU,DF,Toulouse,20.0,2003.0,5.6,8,4,3,4,1,5,12,41.7,7,10,8,2,11,19,19,0
Sergio Akieme,ESP,DF,Reims,26.0,1997.0,28.0,34,23,30,3,1,22,36,61.1,14,26,9,17,17,51,97,4
Maghnes Akliouche,FRA,"FW,MF",Monaco,22.0,2002.0,26.7,51,31,12,24,15,19,41,46.3,22,21,0,21,15,66,13,0
Adams Akor,NGA,FW,Montpellier,24.0,2000.0,11.9,4,3,1,2,1,3,4,75.0,1,2,1,1,1,5,5,1
Paul Akouokou,CIV,MF,Lyon,26.0,1997.0,0.2,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,1
Clément Akpa,CIV,DF,Auxerre,22.0,2001.0,27.6,55,34,36,12,7,31,46,67.4,15,38,14,24,42,97,141,2
Chuba Akpom,ENG,FW,Lille,28.0,1995.0,7.1,8,5,0,4,4,2,6,33.3,4,9,0,9,0,8,3,0
Mohamed Ali Cho,FRA,"FW,MF",Nice,20.0,2004.0,18.0,13,9,4,5,4,4,12,33.3,8,17,1,16,5,18,8,0
Jim Allevinah,GAB,FW,Angers,29.0,1995.0,19.4,19,11,6,9,4,5,28,17.9,23,10,0,10,12,31,17,0
Thiago Almada,ARG,"MF,FW",Lyon,23.0,2001.0,10.6,14,8,7,5,2,7,21,33.3,14,2,0,2,7,21,6,3
Jordan Amavi,FRA,DF,Brest,30.0,1994.0,8.8,24,17,10,11,3,15,21,71.4,6,10,2,8,7,31,18,0
Kelvin Amian,FRA,DF,Nantes,26.0,1998.0,24.1,55,31,40,14,1,29,35,82.9,6,18,11,7,13,68,85,0
Michael Amir Murillo,PAN,DF,Marseille,28.0,1996.0,27.1,49,31,30,13,6,32,46,69.6,14,21,8,13,18,67,70,4
Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,18.0,2006.0,3.6,5,3,3,2,0,2,9,22.2,7,3,0,3,3,8,2,0
Mathis Amougou,FRA,MF,Saint-Étienne,18.0,2006.0,9.5,21,15,15,5,1,10,19,52.6,9,10,0,10,12,33,4,0
Benjamin André,FRA,MF,Lille,33.0,1990.0,29.9,103,57,31,60,12,54,96,56.3,42,42,6,36,48,151,56,0
Kyllian Antonio,FRA,"DF,MF",Lens,16.0,2008.0,1.5,3,2,2,0,1,1,3,33.3,2,3,0,3,3,6,3,1
Dennis Appiah,FRA,DF,Saint-Étienne,32.0,1992.0,23.6,71,43,42,22,7,41,71,57.7,30,36,8,28,29,100,89,2
Carlens Arcus,HAI,DF,Angers,28.0,1996.0,22.7,52,35,32,15,5,34,56,60.7,22,24,4,20,27,79,83,3
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,21.0,2003.0,19.5,36,16,9,17,10,16,33,48.5,17,10,2,8,8,44,6,0
Marco Asensio,ESP,"FW,MF",Paris S-G,28.0,1996.0,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0
Lorenz Assignon,TOG,"DF,MF",Rennes,24.0,2000.0,26.2,49,27,25,22,2,19,43,44.2,24,20,3,17,25,74,74,0
Dehmaine Assoumani,FRA,"MF,FW",Nantes,19.0,2005.0,1.1,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0
Valentin Atangana Edoa,FRA,MF,Reims,18.0,2005.0,31.7,69,50,32,30,7,28,38,73.7,10,31,15,16,37,106,64,0
Florian Ayé,FRA,FW,Auxerre,27.0,1997.0,6.4,2,2,0,0,2,0,2,0.0,2,7,0,7,7,9,6,0
André Ayew,GHA,FW,Le Havre,34.0,1989.0,16.1,18,10,3,7,8,7,13,53.8,6,9,2,7,3,21,21,1
Neil El Aynaoui,MAR,MF,Lens,23.0,2001.0,17.6,39,21,18,15,6,12,34,35.3,22,34,8,26,30,69,29,0
Shavy Babicka,GAB,"MF,FW",Toulouse,24.0,2000.0,13.2,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3
Theo Bair,CAN,FW,Auxerre,24.0,1999.0,10.4,4,3,1,2,1,0,2,0.0,2,6,2,4,3,7,10,0
Mitchel Bakker,NED,"FW,DF",Lille,24.0,2000.0,12.7,23,13,6,11,6,10,19,52.6,9,10,1,9,12,35,15,0
Darryl Bakola,FRA,"DF,MF",Marseille,16.0,2007.0,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Dilane Bakwa,FRA,"MF,DF",Strasbourg,21.0,2002.0,27.7,26,14,11,8,7,12,24,50.0,12,21,1,20,15,41,27,0
Leonardo Balerdi,ARG,DF,Marseille,25.0,1999.0,25.3,54,39,32,17,5,27,47,57.4,20,25,14,11,38,92,72,4
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,27.0,1997.0,6.5,8,7,3,4,1,5,9,55.6,4,8,3,5,4,12,27,0
Folarin Balogun,USA,FW,Monaco,23.0,2001.0,6.8,1,1,0,0,1,0,4,0.0,4,0,0,0,1,2,0,0
Abdoulaye Bamba,CIV,DF,Angers,34.0,1990.0,16.8,22,12,17,4,1,14,19,73.7,5,14,8,6,19,41,79,0
Mohamed Bamba,CIV,MF,Reims,19.0,2004.0,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0
Valentín Barco,ARG,"MF,DF",Strasbourg,20.0,2004.0,12.9,36,22,24,10,2,22,30,73.3,8,8,3,5,13,49,28,1
