Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,21.0,2003.0,19.5,70,3.59,49,12,1,4,3,1,7,0.36,5,1,0,1,0,0
Marco Asensio,ESP,"FW,MF",Paris S-G,28.0,1996.0,6.9,37,5.39,27,2,2,6,0,0,7,1.02,7,0,0,0,0,0
Lorenz Assignon,TOG,"DF,MF",Rennes,24.0,2000.0,26.2,67,2.56,52,7,3,3,1,1,10,0.38,7,0,0,2,1,0
Dehmaine Assoumani,FRA,"MF,FW",Nantes,19.0,2005.0,1.1,7,6.36,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Valentin Atangana Edoa,FRA,MF,Reims,18.0,2005.0,31.7,49,1.55,33,0,3,5,4,4,1,0.03,1,0,0,0,0,0
Florian Ayé,FRA,FW,Auxerre,27.0,1997.0,6.4,5,0.78,4,0,0,1,0,0,2,0.31,1,0,0,1,0,0
André Ayew,GHA,FW,Le Havre,34.0,1989.0,16.1,20,1.24,15,0,1,2,2,0,1,0.06,1,0,0,0,0,0
Neil El Aynaoui,MAR,MF,Lens,23.0,2001.0,17.6,42,2.38,22,17,0,1,1,1,2,0.11,0,2,0,0,0,0
Shavy Babicka,GAB,"MF,FW",Toulouse,24.0,2000.0,13.2,29,2.2,20,1,3,0,3,2,5,0.38,3,0,1,0,1,0
Theo Bair,CAN,FW,Auxerre,24.0,1999.0,10.4,17,1.63,14,0,1,2,0,0,2,0.19,1,0,0,1,0,0
Mitchel Bakker,NED,"FW,DF",Lille,24.0,2000.0,12.7,40,3.13,28,8,2,1,1,0,4,0.31,2,1,0,0,1,0
Darryl Bakola,FRA,"DF,MF",Marseille,16.0,2007.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dilane Bakwa,FRA,"MF,DF",Strasbourg,21.0,2002.0,27.7,110,3.97,67,21,10,3,7,2,16,0.58,13,1,1,0,1,0
Leonardo Balerdi,ARG,DF,Marseille,25.0,1999.0,25.3,27,1.07,22,0,3,2,0,0,3,0.12,3,0,0,0,0,0
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,27.0,1997.0,6.5,4,0.61,4,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Folarin Balogun,USA,FW,Monaco,23.0,2001.0,6.8,19,2.78,13,0,1,4,1,0,2,0.29,0,0,1,1,0,0
Abdoulaye Bamba,CIV,DF,Angers,34.0,1990.0,16.8,10,0.6,8,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Mohamed Bamba,CIV,MF,Reims,19.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valentín Barco,ARG,"MF,DF",Strasbourg,20.0,2004.0,12.9,20,1.56,17,0,1,1,1,0,6,0.47,6,0,0,0,0,0
Bradley Barcola,FRA,FW,Paris S-G,21.0,2002.0,24.2,101,4.17,87,1,5,4,2,2,20,0.83,17,0,1,2,0,0
Melvin Bard,FRA,"DF,MF",Nice,23.0,2000.0,21.5,49,2.28,40,2,4,2,1,0,4,0.19,4,0,0,0,0,0
Gabriel Bares,SUI,"MF,DF",Montpellier,23.0,2000.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Téo Barisic,CRO,DF,Lyon,19.0,2004.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dylan Batubinsika,COD,DF,Saint-Étienne,28.0,1996.0,22.4,9,0.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Haris Belkebla,ALG,MF,Angers,30.0,1994.0,19.9,14,0.7,14,0,0,0,0,0,4,0.2,4,0,0,0,0,0
Yassin Belkhdim,FRA,MF,Angers,22.0,2002.0,16.9,12,0.71,10,0,0,2,0,0,1,0.06,1,0,0,0,0,0
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,19.0,2005.0,19.4,77,3.96,57,7,1,8,4,0,7,0.36,4,1,0,1,1,0
Ismaël Bennacer,ALG,MF,Marseille,26.0,1997.0,7.2,25,3.48,17,4,2,1,0,1,4,0.56,2,1,0,0,0,1
Saïd Benrahma,ALG,"FW,MF",Lyon,28.0,1995.0,8.2,27,3.31,17,7,3,0,0,0,6,0.74,5,0,1,0,0,0
Nabil Bentaleb,ALG,MF,Lille,29.0,1994.0,3.7,4,1.09,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Beraldo,BRA,DF,Paris S-G,20.0,2003.0,22.3,22,0.98,22,0,0,0,0,0,3,0.13,3,0,0,0,0,0
Maxime Bernauer,FRA,DF,Saint-Étienne,26.0,1998.0,8.5,8,1.0,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Dimitry Bertaud,COD,GK,Montpellier,26.0,1998.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mika Biereth,DEN,FW,Monaco,21.0,2003.0,13.6,38,2.78,32,0,0,3,2,1,4,0.29,3,0,0,0,1,0
Emmanuel Biumla,FRA,DF,Angers,19.0,2005.0,14.8,4,0.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Bizot,NED,GK,Brest,33.0,1991.0,32.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ludovic Blas,FRA,"MF,FW",Rennes,26.0,1997.0,25.5,107,4.2,60,24,6,7,4,6,16,0.63,7,4,1,1,2,1
Augustine Boakye,GHA,"FW,MF",Saint-Étienne,23.0,2000.0,8.1,35,4.3,24,1,5,3,2,0,1,0.12,0,0,0,1,0,0
Mathéo Bodmer,FRA,MF,Le Havre,20.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jeremie Boga,CIV,"MF,FW",Nice,27.0,1997.0,11.7,51,4.36,32,5,4,6,4,0,3,0.26,2,0,0,1,0,0
Moïse Bombito,CAN,DF,Nice,24.0,2000.0,24.4,18,0.74,17,0,0,0,0,1,4,0.16,4,0,0,0,0,0
Saïmon Bouabré,FRA,"MF,FW",Monaco,18.0,2006.0,1.1,1,0.93,1,0,0,0,0,0,1,0.93,1,0,0,0,0,0
Ayyoub Bouaddi,FRA,MF,Lille,16.0,2007.0,12.8,14,1.1,12,0,1,0,1,0,2,0.16,1,0,1,0,0,0
Badredine Bouanani,ALG,"MF,FW",Nice,19.0,2004.0,12.2,47,3.85,34,3,3,3,2,2,9,0.74,5,1,1,1,1,0
Benjamin Bouchouari,MAR,MF,Saint-Étienne,22.0,2001.0,19.7,52,2.71,44,0,2,3,2,1,3,0.16,3,0,0,0,0,0
Hicham Boudaoui,ALG,MF,Nice,24.0,1999.0,27.1,65,2.4,53,1,1,5,3,2,7,0.26,6,0,0,0,1,0
Justin Bourgault,FRA,DF,Brest,18.0,2005.0,1.4,2,1.49,2,0,0,0,0,0,1,0.74,1,0,0,0,0,0
Benjamin Bourigeaud,FRA,MF,Rennes,30.0,1994.0,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bilal Brahimi,ALG,MF,Nice,24.0,2000.0,0.8,1,1.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lilian Brassier,FRA,DF,Marseille,24.0,1999.0,8.7,3,0.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lilian Brassier,FRA,DF,Rennes,24.0,1999.0,13.7,22,1.6,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0
Anthony Briançon,FRA,DF,Saint-Étienne,29.0,1994.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurélio Buta,POR,DF,Reims,27.0,1997.0,21.9,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0
Marcin Bułka,POL,GK,Nice,24.0,1999.0,34.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Rémy Cabella,FRA,"FW,MF",Lille,34.0,1990.0,11.2,60,5.33,36,11,2,6,4,1,6,0.53,2,1,0,1,2,0
Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,27.0,1997.0,8.1,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0
Duje Ćaleta-Car,CRO,DF,Lyon,27.0,1996.0,17.6,5,0.28,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Issiaga Camara,GUI,MF,Nice,19.0,2005.0,0.2,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lamine Camara,SEN,MF,Monaco,20.0,2004.0,22.8,82,3.59,43,30,0,4,2,3,13,0.57,7,5,0,1,0,0
Mahdi Camara,FRA,"MF,FW",Brest,26.0,1998.0,29.5,71,2.4,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0
Ousmane Camara,MLI,DF,Angers,21.0,2003.0,2.8,5,1.79,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Axel Camblan,FRA,"MF,FW",Brest,20.0,2003.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaydee Canvot,FRA,"DF,MF",Toulouse,18.0,2006.0,12.3,14,1.14,13,0,0,0,1,0,2,0.16,2,0,0,0,0,0
Pierrick Capelle,FRA,MF,Angers,37.0,1987.0,5.4,15,2.8,10,0,0,2,0,3,1,0.19,1,0,0,0,0,0
Gabin Capuano,FRA,FW,Lens,18.0,2006.0,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Maxence Caqueret,FRA,MF,Lyon,24.0,2000.0,6.4,14,2.2,12,0,1,1,0,0,1,0.16,1,0,0,0,0,0
Simon Cara,FRA,"MF,FW",Montpellier,19.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valentin Carboni,ARG,"MF,FW",Marseille,19.0,2005.0,1.1,5,4.37,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Irvin Cardona,MLT,FW,Saint-Étienne,26.0,1997.0,11.8,25,2.31,20,0,1,4,0,0,3,0.28,2,0,0,1,0,0
Patrik Carlgren,SWE,GK,Nantes,32.0,1992.0,4.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Josué Casimir,HAI,"FW,MF",Le Havre,22.0,2001.0,22.2,60,2.7,36,2,6,5,9,2,8,0.36,3,0,1,1,3,0
Cristian Cásseres Jr.,VEN,MF,Toulouse,24.0,2000.0,30.0,77,2.57,41,20,4,1,5,6,5,0.17,2,2,0,0,0,1
Jean-Charles Castelletto,CMR,"DF,MF",Nantes,29.0,1995.0,29.1,20,0.69,17,0,0,2,1,0,2,0.07,1,0,0,1,0,0
Enzo Caumont,FRA,MF,Angers,20.0,2004.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabien Centonze,FRA,DF,Nantes,28.0,1996.0,2.9,8,2.72,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Brendan Chardonnet,FRA,DF,Brest,29.0,1994.0,26.8,24,0.89,21,0,0,2,1,0,4,0.15,3,0,0,1,0,0
Jhoanner Chávez,ECU,"DF,MF",Lens,22.0,2002.0,6.6,15,2.27,8,5,0,2,0,0,0,0.0,0,0,0,0,0,0
Théo Chennahi,FRA,DF,Montpellier,19.0,2005.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sidiki Cherif,FRA,FW,Angers,17.0,2006.0,3.6,4,1.11,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Rayan Cherki,FRA,"FW,MF",Lyon,20.0,2003.0,22.7,146,6.44,101,21,11,9,4,0,20,0.88,15,2,1,2,0,0
Lucas Chevalier,FRA,GK,Lille,22.0,2001.0,34.0,6,0.18,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Pedro Chirivella,ESP,MF,Nantes,27.0,1997.0,26.1,55,2.11,54,1,0,0,0,0,6,0.23,6,0,0,0,0,0
Joris Chotard,FRA,MF,Montpellier,22.0,2001.0,21.0,24,1.2,21,0,0,1,0,2,0,0.0,0,0,0,0,0,0
Djaoui Cissé,FRA,MF,Rennes,20.0,2004.0,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0
Yoann Cissé,FRA,MF,Auxerre,19.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jonathan Clauss,FRA,"DF,MF",Nice,31.0,1992.0,25.6,99,3.87,58,35,0,3,2,1,15,0.59,9,4,0,1,1,0
Marcus Coco,FRA,DF,Nantes,28.0,1996.0,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0
Alois Confais,FRA,MF,Le Havre,27.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Francis Coquelin,FRA,MF,Nantes,33.0,1991.0,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0
Derek Cornelius,CAN,DF,Marseille,26.0,1997.0,15.8,9,0.57,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pierre Cornud,FRA,DF,Saint-Étienne,27.0,1996.0,6.4,5,0.78,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David Costa,POR,"MF,FW",Lens,23.0,2001.0,3.9,8,2.05,5,1,0,1,1,0,1,0.26,0,0,0,0,1,0
Logan Costa,CPV,DF,Toulouse,23.0,2001.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Grégoire Coudert,FRA,GK,Brest,25.0,1999.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lasso Coulibaly,CIV,"FW,MF",Auxerre,21.0,2002.0,0.5,1,2.05,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mamadou Coulibaly,FRA,MF,Monaco,20.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Soumaïla Coulibaly,FRA,DF,Brest,20.0,2003.0,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,23.0,2001.0,16.5,45,2.9,26,1,3,6,7,2,3,0.19,1,0,1,1,0,0
Marius Courcoul,FRA,"MF,DF",Angers,17.0,2007.0,3.4,3,0.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Nicolas Cozza,FRA,"DF,MF",Nantes,25.0,1999.0,22.8,20,0.88,16,0,0,3,1,0,2,0.09,1,0,0,0,1,0
Charlie Cresswell,ENG,DF,Toulouse,21.0,2002.0,28.8,24,0.83,18,0,0,5,1,0,3,0.1,2,0,0,1,0,0
Kévin Danois,FRA,MF,Auxerre,20.0,2004.0,16.2,54,3.33,45,0,5,2,1,1,6,0.37,5,0,0,1,0,0
Kevin Danso,AUT,DF,Lens,25.0,1998.0,12.0,12,1.0,12,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Dante,BRA,DF,Nice,40.0,1983.0,21.8,21,0.96,19,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,,,0.9,1,1.15,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Mohamed Daramy,DEN,FW,Reims,22.0,2002.0,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0
Jonathan David,CAN,FW,Lille,24.0,2000.0,28.4,74,2.61,59,0,4,6,5,0,8,0.28,5,0,1,1,1,0
Zuriko Davitashvili,GEO,"FW,MF",Saint-Étienne,23.0,2001.0,30.9,115,3.85,55,23,16,13,8,0,15,0.5,8,1,4,0,2,0
Théo De Percin,MTQ,GK,Auxerre,23.0,2001.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thibault De Smet,BEL,DF,Reims,26.0,1998.0,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Amar Dedić,BIH,DF,Marseille,21.0,2002.0,3.5,14,4.01,11,0,2,1,0,0,1,0.29,1,0,0,0,0,0
Romain Del Castillo,FRA,FW,Brest,28.0,1996.0,14.0,67,4.79,33,24,2,3,4,1,9,0.64,7,1,0,0,1,0
Thomas Delaine,FRA,DF,Strasbourg,32.0,1992.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andy Delort,ALG,FW,Montpellier,32.0,1991.0,6.7,12,2.09,9,0,1,1,1,0,1,0.17,1,0,0,0,0,0
Ousmane Dembélé,FRA,FW,Paris S-G,27.0,1997.0,19.2,110,5.72,75,16,9,6,3,1,15,0.78,11,0,1,2,1,0
Rémy Descamps,FRA,GK,Lyon,28.0,1996.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arthur Desmas,FRA,GK,Le Havre,30.0,1994.0,18.0,3,0.17,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mamadou Diakhon,FRA,"FW,MF",Reims,18.0,2005.0,9.5,37,3.88,20,1,4,5,6,1,2,0.21,1,0,0,1,0,0
Bafodé Diakité,FRA,DF,Lille,23.0,2001.0,30.7,19,0.62,17,0,0,1,1,0,3,0.1,2,0,0,0,1,0
Oumar Diakité,CIV,FW,Reims,20.0,2003.0,18.1,39,2.16,29,0,2,5,3,0,4,0.22,4,0,0,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,20.0,2004.0,26.1,57,2.18,47,1,0,3,6,0,8,0.31,6,0,0,0,2,0
Krépin Diatta,SEN,"DF,FW",Monaco,25.0,1999.0,5.6,10,1.77,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kandet Diawara,GUI,FW,Le Havre,24.0,2000.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Le Havre,19.0,2005.0,6.5,14,2.16,13,0,0,1,0,0,1,0.15,1,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,19.0,2005.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bamba Dieng,SEN,FW,Angers,24.0,2000.0,5.9,6,1.02,4,0,1,0,1,0,1,0.17,0,0,0,0,1,0
Kembo Diliwidi,FRA,DF,Lens,18.0,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sinaly Diomande,CIV,DF,Auxerre,23.0,2001.0,21.6,21,0.97,19,0,0,2,0,0,5,0.23,3,0,0,2,0,0
Lois Diony,FRA,FW,Angers,31.0,1992.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sérigné Diop,SEN,FW,Brest,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sofiane Diop,MAR,"MF,FW",Nice,24.0,2000.0,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0
Andy Diouf,FRA,MF,Lens,21.0,2003.0,24.7,85,3.44,63,1,11,7,2,1,3,0.12,3,0,0,0,0,0
Yehvann Diouf,SEN,GK,Reims,24.0,1999.0,34.0,7,0.21,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Assane Dioussé,SEN,MF,Auxerre,26.0,1997.0,7.4,13,1.76,11,0,0,1,0,1,1,0.14,1,0,0,0,0,0
Álex Domínguez,ESP,GK,Toulouse,26.0,1998.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,25.0,1999.0,23.2,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Sékou Doucoure,FRA,DF,Nantes,19.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Désiré Doué,FRA,"FW,MF",Paris S-G,19.0,2005.0,19.2,109,5.66,84,1,14,4,5,1,24,1.25,15,0,4,1,3,1
Guela Doué,CIV,DF,Strasbourg,21.0,2002.0,30.2,44,1.46,31,2,4,4,1,2,5,0.17,5,0,0,0,0,0
Douglas,BRA,MF,Nantes,27.0,1997.0,25.6,34,1.33,26,2,1,3,1,1,3,0.12,2,0,0,1,0,0
Ismaël Doukouré,FRA,"DF,MF",Strasbourg,21.0,2003.0,29.3,22,0.75,19,0,0,0,1,2,4,0.14,4,0,0,0,0,0
Kamory Doumbia,MLI,"MF,FW",Brest,21.0,2003.0,14.7,58,3.95,36,11,2,1,4,4,7,0.48,2,1,1,1,0,2
Amidou Doumbouya,FRA,DF,Nice,16.0,2007.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean-Kevin Duverne,HAI,DF,Nantes,27.0,1997.0,6.0,5,0.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Stefan Džodić,SRB,"DF,MF",Montpellier,19.0,2005.0,2.7,2,0.74,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aron Dønnum,NOR,"DF,MF",Toulouse,26.0,1998.0,29.9,92,3.08,60,19,3,6,3,1,11,0.37,8,2,0,1,0,0
Noah Edjouma,FRA,"MF,FW",Toulouse,18.0,2005.0,1.9,5,2.62,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Jacques Ekomie,GAB,"DF,FW",Angers,20.0,2003.0,7.7,4,0.52,3,0,0,0,0,1,1,0.13,1,0,0,0,0,0
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,22.0,2002.0,28.6,40,1.45,37,1,0,1,1,0,4,0.14,4,0,0,0,0,0
Meschak Elia,COD,FW,Nantes,26.0,1997.0,1.9,6,3.18,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Breel Embolo,SUI,"FW,MF",Monaco,27.0,1997.0,20.5,54,2.64,42,0,2,4,4,2,10,0.49,6,0,1,2,1,0
Emanuel Emegha,NED,FW,Strasbourg,21.0,2003.0,25.5,32,1.26,25,0,3,1,3,0,4,0.16,3,0,1,0,0,0
Romain Faivre,FRA,"MF,FW",Brest,26.0,1998.0,10.0,33,3.3,19,5,3,1,4,1,4,0.4,3,0,0,1,0,0
