Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Uriel van Aalst,,FW,Willem II,,,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Patrick van Aanholt,nl NED,DF,Sparta R'dam,33,1990,18.4,0,19,1,5.3,1.03,0.05,0.00,0.00,23.3,1,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
3,Paxten Aaronson,us USA,"MF,FW",Utrecht,20,2003,29.9,8,59,14,23.7,1.97,0.47,0.14,0.57,18.6,0,0,0,5.3,5.3,0.09,+2.7,+2.7,Matches
4,Jayden Addai,nl NED,"FW,DF",AZ Alkmaar,18,2005,3.6,1,13,5,38.5,3.61,1.39,0.08,0.20,16.0,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
5,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,1,18,5,27.8,2.08,0.58,0.06,0.20,17.2,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
6,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,0,5,1,20.0,0.37,0.07,0.00,0.00,21.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
7,Shawn Adewoye,be BEL,DF,Fortuna Sittard,24,2000,19.4,1,11,3,27.3,0.57,0.15,0.09,0.33,9.9,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches
8,Olivier Aertssen,nl NED,DF,Zwolle,19,2004,12.4,1,6,2,33.3,0.48,0.16,0.17,0.50,17.0,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
9,Amar Ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,1,14,5,35.7,1.79,0.64,0.07,0.20,18.7,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
10,Isaiah Ahmed,cw CUW,MF,Heerenveen,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
11,Makan Aiko,fr FRA,FW,Fortuna Sittard,23,2001,13.1,1,24,6,25.0,1.83,0.46,0.04,0.17,13.6,0,0,0,4.0,4.0,0.17,-3.0,-3.0,Matches
12,Chuba Akpom,eng ENG,FW,Ajax,28,1995,9.2,3,21,8,38.1,2.27,0.87,0.14,0.38,11.9,0,0,0,3.1,3.1,0.15,-0.1,-0.1,Matches
13,Hamdi Akujobi,nl NED,DF,Almere City,24,2000,26.0,1,15,5,33.3,0.58,0.19,0.07,0.20,21.3,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
14,Gerald Alders,nl NED,DF,Twente,19,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
15,Hussein Ali,iq IRQ,DF,Heerenveen,22,2002,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
16,Jaydon Amauri Banel,nl NED,FW,Ajax,19,2004,0.7,0,4,0,0.0,5.63,0.00,0.00,,20.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
17,Jamal Amofa,nl NED,DF,Go Ahead Eag,25,1998,1.8,0,1,0,0.0,0.57,0.00,0.00,,4.2,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches
18,Silas Andersen,dk DEN,MF,Utrecht,20,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
19,Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
20,Oliver Antman,fi FIN,"FW,MF",Go Ahead Eag,22,2001,26.8,6,54,16,29.6,2.02,0.60,0.11,0.38,15.4,0,0,0,7.1,7.1,0.14,-1.1,-1.1,Matches
21,Anouar El Azzouzi,nl NED,"MF,DF",Zwolle,23,2001,32.0,1,36,5,13.9,1.13,0.16,0.03,0.20,18.2,0,0,0,3.3,3.3,0.09,-2.3,-2.3,Matches
22,Julian Baas,nl NED,MF,Sparta R'dam,22,2002,9.4,0,4,2,50.0,0.42,0.21,0.00,0.00,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
23,Youri Baas,nl NED,DF,Ajax,21,2003,22.7,1,2,1,50.0,0.09,0.04,0.50,1.00,12.8,0,0,0,0.7,0.7,0.33,+0.3,+0.3,Matches
24,Isaac Babadi,nl NED,MF,PSV Eindhoven,19,2005,1.9,1,4,3,75.0,2.06,1.54,0.25,0.33,14.1,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
25,Leandro Bacuna,cw CUW,"DF,MF",Groningen,32,1991,25.9,4,32,10,31.3,1.24,0.39,0.03,0.10,24.4,8,3,4,4.8,1.7,0.05,-0.8,-0.7,Matches
26,Thibo Baeten,be BEL,"MF,FW",Go Ahead Eag,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
27,Esmir Bajraktarevic,ba BIH,"FW,DF",PSV Eindhoven,19,2005,0.3,0,2,0,0.0,7.50,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,29,1994,23.8,1,12,3,25.0,0.50,0.13,0.08,0.33,23.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,21,2003,17.5,9,60,27,45.0,3.42,1.54,0.15,0.33,18.3,0,0,0,6.0,6.0,0.10,+3.0,+3.0,Matches
30,Nordin Bakker,nl NED,GK,Almere City,26,1997,33.9,0,1,0,0.0,0.03,0.00,0.00,,12.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
31,Max Balard,au AUS,MF,NAC Breda,23,2000,32.6,1,6,2,33.3,0.18,0.06,0.17,0.50,24.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
