Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Uriel van Aalst,,FW,Willem II,,,0.3,3,9.64,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2,Patrick van Aanholt,nl NED,DF,Sparta R'dam,33,1990,18.4,45,2.45,39,1,1,3,0,1,3,0.16,3,0,0,0,0,0,Matches
3,Paxten Aaronson,us USA,"MF,FW",Utrecht,20,2003,29.9,84,2.81,57,4,3,11,4,5,8,0.27,6,0,0,2,0,0,Matches
4,Jayden Addai,nl NED,"FW,DF",AZ Alkmaar,18,2005,3.6,23,6.39,9,0,7,2,5,0,1,0.28,0,0,0,0,1,0,Matches
5,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,23,2.66,17,1,1,2,2,0,1,0.12,1,0,0,0,0,0,Matches
6,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,33,2.43,18,13,0,1,1,0,3,0.22,2,1,0,0,0,0,Matches
7,Shawn Adewoye,be BEL,DF,Fortuna Sittard,24,2000,19.4,16,0.82,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
8,Olivier Aertssen,nl NED,DF,Zwolle,19,2004,12.4,17,1.37,11,1,4,0,0,1,4,0.32,2,0,1,0,0,1,Matches
9,Amar Ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,27,3.46,15,8,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches
10,Isaiah Ahmed,cw CUW,MF,Heerenveen,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Makan Aiko,fr FRA,FW,Fortuna Sittard,23,2001,13.1,22,1.68,13,0,0,2,7,0,2,0.15,0,0,0,1,1,0,Matches
12,Chuba Akpom,eng ENG,FW,Ajax,28,1995,9.2,22,2.38,12,0,3,4,3,0,2,0.22,2,0,0,0,0,0,Matches
13,Hamdi Akujobi,nl NED,DF,Almere City,24,2000,26.0,42,1.61,35,3,1,1,2,0,4,0.15,4,0,0,0,0,0,Matches
14,Gerald Alders,nl NED,DF,Twente,19,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
15,Hussein Ali,iq IRQ,DF,Heerenveen,22,2002,2.4,1,0.42,1,0,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
16,Jaydon Amauri Banel,nl NED,FW,Ajax,19,2004,0.7,5,7.03,1,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
17,Jamal Amofa,nl NED,DF,Go Ahead Eag,25,1998,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,Silas Andersen,dk DEN,MF,Utrecht,20,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
19,Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Oliver Antman,fi FIN,"FW,MF",Go Ahead Eag,22,2001,26.8,96,3.59,70,0,14,6,5,1,19,0.71,15,0,2,0,1,1,Matches
21,Anouar El Azzouzi,nl NED,"MF,DF",Zwolle,23,2001,32.0,54,1.69,51,1,1,1,0,0,1,0.03,1,0,0,0,0,0,Matches
22,Julian Baas,nl NED,MF,Sparta R'dam,22,2002,9.4,36,3.81,17,14,0,1,3,1,2,0.21,1,1,0,0,0,0,Matches
23,Youri Baas,nl NED,DF,Ajax,21,2003,22.7,19,0.84,17,0,0,0,1,1,2,0.09,2,0,0,0,0,0,Matches
24,Isaac Babadi,nl NED,MF,PSV Eindhoven,19,2005,1.9,9,4.63,7,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
25,Leandro Bacuna,cw CUW,"DF,MF",Groningen,32,1991,25.9,60,2.32,32,22,3,1,2,0,7,0.27,5,1,1,0,0,0,Matches
26,Thibo Baeten,be BEL,"MF,FW",Go Ahead Eag,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
27,Esmir Bajraktarevic,ba BIH,"FW,DF",PSV Eindhoven,19,2005,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,29,1994,23.8,41,1.72,33,1,3,1,1,2,3,0.13,2,0,1,0,0,0,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,21,2003,17.5,79,4.51,61,0,10,6,1,1,2,0.11,2,0,0,0,0,0,Matches
30,Nordin Bakker,nl NED,GK,Almere City,26,1997,33.9,12,0.35,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Max Balard,au AUS,MF,NAC Breda,23,2000,32.6,39,1.20,33,1,0,0,3,2,3,0.09,2,0,0,0,1,0,Matches
32,Alex Balboa,gq EQG,MF,Almere City,23,2001,4.5,5,1.11,2,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
33,Théo Barbet,fr FRA,DF,Almere City,23,2001,9.6,3,0.31,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Samuel Bastien,cd COD,"MF,FW",Fortuna Sittard,27,1996,14.4,39,2.71,26,11,0,2,0,0,4,0.28,2,2,0,0,0,0,Matches
36,Riechedly Bazoer,cw CUW,MF,AZ Alkmaar,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Guus Beaumont,nl NED,MF,Almere City,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Thomas Beelen,nl NED,DF,Feyenoord,23,2001,18.9,24,1.27,19,0,1,2,1,1,4,0.21,2,0,1,0,0,1,Matches
39,Raffael Behounek,at AUT,DF,Willem II,27,1997,30.9,32,1.04,31,0,0,1,0,0,3,0.10,3,0,0,0,0,0,Matches
40,Kristijan Belic,rs SRB,MF,AZ Alkmaar,23,2001,6.5,18,2.76,16,0,1,0,0,1,1,0.15,0,0,1,0,0,0,Matches
41,Mimeirhel Benita,nl NED,DF,Heracles Almelo,20,2003,22.6,37,1.63,22,6,4,3,1,1,2,0.09,2,0,0,0,0,0,Matches
42,Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,33.5,8,0.24,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
43,Mitchell van Bergen,nl NED,FW,Sparta R'dam,24,1999,12.5,37,2.96,28,3,2,2,2,0,5,0.40,3,1,1,0,0,0,Matches
44,Mitchell van Bergen,nl NED,FW,Twente,24,1999,8.9,24,2.71,19,0,2,3,0,0,2,0.23,2,0,0,0,0,0,Matches
45,Thom van Bergen,nl NED,FW,Groningen,20,2004,27.4,60,2.19,45,0,7,3,4,1,3,0.11,2,0,0,1,0,0,Matches
46,Steven Berghuis,nl NED,"FW,MF",Ajax,32,1991,15.9,67,4.22,43,18,0,4,0,2,6,0.38,4,1,0,1,0,0,Matches
47,Steven Bergwijn,nl NED,FW,Ajax,26,1997,0.2,2,12.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
48,Gijs Besselink,nl NED,MF,Twente,20,2004,3.6,3,0.84,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
49,Daniel Bielica,pl POL,GK,NAC Breda,25,1999,32.0,6,0.19,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Justin Bijlow,nl NED,GK,Feyenoord,26,1998,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
51,Adrian Blake,eng ENG,"FW,MF",Utrecht,19,2005,5.2,30,5.77,22,0,2,1,5,0,4,0.77,3,0,0,0,1,0,Matches
52,Thijmen Blokzijl,nl NED,DF,Groningen,19,2005,24.7,14,0.57,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
53,Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,2,45.00,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
54,Paweł Bochniewicz,pl POL,DF,Heerenveen,28,1996,12.3,10,0.81,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
55,Jeremy Bokila,cd COD,FW,Willem II,35,1988,15.3,21,1.37,9,0,3,3,5,1,5,0.33,2,0,0,1,2,0,Matches
56,Ruben van Bommel,nl NED,FW,AZ Alkmaar,19,2004,16.6,64,3.87,41,4,6,8,3,2,8,0.48,4,1,0,1,1,1,Matches
57,Taylor Booth,us USA,"FW,MF",Utrecht,23,2001,2.9,4,1.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
58,Taylor Booth,us USA,FW,Twente,23,2001,3.0,5,1.66,2,0,0,0,3,0,1,0.33,0,0,0,0,1,0,Matches
59,Olivier Boscagli,fr FRA,DF,PSV Eindhoven,26,1997,28.5,84,2.95,80,1,1,1,0,1,13,0.46,13,0,0,0,0,0,Matches
60,Jesse Bosch,nl NED,MF,Willem II,24,2000,30.1,56,1.86,45,1,3,2,3,2,3,0.10,1,0,1,0,1,0,Matches
61,Sven Bouland,nl NED,DF,Groningen,,,0.5,3,5.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Rayane Bounida,be BEL,FW,Ajax,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
63,Can Bozdogan,de GER,MF,Utrecht,23,2001,4.5,5,1.13,5,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
64,Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,30,1993,28.0,2,0.07,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
65,Oliver Braude,no NOR,DF,Heerenveen,20,2004,29.0,71,2.45,51,7,2,2,4,5,9,0.31,8,0,0,0,1,0,Matches
66,Myron van Brederode,nl NED,FW,AZ Alkmaar,21,2003,1.9,4,2.09,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
67,Michael Bresser,nl NED,DF,PSV Eindhoven,17,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68,Jakob Breum,dk DEN,"MF,FW",Go Ahead Eag,20,2003,22.9,100,4.37,61,22,4,8,4,1,10,0.44,8,1,1,0,0,0,Matches
69,Brian Brobbey,nl NED,FW,Ajax,22,2002,17.3,55,3.19,34,0,4,3,14,0,8,0.46,4,0,0,2,2,0,Matches
70,Michael Brouwer,nl NED,GK,Utrecht,31,1993,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
71,Luuk Brouwers,nl NED,MF,Heerenveen,26,1998,21.2,51,2.41,40,0,1,6,3,1,8,0.38,6,0,0,1,1,0,Matches
72,Jordy Bruijn,nl NED,MF,Heracles Almelo,28,1996,3.4,8,2.35,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Max Bruns,nl NED,DF,Twente,21,2002,18.2,13,0.72,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
74,Thomas Bruns,nl NED,"MF,FW",Heracles Almelo,32,1992,12.8,60,4.68,30,23,2,2,2,1,5,0.39,3,1,0,1,0,0,Matches
75,Charles-Andréas Brym,ca CAN,"FW,MF",Sparta R'dam,25,1998,3.4,13,3.79,4,0,1,4,4,0,1,0.29,1,0,0,0,0,0,Matches
76,Charles-Andréas Brym,ca CAN,FW,Almere City,25,1998,14.3,37,2.58,27,0,4,0,5,1,1,0.07,1,0,0,0,0,0,Matches
77,Hugo Bueno,es ESP,DF,Feyenoord,21,2002,13.3,34,2.56,30,0,2,1,0,1,4,0.30,3,0,0,1,0,0,Matches
78,Thomas Buitink,nl NED,"FW,MF",Zwolle,24,2000,2.7,3,1.10,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Ezequiel Bullaude,ar ARG,"MF,FW",Fortuna Sittard,23,2000,22.9,33,1.44,21,0,0,6,3,3,3,0.13,3,0,0,0,0,0,Matches
