Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Uriel van Aalst,,FW,Willem II,,,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,40.0
Patrick van Aanholt,NED,DF,Sparta R'dam,33.0,1990.0,18.4,4,0,0,14,4,2,24,20,18,0,0,0,88,7,5,58.3
Paxten Aaronson,USA,"MF,FW",Utrecht,20.0,2003.0,29.9,8,0,0,42,32,3,49,37,67,0,1,0,148,18,32,36.0
Jayden Addai,NED,"FW,DF",AZ Alkmaar,18.0,2005.0,3.6,1,0,0,2,13,1,4,1,2,1,0,0,19,1,6,14.3
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,25.0,1999.0,8.6,2,0,0,9,13,1,33,0,4,0,0,0,29,1,12,7.7
Aske Adelgaard,DEN,DF,Go Ahead Eag,20.0,2003.0,13.6,5,0,0,17,14,0,59,10,13,0,0,0,54,8,12,40.0
Shawn Adewoye,BEL,DF,Fortuna Sittard,24.0,2000.0,19.4,3,0,0,29,13,0,2,29,17,0,1,0,67,34,27,55.7
Olivier Aertssen,NED,DF,Zwolle,19.0,2004.0,12.4,0,0,0,12,6,0,7,14,20,0,0,0,56,21,15,58.3
Amar Ahmed,SWE,"FW,MF",Willem II,20.0,2004.0,7.8,3,0,0,10,12,0,29,10,4,0,1,0,42,12,8,60.0
Isaiah Ahmed,CUW,MF,Heerenveen,18.0,2005.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Makan Aiko,FRA,FW,Fortuna Sittard,23.0,2001.0,13.1,4,0,0,20,16,8,14,9,3,2,0,0,30,14,40,25.9
Chuba Akpom,ENG,FW,Ajax,28.0,1995.0,9.2,0,0,0,10,22,4,6,0,7,1,0,0,21,26,16,61.9
Hamdi Akujobi,NED,DF,Almere City,24.0,2000.0,26.0,5,0,0,28,24,0,44,28,40,0,0,0,104,22,14,61.1
Gerald Alders,NED,DF,Twente,19.0,2005.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,100.0
Hussein Ali,IRQ,DF,Heerenveen,22.0,2002.0,2.4,0,0,0,1,3,0,3,1,6,0,0,0,5,1,4,20.0
Jaydon Amauri Banel,NED,FW,Ajax,19.0,2004.0,0.7,0,0,0,2,3,0,5,0,0,0,0,0,0,1,0,100.0
Jamal Amofa,NED,DF,Go Ahead Eag,25.0,1998.0,1.8,1,0,0,2,0,0,0,1,1,0,1,0,6,1,2,33.3
Silas Andersen,DEN,MF,Utrecht,20.0,2004.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Plamen Andreev,BUL,GK,Feyenoord,19.0,2004.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Oliver Antman,FIN,"FW,MF",Go Ahead Eag,22.0,2001.0,26.8,1,0,0,10,18,7,54,11,18,0,0,0,99,2,11,15.4
Anouar El Azzouzi,NED,"MF,DF",Zwolle,23.0,2001.0,32.0,7,0,0,46,37,0,23,43,54,0,0,0,198,80,61,56.7
Julian Baas,NED,MF,Sparta R'dam,22.0,2002.0,9.4,1,0,0,8,8,0,50,12,12,0,0,0,28,12,8,60.0
Youri Baas,NED,DF,Ajax,21.0,2003.0,22.7,2,0,0,16,24,1,3,33,12,0,0,0,111,28,31,47.5
Isaac Babadi,NED,MF,PSV Eindhoven,19.0,2005.0,1.9,0,0,0,1,0,0,4,3,5,0,0,0,17,1,2,33.3
Leandro Bacuna,CUW,"DF,MF",Groningen,32.0,1991.0,25.9,8,0,0,20,9,0,88,22,21,0,0,1,104,26,25,51.0
Thibo Baeten,BEL,"MF,FW",Go Ahead Eag,22.0,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Esmir Bajraktarevic,BIH,"FW,DF",PSV Eindhoven,19.0,2005.0,0.3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0.0
Saïd Bakari,COM,DF,Sparta R'dam,29.0,1994.0,23.8,3,0,0,18,7,1,44,29,35,0,1,0,115,20,26,43.5
Johan Bakayoko,BEL,FW,PSV Eindhoven,21.0,2003.0,17.5,1,0,0,23,13,7,90,8,14,0,1,0,61,4,9,30.8
Nordin Bakker,NED,GK,Almere City,26.0,1997.0,33.9,0,0,0,0,1,0,0,0,0,0,0,1,77,11,2,84.6
Max Balard,AUS,MF,NAC Breda,23.0,2000.0,32.6,6,0,0,26,29,0,2,47,36,0,0,0,155,19,33,36.5
Alex Balboa,EQG,MF,Almere City,23.0,2001.0,4.5,3,0,0,10,12,0,1,2,2,0,0,0,18,7,3,70.0
Théo Barbet,FRA,DF,Almere City,23.0,2001.0,9.6,1,0,0,10,9,0,1,11,8,0,0,1,30,18,29,38.3
Vasilios Barkas,GRE,GK,Utrecht,30.0,1994.0,31.0,1,0,0,0,3,0,0,0,2,0,0,0,45,7,1,87.5
Samuel Bastien,COD,"MF,FW",Fortuna Sittard,27.0,1996.0,14.4,0,0,0,7,12,0,29,3,10,0,0,0,49,8,21,27.6
Riechedly Bazoer,CUW,MF,AZ Alkmaar,27.0,1996.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
Guus Beaumont,NED,MF,Almere City,22.0,2002.0,0.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0
Thomas Beelen,NED,DF,Feyenoord,23.0,2001.0,18.9,1,0,0,15,9,2,3,31,15,0,0,0,98,49,41,54.4
Raffael Behounek,AUT,DF,Willem II,27.0,1997.0,30.9,5,1,0,14,10,1,4,34,18,0,0,1,143,31,34,47.7
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,2001.0,6.5,4,0,0,17,9,0,1,12,20,0,0,0,46,17,11,60.7
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,2003.0,22.6,3,0,0,16,32,1,41,41,37,0,1,1,117,33,23,58.9
Walter Benítez,ARG,GK,PSV Eindhoven,31.0,1993.0,33.5,0,0,0,0,2,0,0,0,1,0,0,0,81,6,0,100.0
Mitchell van Bergen,NED,FW,Sparta R'dam,24.0,1999.0,12.5,0,0,0,4,8,7,87,6,7,0,0,0,33,0,5,0.0
Mitchell van Bergen,NED,FW,Twente,24.0,1999.0,8.9,0,0,0,1,6,2,64,0,4,0,0,0,30,2,7,22.2
Thom van Bergen,NED,FW,Groningen,20.0,2004.0,27.4,3,0,0,42,44,7,8,12,23,0,0,1,97,74,112,39.8
Steven Berghuis,NED,"FW,MF",Ajax,32.0,1991.0,15.9,2,0,0,12,10,5,108,6,10,0,0,0,66,8,7,53.3
Steven Bergwijn,NED,FW,Ajax,26.0,1997.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Gijs Besselink,NED,MF,Twente,20.0,2004.0,3.6,2,0,0,10,3,0,1,3,4,0,0,0,17,8,17,32.0
Daniel Bielica,POL,GK,NAC Breda,25.0,1999.0,32.0,2,0,0,0,2,0,0,0,1,0,0,0,37,6,0,100.0
Justin Bijlow,NED,GK,Feyenoord,26.0,1998.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100.0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,2005.0,5.2,1,0,0,5,12,0,14,2,7,0,0,0,29,0,2,0.0
Thijmen Blokzijl,NED,DF,Groningen,19.0,2005.0,24.7,1,1,0,11,7,0,0,32,19,0,2,0,105,38,37,50.7
Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Paweł Bochniewicz,POL,DF,Heerenveen,28.0,1996.0,12.3,3,0,0,8,7,2,2,24,7,0,0,0,66,41,21,66.1
Jeremy Bokila,COD,FW,Willem II,35.0,1988.0,15.3,7,1,1,52,25,10,8,1,7,1,0,0,24,81,85,48.8
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,2004.0,16.6,4,0,0,32,20,2,21,14,21,0,1,0,66,17,20,45.9
Taylor Booth,USA,"FW,MF",Utrecht,23.0,2001.0,2.9,0,0,0,3,5,1,12,3,3,0,0,0,9,7,6,53.8
Taylor Booth,USA,FW,Twente,23.0,2001.0,3.0,0,0,0,3,6,5,12,0,2,1,0,0,12,2,8,20.0
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,1997.0,28.5,2,0,0,18,24,1,17,38,37,0,0,0,172,36,23,61.0
Jesse Bosch,NED,MF,Willem II,24.0,2000.0,30.1,7,0,0,41,26,0,23,25,38,0,0,0,93,25,45,35.7
