Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Uriel van Aalst,,FW,Willem II,,,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2,Patrick van Aanholt,nl NED,DF,Sparta R'dam,33,1990,18.4,29,18,16,12,1,11,29,37.9,18,18,6,12,20,49,48,0,Matches
3,Paxten Aaronson,us USA,"MF,FW",Utrecht,20,2003,29.9,114,67,45,53,16,41,79,51.9,38,37,7,30,37,151,26,0,Matches
4,Jayden Addai,nl NED,"FW,DF",AZ Alkmaar,18,2005,3.6,5,2,2,3,0,1,9,11.1,8,7,0,7,1,6,5,0,Matches
5,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,9,4,2,6,1,3,13,23.1,10,5,0,5,0,9,6,0,Matches
6,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,21,13,13,5,3,15,25,60.0,10,12,4,8,10,31,43,1,Matches
7,Shawn Adewoye,be BEL,DF,Fortuna Sittard,24,2000,19.4,30,17,25,3,2,23,31,74.2,8,30,19,11,29,59,115,0,Matches
8,Olivier Aertssen,nl NED,DF,Zwolle,19,2004,12.4,29,20,20,5,4,14,22,63.6,8,17,9,8,14,43,69,0,Matches
9,Amar Ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,11,4,4,4,3,7,15,46.7,8,13,5,8,10,21,6,0,Matches
10,Isaiah Ahmed,cw CUW,MF,Heerenveen,18,2005,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
11,Makan Aiko,fr FRA,FW,Fortuna Sittard,23,2001,13.1,9,3,2,1,6,2,4,50.0,2,12,2,10,9,18,6,0,Matches
12,Chuba Akpom,eng ENG,FW,Ajax,28,1995,9.2,9,7,5,2,2,4,8,50.0,4,8,0,8,0,9,11,0,Matches
13,Hamdi Akujobi,nl NED,DF,Almere City,24,2000,26.0,54,40,38,13,3,22,34,64.7,12,27,17,10,28,82,86,0,Matches
14,Gerald Alders,nl NED,DF,Twente,19,2005,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0,Matches
15,Hussein Ali,iq IRQ,DF,Heerenveen,22,2002,2.4,9,6,6,3,0,6,6,100.0,0,2,0,2,1,10,12,0,Matches
16,Jaydon Amauri Banel,nl NED,FW,Ajax,19,2004,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
