Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,Uriel van Aalst,,FW,Willem II,,,0.3,11,0,1,8,3,0,11,2,2,100.0,0,0.0,8,48,29,1,1,0,0,0,9,1,Matches
2,Patrick van Aanholt,nl NED,DF,Sparta R'dam,33,1990,18.4,1010,70,309,470,245,20,1010,20,8,40.0,12,60.0,489,2672,1411,39,39,4,29,4,545,64,Matches
3,Paxten Aaronson,us USA,"MF,FW",Utrecht,20,2003,29.9,1285,30,258,635,418,75,1285,53,27,50.9,23,43.4,691,4321,1713,51,33,12,31,41,707,80,Matches
4,Jayden Addai,nl NED,"FW,DF",AZ Alkmaar,18,2005,3.6,197,5,25,76,101,24,197,40,20,50.0,18,45.0,138,1103,574,18,12,13,14,9,145,44,Matches
5,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,304,11,37,99,174,36,304,28,12,42.9,16,57.1,201,1634,859,31,14,12,16,12,214,60,Matches
6,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,816,46,274,296,254,10,816,15,10,66.7,4,26.7,404,1937,971,25,15,1,16,11,449,61,Matches
7,Shawn Adewoye,be BEL,DF,Fortuna Sittard,24,2000,19.4,1074,163,531,473,73,14,1074,0,0,,0,,558,2839,1419,13,15,1,13,4,643,0,Matches
8,Olivier Aertssen,nl NED,DF,Zwolle,19,2004,12.4,751,61,277,359,129,11,751,22,14,63.6,7,31.8,324,1904,988,13,13,4,18,8,358,19,Matches
9,Amar Ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,367,10,59,129,186,31,367,41,21,51.2,19,46.3,212,1733,958,35,22,14,22,13,233,55,Matches
10,Isaiah Ahmed,cw CUW,MF,Heerenveen,18,2005,0.1,5,0,2,3,0,0,5,0,0,,0,,3,23,12,0,0,0,0,0,3,0,Matches
11,Makan Aiko,fr FRA,FW,Fortuna Sittard,23,2001,13.1,299,6,26,120,158,47,299,23,10,43.5,12,52.2,182,1148,547,22,11,12,41,16,196,59,Matches
12,Chuba Akpom,eng ENG,FW,Ajax,28,1995,9.2,355,10,33,132,195,59,355,24,10,41.7,10,41.7,243,1438,626,25,17,13,27,13,294,93,Matches
13,Hamdi Akujobi,nl NED,DF,Almere City,24,2000,26.0,1350,115,443,560,360,24,1350,28,13,46.4,15,53.6,606,3695,1916,50,50,7,31,11,601,85,Matches
14,Gerald Alders,nl NED,DF,Twente,19,2005,0.3,26,4,11,13,2,0,26,0,0,,0,,11,25,7,0,0,0,0,0,11,1,Matches
15,Hussein Ali,iq IRQ,DF,Heerenveen,22,2002,2.4,129,10,42,71,16,0,129,2,0,0.0,1,50.0,52,197,76,1,2,0,1,1,75,4,Matches
16,Jaydon Amauri Banel,nl NED,FW,Ajax,19,2004,0.7,40,0,2,16,22,5,40,5,2,40.0,1,20.0,27,155,84,2,3,0,1,0,34,8,Matches
17,Jamal Amofa,nl NED,DF,Go Ahead Eag,25,1998,1.8,143,10,66,76,2,1,143,1,0,0.0,1,100.0,104,600,342,0,0,0,1,0,112,0,Matches
18,Silas Andersen,dk DEN,MF,Utrecht,20,2004,0.0,3,0,0,3,0,0,3,0,0,,0,,0,0,0,0,0,0,1,0,1,0,Matches
19,Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1.0,41,36,40,2,0,0,41,0,0,,0,,30,156,62,0,0,0,0,0,27,0,Matches
20,Oliver Antman,fi FIN,"FW,MF",Go Ahead Eag,22,2001,26.8,1142,26,218,433,507,125,1142,85,37,43.5,47,55.3,742,4994,2684,96,58,45,43,25,831,207,Matches
21,Anouar El Azzouzi,nl NED,"MF,DF",Zwolle,23,2001,32.0,2362,155,707,1327,353,46,2362,51,23,45.1,26,51.0,1249,5554,2715,32,25,2,63,37,1538,55,Matches
22,Julian Baas,nl NED,MF,Sparta R'dam,22,2002,9.4,643,21,151,375,120,0,643,3,2,66.7,1,33.3,310,1503,680,8,11,0,9,3,380,6,Matches
23,Youri Baas,nl NED,DF,Ajax,21,2003,22.7,2354,283,1035,1261,71,9,2354,13,8,61.5,3,23.1,1644,7518,4234,18,5,0,15,3,1854,6,Matches
24,Isaac Babadi,nl NED,MF,PSV Eindhoven,19,2005,1.9,181,2,28,73,82,15,181,4,2,50.0,2,50.0,109,707,419,14,9,2,3,2,147,11,Matches
25,Leandro Bacuna,cw CUW,"DF,MF",Groningen,32,1991,25.9,1601,69,372,805,439,32,1597,30,11,36.7,17,56.7,694,3326,1579,44,37,9,38,11,828,100,Matches
26,Thibo Baeten,be BEL,"MF,FW",Go Ahead Eag,22,2002,0.1,12,0,0,7,5,0,12,1,0,0.0,1,100.0,9,95,58,1,1,0,0,0,8,4,Matches
27,Esmir Bajraktarevic,ba BIH,"FW,DF",PSV Eindhoven,19,2005,0.3,31,0,1,11,19,3,31,2,1,50.0,1,50.0,21,124,70,3,2,1,1,2,25,3,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,29,1994,23.8,1412,85,469,706,257,10,1412,34,16,47.1,14,41.2,670,3815,2117,44,36,5,31,3,749,64,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,21,2003,17.5,1120,11,70,362,695,130,1120,100,47,47.0,50,50.0,729,5812,3182,130,53,51,42,32,857,274,Matches
30,Nordin Bakker,nl NED,GK,Almere City,26,1997,33.9,1366,1050,1347,18,2,1,1366,1,0,0.0,1,100.0,763,4337,2395,0,1,0,1,0,561,0,Matches
31,Max Balard,au AUS,MF,NAC Breda,23,2000,32.6,1504,114,457,869,193,14,1504,32,20,62.5,10,31.3,707,3748,1760,31,26,1,26,15,808,18,Matches
32,Alex Balboa,gq EQG,MF,Almere City,23,2001,4.5,171,13,58,79,37,5,171,1,0,0.0,0,0.0,73,327,140,3,4,1,6,3,91,3,Matches
33,Théo Barbet,fr FRA,DF,Almere City,23,2001,9.6,458,89,250,196,14,6,458,0,0,,0,,201,878,390,1,1,0,6,1,219,0,Matches
34,Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31.0,1152,999,1142,10,0,0,1152,0,0,,0,,681,3392,1777,0,0,0,2,0,599,0,Matches
35,Samuel Bastien,cd COD,"MF,FW",Fortuna Sittard,27,1996,14.4,480,13,76,238,173,15,480,11,8,72.7,2,18.2,243,1090,407,10,9,2,22,13,296,36,Matches
36,Riechedly Bazoer,cw CUW,MF,AZ Alkmaar,27,1996,0.0,4,0,1,3,0,0,4,0,0,,0,,2,1,1,0,0,0,0,0,1,0,Matches
37,Guus Beaumont,nl NED,MF,Almere City,22,2002,0.1,14,0,4,6,4,0,14,1,0,0.0,1,100.0,10,49,25,0,2,0,1,0,8,0,Matches
38,Thomas Beelen,nl NED,DF,Feyenoord,23,2001,18.9,1705,135,670,960,81,15,1705,10,6,60.0,4,40.0,1045,5398,3152,27,16,0,7,2,1220,8,Matches
39,Raffael Behounek,at AUT,DF,Willem II,27,1997,30.9,2133,402,1203,875,63,13,2133,13,5,38.5,7,53.8,1223,6500,3711,16,14,0,8,5,1342,7,Matches
40,Kristijan Belic,rs SRB,MF,AZ Alkmaar,23,2001,6.5,509,16,96,290,132,14,509,23,13,56.5,10,43.5,301,1419,653,10,17,2,14,12,323,15,Matches
41,Mimeirhel Benita,nl NED,DF,Heracles Almelo,20,2003,22.6,1156,99,415,498,261,25,1156,35,22,62.9,11,31.4,454,2340,1133,23,13,10,27,14,465,52,Matches
42,Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,33.5,1356,1023,1344,12,0,0,1356,0,0,,0,,816,3428,1870,0,0,0,0,0,833,0,Matches
43,Mitchell van Bergen,nl NED,FW,Sparta R'dam,24,1999,12.5,435,5,50,120,273,56,435,44,15,34.1,24,54.5,277,2557,1436,62,28,25,24,9,295,122,Matches
44,Mitchell van Bergen,nl NED,FW,Twente,24,1999,8.9,340,3,28,103,220,41,340,33,15,45.5,18,54.5,246,2489,1414,59,30,23,18,2,260,98,Matches
45,Thom van Bergen,nl NED,FW,Groningen,20,2004,27.4,977,33,122,428,441,105,977,62,29,46.8,28,45.2,499,2332,793,27,20,11,97,55,624,151,Matches
46,Steven Berghuis,nl NED,"FW,MF",Ajax,32,1991,15.9,967,7,96,414,463,47,965,24,8,33.3,13,54.2,542,2606,1134,39,25,9,17,7,707,115,Matches
47,Steven Bergwijn,nl NED,FW,Ajax,26,1997,0.2,20,0,0,4,16,2,20,3,2,66.7,1,33.3,15,80,44,1,0,0,0,0,15,7,Matches
48,Gijs Besselink,nl NED,MF,Twente,20,2004,3.6,165,8,40,102,24,0,165,5,2,40.0,3,60.0,79,476,190,3,2,0,5,2,94,3,Matches
49,Daniel Bielica,pl POL,GK,NAC Breda,25,1999,32.0,1211,1029,1203,8,0,0,1211,0,0,,0,,657,2830,1632,0,0,0,0,0,570,0,Matches
50,Justin Bijlow,nl NED,GK,Feyenoord,26,1998,4.0,232,153,232,0,0,0,232,0,0,,0,,152,643,386,0,0,0,0,0,160,0,Matches
51,Adrian Blake,eng ENG,"FW,MF",Utrecht,19,2005,5.2,236,3,42,70,128,23,236,18,7,38.9,10,55.6,142,1043,549,16,10,7,13,6,153,44,Matches
52,Thijmen Blokzijl,nl NED,DF,Groningen,19,2005,24.7,1548,174,779,737,39,11,1548,1,0,0.0,1,100.0,822,3935,1657,10,7,1,3,3,939,1,Matches
53,Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,3,0,0,1,2,0,3,0,0,,0,,2,11,10,0,0,0,0,0,2,2,Matches
54,Paweł Bochniewicz,pl POL,DF,Heerenveen,28,1996,12.3,1091,155,571,462,64,20,1091,6,3,50.0,3,50.0,645,3002,1595,8,10,0,4,2,774,3,Matches
55,Jeremy Bokila,cd COD,FW,Willem II,35,1988,15.3,464,23,47,235,187,57,463,23,6,26.1,16,69.6,227,942,335,13,11,8,60,38,341,51,Matches
56,Ruben van Bommel,nl NED,FW,AZ Alkmaar,19,2004,16.6,832,15,82,304,459,75,832,50,24,48.0,24,48.0,486,3124,1654,52,41,18,38,13,567,133,Matches
57,Taylor Booth,us USA,"FW,MF",Utrecht,23,2001,2.9,106,8,23,39,46,7,106,10,3,30.0,5,50.0,46,242,108,7,2,2,13,6,52,12,Matches
58,Taylor Booth,us USA,FW,Twente,23,2001,3.0,126,2,20,52,57,11,126,4,2,50.0,2,50.0,85,545,256,9,4,3,10,7,84,23,Matches
59,Olivier Boscagli,fr FRA,DF,PSV Eindhoven,26,1997,28.5,3096,214,1021,1805,282,19,3096,7,5,71.4,1,14.3,1894,9291,6029,43,68,2,15,7,2346,16,Matches
60,Jesse Bosch,nl NED,MF,Willem II,24,2000,30.1,1218,89,300,610,315,37,1218,30,13,43.3,15,50.0,537,2510,1313,30,29,4,40,18,705,73,Matches
