Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Uriel van Aalst,,FW,Willem II,,,0.3,3,9.64,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Patrick van Aanholt,NED,DF,Sparta R'dam,33.0,1990.0,18.4,45,2.45,39,1,1,3,0,1,3,0.16,3,0,0,0,0,0
Paxten Aaronson,USA,"MF,FW",Utrecht,20.0,2003.0,29.9,84,2.81,57,4,3,11,4,5,8,0.27,6,0,0,2,0,0
Jayden Addai,NED,"FW,DF",AZ Alkmaar,18.0,2005.0,3.6,23,6.39,9,0,7,2,5,0,1,0.28,0,0,0,0,1,0
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,25.0,1999.0,8.6,23,2.66,17,1,1,2,2,0,1,0.12,1,0,0,0,0,0
Aske Adelgaard,DEN,DF,Go Ahead Eag,20.0,2003.0,13.6,33,2.43,18,13,0,1,1,0,3,0.22,2,1,0,0,0,0
Shawn Adewoye,BEL,DF,Fortuna Sittard,24.0,2000.0,19.4,16,0.82,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0
Olivier Aertssen,NED,DF,Zwolle,19.0,2004.0,12.4,17,1.37,11,1,4,0,0,1,4,0.32,2,0,1,0,0,1
Amar Ahmed,SWE,"FW,MF",Willem II,20.0,2004.0,7.8,27,3.46,15,8,3,0,1,0,0,0.0,0,0,0,0,0,0
Isaiah Ahmed,CUW,MF,Heerenveen,18.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Makan Aiko,FRA,FW,Fortuna Sittard,23.0,2001.0,13.1,22,1.68,13,0,0,2,7,0,2,0.15,0,0,0,1,1,0
Chuba Akpom,ENG,FW,Ajax,28.0,1995.0,9.2,22,2.38,12,0,3,4,3,0,2,0.22,2,0,0,0,0,0
Hamdi Akujobi,NED,DF,Almere City,24.0,2000.0,26.0,42,1.61,35,3,1,1,2,0,4,0.15,4,0,0,0,0,0
Gerald Alders,NED,DF,Twente,19.0,2005.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Hussein Ali,IRQ,DF,Heerenveen,22.0,2002.0,2.4,1,0.42,1,0,0,0,0,0,1,0.42,1,0,0,0,0,0
Jaydon Amauri Banel,NED,FW,Ajax,19.0,2004.0,0.7,5,7.03,1,0,1,1,2,0,0,0.0,0,0,0,0,0,0
Jamal Amofa,NED,DF,Go Ahead Eag,25.0,1998.0,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Silas Andersen,DEN,MF,Utrecht,20.0,2004.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Plamen Andreev,BUL,GK,Feyenoord,19.0,2004.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Oliver Antman,FIN,"FW,MF",Go Ahead Eag,22.0,2001.0,26.8,96,3.59,70,0,14,6,5,1,19,0.71,15,0,2,0,1,1
Anouar El Azzouzi,NED,"MF,DF",Zwolle,23.0,2001.0,32.0,54,1.69,51,1,1,1,0,0,1,0.03,1,0,0,0,0,0
Julian Baas,NED,MF,Sparta R'dam,22.0,2002.0,9.4,36,3.81,17,14,0,1,3,1,2,0.21,1,1,0,0,0,0
Youri Baas,NED,DF,Ajax,21.0,2003.0,22.7,19,0.84,17,0,0,0,1,1,2,0.09,2,0,0,0,0,0
Isaac Babadi,NED,MF,PSV Eindhoven,19.0,2005.0,1.9,9,4.63,7,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Leandro Bacuna,CUW,"DF,MF",Groningen,32.0,1991.0,25.9,60,2.32,32,22,3,1,2,0,7,0.27,5,1,1,0,0,0
Thibo Baeten,BEL,"MF,FW",Go Ahead Eag,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Esmir Bajraktarevic,BIH,"FW,DF",PSV Eindhoven,19.0,2005.0,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Saïd Bakari,COM,DF,Sparta R'dam,29.0,1994.0,23.8,41,1.72,33,1,3,1,1,2,3,0.13,2,0,1,0,0,0
Johan Bakayoko,BEL,FW,PSV Eindhoven,21.0,2003.0,17.5,79,4.51,61,0,10,6,1,1,2,0.11,2,0,0,0,0,0
Nordin Bakker,NED,GK,Almere City,26.0,1997.0,33.9,12,0.35,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Max Balard,AUS,MF,NAC Breda,23.0,2000.0,32.6,39,1.2,33,1,0,0,3,2,3,0.09,2,0,0,0,1,0
Alex Balboa,EQG,MF,Almere City,23.0,2001.0,4.5,5,1.11,2,0,0,2,1,0,0,0.0,0,0,0,0,0,0
Théo Barbet,FRA,DF,Almere City,23.0,2001.0,9.6,3,0.31,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Vasilios Barkas,GRE,GK,Utrecht,30.0,1994.0,31.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuel Bastien,COD,"MF,FW",Fortuna Sittard,27.0,1996.0,14.4,39,2.71,26,11,0,2,0,0,4,0.28,2,2,0,0,0,0
Riechedly Bazoer,CUW,MF,AZ Alkmaar,27.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Guus Beaumont,NED,MF,Almere City,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thomas Beelen,NED,DF,Feyenoord,23.0,2001.0,18.9,24,1.27,19,0,1,2,1,1,4,0.21,2,0,1,0,0,1
Raffael Behounek,AUT,DF,Willem II,27.0,1997.0,30.9,32,1.04,31,0,0,1,0,0,3,0.1,3,0,0,0,0,0
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,2001.0,6.5,18,2.76,16,0,1,0,0,1,1,0.15,0,0,1,0,0,0
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,2003.0,22.6,37,1.63,22,6,4,3,1,1,2,0.09,2,0,0,0,0,0
Walter Benítez,ARG,GK,PSV Eindhoven,31.0,1993.0,33.5,8,0.24,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Mitchell van Bergen,NED,FW,Sparta R'dam,24.0,1999.0,12.5,37,2.96,28,3,2,2,2,0,5,0.4,3,1,1,0,0,0
Mitchell van Bergen,NED,FW,Twente,24.0,1999.0,8.9,24,2.71,19,0,2,3,0,0,2,0.23,2,0,0,0,0,0
Thom van Bergen,NED,FW,Groningen,20.0,2004.0,27.4,60,2.19,45,0,7,3,4,1,3,0.11,2,0,0,1,0,0
Steven Berghuis,NED,"FW,MF",Ajax,32.0,1991.0,15.9,67,4.22,43,18,0,4,0,2,6,0.38,4,1,0,1,0,0
Steven Bergwijn,NED,FW,Ajax,26.0,1997.0,0.2,2,12.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gijs Besselink,NED,MF,Twente,20.0,2004.0,3.6,3,0.84,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Daniel Bielica,POL,GK,NAC Breda,25.0,1999.0,32.0,6,0.19,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Justin Bijlow,NED,GK,Feyenoord,26.0,1998.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,2005.0,5.2,30,5.77,22,0,2,1,5,0,4,0.77,3,0,0,0,1,0
Thijmen Blokzijl,NED,DF,Groningen,19.0,2005.0,24.7,14,0.57,12,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,2,45.0,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Paweł Bochniewicz,POL,DF,Heerenveen,28.0,1996.0,12.3,10,0.81,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jeremy Bokila,COD,FW,Willem II,35.0,1988.0,15.3,21,1.37,9,0,3,3,5,1,5,0.33,2,0,0,1,2,0
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,2004.0,16.6,64,3.87,41,4,6,8,3,2,8,0.48,4,1,0,1,1,1
Taylor Booth,USA,"FW,MF",Utrecht,23.0,2001.0,2.9,4,1.39,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Taylor Booth,USA,FW,Twente,23.0,2001.0,3.0,5,1.66,2,0,0,0,3,0,1,0.33,0,0,0,0,1,0
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,1997.0,28.5,84,2.95,80,1,1,1,0,1,13,0.46,13,0,0,0,0,0
Jesse Bosch,NED,MF,Willem II,24.0,2000.0,30.1,56,1.86,45,1,3,2,3,2,3,0.1,1,0,1,0,1,0
Sven Bouland,NED,DF,Groningen,,,0.5,3,5.51,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rayane Bounida,BEL,FW,Ajax,18.0,2006.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Can Bozdogan,GER,MF,Utrecht,23.0,2001.0,4.5,5,1.13,5,0,0,0,0,0,1,0.23,1,0,0,0,0,0
Mattijs Branderhorst,NED,GK,Fortuna Sittard,30.0,1993.0,28.0,2,0.07,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Oliver Braude,NOR,DF,Heerenveen,20.0,2004.0,29.0,71,2.45,51,7,2,2,4,5,9,0.31,8,0,0,0,1,0
Myron van Brederode,NED,FW,AZ Alkmaar,21.0,2003.0,1.9,4,2.09,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Michael Bresser,NED,DF,PSV Eindhoven,17.0,2007.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jakob Breum,DEN,"MF,FW",Go Ahead Eag,20.0,2003.0,22.9,100,4.37,61,22,4,8,4,1,10,0.44,8,1,1,0,0,0
Brian Brobbey,NED,FW,Ajax,22.0,2002.0,17.3,55,3.19,34,0,4,3,14,0,8,0.46,4,0,0,2,2,0
Michael Brouwer,NED,GK,Utrecht,31.0,1993.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luuk Brouwers,NED,MF,Heerenveen,26.0,1998.0,21.2,51,2.41,40,0,1,6,3,1,8,0.38,6,0,0,1,1,0
Jordy Bruijn,NED,MF,Heracles Almelo,28.0,1996.0,3.4,8,2.35,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Max Bruns,NED,DF,Twente,21.0,2002.0,18.2,13,0.72,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Thomas Bruns,NED,"MF,FW",Heracles Almelo,32.0,1992.0,12.8,60,4.68,30,23,2,2,2,1,5,0.39,3,1,0,1,0,0
Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25.0,1998.0,3.4,13,3.79,4,0,1,4,4,0,1,0.29,1,0,0,0,0,0
Charles-Andréas Brym,CAN,FW,Almere City,25.0,1998.0,14.3,37,2.58,27,0,4,0,5,1,1,0.07,1,0,0,0,0,0
Hugo Bueno,ESP,DF,Feyenoord,21.0,2002.0,13.3,34,2.56,30,0,2,1,0,1,4,0.3,3,0,0,1,0,0
Thomas Buitink,NED,"FW,MF",Zwolle,24.0,2000.0,2.7,3,1.1,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ezequiel Bullaude,ARG,"MF,FW",Fortuna Sittard,23.0,2000.0,22.9,33,1.44,21,0,0,6,3,3,3,0.13,3,0,0,0,0,0
Abdurrahman Burak Sayın,,FW,Fortuna Sittard,,,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Maxime Busi,BEL,DF,NAC Breda,24.0,1999.0,9.6,23,2.4,21,0,0,1,0,1,2,0.21,1,0,0,1,0,0
Zico Buurmeester,NED,"MF,FW",AZ Alkmaar,22.0,2002.0,13.3,44,3.31,33,6,4,1,0,0,4,0.3,1,3,0,0,0,0
Àlex Carbonell,ESP,MF,Almere City,26.0,1997.0,2.6,19,7.18,16,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Juan Carlos Familia,DOM,"DF,FW",RKC Waalwijk,24.0,2000.0,17.1,46,2.7,39,2,2,2,1,0,5,0.29,4,0,0,1,0,0
Julián Carranza,ARG,FW,Feyenoord,24.0,2000.0,9.1,16,1.75,12,0,0,2,1,1,3,0.33,2,0,0,1,0,0
Stephano Carrillo,MEX,FW,Feyenoord,18.0,2006.0,0.6,1,1.73,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Yoann Cathline,FRA,FW,Utrecht,22.0,2002.0,21.6,77,3.56,52,0,10,10,3,2,11,0.51,9,0,1,1,0,0
Kayky Chagas,BRA,"FW,DF",Sparta R'dam,21.0,2003.0,1.3,6,4.5,2,1,2,1,0,0,0,0.0,0,0,0,0,0,0
Jordy Clasie,NED,MF,AZ Alkmaar,33.0,1991.0,20.2,58,2.87,55,2,0,0,0,1,6,0.3,6,0,0,0,0,0
Pelle Clement,NED,"MF,FW",Sparta R'dam,28.0,1996.0,18.6,53,2.85,36,13,1,0,0,3,7,0.38,4,3,0,0,0,0
Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22.0,2001.0,12.2,36,2.94,27,2,0,4,2,1,3,0.25,3,0,0,0,0,0
Amara Conde,GER,MF,Heerenveen,27.0,1997.0,8.2,15,1.84,14,0,0,0,0,1,2,0.25,2,0,0,0,0,0
Vito van Crooij,NED,"MF,FW",NEC Nijmegen,28.0,1996.0,21.0,44,2.1,24,10,1,4,4,1,9,0.43,6,1,0,1,1,0
Alessio da Cruz,CPV,FW,Fortuna Sittard,27.0,1997.0,13.2,13,0.99,5,0,2,4,2,0,1,0.08,1,0,0,0,0,0
Ro-Zangelo Daal,NED,FW,AZ Alkmaar,20.0,2004.0,0.8,3,3.8,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Jasper Dahlhaus,NED,"DF,FW",Fortuna Sittard,22.0,2001.0,19.6,40,2.04,29,4,4,2,0,1,4,0.2,3,0,1,0,0,0
Matteo Dams,BEL,DF,PSV Eindhoven,20.0,2004.0,10.2,24,2.36,22,1,1,0,0,0,3,0.29,3,0,0,0,0,0
Damil Dankerlui,SUR,"DF,FW",Almere City,27.0,1996.0,1.9,5,2.59,3,2,0,0,0,0,1,0.52,1,0,0,0,0,0
Argyrios Darelas,GRE,"MF,FW",NEC Nijmegen,20.0,2003.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brynjolfur Darri Willumsson,ISL,FW,Groningen,23.0,2000.0,10.7,25,2.34,19,0,1,0,5,0,2,0.19,1,0,0,0,1,0
Jari De Busser,BEL,GK,Go Ahead Eag,24.0,1999.0,16.0,3,0.19,3,0,0,0,0,0,2,0.12,2,0,0,0,0,0
Brian De Keersmaecker,BEL,MF,Heracles Almelo,24.0,2000.0,30.2,63,2.08,50,1,5,2,4,1,8,0.26,4,0,1,1,1,1
Mats Deijl,NED,DF,Go Ahead Eag,27.0,1997.0,34.0,60,1.76,42,5,2,7,4,0,6,0.18,5,0,0,0,1,0
Maxim Dekker,NED,DF,AZ Alkmaar,20.0,2004.0,6.5,8,1.22,8,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Logan Delaurier-Chaubet,FRA,FW,Almere City,22.0,2002.0,6.2,18,2.91,12,0,1,2,1,2,1,0.16,0,0,0,1,0,0
Branco van den Boomen,NED,MF,Ajax,29.0,1995.0,7.0,29,4.14,24,4,0,1,0,0,3,0.43,3,0,0,0,0,0
Damian van der Haar,NED,DF,Zwolle,20.0,2004.0,20.4,27,1.33,23,2,2,0,0,0,6,0.29,5,0,1,0,0,0
Mickey van der Hart,NED,GK,Heerenveen,30.0,1994.0,18.8,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Mike van der Hoorn,NED,DF,Utrecht,31.0,1992.0,28.4,32,1.13,27,0,0,3,1,1,4,0.14,4,0,0,0,0,0
Djevencio van der Kust,SUR,DF,Sparta R'dam,23.0,2001.0,10.3,11,1.07,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Richard van der Venne,NED,"MF,FW",RKC Waalwijk,32.0,1992.0,8.2,21,2.58,18,0,0,2,1,0,2,0.25,2,0,0,0,0,0
Silvester van der Water,NED,"FW,MF",RKC Waalwijk,27.0,1996.0,7.0,12,1.72,9,1,2,0,0,0,1,0.14,1,0,0,0,0,0
David van der Werff,NED,MF,Groningen,19.0,2004.0,0.2,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Anthony Descotte,BEL,"FW,MF",Utrecht,20.0,2003.0,4.4,15,3.39,11,0,1,2,1,0,3,0.68,1,0,0,1,1,0
Sergiño Dest,USA,DF,PSV Eindhoven,23.0,2000.0,4.2,12,2.87,10,1,1,0,0,0,2,0.48,2,0,0,0,0,0
Matisse Didden,BEL,DF,Utrecht,22.0,2001.0,5.8,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thomas Didillon,FRA,GK,Willem II,28.0,1995.0,34.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Mitchell Dijks,NED,DF,Fortuna Sittard,31.0,1993.0,18.8,31,1.65,20,2,7,0,2,0,6,0.32,4,0,1,0,1,0
Elijah Dijkstra,NED,DF,AZ Alkmaar,17.0,2006.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Julius Dirksen,NED,"DF,MF",Go Ahead Eag,21.0,2003.0,0.8,4,4.93,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nick Doodeman,NED,"FW,MF",Willem II,27.0,1996.0,16.1,37,2.29,18,16,0,1,2,0,4,0.25,1,3,0,0,0,0
Couhaib Driouech,MAR,FW,PSV Eindhoven,22.0,2002.0,3.0,16,5.26,14,1,1,0,0,0,1,0.33,1,0,0,0,0,0
Joel Drommel,NED,GK,PSV Eindhoven,27.0,1996.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Laros Duarte,CPV,MF,Groningen,27.0,1997.0,0.2,3,13.5,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Oliver Edvardsen,NOR,FW,Ajax,25.0,1999.0,3.2,11,3.43,11,0,0,0,0,0,1,0.31,1,0,0,0,0,0
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,25.0,1999.0,9.9,31,3.14,18,0,4,4,4,1,9,0.91,4,0,2,2,1,0
Victor Edvardsen,SWE,"FW,MF",Go Ahead Eag,28.0,1996.0,30.4,99,3.25,77,2,6,8,5,1,15,0.49,14,0,1,0,0,0
Espen van Ee,NED,MF,Heerenveen,21.0,2003.0,24.8,44,1.77,34,0,0,7,2,1,4,0.16,4,0,0,0,0,0
Mike Eerdhuijzen,NED,DF,Sparta R'dam,24.0,2000.0,31.1,31,1.0,28,1,0,1,0,1,2,0.06,2,0,0,0,0,0
Roshon van Eijma,CUW,DF,RKC Waalwijk,26.0,1998.0,20.2,9,0.45,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Carel Eiting,NED,MF,Sparta R'dam,26.0,1998.0,9.8,38,3.88,23,10,0,2,2,1,4,0.41,2,1,0,0,1,0
Carel Eiting,NED,MF,Twente,26.0,1998.0,6.5,37,5.64,23,11,0,2,1,0,3,0.46,3,0,0,0,0,0
Hjalmar Ekdal,SWE,DF,Groningen,25.0,1998.0,13.8,8,0.58,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Úmaro Embaló,POR,FW,Fortuna Sittard,23.0,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Noam Emeran,FRA,"DF,MF",Groningen,21.0,2002.0,1.0,1,1.05,0,1,0,0,0,0,1,1.05,0,1,0,0,0,0
Mario Engels,GER,"FW,MF",Heracles Almelo,30.0,1993.0,24.1,56,2.32,34,7,4,3,6,2,8,0.33,6,0,0,0,1,1
Alonzo Engwanda,BEL,MF,Utrecht,21.0,2003.0,14.1,17,1.21,13,1,0,1,0,2,1,0.07,1,0,0,0,0,0
