Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Uriel van Aalst,,FW,Willem II,,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Patrick van Aanholt,NED,DF,Sparta R'dam,33.0,1990.0,18.4,0,19,1,5.3,1.03,0.05,0.0,0.0,23.3,1,0,0,0.6,0.6,0.03,-0.6,-0.6
Paxten Aaronson,USA,"MF,FW",Utrecht,20.0,2003.0,29.9,8,59,14,23.7,1.97,0.47,0.14,0.57,18.6,0,0,0,5.3,5.3,0.09,2.7,2.7
Jayden Addai,NED,"FW,DF",AZ Alkmaar,18.0,2005.0,3.6,1,13,5,38.5,3.61,1.39,0.08,0.2,16.0,0,0,0,1.0,1.0,0.08,0.0,0.0
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,25.0,1999.0,8.6,1,18,5,27.8,2.08,0.58,0.06,0.2,17.2,0,0,0,1.3,1.3,0.07,-0.3,-0.3
Aske Adelgaard,DEN,DF,Go Ahead Eag,20.0,2003.0,13.6,0,5,1,20.0,0.37,0.07,0.0,0.0,21.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Shawn Adewoye,BEL,DF,Fortuna Sittard,24.0,2000.0,19.4,1,11,3,27.3,0.57,0.15,0.09,0.33,9.9,0,0,0,1.5,1.5,0.14,-0.5,-0.5
Olivier Aertssen,NED,DF,Zwolle,19.0,2004.0,12.4,1,6,2,33.3,0.48,0.16,0.17,0.5,17.0,0,0,0,0.6,0.6,0.1,0.4,0.4
Amar Ahmed,SWE,"FW,MF",Willem II,20.0,2004.0,7.8,1,14,5,35.7,1.79,0.64,0.07,0.2,18.7,0,0,0,0.7,0.7,0.05,0.3,0.3
Isaiah Ahmed,CUW,MF,Heerenveen,18.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Makan Aiko,FRA,FW,Fortuna Sittard,23.0,2001.0,13.1,1,24,6,25.0,1.83,0.46,0.04,0.17,13.6,0,0,0,4.0,4.0,0.17,-3.0,-3.0
Chuba Akpom,ENG,FW,Ajax,28.0,1995.0,9.2,3,21,8,38.1,2.27,0.87,0.14,0.38,11.9,0,0,0,3.1,3.1,0.15,-0.1,-0.1
Hamdi Akujobi,NED,DF,Almere City,24.0,2000.0,26.0,1,15,5,33.3,0.58,0.19,0.07,0.2,21.3,0,0,0,0.7,0.7,0.04,0.3,0.3
Gerald Alders,NED,DF,Twente,19.0,2005.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hussein Ali,IRQ,DF,Heerenveen,22.0,2002.0,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jaydon Amauri Banel,NED,FW,Ajax,19.0,2004.0,0.7,0,4,0,0.0,5.63,0.0,0.0,,20.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jamal Amofa,NED,DF,Go Ahead Eag,25.0,1998.0,1.8,0,1,0,0.0,0.57,0.0,0.0,,4.2,0,0,0,0.2,0.2,0.23,-0.2,-0.2
Silas Andersen,DEN,MF,Utrecht,20.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Plamen Andreev,BUL,GK,Feyenoord,19.0,2004.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Antman,FIN,"FW,MF",Go Ahead Eag,22.0,2001.0,26.8,6,54,16,29.6,2.02,0.6,0.11,0.38,15.4,0,0,0,7.1,7.1,0.14,-1.1,-1.1
Anouar El Azzouzi,NED,"MF,DF",Zwolle,23.0,2001.0,32.0,1,36,5,13.9,1.13,0.16,0.03,0.2,18.2,0,0,0,3.3,3.3,0.09,-2.3,-2.3
Julian Baas,NED,MF,Sparta R'dam,22.0,2002.0,9.4,0,4,2,50.0,0.42,0.21,0.0,0.0,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1
Youri Baas,NED,DF,Ajax,21.0,2003.0,22.7,1,2,1,50.0,0.09,0.04,0.5,1.0,12.8,0,0,0,0.7,0.7,0.33,0.3,0.3
Isaac Babadi,NED,MF,PSV Eindhoven,19.0,2005.0,1.9,1,4,3,75.0,2.06,1.54,0.25,0.33,14.1,0,0,0,0.7,0.7,0.18,0.3,0.3
Leandro Bacuna,CUW,"DF,MF",Groningen,32.0,1991.0,25.9,4,32,10,31.3,1.24,0.39,0.03,0.1,24.4,8,3,4,4.8,1.7,0.05,-0.8,-0.7
Thibo Baeten,BEL,"MF,FW",Go Ahead Eag,22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Esmir Bajraktarevic,BIH,"FW,DF",PSV Eindhoven,19.0,2005.0,0.3,0,2,0,0.0,7.5,0.0,0.0,,12.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Saïd Bakari,COM,DF,Sparta R'dam,29.0,1994.0,23.8,1,12,3,25.0,0.5,0.13,0.08,0.33,23.4,0,0,0,0.7,0.7,0.06,0.3,0.3
Johan Bakayoko,BEL,FW,PSV Eindhoven,21.0,2003.0,17.5,9,60,27,45.0,3.42,1.54,0.15,0.33,18.3,0,0,0,6.0,6.0,0.1,3.0,3.0
Nordin Bakker,NED,GK,Almere City,26.0,1997.0,33.9,0,1,0,0.0,0.03,0.0,0.0,,12.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Max Balard,AUS,MF,NAC Breda,23.0,2000.0,32.6,1,6,2,33.3,0.18,0.06,0.17,0.5,24.3,0,0,0,0.3,0.3,0.04,0.7,0.7
Alex Balboa,EQG,MF,Almere City,23.0,2001.0,4.5,1,8,1,12.5,1.78,0.22,0.13,1.0,21.6,0,0,0,0.3,0.3,0.04,0.7,0.7
Théo Barbet,FRA,DF,Almere City,23.0,2001.0,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,15.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Vasilios Barkas,GRE,GK,Utrecht,30.0,1994.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Samuel Bastien,COD,"MF,FW",Fortuna Sittard,27.0,1996.0,14.4,0,9,3,33.3,0.63,0.21,0.0,0.0,20.7,2,0,0,0.4,0.4,0.05,-0.4,-0.4
Riechedly Bazoer,CUW,MF,AZ Alkmaar,27.0,1996.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Guus Beaumont,NED,MF,Almere City,22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Beelen,NED,DF,Feyenoord,23.0,2001.0,18.9,1,10,3,30.0,0.53,0.16,0.1,0.33,12.1,0,0,0,0.8,0.8,0.08,0.2,0.2
Raffael Behounek,AUT,DF,Willem II,27.0,1997.0,30.9,2,7,2,28.6,0.23,0.06,0.29,1.0,8.3,0,0,0,1.6,1.6,0.23,0.4,0.4
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,2001.0,6.5,1,10,5,50.0,1.54,0.77,0.1,0.2,19.6,0,0,0,0.4,0.4,0.04,0.6,0.6
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,2003.0,22.6,0,11,6,54.5,0.49,0.26,0.0,0.0,23.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Walter Benítez,ARG,GK,PSV Eindhoven,31.0,1993.0,33.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mitchell van Bergen,NED,FW,Sparta R'dam,24.0,1999.0,12.5,3,28,11,39.3,2.24,0.88,0.11,0.27,15.0,0,0,0,2.3,2.3,0.08,0.7,0.7
Mitchell van Bergen,NED,FW,Twente,24.0,1999.0,8.9,0,19,10,52.6,2.14,1.13,0.0,0.0,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Thom van Bergen,NED,FW,Groningen,20.0,2004.0,27.4,5,42,15,35.7,1.53,0.55,0.12,0.33,13.2,0,0,0,8.3,8.3,0.2,-3.3,-3.3
Steven Berghuis,NED,"FW,MF",Ajax,32.0,1991.0,15.9,2,31,8,25.8,1.95,0.5,0.03,0.13,21.0,5,1,2,3.8,2.2,0.07,-1.8,-1.2
Steven Bergwijn,NED,FW,Ajax,26.0,1997.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,10.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Gijs Besselink,NED,MF,Twente,20.0,2004.0,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Bielica,POL,GK,NAC Breda,25.0,1999.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Justin Bijlow,NED,GK,Feyenoord,26.0,1998.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,2005.0,5.2,3,16,6,37.5,3.08,1.15,0.19,0.5,19.7,0,0,0,0.8,0.8,0.05,2.2,2.2
Thijmen Blokzijl,NED,DF,Groningen,19.0,2005.0,24.7,1,4,3,75.0,0.16,0.12,0.25,0.33,15.5,0,0,0,1.0,1.0,0.26,0.0,0.0
Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,0,2,1,50.0,45.0,22.5,0.0,0.0,21.7,0,0,0,0.9,0.9,0.47,-0.9,-0.9
Paweł Bochniewicz,POL,DF,Heerenveen,28.0,1996.0,12.3,0,8,3,37.5,0.65,0.24,0.0,0.0,9.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Jeremy Bokila,COD,FW,Willem II,35.0,1988.0,15.3,3,30,9,30.0,1.96,0.59,0.07,0.22,14.5,0,1,1,3.3,2.5,0.08,-0.3,-0.5
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,2004.0,16.6,3,45,18,40.0,2.72,1.09,0.07,0.17,18.8,5,0,0,4.5,4.5,0.1,-1.5,-1.5
Taylor Booth,USA,"FW,MF",Utrecht,23.0,2001.0,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Taylor Booth,USA,FW,Twente,23.0,2001.0,3.0,0,3,0,0.0,1.0,0.0,0.0,,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,1997.0,28.5,1,18,4,22.2,0.63,0.14,0.06,0.25,27.9,1,0,0,1.5,1.5,0.08,-0.5,-0.5
Jesse Bosch,NED,MF,Willem II,24.0,2000.0,30.1,6,43,18,41.9,1.43,0.6,0.14,0.33,21.9,4,0,0,2.6,2.6,0.06,3.4,3.4
Sven Bouland,NED,DF,Groningen,,,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayane Bounida,BEL,FW,Ajax,18.0,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Can Bozdogan,GER,MF,Utrecht,23.0,2001.0,4.5,1,6,1,16.7,1.34,0.22,0.17,1.0,18.8,0,0,0,0.6,0.6,0.1,0.4,0.4
Mattijs Branderhorst,NED,GK,Fortuna Sittard,30.0,1993.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Braude,NOR,DF,Heerenveen,20.0,2004.0,29.0,0,18,2,11.1,0.62,0.07,0.0,0.0,26.2,0,0,0,0.4,0.4,0.02,-0.4,-0.4
Myron van Brederode,NED,FW,AZ Alkmaar,21.0,2003.0,1.9,0,2,0,0.0,1.05,0.0,0.0,,14.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Michael Bresser,NED,DF,PSV Eindhoven,17.0,2007.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jakob Breum,DEN,"MF,FW",Go Ahead Eag,20.0,2003.0,22.9,10,59,22,37.3,2.58,0.96,0.17,0.45,18.2,3,0,0,6.3,6.3,0.11,3.7,3.7
Brian Brobbey,NED,FW,Ajax,22.0,2002.0,17.3,4,41,11,26.8,2.37,0.64,0.1,0.36,9.7,0,0,0,10.2,10.2,0.25,-6.2,-6.2
Michael Brouwer,NED,GK,Utrecht,31.0,1993.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luuk Brouwers,NED,MF,Heerenveen,26.0,1998.0,21.2,3,28,12,42.9,1.32,0.57,0.11,0.25,14.3,0,0,0,3.5,3.5,0.12,-0.5,-0.5
Jordy Bruijn,NED,MF,Heracles Almelo,28.0,1996.0,3.4,0,8,0,0.0,2.35,0.0,0.0,,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Max Bruns,NED,DF,Twente,21.0,2002.0,18.2,0,5,1,20.0,0.28,0.06,0.0,0.0,13.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7
Thomas Bruns,NED,"MF,FW",Heracles Almelo,32.0,1992.0,12.8,3,24,7,29.2,1.87,0.55,0.13,0.43,16.6,1,0,0,2.6,2.6,0.11,0.4,0.4
