Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Uriel van Aalst,,FW,Willem II,,,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2,Patrick van Aanholt,nl NED,DF,Sparta R'dam,33,1990,18.4,823,661,161,19,2,2,24,141,1,0,0,0,680,1,10,Matches
3,Paxten Aaronson,us USA,"MF,FW",Utrecht,20,2003,29.9,904,862,37,7,3,3,49,2,16,15,0,0,718,5,36,Matches
4,Jayden Addai,nl NED,"FW,DF",AZ Alkmaar,18,2005,3.6,121,113,6,1,0,0,4,4,0,0,0,0,89,2,2,Matches
5,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,214,209,5,1,1,1,33,2,2,0,0,0,147,0,9,Matches
6,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,676,526,148,19,0,1,59,101,28,25,2,0,512,2,12,Matches
7,Shawn Adewoye,be BEL,DF,Fortuna Sittard,24,2000,19.4,828,802,25,17,0,10,2,7,0,0,0,0,712,1,6,Matches
8,Olivier Aertssen,nl NED,DF,Zwolle,19,2004,12.4,572,451,118,15,0,6,7,103,0,0,0,0,442,3,18,Matches
9,Amar Ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,255,217,37,9,3,3,29,6,21,3,13,0,180,1,7,Matches
10,Isaiah Ahmed,cw CUW,MF,Heerenveen,18,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
11,Makan Aiko,fr FRA,FW,Fortuna Sittard,23,2001,13.1,153,145,8,0,0,1,14,0,0,0,0,0,92,0,4,Matches
12,Chuba Akpom,eng ENG,FW,Ajax,28,1995,9.2,242,238,4,0,0,1,6,0,0,0,0,0,186,0,6,Matches
13,Hamdi Akujobi,nl NED,DF,Almere City,24,2000,26.0,1058,815,242,7,0,4,44,235,0,0,0,0,761,1,23,Matches
14,Gerald Alders,nl NED,DF,Twente,19,2005,0.3,20,17,3,0,0,0,0,3,0,0,0,0,15,0,0,Matches
15,Hussein Ali,iq IRQ,DF,Heerenveen,22,2002,2.4,101,90,11,1,0,0,3,10,0,0,0,0,82,0,3,Matches
16,Jaydon Amauri Banel,nl NED,FW,Ajax,19,2004,0.7,30,29,1,0,0,0,5,0,1,0,0,0,20,0,2,Matches
17,Jamal Amofa,nl NED,DF,Go Ahead Eag,25,1998,1.8,132,131,1,1,0,1,0,0,0,0,0,0,120,0,1,Matches
18,Silas Andersen,dk DEN,MF,Utrecht,20,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
19,Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1.0,38,36,2,0,0,0,0,0,0,0,0,0,30,0,0,Matches
20,Oliver Antman,fi FIN,"FW,MF",Go Ahead Eag,22,2001,26.8,836,823,9,1,2,2,54,6,1,0,0,0,663,4,16,Matches
21,Anouar El Azzouzi,nl NED,"MF,DF",Zwolle,23,2001,32.0,1887,1852,32,29,0,14,23,2,0,0,0,0,1617,3,18,Matches
22,Julian Baas,nl NED,MF,Sparta R'dam,22,2002,9.4,540,466,73,23,0,5,50,6,43,21,15,0,433,1,6,Matches
23,Youri Baas,nl NED,DF,Ajax,21,2003,22.7,2140,2066,71,34,1,7,3,8,0,0,0,0,1954,3,13,Matches
24,Isaac Babadi,nl NED,MF,PSV Eindhoven,19,2005,1.9,164,158,6,2,3,1,4,0,3,2,0,0,135,0,4,Matches
25,Leandro Bacuna,cw CUW,"DF,MF",Groningen,32,1991,25.9,1331,1036,293,67,2,16,88,176,50,30,10,0,1012,2,19,Matches
26,Thibo Baeten,be BEL,"MF,FW",Go Ahead Eag,22,2002,0.1,10,9,1,1,0,2,0,0,0,0,0,0,5,0,0,Matches
27,Esmir Bajraktarevic,ba BIH,"FW,DF",PSV Eindhoven,19,2005,0.3,26,26,0,0,0,0,2,0,0,0,0,0,21,0,0,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,29,1994,23.8,1129,961,164,8,1,5,44,156,0,0,0,0,951,4,16,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,21,2003,17.5,867,819,47,3,2,2,90,26,16,5,0,0,687,1,22,Matches
30,Nordin Bakker,nl NED,GK,Almere City,26,1997,33.9,1251,917,333,81,0,2,0,0,0,0,0,0,640,1,0,Matches
31,Max Balard,au AUS,MF,NAC Breda,23,2000,32.6,1174,1140,33,23,4,7,2,8,0,0,0,0,992,1,22,Matches
32,Alex Balboa,gq EQG,MF,Almere City,23,2001,4.5,124,122,2,2,2,1,1,0,0,0,0,0,87,0,3,Matches
33,Théo Barbet,fr FRA,DF,Almere City,23,2001,9.6,324,313,11,9,0,0,1,0,0,0,0,0,262,0,2,Matches
34,Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31.0,1080,831,244,52,0,0,0,0,0,0,0,0,793,5,0,Matches
35,Samuel Bastien,cd COD,"MF,FW",Fortuna Sittard,27,1996,14.4,379,344,35,11,2,3,29,1,23,20,2,0,305,0,6,Matches
36,Riechedly Bazoer,cw CUW,MF,AZ Alkmaar,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
37,Guus Beaumont,nl NED,MF,Almere City,22,2002,0.1,11,11,0,0,0,0,0,0,0,0,0,0,5,0,2,Matches
38,Thomas Beelen,nl NED,DF,Feyenoord,23,2001,18.9,1534,1487,44,34,0,6,3,4,0,0,0,0,1394,3,7,Matches
39,Raffael Behounek,at AUT,DF,Willem II,27,1997,30.9,1801,1669,126,67,1,15,4,2,0,0,0,0,1528,6,13,Matches
40,Kristijan Belic,rs SRB,MF,AZ Alkmaar,23,2001,6.5,392,376,13,5,1,2,1,3,1,0,0,0,336,3,8,Matches
41,Mimeirhel Benita,nl NED,DF,Heracles Almelo,20,2003,22.6,853,641,207,18,0,11,41,189,0,0,0,0,604,5,23,Matches
42,Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,33.5,1298,1123,175,35,0,0,0,0,0,0,0,0,1123,0,0,Matches
43,Mitchell van Bergen,nl NED,FW,Sparta R'dam,24,1999,12.5,295,280,13,0,0,1,87,10,3,0,0,0,194,2,11,Matches
44,Mitchell van Bergen,nl NED,FW,Twente,24,1999,8.9,252,248,4,1,0,0,64,0,3,2,0,0,163,0,16,Matches
45,Thom van Bergen,nl NED,FW,Groningen,20,2004,27.4,610,555,53,2,6,0,8,4,0,0,0,0,441,2,31,Matches
46,Steven Berghuis,nl NED,"FW,MF",Ajax,32,1991,15.9,851,760,88,21,7,11,108,15,52,34,7,1,623,3,17,Matches
47,Steven Bergwijn,nl NED,FW,Ajax,26,1997,0.2,16,14,2,0,0,0,1,2,0,0,0,0,13,0,0,Matches
48,Gijs Besselink,nl NED,MF,Twente,20,2004,3.6,126,123,3,2,0,0,1,1,0,0,0,0,100,0,2,Matches
49,Daniel Bielica,pl POL,GK,NAC Breda,25,1999,32.0,1137,809,328,65,0,2,0,0,0,0,0,0,873,0,0,Matches
50,Justin Bijlow,nl NED,GK,Feyenoord,26,1998,4.0,226,200,26,5,0,0,0,0,0,0,0,0,199,0,0,Matches
51,Adrian Blake,eng ENG,"FW,MF",Utrecht,19,2005,5.2,159,156,3,0,0,0,14,3,0,0,0,0,115,0,5,Matches
52,Thijmen Blokzijl,nl NED,DF,Groningen,19,2005,24.7,1313,1248,63,31,0,3,0,1,0,0,0,0,1181,2,5,Matches
53,Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Paweł Bochniewicz,pl POL,DF,Heerenveen,28,1996,12.3,961,905,53,21,1,1,2,3,0,0,0,0,834,3,9,Matches
55,Jeremy Bokila,cd COD,FW,Willem II,35,1988,15.3,272,260,12,0,0,1,8,0,0,0,0,0,153,0,15,Matches
