Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Chuba Akpom,ENG,FW,Ajax,28.0,1995.0,16,9,832,9.2,3,1,4,3,0,0,0,0,3.1,3.1,0.5,3.5,25,17,93,0.32,0.11,0.43,0.32,0.43,0.33,0.05,0.38,0.33,0.38
Hamdi Akujobi,NED,DF,Almere City,24.0,2000.0,28,27,2344,26.0,1,1,2,1,0,0,5,0,0.7,0.7,1.7,2.4,50,89,85,0.04,0.04,0.08,0.04,0.08,0.03,0.07,0.09,0.03,0.09
Gerald Alders,NED,DF,Twente,19.0,2005.0,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hussein Ali,IRQ,DF,Heerenveen,22.0,2002.0,6,1,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaydon Amauri Banel,NED,FW,Ajax,19.0,2004.0,1,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,8,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
Jamal Amofa,NED,DF,Go Ahead Eag,25.0,1998.0,2,2,158,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
Silas Andersen,DEN,MF,Utrecht,20.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plamen Andreev,BUL,GK,Feyenoord,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Antman,FIN,"FW,MF",Go Ahead Eag,22.0,2001.0,32,28,2410,26.8,6,15,21,6,0,0,1,0,7.1,7.1,9.1,16.2,96,75,207,0.22,0.56,0.78,0.22,0.78,0.27,0.34,0.61,0.27,0.61
Anouar El Azzouzi,NED,"MF,DF",Zwolle,23.0,2001.0,33,33,2876,32.0,1,0,1,1,0,0,7,0,3.3,3.3,1.0,4.4,32,153,55,0.03,0.0,0.03,0.03,0.03,0.1,0.03,0.14,0.1,0.14
Julian Baas,NED,MF,Sparta R'dam,22.0,2002.0,13,9,850,9.4,0,2,2,0,0,0,1,0,0.1,0.1,1.1,1.3,8,44,6,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14
Youri Baas,NED,DF,Ajax,21.0,2003.0,23,23,2040,22.7,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,18,115,6,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04
Isaac Babadi,NED,MF,PSV Eindhoven,19.0,2005.0,8,1,175,1.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,14,32,11,0.51,0.0,0.51,0.51,0.51,0.36,0.18,0.54,0.36,0.54
Leandro Bacuna,CUW,"DF,MF",Groningen,32.0,1991.0,31,25,2330,25.9,4,3,7,1,3,4,8,0,4.8,1.7,2.9,4.6,44,97,100,0.15,0.12,0.27,0.04,0.15,0.19,0.11,0.3,0.06,0.18
Thibo Baeten,BEL,"MF,FW",Go Ahead Eag,22.0,2002.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esmir Bajraktarevic,BIH,"FW,DF",PSV Eindhoven,19.0,2005.0,4,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5
Saïd Bakari,COM,DF,Sparta R'dam,29.0,1994.0,26,24,2144,23.8,1,0,1,1,0,0,3,0,0.7,0.7,0.6,1.2,44,106,64,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
Johan Bakayoko,BEL,FW,PSV Eindhoven,21.0,2003.0,30,17,1579,17.5,9,1,10,9,0,0,1,0,6.0,6.0,4.1,10.2,130,63,274,0.51,0.06,0.57,0.51,0.57,0.34,0.24,0.58,0.34,0.58
Nordin Bakker,NED,GK,Almere City,26.0,1997.0,34,34,3050,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Balard,AUS,MF,NAC Breda,23.0,2000.0,33,33,2937,32.6,1,1,2,1,0,0,6,0,0.3,0.3,1.2,1.5,31,130,18,0.03,0.03,0.06,0.03,0.06,0.01,0.04,0.04,0.01,0.04
Alex Balboa,EQG,MF,Almere City,23.0,2001.0,10,4,405,4.5,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.5,3,16,3,0.22,0.0,0.22,0.22,0.22,0.07,0.03,0.1,0.07,0.1
Théo Barbet,FRA,DF,Almere City,23.0,2001.0,12,10,863,9.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,24,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Vasilios Barkas,GRE,GK,Utrecht,30.0,1994.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Bastien,COD,"MF,FW",Fortuna Sittard,27.0,1996.0,23,13,1294,14.4,0,2,2,0,0,0,0,0,0.4,0.4,2.4,2.8,10,51,36,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.2,0.03,0.2
Riechedly Bazoer,CUW,MF,AZ Alkmaar,27.0,1996.0,1,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guus Beaumont,NED,MF,Almere City,22.0,2002.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Beelen,NED,DF,Feyenoord,23.0,2001.0,25,18,1698,18.9,1,1,2,1,0,0,1,0,0.8,0.8,0.2,1.0,27,131,8,0.05,0.05,0.11,0.05,0.11,0.04,0.01,0.05,0.04,0.05
Raffael Behounek,AUT,DF,Willem II,27.0,1997.0,31,31,2777,30.9,2,1,3,2,0,0,5,1,1.6,1.6,0.5,2.1,16,125,7,0.06,0.03,0.1,0.06,0.1,0.05,0.02,0.07,0.05,0.07
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,2001.0,15,6,585,6.5,1,0,1,1,0,0,4,0,0.4,0.4,0.9,1.3,10,46,15,0.15,0.0,0.15,0.15,0.15,0.06,0.13,0.2,0.06,0.2
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,2003.0,29,22,2038,22.6,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,23,71,52,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06
Walter Benítez,ARG,GK,PSV Eindhoven,31.0,1993.0,34,34,3015,33.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell van Bergen,NED,FW,Sparta R'dam,24.0,1999.0,14,14,1125,12.5,3,2,5,3,0,0,0,0,2.3,2.3,1.9,4.2,62,16,122,0.24,0.16,0.4,0.24,0.4,0.19,0.15,0.34,0.19,0.34
Mitchell van Bergen,NED,FW,Twente,24.0,1999.0,15,9,798,8.9,0,0,0,0,0,0,0,0,1.1,1.1,0.9,2.0,59,18,98,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22
Thom van Bergen,NED,FW,Groningen,20.0,2004.0,34,29,2470,27.4,5,1,6,5,0,0,3,0,8.3,8.3,2.5,10.8,27,37,151,0.18,0.04,0.22,0.18,0.22,0.3,0.09,0.39,0.3,0.39
Steven Berghuis,NED,"FW,MF",Ajax,32.0,1991.0,26,16,1429,15.9,2,5,7,1,1,2,2,0,3.8,2.2,5.6,7.8,39,97,115,0.13,0.31,0.44,0.06,0.38,0.24,0.35,0.59,0.14,0.49
Steven Bergwijn,NED,FW,Ajax,26.0,1997.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.54,0.37,0.54
Gijs Besselink,NED,MF,Twente,20.0,2004.0,13,3,321,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Daniel Bielica,POL,GK,NAC Breda,25.0,1999.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Bijlow,NED,GK,Feyenoord,26.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,2005.0,17,2,468,5.2,3,2,5,3,0,0,1,0,0.8,0.8,2.0,2.8,16,17,44,0.58,0.38,0.96,0.58,0.96,0.16,0.38,0.54,0.16,0.54
Thijmen Blokzijl,NED,DF,Groningen,19.0,2005.0,28,25,2226,24.7,1,0,1,1,0,0,1,1,1.0,1.0,0.0,1.1,10,78,1,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
Ofosu Boakye,,FW,Go Ahead Eag,,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,0,0,2,0.0,0.0,0.0,0.0,0.0,21.21,0.0,21.21,21.21,21.21
Paweł Bochniewicz,POL,DF,Heerenveen,28.0,1996.0,13,13,1109,12.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,8,62,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
Jeremy Bokila,COD,FW,Willem II,35.0,1988.0,29,13,1376,15.3,3,1,4,2,1,1,7,1,3.3,2.5,0.7,3.2,13,26,51,0.2,0.07,0.26,0.13,0.2,0.21,0.04,0.26,0.16,0.21
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,2004.0,24,17,1491,16.6,3,5,8,3,0,0,4,0,4.5,4.5,3.3,7.8,52,82,133,0.18,0.3,0.48,0.18,0.48,0.27,0.2,0.47,0.27,0.47
Taylor Booth,USA,"FW,MF",Utrecht,23.0,2001.0,9,2,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Taylor Booth,USA,FW,Twente,23.0,2001.0,6,4,271,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,9,8,23,0.0,0.33,0.33,0.0,0.33,0.03,0.2,0.23,0.03,0.23
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,1997.0,30,30,2562,28.5,1,6,7,1,0,0,2,0,1.5,1.5,4.0,5.5,43,363,16,0.04,0.21,0.25,0.04,0.25,0.05,0.14,0.19,0.05,0.19
Jesse Bosch,NED,MF,Willem II,24.0,2000.0,33,32,2713,30.1,6,0,6,6,0,0,7,0,2.6,2.6,1.9,4.5,30,81,73,0.2,0.0,0.2,0.2,0.2,0.09,0.06,0.15,0.09,0.15
Sven Bouland,NED,DF,Groningen,,,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
Rayane Bounida,BEL,FW,Ajax,18.0,2006.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can Bozdogan,GER,MF,Utrecht,23.0,2001.0,9,4,402,4.5,1,1,2,1,0,0,2,0,0.6,0.6,0.1,0.6,5,17,11,0.22,0.22,0.45,0.22,0.45,0.13,0.01,0.15,0.13,0.15
Mattijs Branderhorst,NED,GK,Fortuna Sittard,30.0,1993.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Braude,NOR,DF,Heerenveen,20.0,2004.0,33,31,2607,29.0,0,2,2,0,0,0,10,0,0.4,0.4,0.8,1.2,70,167,66,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04
Myron van Brederode,NED,FW,AZ Alkmaar,21.0,2003.0,3,2,171,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,12,14,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13
Michael Bresser,NED,DF,PSV Eindhoven,17.0,2007.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Breum,DEN,"MF,FW",Go Ahead Eag,20.0,2003.0,26,23,2059,22.9,10,5,15,10,0,0,4,0,6.3,6.3,4.0,10.3,46,125,131,0.44,0.22,0.66,0.44,0.66,0.28,0.17,0.45,0.28,0.45
Brian Brobbey,NED,FW,Ajax,22.0,2002.0,30,22,1555,17.3,4,3,7,4,0,0,6,0,10.2,10.2,1.5,11.8,18,19,168,0.23,0.17,0.41,0.23,0.41,0.59,0.09,0.68,0.59,0.68
Michael Brouwer,NED,GK,Utrecht,31.0,1993.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luuk Brouwers,NED,MF,Heerenveen,26.0,1998.0,24,23,1908,21.2,3,2,5,3,0,0,5,0,3.5,3.5,1.2,4.7,25,87,80,0.14,0.09,0.24,0.14,0.24,0.16,0.06,0.22,0.16,0.22
Jordy Bruijn,NED,MF,Heracles Almelo,28.0,1996.0,9,3,307,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,7,12,15,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18
Max Bruns,NED,DF,Twente,21.0,2002.0,23,19,1635,18.2,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,23,81,3,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07
Thomas Bruns,NED,"MF,FW",Heracles Almelo,32.0,1992.0,22,14,1155,12.8,3,2,5,3,0,0,5,0,2.6,2.6,2.6,5.2,18,40,42,0.23,0.16,0.39,0.23,0.39,0.2,0.2,0.4,0.2,0.4
Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25.0,1998.0,12,2,308,3.4,0,1,1,0,0,0,0,0,1.8,1.8,1.1,2.9,7,3,25,0.0,0.29,0.29,0.0,0.29,0.54,0.31,0.85,0.54,0.85
Charles-Andréas Brym,CAN,FW,Almere City,25.0,1998.0,17,16,1289,14.3,3,2,5,3,0,0,1,0,4.0,4.0,1.5,5.5,18,27,62,0.21,0.14,0.35,0.21,0.35,0.28,0.1,0.38,0.28,0.38
Hugo Bueno,ESP,DF,Feyenoord,21.0,2002.0,20,14,1197,13.3,0,3,3,0,0,0,1,0,0.5,0.5,2.5,3.0,61,48,79,0.0,0.23,0.23,0.0,0.23,0.03,0.19,0.22,0.03,0.22
Thomas Buitink,NED,"FW,MF",Zwolle,24.0,2000.0,13,2,246,2.7,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,2,5,16,0.0,0.0,0.0,0.0,0.0,0.39,0.08,0.47,0.39,0.47
Ezequiel Bullaude,ARG,"MF,FW",Fortuna Sittard,23.0,2000.0,28,25,2058,22.9,6,1,7,5,1,2,2,0,6.1,4.5,1.7,6.3,15,46,67,0.26,0.04,0.31,0.22,0.26,0.27,0.08,0.34,0.2,0.27
Abdurrahman Burak Sayın,,FW,Fortuna Sittard,,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33
Maxime Busi,BEL,DF,NAC Breda,24.0,1999.0,13,9,862,9.6,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,25,41,43,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
Zico Buurmeester,NED,"MF,FW",AZ Alkmaar,22.0,2002.0,27,12,1195,13.3,4,1,5,4,0,0,0,0,2.9,2.9,1.1,4.1,21,61,40,0.3,0.08,0.38,0.3,0.38,0.22,0.09,0.31,0.22,0.31
Àlex Carbonell,ESP,MF,Almere City,26.0,1997.0,11,0,238,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,3,34,6,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.26,0.03,0.26
Juan Carlos Familia,DOM,"DF,FW",RKC Waalwijk,24.0,2000.0,24,18,1535,17.1,0,3,3,0,0,0,2,0,0.1,0.1,2.4,2.5,48,65,77,0.0,0.18,0.18,0.0,0.18,0.01,0.14,0.15,0.01,0.15
Julián Carranza,ARG,FW,Feyenoord,24.0,2000.0,21,9,822,9.1,4,1,5,4,0,0,1,0,5.8,5.8,0.8,6.5,4,17,39,0.44,0.11,0.55,0.44,0.55,0.63,0.09,0.72,0.63,0.72
Stephano Carrillo,MEX,FW,Feyenoord,18.0,2006.0,3,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,8,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
Yoann Cathline,FRA,FW,Utrecht,22.0,2002.0,25,23,1945,21.6,6,5,11,6,0,0,1,0,3.3,3.3,3.0,6.3,111,68,186,0.28,0.23,0.51,0.28,0.51,0.15,0.14,0.29,0.15,0.29
Kayky Chagas,BRA,"FW,DF",Sparta R'dam,21.0,2003.0,6,2,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,7,3,13,0.0,0.0,0.0,0.0,0.0,0.38,0.06,0.45,0.38,0.45
Jordy Clasie,NED,MF,AZ Alkmaar,33.0,1991.0,23,20,1820,20.2,0,2,2,0,0,0,3,0,0.4,0.4,2.3,2.7,14,161,31,0.0,0.1,0.1,0.0,0.1,0.02,0.11,0.13,0.02,0.13
Pelle Clement,NED,"MF,FW",Sparta R'dam,28.0,1996.0,32,20,1674,18.6,2,4,6,2,0,0,6,0,1.5,1.5,2.8,4.4,23,105,40,0.11,0.22,0.32,0.11,0.32,0.08,0.15,0.23,0.08,0.23
Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22.0,2001.0,25,10,1102,12.2,1,2,3,1,0,0,1,0,0.6,0.6,3.1,3.7,44,21,75,0.08,0.16,0.25,0.08,0.25,0.05,0.25,0.3,0.05,0.3
Amara Conde,GER,MF,Heerenveen,27.0,1997.0,15,8,734,8.2,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,7,31,17,0.0,0.12,0.12,0.0,0.12,0.01,0.04,0.05,0.01,0.05
Vito van Crooij,NED,"MF,FW",NEC Nijmegen,28.0,1996.0,25,22,1889,21.0,9,6,15,8,1,1,7,1,4.1,3.3,2.3,5.6,22,48,74,0.43,0.29,0.71,0.38,0.67,0.2,0.11,0.31,0.16,0.27
Alessio da Cruz,CPV,FW,Fortuna Sittard,27.0,1997.0,18,13,1185,13.2,4,1,5,4,0,0,5,0,4.8,4.8,0.9,5.7,15,6,56,0.3,0.08,0.38,0.3,0.38,0.36,0.07,0.43,0.36,0.43
Ro-Zangelo Daal,NED,FW,AZ Alkmaar,20.0,2004.0,3,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasper Dahlhaus,NED,"DF,FW",Fortuna Sittard,22.0,2001.0,31,19,1761,19.6,2,2,4,2,0,0,4,0,1.1,1.1,2.0,3.1,62,39,106,0.1,0.1,0.2,0.1,0.2,0.06,0.1,0.16,0.06,0.16
Matteo Dams,BEL,DF,PSV Eindhoven,20.0,2004.0,15,11,916,10.2,0,0,0,0,0,0,1,1,0.3,0.3,1.2,1.5,20,46,65,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15
Damil Dankerlui,SUR,"DF,FW",Almere City,27.0,1996.0,8,0,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,11,7,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Argyrios Darelas,GRE,"MF,FW",NEC Nijmegen,20.0,2003.0,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brynjolfur Darri Willumsson,ISL,FW,Groningen,23.0,2000.0,29,6,960,10.7,4,1,5,4,0,0,2,1,2.0,2.0,1.9,3.9,8,18,68,0.37,0.09,0.47,0.37,0.47,0.19,0.18,0.36,0.19,0.36
Jari De Busser,BEL,GK,Go Ahead Eag,24.0,1999.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian De Keersmaecker,BEL,MF,Heracles Almelo,24.0,2000.0,31,31,2722,30.2,5,3,8,2,3,3,3,1,4.0,1.6,3.4,5.0,45,168,43,0.17,0.1,0.26,0.07,0.17,0.13,0.11,0.24,0.05,0.17
Mats Deijl,NED,DF,Go Ahead Eag,27.0,1997.0,34,34,3060,34.0,4,1,5,2,2,2,2,0,4.8,3.2,2.3,5.5,31,112,102,0.12,0.03,0.15,0.06,0.09,0.14,0.07,0.21,0.09,0.16
Maxim Dekker,NED,DF,AZ Alkmaar,20.0,2004.0,11,7,589,6.5,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,12,35,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Logan Delaurier-Chaubet,FRA,FW,Almere City,22.0,2002.0,12,6,556,6.2,1,0,1,1,0,0,1,0,0.9,0.9,1.0,2.0,10,13,32,0.16,0.0,0.16,0.16,0.16,0.15,0.17,0.32,0.15,0.32
Branco van den Boomen,NED,MF,Ajax,29.0,1995.0,12,7,631,7.0,0,0,0,0,0,1,0,0,1.4,0.6,1.5,2.1,7,68,13,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.41,0.08,0.3
Damian van der Haar,NED,DF,Zwolle,20.0,2004.0,29,22,1833,20.4,2,2,4,2,0,0,1,0,1.0,1.0,3.0,4.0,17,52,82,0.1,0.1,0.2,0.1,0.2,0.05,0.15,0.2,0.05,0.2
Mickey van der Hart,NED,GK,Heerenveen,30.0,1994.0,19,18,1695,18.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike van der Hoorn,NED,DF,Utrecht,31.0,1992.0,31,30,2554,28.4,3,2,5,3,0,0,6,0,2.7,2.7,1.5,4.2,18,126,13,0.11,0.07,0.18,0.11,0.18,0.09,0.05,0.15,0.09,0.15
