Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Guus Beaumont,NED,MF,Almere City,22.0,2002.0,0.1,11,11,0,0,0,0,0,0,0,0,0,0,5,0,2
Thomas Beelen,NED,DF,Feyenoord,23.0,2001.0,18.9,1534,1487,44,34,0,6,3,4,0,0,0,0,1394,3,7
Raffael Behounek,AUT,DF,Willem II,27.0,1997.0,30.9,1801,1669,126,67,1,15,4,2,0,0,0,0,1528,6,13
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,2001.0,6.5,392,376,13,5,1,2,1,3,1,0,0,0,336,3,8
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,2003.0,22.6,853,641,207,18,0,11,41,189,0,0,0,0,604,5,23
Walter Benítez,ARG,GK,PSV Eindhoven,31.0,1993.0,33.5,1298,1123,175,35,0,0,0,0,0,0,0,0,1123,0,0
Mitchell van Bergen,NED,FW,Sparta R'dam,24.0,1999.0,12.5,295,280,13,0,0,1,87,10,3,0,0,0,194,2,11
Mitchell van Bergen,NED,FW,Twente,24.0,1999.0,8.9,252,248,4,1,0,0,64,0,3,2,0,0,163,0,16
Thom van Bergen,NED,FW,Groningen,20.0,2004.0,27.4,610,555,53,2,6,0,8,4,0,0,0,0,441,2,31
Steven Berghuis,NED,"FW,MF",Ajax,32.0,1991.0,15.9,851,760,88,21,7,11,108,15,52,34,7,1,623,3,17
Steven Bergwijn,NED,FW,Ajax,26.0,1997.0,0.2,16,14,2,0,0,0,1,2,0,0,0,0,13,0,0
Gijs Besselink,NED,MF,Twente,20.0,2004.0,3.6,126,123,3,2,0,0,1,1,0,0,0,0,100,0,2
Daniel Bielica,POL,GK,NAC Breda,25.0,1999.0,32.0,1137,809,328,65,0,2,0,0,0,0,0,0,873,0,0
Justin Bijlow,NED,GK,Feyenoord,26.0,1998.0,4.0,226,200,26,5,0,0,0,0,0,0,0,0,199,0,0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,2005.0,5.2,159,156,3,0,0,0,14,3,0,0,0,0,115,0,5
Thijmen Blokzijl,NED,DF,Groningen,19.0,2005.0,24.7,1313,1248,63,31,0,3,0,1,0,0,0,0,1181,2,5
Ofosu Boakye,,FW,Go Ahead Eag,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Bochniewicz,POL,DF,Heerenveen,28.0,1996.0,12.3,961,905,53,21,1,1,2,3,0,0,0,0,834,3,9
Jeremy Bokila,COD,FW,Willem II,35.0,1988.0,15.3,272,260,12,0,0,1,8,0,0,0,0,0,153,0,15
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,2004.0,16.6,605,576,28,3,4,6,21,21,4,3,1,0,438,1,12
Taylor Booth,USA,"FW,MF",Utrecht,23.0,2001.0,2.9,59,55,4,1,0,0,12,2,1,0,1,0,26,0,8
Taylor Booth,USA,FW,Twente,23.0,2001.0,3.0,89,86,1,0,0,0,12,0,0,0,0,0,50,2,6
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,1997.0,28.5,2824,2734,77,41,12,34,17,6,1,0,0,0,2469,13,19
Jesse Bosch,NED,MF,Willem II,24.0,2000.0,30.1,872,864,8,5,2,9,23,0,1,0,1,0,659,0,25
Sven Bouland,NED,DF,Groningen,,,0.5,46,45,1,0,0,0,1,1,0,0,0,0,40,0,0
Rayane Bounida,BEL,FW,Ajax,18.0,2006.0,0.2,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0
Can Bozdogan,GER,MF,Utrecht,23.0,2001.0,4.5,163,158,5,3,0,0,3,0,2,1,0,0,127,0,3
Mattijs Branderhorst,NED,GK,Fortuna Sittard,30.0,1993.0,28.0,823,540,281,66,0,0,0,0,0,0,0,0,453,2,1
Oliver Braude,NOR,DF,Heerenveen,20.0,2004.0,29.0,1790,1480,304,50,2,25,48,254,0,0,0,0,1389,6,50
Myron van Brederode,NED,FW,AZ Alkmaar,21.0,2003.0,1.9,65,64,1,1,0,0,0,0,0,0,0,0,55,0,2
Michael Bresser,NED,DF,PSV Eindhoven,17.0,2007.0,0.0,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
Jakob Breum,DEN,"MF,FW",Go Ahead Eag,20.0,2003.0,22.9,993,848,139,39,17,7,90,8,61,39,10,0,722,6,24
Brian Brobbey,NED,FW,Ajax,22.0,2002.0,17.3,349,339,10,0,0,0,1,0,0,0,0,0,252,0,18
Michael Brouwer,NED,GK,Utrecht,31.0,1993.0,3.0,107,79,27,3,0,0,0,0,0,0,0,0,61,1,0
Luuk Brouwers,NED,MF,Heerenveen,26.0,1998.0,21.2,895,838,54,13,2,2,8,12,0,0,0,0,746,3,20
Jordy Bruijn,NED,MF,Heracles Almelo,28.0,1996.0,3.4,96,85,11,4,0,0,10,1,4,3,1,0,62,0,3
Max Bruns,NED,DF,Twente,21.0,2002.0,18.2,1200,1146,53,28,2,4,3,6,0,0,0,0,1083,1,5
Thomas Bruns,NED,"MF,FW",Heracles Almelo,32.0,1992.0,12.8,506,378,123,22,2,4,109,13,65,33,26,0,323,5,20
Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25.0,1998.0,3.4,65,62,3,0,0,0,2,1,0,0,0,0,44,0,1
Charles-Andréas Brym,CAN,FW,Almere City,25.0,1998.0,14.3,307,296,11,1,1,0,9,5,0,0,0,0,223,0,14
Hugo Bueno,ESP,DF,Feyenoord,21.0,2002.0,13.3,700,593,107,10,0,0,49,97,0,0,0,0,600,0,20
Thomas Buitink,NED,"FW,MF",Zwolle,24.0,2000.0,2.7,46,45,1,0,0,0,7,1,0,0,0,0,31,0,6
Ezequiel Bullaude,ARG,"MF,FW",Fortuna Sittard,23.0,2000.0,22.9,471,461,7,2,1,2,8,0,0,0,0,0,336,3,19
Abdurrahman Burak Sayın,,FW,Fortuna Sittard,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Maxime Busi,BEL,DF,NAC Breda,24.0,1999.0,9.6,439,380,57,6,1,4,21,51,0,0,0,0,336,2,6
Zico Buurmeester,NED,"MF,FW",AZ Alkmaar,22.0,2002.0,13.3,611,585,25,12,3,2,15,2,10,4,2,0,494,1,11
Àlex Carbonell,ESP,MF,Almere City,26.0,1997.0,2.6,221,207,14,6,0,0,7,2,6,2,2,0,181,0,1
Juan Carlos Familia,DOM,"DF,FW",RKC Waalwijk,24.0,2000.0,17.1,810,660,144,19,0,4,104,122,3,2,1,0,606,6,19
Julián Carranza,ARG,FW,Feyenoord,24.0,2000.0,9.1,190,180,9,0,0,1,1,1,0,0,0,0,136,1,4
Stephano Carrillo,MEX,FW,Feyenoord,18.0,2006.0,0.6,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0
Yoann Cathline,FRA,FW,Utrecht,22.0,2002.0,21.6,538,528,8,0,7,4,68,5,3,1,0,0,363,2,20
Kayky Chagas,BRA,"FW,DF",Sparta R'dam,21.0,2003.0,1.3,42,39,3,1,0,0,5,0,2,1,1,0,30,0,1
Jordy Clasie,NED,MF,AZ Alkmaar,33.0,1991.0,20.2,1280,1225,51,44,4,8,5,2,1,0,0,0,1113,4,12
Pelle Clement,NED,"MF,FW",Sparta R'dam,28.0,1996.0,18.6,887,816,68,19,5,1,44,8,28,12,11,1,689,3,19
Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22.0,2001.0,12.2,242,232,8,1,0,1,43,1,6,3,1,0,167,2,11
Amara Conde,GER,MF,Heerenveen,27.0,1997.0,8.2,371,364,7,5,1,1,1,1,0,0,0,0,310,0,9
Vito van Crooij,NED,"MF,FW",NEC Nijmegen,28.0,1996.0,21.0,584,498,84,10,3,5,71,24,33,18,12,0,402,2,17
Alessio da Cruz,CPV,FW,Fortuna Sittard,27.0,1997.0,13.2,201,178,23,0,0,0,7,0,0,0,0,0,151,0,0
Ro-Zangelo Daal,NED,FW,AZ Alkmaar,20.0,2004.0,0.8,31,31,0,0,0,0,2,0,0,0,0,0,27,0,0
Jasper Dahlhaus,NED,"DF,FW",Fortuna Sittard,22.0,2001.0,19.6,864,682,178,15,1,3,90,157,6,5,1,0,586,4,31
Matteo Dams,BEL,DF,PSV Eindhoven,20.0,2004.0,10.2,735,669,65,5,0,2,36,60,0,0,0,0,629,1,10
Damil Dankerlui,SUR,"DF,FW",Almere City,27.0,1996.0,1.9,110,73,36,1,0,0,11,35,0,0,0,0,64,1,4
Argyrios Darelas,GRE,"MF,FW",NEC Nijmegen,20.0,2003.0,0.5,17,17,0,0,1,0,0,0,0,0,0,0,13,0,0
Brynjolfur Darri Willumsson,ISL,FW,Groningen,23.0,2000.0,10.7,247,232,14,0,0,0,3,2,0,0,0,0,161,1,3
Jari De Busser,BEL,GK,Go Ahead Eag,24.0,1999.0,16.0,749,632,115,30,0,1,0,0,0,0,0,0,554,2,0
Brian De Keersmaecker,BEL,MF,Heracles Almelo,24.0,2000.0,30.2,1245,1179,62,45,6,30,28,11,1,0,0,0,1037,4,23
Mats Deijl,NED,DF,Go Ahead Eag,27.0,1997.0,34.0,1587,1287,295,28,4,6,55,267,0,0,0,0,1209,5,37
Maxim Dekker,NED,DF,AZ Alkmaar,20.0,2004.0,6.5,433,415,18,7,1,2,4,3,0,0,0,0,396,0,1
Logan Delaurier-Chaubet,FRA,FW,Almere City,22.0,2002.0,6.2,142,137,5,0,1,1,13,2,3,1,0,0,98,0,6
Branco van den Boomen,NED,MF,Ajax,29.0,1995.0,7.0,521,484,35,14,3,6,35,0,21,14,1,2,436,2,3
Damian van der Haar,NED,DF,Zwolle,20.0,2004.0,20.4,989,797,189,16,1,14,55,173,0,0,0,0,739,3,21
Mickey van der Hart,NED,GK,Heerenveen,30.0,1994.0,18.8,855,771,81,23,0,2,0,0,0,0,0,0,650,3,1
Mike van der Hoorn,NED,DF,Utrecht,31.0,1992.0,28.4,1635,1543,87,60,1,11,3,1,0,0,0,0,1332,5,5
Djevencio van der Kust,SUR,DF,Sparta R'dam,23.0,2001.0,10.3,513,429,83,11,0,1,28,72,0,0,0,0,401,1,11
Richard van der Venne,NED,"MF,FW",RKC Waalwijk,32.0,1992.0,8.2,256,234,22,1,4,2,8,6,3,0,1,0,175,0,11
Silvester van der Water,NED,"FW,MF",RKC Waalwijk,27.0,1996.0,7.0,177,159,17,4,0,2,19,5,7,5,0,0,98,1,6
David van der Werff,NED,MF,Groningen,19.0,2004.0,0.2,7,7,0,0,0,0,2,0,0,0,0,0,6,0,1
Anthony Descotte,BEL,"FW,MF",Utrecht,20.0,2003.0,4.4,104,101,3,0,0,0,2,0,0,0,0,0,80,0,1
Sergiño Dest,USA,DF,PSV Eindhoven,23.0,2000.0,4.2,256,222,34,1,0,1,9,33,0,0,0,0,231,0,4
Matisse Didden,BEL,DF,Utrecht,22.0,2001.0,5.8,323,302,21,8,0,2,0,1,0,0,0,0,273,0,0
Thomas Didillon,FRA,GK,Willem II,28.0,1995.0,34.0,1188,843,340,62,0,0,0,0,0,0,0,0,773,5,1
Mitchell Dijks,NED,DF,Fortuna Sittard,31.0,1993.0,18.8,896,707,188,17,0,2,39,171,0,0,0,0,670,1,19
Elijah Dijkstra,NED,DF,AZ Alkmaar,17.0,2006.0,1.0,57,49,8,0,0,0,1,8,0,0,0,0,49,0,1
Julius Dirksen,NED,"DF,MF",Go Ahead Eag,21.0,2003.0,0.8,37,34,3,2,0,1,0,1,0,0,0,0,30,0,0
Nick Doodeman,NED,"FW,MF",Willem II,27.0,1996.0,16.1,505,413,90,19,0,1,124,8,63,27,28,0,329,2,14
Couhaib Driouech,MAR,FW,PSV Eindhoven,22.0,2002.0,3.0,177,169,8,0,0,0,22,8,0,0,0,0,144,0,3
Joel Drommel,NED,GK,PSV Eindhoven,27.0,1996.0,0.5,26,19,7,2,0,0,0,0,0,0,0,0,19,0,0
Laros Duarte,CPV,MF,Groningen,27.0,1997.0,0.2,27,24,3,1,0,0,3,0,2,0,2,0,24,0,1
Oliver Edvardsen,NOR,FW,Ajax,25.0,1999.0,3.2,92,88,3,1,1,0,5,0,1,1,0,0,65,1,1
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,25.0,1999.0,9.9,238,235,1,0,8,0,8,1,0,0,0,0,176,2,4
Victor Edvardsen,SWE,"FW,MF",Go Ahead Eag,28.0,1996.0,30.4,777,720,55,0,8,4,38,14,3,1,0,1,532,2,30
Espen van Ee,NED,MF,Heerenveen,21.0,2003.0,24.8,1275,1242,30,22,3,7,12,5,2,2,0,0,1067,3,23
Mike Eerdhuijzen,NED,DF,Sparta R'dam,24.0,2000.0,31.1,2149,2003,141,39,2,49,11,3,0,0,0,0,1872,5,10
Roshon van Eijma,CUW,DF,RKC Waalwijk,26.0,1998.0,20.2,918,887,27,19,0,6,0,0,0,0,0,0,786,4,5
Carel Eiting,NED,MF,Sparta R'dam,26.0,1998.0,9.8,371,307,62,25,4,2,41,2,25,7,8,0,248,2,13
Carel Eiting,NED,MF,Twente,26.0,1998.0,6.5,447,397,48,16,2,2,36,2,25,16,2,1,332,2,18
Hjalmar Ekdal,SWE,DF,Groningen,25.0,1998.0,13.8,741,723,18,17,0,6,0,1,0,0,0,0,639,0,4
Úmaro Embaló,POR,FW,Fortuna Sittard,23.0,2001.0,0.1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Noam Emeran,FRA,"DF,MF",Groningen,21.0,2002.0,1.0,42,31,11,0,0,0,6,9,2,2,0,0,22,0,1
Mario Engels,GER,"FW,MF",Heracles Almelo,30.0,1993.0,24.1,508,418,86,9,0,1,79,30,19,6,1,0,353,4,35
Alonzo Engwanda,BEL,MF,Utrecht,21.0,2003.0,14.1,505,482,23,9,0,0,10,14,0,0,0,0,423,0,7
Ante Erceg,CRO,"FW,MF",Fortuna Sittard,34.0,1989.0,3.2,67,62,4,0,0,0,2,0,0,0,0,0,49,1,2
Luca Everink,NED,DF,Go Ahead Eag,23.0,2001.0,1.2,57,49,8,1,0,0,0,7,0,0,0,0,52,0,2
Kevin Felida,CUW,"MF,FW",RKC Waalwijk,24.0,1999.0,4.8,217,214,3,0,0,0,9,3,0,0,0,0,172,0,4
Saná Fernandes,POR,"FW,MF",NAC Breda,18.0,2006.0,5.5,200,195,5,2,0,2,10,0,1,1,0,0,154,0,7
Nick Fichtinger,NED,MF,Zwolle,20.0,2004.0,9.5,378,374,2,2,0,1,4,0,0,0,0,0,289,2,11
Kolbeinn Finnsson,ISL,DF,Utrecht,24.0,1999.0,1.7,84,71,13,3,0,2,5,10,0,0,0,0,66,0,0
Kian Fitz-Jim,NED,MF,Ajax,21.0,2003.0,13.7,626,599,24,12,3,2,10,6,2,0,0,0,524,3,13
Ryan Flamingo,NED,DF,PSV Eindhoven,21.0,2002.0,32.7,2905,2838,67,59,4,18,1,8,0,0,0,0,2626,0,13
Sherel Floranus,CUW,DF,Almere City,25.0,1998.0,2.0,111,101,10,2,0,1,3,7,0,0,0,0,91,0,1
Sherel Floranus,CUW,DF,Zwolle,25.0,1998.0,19.5,961,750,211,26,3,0,26,185,0,0,0,0,763,0,11
Carlos Forbs,POR,FW,Ajax,20.0,2004.0,0.4,13,13,0,0,0,0,3,0,0,0,0,0,10,0,0
Ryan Fosso,SUI,MF,Fortuna Sittard,22.0,2002.0,28.3,1144,1104,39,34,6,17,11,1,4,3,0,0,990,1,18
Oscar Fraulo,DEN,MF,Utrecht,20.0,2003.0,19.0,637,612,24,11,2,2,18,3,0,0,0,0,497,1,20
Anton Gaaei,DEN,DF,Ajax,21.0,2002.0,19.8,1199,1012,186,23,3,11,139,135,28,22,2,0,933,1,25
Matt Garbett,NZL,"FW,MF",NAC Breda,22.0,2002.0,6.4,158,151,7,0,1,1,9,1,0,0,0,0,117,0,9
Anselmo García MacNulty,IRL,DF,Zwolle,21.0,2003.0,34.0,2019,1926,89,34,1,8,12,5,0,0,0,0,1723,4,16
Stijn van Gassel,NED,GK,NEC Nijmegen,27.0,1996.0,2.0,82,57,25,3,0,0,0,0,0,0,0,0,48,0,0
Lutsharel Geertruida,NED,DF,Feyenoord,24.0,2000.0,3.0,189,169,20,6,0,0,0,14,0,0,0,0,173,0,3
Liam van Gelderen,SUR,DF,RKC Waalwijk,23.0,2001.0,30.0,1335,1193,139,38,1,2,12,57,1,0,0,0,1168,3,5
Djomar Giersthove,NED,DF,Feyenoord,19.0,2005.0,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Teun Gijselhart,NED,MF,Zwolle,19.0,2005.0,0.3,14,14,0,0,0,0,0,0,0,0,0,0,11,0,1
Santiago Giménez,MEX,FW,Feyenoord,23.0,2001.0,8.5,102,93,8,2,0,0,2,1,0,0,0,0,65,1,9
Mika Godts,BEL,FW,Ajax,19.0,2005.0,18.3,653,638,14,1,8,2,22,7,6,0,1,0,510,1,21
Wouter Goes,NED,DF,AZ Alkmaar,20.0,2004.0,22.8,1511,1444,66,52,3,12,2,9,0,0,0,0,1320,1,5
Facundo González,URU,DF,Feyenoord,21.0,2003.0,0.9,45,43,2,1,0,1,0,0,0,0,0,0,42,0,0
Roberto González,ESP,"MF,FW",NEC Nijmegen,23.0,2001.0,10.9,330,291,38,11,1,1,39,0,14,8,5,0,228,1,11
Tristan Gooijer,NED,DF,Zwolle,19.0,2004.0,0.3,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
Marvin da Graça,LUX,DF,Almere City,29.0,1995.0,8.8,333,281,51,2,0,0,12,49,0,0,0,0,269,1,7
Simon Graves Jensen,DEN,DF,Zwolle,25.0,1999.0,25.7,1504,1446,57,43,2,7,1,4,0,0,0,0,1313,1,11
Leo Greiml,AUT,DF,NAC Breda,23.0,2001.0,28.7,1477,1420,56,37,1,24,9,3,0,0,0,0,1237,1,6
Dario Grujcic,AUT,"DF,MF",Fortuna Sittard,25.0,1999.0,3.1,161,143,18,6,0,1,3,10,2,2,0,0,119,0,0
Baptiste Guillaume,BEL,"FW,MF",Almere City,29.0,1995.0,4.9,136,131,5,0,0,0,0,0,0,0,0,0,71,0,4
Eser Gürbüz,NED,FW,Heerenveen,17.0,2007.0,3.4,102,100,2,1,0,0,20,1,0,0,0,0,55,0,10
Rodrigo Guth,BRA,DF,Fortuna Sittard,23.0,2000.0,30.5,1542,1490,48,43,0,3,5,0,0,0,0,0,1252,4,19
Jonathan de Guzmán,NED,MF,Sparta R'dam,36.0,1987.0,0.5,31,30,1,1,0,0,0,0,0,0,0,0,27,0,0
Anis Hadj Moussa,ALG,"FW,MF",Feyenoord,22.0,2002.0,21.9,787,704,80,21,9,14,117,14,45,36,3,0,534,3,36
Alen Halilović,CRO,"MF,FW",Fortuna Sittard,28.0,1996.0,19.7,676,563,110,29,3,22,75,9,48,32,5,0,538,3,10
Denzel Hall,NED,DF,Heerenveen,23.0,2001.0,6.3,438,370,68,6,1,1,6,62,0,0,0,0,349,0,3
Sébastien Haller,CIV,FW,Utrecht,30.0,1994.0,14.1,372,360,10,0,1,2,0,1,0,0,0,0,247,2,7
Dávid Hancko,SVK,DF,Feyenoord,26.0,1997.0,32.0,2554,2401,148,53,0,10,21,12,3,0,0,0,2292,5,10
Kornelius Hansen,NOR,"FW,MF",Almere City,23.0,2001.0,21.0,453,425,26,1,1,3,42,4,2,0,2,0,305,2,24
Sontje Hansen,CUW,"FW,MF",NEC Nijmegen,22.0,2002.0,20.8,568,555,12,2,4,4,39,9,1,0,1,0,420,1,24
Quilindschy Hartman,NED,DF,Feyenoord,22.0,2001.0,7.2,488,425,62,11,3,5,15,51,0,0,0,0,388,1,8
Jorrel Hato,NED,DF,Ajax,18.0,2006.0,28.8,1741,1509,230,53,5,2,15,171,5,0,0,0,1556,2,22
Mike Hauptmeijer,NED,GK,Zwolle,27.0,1997.0,4.0,145,106,39,6,0,0,0,0,0,0,0,0,97,0,0
Thom Haye,IDN,MF,Almere City,29.0,1995.0,22.7,1166,993,165,72,1,30,159,8,84,36,44,2,835,8,20
Jordan Henderson,ENG,MF,Ajax,34.0,1990.0,20.8,1724,1619,95,68,10,5,53,4,16,11,3,0,1468,10,15
Lucas Vennegoor of Hesselink,NED,"FW,MF",Twente,18.0,2006.0,0.8,18,15,2,0,0,0,0,0,0,0,0,0,10,1,0
Mees Hilgers,IDN,DF,Twente,23.0,2001.0,20.8,1155,1094,58,48,1,8,1,4,0,0,0,0,1011,3,7
Mees Hoedemakers,NED,MF,NEC Nijmegen,26.0,1998.0,19.9,1022,982,38,33,3,18,6,3,1,0,0,0,849,2,11
Justin Hoogma,NED,DF,Heracles Almelo,26.0,1998.0,2.8,154,148,6,4,0,2,0,1,0,0,0,0,130,0,2
Sydney van Hooijdonk,NED,FW,NAC Breda,24.0,2000.0,11.0,226,213,12,0,0,1,7,0,0,0,0,0,153,1,12
Nikolai Hopland,NOR,DF,Heerenveen,20.0,2004.0,27.4,1764,1672,91,55,0,15,4,2,0,0,0,0,1582,1,8
Siebe Horemans,BEL,DF,Utrecht,26.0,1998.0,26.2,1364,1113,249,18,0,3,77,231,0,0,0,0,1009,2,43
Jizz Hornkamp,NED,"FW,MF",Heracles Almelo,26.0,1998.0,17.6,351,334,17,0,1,3,10,3,0,0,0,0,231,0,13
Jeroen Houwen,NED,GK,RKC Waalwijk,28.0,1996.0,24.0,934,695,231,40,0,1,0,0,0,0,0,0,640,8,0
Johan Hove,NOR,MF,Groningen,23.0,2000.0,19.4,845,796,47,30,1,10,29,2,12,5,5,0,695,2,6
Joël Ideho,NED,FW,Sparta R'dam,21.0,2003.0,1.9,44,44,0,0,2,0,6,0,0,0,0,0,34,0,2
Younes Taha El Idrissi,MAR,"FW,MF",Twente,21.0,2002.0,2.4,100,95,4,0,0,3,15,2,2,1,0,0,58,1,7
Mohammed Ihattaren,NED,"MF,FW",RKC Waalwijk,22.0,2002.0,17.1,845,713,130,42,2,14,122,19,44,39,1,0,605,2,35
Hwang In-beom,KOR,MF,Feyenoord,27.0,1996.0,18.0,1046,978,65,26,9,5,48,5,31,18,10,0,872,3,13
Zidane Iqbal,IRQ,MF,Utrecht,21.0,2003.0,16.1,843,823,19,16,1,3,8,1,0,0,0,0,744,1,5
Luka Ivanušec,CRO,"FW,MF",Feyenoord,25.0,1998.0,5.4,212,195,16,1,0,0,12,2,10,4,5,0,172,1,10
Joey Jacobs,NED,DF,Almere City,24.0,2000.0,13.0,505,459,45,14,0,3,4,31,0,0,0,0,382,1,4
