Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Ragnar Ache,de GER,FW,Köln,27-148,1998,6.0,113,104,8,0,0,0,0,0,0,0,0,0,71,1,4,Matches
2,Junior Adamu,at AUT,FW,Freiburg,24-200,2001,5.0,85,81,3,0,0,0,2,0,0,0,0,0,49,1,6,Matches
3,Karim Adeyemi,de GER,"MF,FW",Dortmund,23-339,2002,8.2,196,188,8,0,1,1,6,7,0,0,0,0,139,0,12,Matches
4,Oladapo Afolayan,eng ENG,"MF,FW",St. Pauli,27-314,1998,1.7,75,74,0,0,1,0,10,0,0,0,0,0,50,1,6,Matches
5,Felix Agu,ng NGA,DF,Werder Bremen,26-087,1999,5.4,248,194,54,5,0,3,7,49,0,0,0,0,198,0,8,Matches
6,Kevin Akpoguma,ng NGA,DF,Hoffenheim,30-248,1995,0.3,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
7,Skelly Alvero,fr FRA,DF,Werder Bremen,23-233,2002,0.4,24,24,0,0,0,0,0,0,0,0,0,0,23,0,0,Matches
8,Aurele Amenda,ch SUI,DF,Eint Frankfurt,22-145,2003,2.7,204,179,24,13,0,4,0,7,0,0,0,0,179,1,1,Matches
9,Nadiem Amiri,de GER,MF,Mainz 05,29-057,1996,12.5,736,610,120,53,5,6,68,8,48,22,18,0,555,6,17,Matches
10,Mohamed Amoura,dz ALG,FW,Wolfsburg,25-228,2000,10.4,236,220,16,0,4,0,15,3,0,0,0,0,163,0,13,Matches
11,Robert Andrich,de GER,"DF,MF",Leverkusen,31-092,1994,11.6,773,751,22,12,0,8,5,10,0,0,0,0,693,0,3,Matches
12,Ilyas Ansah,de GER,"MF,FW",Union Berlin,21-045,2004,12.1,183,179,4,0,3,1,11,2,0,0,0,0,139,0,8,Matches
