Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Ragnar Ache,GER,FW,Köln,27-148,1998,6.0,1,13,4,30.8,2.17,0.67,0.08,0.25,13.9,0,0,0,2.5,2.5,0.2,-1.5,-1.5
Junior Adamu,AUT,FW,Freiburg,24-200,2001,5.0,1,7,3,42.9,1.41,0.61,0.14,0.33,9.6,0,0,0,1.6,1.6,0.23,-0.6,-0.6
Karim Adeyemi,GER,"MF,FW",Dortmund,23-339,2002,8.2,4,20,9,45.0,2.45,1.1,0.2,0.44,16.4,0,0,0,2.7,2.7,0.13,1.3,1.3
Oladapo Afolayan,ENG,"MF,FW",St. Pauli,27-314,1998,1.7,0,4,2,50.0,2.4,1.2,0.0,0.0,19.7,0,0,0,0.6,0.6,0.15,-0.6,-0.6
Felix Agu,NGA,DF,Werder Bremen,26-087,1999,5.4,0,1,1,100.0,0.19,0.19,0.0,0.0,30.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Kevin Akpoguma,NGA,DF,Hoffenheim,30-248,1995,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Skelly Alvero,FRA,DF,Werder Bremen,23-233,2002,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Aurele Amenda,SUI,DF,Eint Frankfurt,22-145,2003,2.7,0,1,0,0.0,0.37,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Nadiem Amiri,GER,MF,Mainz 05,29-057,1996,12.5,3,21,3,14.3,1.68,0.24,0.0,0.0,26.5,4,3,3,3.2,0.8,0.04,-0.2,-0.8
Mohamed Amoura,ALG,FW,Wolfsburg,25-228,2000,10.4,6,28,10,35.7,2.69,0.96,0.18,0.5,15.3,0,1,1,5.3,4.6,0.16,0.7,0.4
Robert Andrich,GER,"DF,MF",Leverkusen,31-092,1994,11.6,1,5,2,40.0,0.43,0.17,0.2,0.5,15.8,0,0,0,0.4,0.4,0.07,0.6,0.6
Ilyas Ansah,GER,"MF,FW",Union Berlin,21-045,2004,12.1,5,19,8,42.1,1.57,0.66,0.26,0.63,17.1,0,0,0,2.0,2.0,0.1,3.0,3.0
Aaron Anselmino,ARG,DF,Dortmund,20-238,2005,3.8,1,1,1,100.0,0.26,0.26,1.0,1.0,9.5,0,0,0,0.1,0.1,0.08,0.9,0.9
Waldemar Anton,GER,DF,Dortmund,29-156,1996,13.0,1,6,1,16.7,0.46,0.08,0.17,1.0,16.6,0,0,0,0.4,0.4,0.06,0.6,0.6
Maximilian Arnold,GER,MF,Wolfsburg,31-210,1994,14.0,1,8,4,50.0,0.57,0.29,0.13,0.25,25.8,1,0,0,0.3,0.3,0.03,0.7,0.7
Arthur,BRA,DF,Leverkusen,22-281,2003,6.4,0,6,1,16.7,0.94,0.16,0.0,0.0,25.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Fisnik Asllani,KVX,"FW,MF",Hoffenheim,23-137,2002,10.7,6,35,11,31.4,3.26,1.02,0.17,0.55,14.9,0,0,0,4.3,4.3,0.12,1.7,1.7
Lorenz Assignon,TOG,DF,Stuttgart,25-184,2000,5.6,0,8,3,37.5,1.43,0.54,0.0,0.0,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Noah Atubolu,GER,GK,Freiburg,23-212,2002,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leon Avdullahu,KVX,MF,Hoffenheim,21-303,2004,14.4,0,8,1,12.5,0.56,0.07,0.0,0.0,20.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Mio Backhaus,GER,GK,Werder Bremen,21-251,2004,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Loïc Bade,FRA,DF,Leverkusen,25-256,2000,11.6,0,6,2,33.3,0.52,0.17,0.0,0.0,15.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Johan Bakayoko,BEL,FW,RB Leipzig,22-247,2003,7.4,2,18,7,38.9,2.44,0.95,0.11,0.29,20.9,0,0,0,1.4,1.4,0.08,0.6,0.6
Ridle Baku,GER,DF,RB Leipzig,27-259,1998,12.0,0,15,2,13.3,1.25,0.17,0.0,0.0,21.3,0,0,0,1.0,1.0,0.07,-1.0,-1.0
Fabio Baldé,POR,"FW,MF",Hamburger SV,20-156,2005,2.8,0,4,2,50.0,1.45,0.73,0.0,0.0,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
