Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Ragnar Ache,GER,FW,Köln,27-148,1998,6.0,113,104,8,0,0,0,0,0,0,0,0,0,71,1,4
Junior Adamu,AUT,FW,Freiburg,24-200,2001,5.0,85,81,3,0,0,0,2,0,0,0,0,0,49,1,6
Karim Adeyemi,GER,"MF,FW",Dortmund,23-339,2002,8.2,196,188,8,0,1,1,6,7,0,0,0,0,139,0,12
Oladapo Afolayan,ENG,"MF,FW",St. Pauli,27-314,1998,1.7,75,74,0,0,1,0,10,0,0,0,0,0,50,1,6
Felix Agu,NGA,DF,Werder Bremen,26-087,1999,5.4,248,194,54,5,0,3,7,49,0,0,0,0,198,0,8
Kevin Akpoguma,NGA,DF,Hoffenheim,30-248,1995,0.3,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0
Skelly Alvero,FRA,DF,Werder Bremen,23-233,2002,0.4,24,24,0,0,0,0,0,0,0,0,0,0,23,0,0
Aurele Amenda,SUI,DF,Eint Frankfurt,22-145,2003,2.7,204,179,24,13,0,4,0,7,0,0,0,0,179,1,1
Nadiem Amiri,GER,MF,Mainz 05,29-057,1996,12.5,736,610,120,53,5,6,68,8,48,22,18,0,555,6,17
Mohamed Amoura,ALG,FW,Wolfsburg,25-228,2000,10.4,236,220,16,0,4,0,15,3,0,0,0,0,163,0,13
Robert Andrich,GER,"DF,MF",Leverkusen,31-092,1994,11.6,773,751,22,12,0,8,5,10,0,0,0,0,693,0,3
Ilyas Ansah,GER,"MF,FW",Union Berlin,21-045,2004,12.1,183,179,4,0,3,1,11,2,0,0,0,0,139,0,8
Aaron Anselmino,ARG,DF,Dortmund,20-238,2005,3.8,205,200,4,4,0,0,0,0,0,0,0,0,180,1,3
Waldemar Anton,GER,DF,Dortmund,29-156,1996,13.0,981,950,29,16,0,3,7,13,0,0,0,0,881,2,7
