Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Ragnar Ache,GER,FW,Köln,27-148,1998,6.0,19,3.18,10,0,2,3,4,0,4,0.67,3,0,0,0,1,0
Junior Adamu,AUT,FW,Freiburg,24-200,2001,5.0,9,1.82,6,0,0,2,0,1,2,0.4,1,0,0,1,0,0
Karim Adeyemi,GER,"MF,FW",Dortmund,23-339,2002,8.2,32,3.92,22,0,6,0,4,0,6,0.73,4,0,1,0,1,0
Oladapo Afolayan,ENG,"MF,FW",St. Pauli,27-314,1998,1.7,7,4.23,5,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Felix Agu,NGA,DF,Werder Bremen,26-087,1999,5.4,6,1.12,6,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,30-248,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Skelly Alvero,FRA,DF,Werder Bremen,23-233,2002,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurele Amenda,SUI,DF,Eint Frankfurt,22-145,2003,2.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nadiem Amiri,GER,MF,Mainz 05,29-057,1996,12.5,62,4.97,32,20,4,4,2,0,2,0.16,2,0,0,0,0,0
Mohamed Amoura,ALG,FW,Wolfsburg,25-228,2000,10.4,35,3.36,26,0,2,3,4,0,6,0.58,4,0,1,0,1,0
Robert Andrich,GER,"DF,MF",Leverkusen,31-092,1994,11.6,18,1.55,17,0,0,0,1,0,2,0.17,2,0,0,0,0,0
Ilyas Ansah,GER,"MF,FW",Union Berlin,21-045,2004,12.1,22,1.82,13,0,1,2,6,0,4,0.33,3,0,0,1,0,0
Aaron Anselmino,ARG,DF,Dortmund,20-238,2005,3.8,1,0.26,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Waldemar Anton,GER,DF,Dortmund,29-156,1996,13.0,4,0.31,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Maximilian Arnold,GER,MF,Wolfsburg,31-210,1994,14.0,35,2.5,20,15,0,0,0,0,4,0.29,2,2,0,0,0,0
Arthur,BRA,DF,Leverkusen,22-281,2003,6.4,12,1.87,11,0,1,0,0,0,3,0.47,3,0,0,0,0,0
Fisnik Asllani,KVX,"FW,MF",Hoffenheim,23-137,2002,10.7,27,2.52,22,0,3,2,0,0,2,0.19,2,0,0,0,0,0
Lorenz Assignon,TOG,DF,Stuttgart,25-184,2000,5.6,16,2.86,12,3,1,0,0,0,1,0.18,1,0,0,0,0,0
Noah Atubolu,GER,GK,Freiburg,23-212,2002,15.0,4,0.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leon Avdullahu,KVX,MF,Hoffenheim,21-303,2004,14.4,22,1.53,17,2,0,1,2,0,2,0.14,1,1,0,0,0,0
Mio Backhaus,GER,GK,Werder Bremen,21-251,2004,13.0,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Loïc Bade,FRA,DF,Leverkusen,25-256,2000,11.6,8,0.69,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Johan Bakayoko,BEL,FW,RB Leipzig,22-247,2003,7.4,23,3.12,15,0,3,3,2,0,2,0.27,0,0,1,0,1,0
