Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,32,1990,24,9,1114,12.4,1,1,2,1,0,0,0,0,2.1,2.1,2.3,4.5,40,65,98,0.08,0.08,0.16,0.08,0.16,0.17,0.19,0.36,0.17,0.36,Matches
2,Paxten Aaronson,us USA,MF,Vitesse,19,2003,14,14,1253,13.9,4,0,4,4,0,0,4,0,5.0,5.0,1.7,6.8,34,43,61,0.29,0.00,0.29,0.29,0.29,0.36,0.12,0.48,0.36,0.48,Matches
3,Jayden Addai,nl NED,FW,AZ Alkmaar,17,2005,8,2,297,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,11,8,29,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
4,Bobby Adekanye,nl NED,FW,Go Ahead Eag,24,1999,28,23,1804,20.0,0,5,5,0,0,0,4,1,2.6,2.6,5.7,8.3,67,51,114,0.00,0.25,0.25,0.00,0.25,0.13,0.29,0.41,0.13,0.41,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,23,2000,29,26,2338,26.0,1,0,1,1,0,0,1,1,1.3,1.3,0.4,1.7,26,97,3,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
6,Nikolas Agrafiotis,nl NED,FW,Excelsior,23,2000,18,10,758,8.4,5,2,7,5,0,0,0,0,4.0,4.0,1.3,5.3,7,12,44,0.59,0.24,0.83,0.59,0.83,0.47,0.16,0.62,0.47,0.62,Matches
7,Chuba Akpom,eng ENG,"FW,MF",Ajax,27,1995,25,8,1049,11.7,11,3,14,11,0,0,0,0,9.0,9.0,1.9,10.9,24,38,74,0.94,0.26,1.20,0.94,1.20,0.77,0.16,0.93,0.77,0.93,Matches
8,Hamdi Akujobi,nl NED,"DF,FW",Almere City,23,2000,23,16,1557,17.3,0,2,2,0,0,0,4,0,1.0,1.0,1.4,2.5,29,50,64,0.00,0.12,0.12,0.00,0.12,0.06,0.08,0.14,0.06,0.14,Matches
9,Hussein Ali,iq IRQ,"DF,FW",Heerenveen,21,2002,15,8,699,7.8,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,13,16,34,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches
10,Jordi Altena,nl NED,MF,Vitesse,19,2003,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
11,Ben Aissa Ben Amar,ma MAR,DF,Volendam,26,1997,31,27,2270,25.2,4,0,4,4,0,0,7,1,2.6,2.6,0.1,2.6,29,107,7,0.16,0.00,0.16,0.16,0.16,0.10,0.00,0.10,0.10,0.10,Matches
12,Jaydon Amauri Banel,nl NED,"FW,MF",Ajax,18,2004,5,1,93,1.0,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,1,5,0.00,0.97,0.97,0.00,0.97,0.44,0.21,0.64,0.44,0.64,Matches
13,Pelle van Amersfoort,nl NED,FW,Heerenveen,27,1996,31,26,2130,23.7,10,1,11,10,0,0,3,0,9.9,9.9,1.8,11.6,23,37,82,0.42,0.04,0.46,0.42,0.46,0.42,0.07,0.49,0.42,0.49,Matches
14,Jamal Amofa,nl NED,DF,Go Ahead Eag,24,1998,22,20,1669,18.5,1,0,1,1,0,0,7,1,0.3,0.3,0.3,0.6,25,71,4,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0.03,Matches
15,Silas Andersen,dk DEN,FW,Utrecht,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
16,Augustin Anello,it ITA,"FW,MF",Sparta R'dam,21,2002,8,1,225,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,5,23,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.17,0.11,0.17,Matches
17,Joey Antonioli,nl NED,MF,Volendam,19,2003,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
18,Carlens Arcus,ht HAI,DF,Vitesse,27,1996,30,25,2177,24.2,0,4,4,0,0,0,4,0,0.2,0.2,3.2,3.5,40,143,103,0.00,0.17,0.17,0.00,0.17,0.01,0.13,0.14,0.01,0.14,Matches
19,D'Leanu Arts,nl NED,DF,NEC Nijmegen,20,2003,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
20,Gastón Ávila,ar ARG,DF,Ajax,21,2001,5,4,354,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,6,26,4,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,Matches
21,Marouan Azarkan,nl NED,FW,Utrecht,21,2001,18,9,794,8.8,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,31,45,71,0.00,0.11,0.11,0.00,0.11,0.04,0.13,0.17,0.04,0.17,Matches
22,Anouar El Azzouzi,nl NED,MF,Zwolle,22,2001,22,14,1313,14.6,0,0,0,0,0,0,5,1,0.8,0.8,0.7,1.5,16,67,12,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
23,Julian Baas,nl NED,MF,Excelsior,21,2002,33,33,2882,32.0,2,2,4,1,1,1,8,0,1.7,0.9,3.4,4.3,20,95,46,0.06,0.06,0.12,0.03,0.09,0.05,0.11,0.16,0.03,0.14,Matches
24,Youri Baas,nl NED,"DF,FW",NEC Nijmegen,20,2003,27,18,1719,19.1,3,3,6,3,0,0,4,0,2.1,2.1,2.2,4.3,38,52,92,0.16,0.16,0.31,0.16,0.31,0.11,0.12,0.23,0.11,0.23,Matches
25,Isaac Babadi,nl NED,MF,PSV Eindhoven,18,2005,16,3,355,3.9,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.3,14,30,18,0.25,0.00,0.25,0.25,0.25,0.30,0.05,0.34,0.30,0.34,Matches
26,Mio Backhaus,de GER,GK,Volendam,19,2004,33,32,2881,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
27,Thibo Baeten,be BEL,"FW,MF",Go Ahead Eag,21,2002,26,8,908,10.1,0,2,2,0,0,0,3,0,1.1,1.1,2.2,3.3,19,21,67,0.00,0.20,0.20,0.00,0.20,0.11,0.22,0.33,0.11,0.33,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,28,1994,33,32,2849,31.7,0,2,2,0,0,0,3,1,1.1,1.1,2.1,3.1,45,93,135,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.10,0.03,0.10,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,20,2003,33,29,2493,27.7,12,9,21,12,0,0,1,0,8.7,8.7,8.0,16.6,197,97,434,0.43,0.32,0.76,0.43,0.76,0.31,0.29,0.60,0.31,0.60,Matches
30,Navajo Bakboord,nl NED,DF,Heracles Almelo,24,1999,22,20,1683,18.7,0,1,1,0,0,0,4,0,0.7,0.7,1.7,2.4,32,69,58,0.00,0.05,0.05,0.00,0.05,0.04,0.09,0.13,0.04,0.13,Matches
31,Zakaria Bakkali,be BEL,"MF,FW",RKC Waalwijk,27,1996,18,8,722,8.0,0,0,0,0,0,0,0,0,1.4,1.4,0.8,2.2,32,21,71,0.00,0.00,0.00,0.00,0.00,0.17,0.10,0.27,0.17,0.27,Matches
