Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Patrick van Aanholt,NED,DF,PSV Eindhoven,32.0,1990.0,24,9,1114,12.4,1,1,2,1,0,0,0,0,2.1,2.1,2.3,4.5,40,65,98,0.08,0.08,0.16,0.08,0.16,0.17,0.19,0.36,0.17,0.36
Paxten Aaronson,USA,MF,Vitesse,19.0,2003.0,14,14,1253,13.9,4,0,4,4,0,0,4,0,5.0,5.0,1.7,6.8,34,43,61,0.29,0.0,0.29,0.29,0.29,0.36,0.12,0.48,0.36,0.48
Jayden Addai,NED,FW,AZ Alkmaar,17.0,2005.0,8,2,297,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,11,8,29,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11
Bobby Adekanye,NED,FW,Go Ahead Eag,24.0,1999.0,28,23,1804,20.0,0,5,5,0,0,0,4,1,2.6,2.6,5.7,8.3,67,51,114,0.0,0.25,0.25,0.0,0.25,0.13,0.29,0.41,0.13,0.41
Shawn Adewoye,BEL,DF,RKC Waalwijk,23.0,2000.0,29,26,2338,26.0,1,0,1,1,0,0,1,1,1.3,1.3,0.4,1.7,26,97,3,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07
Nikolas Agrafiotis,NED,FW,Excelsior,23.0,2000.0,18,10,758,8.4,5,2,7,5,0,0,0,0,4.0,4.0,1.3,5.3,7,12,44,0.59,0.24,0.83,0.59,0.83,0.47,0.16,0.62,0.47,0.62
Chuba Akpom,ENG,"FW,MF",Ajax,27.0,1995.0,25,8,1049,11.7,11,3,14,11,0,0,0,0,9.0,9.0,1.9,10.9,24,38,74,0.94,0.26,1.2,0.94,1.2,0.77,0.16,0.93,0.77,0.93
Hamdi Akujobi,NED,"DF,FW",Almere City,23.0,2000.0,23,16,1557,17.3,0,2,2,0,0,0,4,0,1.0,1.0,1.4,2.5,29,50,64,0.0,0.12,0.12,0.0,0.12,0.06,0.08,0.14,0.06,0.14
Hussein Ali,IRQ,"DF,FW",Heerenveen,21.0,2002.0,15,8,699,7.8,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,13,16,34,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15
Jordi Altena,NED,MF,Vitesse,19.0,2003.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Aissa Ben Amar,MAR,DF,Volendam,26.0,1997.0,31,27,2270,25.2,4,0,4,4,0,0,7,1,2.6,2.6,0.1,2.6,29,107,7,0.16,0.0,0.16,0.16,0.16,0.1,0.0,0.1,0.1,0.1
Jaydon Amauri Banel,NED,"FW,MF",Ajax,18.0,2004.0,5,1,93,1.0,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,1,5,0.0,0.97,0.97,0.0,0.97,0.44,0.21,0.64,0.44,0.64
Pelle van Amersfoort,NED,FW,Heerenveen,27.0,1996.0,31,26,2130,23.7,10,1,11,10,0,0,3,0,9.9,9.9,1.8,11.6,23,37,82,0.42,0.04,0.46,0.42,0.46,0.42,0.07,0.49,0.42,0.49
Jamal Amofa,NED,DF,Go Ahead Eag,24.0,1998.0,22,20,1669,18.5,1,0,1,1,0,0,7,1,0.3,0.3,0.3,0.6,25,71,4,0.05,0.0,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0.03
Silas Andersen,DEN,FW,Utrecht,19.0,2004.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augustin Anello,ITA,"FW,MF",Sparta R'dam,21.0,2002.0,8,1,225,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,5,23,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.17,0.11,0.17
Joey Antonioli,NED,MF,Volendam,19.0,2003.0,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Carlens Arcus,HAI,DF,Vitesse,27.0,1996.0,30,25,2177,24.2,0,4,4,0,0,0,4,0,0.2,0.2,3.2,3.5,40,143,103,0.0,0.17,0.17,0.0,0.17,0.01,0.13,0.14,0.01,0.14
D'Leanu Arts,NED,DF,NEC Nijmegen,20.0,2003.0,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastón Ávila,ARG,DF,Ajax,21.0,2001.0,5,4,354,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,6,26,4,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2
Marouan Azarkan,NED,FW,Utrecht,21.0,2001.0,18,9,794,8.8,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,31,45,71,0.0,0.11,0.11,0.0,0.11,0.04,0.13,0.17,0.04,0.17
Anouar El Azzouzi,NED,MF,Zwolle,22.0,2001.0,22,14,1313,14.6,0,0,0,0,0,0,5,1,0.8,0.8,0.7,1.5,16,67,12,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
Julian Baas,NED,MF,Excelsior,21.0,2002.0,33,33,2882,32.0,2,2,4,1,1,1,8,0,1.7,0.9,3.4,4.3,20,95,46,0.06,0.06,0.12,0.03,0.09,0.05,0.11,0.16,0.03,0.14
Youri Baas,NED,"DF,FW",NEC Nijmegen,20.0,2003.0,27,18,1719,19.1,3,3,6,3,0,0,4,0,2.1,2.1,2.2,4.3,38,52,92,0.16,0.16,0.31,0.16,0.31,0.11,0.12,0.23,0.11,0.23
Isaac Babadi,NED,MF,PSV Eindhoven,18.0,2005.0,16,3,355,3.9,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.3,14,30,18,0.25,0.0,0.25,0.25,0.25,0.3,0.05,0.34,0.3,0.34
Mio Backhaus,GER,GK,Volendam,19.0,2004.0,33,32,2881,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,21.0,2002.0,26,8,908,10.1,0,2,2,0,0,0,3,0,1.1,1.1,2.2,3.3,19,21,67,0.0,0.2,0.2,0.0,0.2,0.11,0.22,0.33,0.11,0.33
Saïd Bakari,COM,DF,Sparta R'dam,28.0,1994.0,33,32,2849,31.7,0,2,2,0,0,0,3,1,1.1,1.1,2.1,3.1,45,93,135,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1
Johan Bakayoko,BEL,FW,PSV Eindhoven,20.0,2003.0,33,29,2493,27.7,12,9,21,12,0,0,1,0,8.7,8.7,8.0,16.6,197,97,434,0.43,0.32,0.76,0.43,0.76,0.31,0.29,0.6,0.31,0.6
Navajo Bakboord,NED,DF,Heracles Almelo,24.0,1999.0,22,20,1683,18.7,0,1,1,0,0,0,4,0,0.7,0.7,1.7,2.4,32,69,58,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13
Zakaria Bakkali,BEL,"MF,FW",RKC Waalwijk,27.0,1996.0,18,8,722,8.0,0,0,0,0,0,0,0,0,1.4,1.4,0.8,2.2,32,21,71,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.27,0.17,0.27
Nordin Bakker,NED,GK,Almere City,25.0,1997.0,29,29,2596,28.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Bal,NED,MF,Sparta R'dam,16.0,2006.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Théo Barbet,FRA,DF,Almere City,22.0,2001.0,29,19,1818,20.2,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,14,58,3,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.1,0.03,0.1
Vasilios Barkas,GRE,GK,Utrecht,29.0,1994.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Riechedly Bazoer,CUW,DF,AZ Alkmaar,26.0,1996.0,30,29,2427,27.0,0,1,1,0,0,0,5,0,0.3,0.3,1.0,1.3,39,167,3,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.05,0.01,0.05
Sven van Beek,NED,DF,Heerenveen,29.0,1994.0,30,30,2617,29.1,1,1,2,1,0,0,3,0,1.1,1.1,0.8,1.9,25,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.06,0.04,0.06
Thomas Beelen,NED,DF,Feyenoord,22.0,2001.0,20,14,1297,14.4,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,26,120,4,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
Kristijan Belic,SRB,MF,AZ Alkmaar,22.0,2001.0,14,13,921,10.2,0,1,1,0,0,0,6,0,0.9,0.9,0.4,1.2,13,64,17,0.0,0.1,0.1,0.0,0.1,0.09,0.04,0.12,0.09,0.12
