Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Sava Cestic,SRB,DF,Heracles Almelo,22.0,2001.0,2.3,0,3,1,33.3,1.28,0.43,0.0,0.0,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Tjaronn Chery,SUR,"MF,FW",NEC Nijmegen,35.0,1988.0,11.5,5,43,20,46.5,3.73,1.74,0.12,0.25,25.5,8,0,0,3.2,3.2,0.08,1.8,1.8
Jasper Cillessen,NED,GK,NEC Nijmegen,34.0,1989.0,29.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordy Clasie,NED,MF,AZ Alkmaar,32.0,1991.0,27.4,2,19,5,26.3,0.69,0.18,0.11,0.4,25.7,0,0,0,0.9,0.9,0.05,1.1,1.1
Pelle Clement,NED,"MF,FW",Sparta R'dam,27.0,1996.0,21.1,2,20,5,25.0,0.95,0.24,0.1,0.4,19.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3
Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,21.0,2001.0,20.0,1,35,11,31.4,1.75,0.55,0.03,0.09,18.1,0,0,0,3.4,3.4,0.1,-2.4,-2.4
Iñigo Córdoba,ESP,"FW,MF",Fortuna Sittard,26.0,1997.0,29.2,4,60,25,41.7,2.05,0.86,0.07,0.16,16.4,1,0,0,6.2,6.2,0.1,-2.2,-2.2
Enzo Cornelisse,NED,"DF,MF",Vitesse,20.0,2003.0,17.1,0,3,0,0.0,0.18,0.0,0.0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Milan Corryn,BEL,"MF,FW",Almere City,24.0,1999.0,1.8,0,2,0,0.0,1.13,0.0,0.0,,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
George Cox,ENG,"DF,MF",Volendam,25.0,1998.0,21.3,0,9,0,0.0,0.42,0.0,0.0,,21.8,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Vito van Crooij,NED,FW,Sparta R'dam,27.0,1996.0,2.9,0,6,0,0.0,2.06,0.0,0.0,,23.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Alessio da Cruz,CPV,"FW,MF",Fortuna Sittard,26.0,1997.0,4.5,1,2,1,50.0,0.45,0.22,0.5,1.0,19.1,0,0,0,0.1,0.1,0.04,0.9,0.9
Lennart-Marten Czyborra,GER,DF,Zwolle,24.0,1999.0,1.7,0,1,1,100.0,0.59,0.59,0.0,0.0,26.8,0,0,0,0.0,0.0,0.01,0.0,0.0
Tiago Dantas,POR,MF,AZ Alkmaar,22.0,2000.0,7.7,1,12,4,33.3,1.56,0.52,0.08,0.25,16.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Brian De Keersmaecker,BEL,MF,Heracles Almelo,23.0,2000.0,32.8,2,26,9,34.6,0.79,0.27,0.08,0.22,24.5,0,0,0,1.0,1.0,0.04,1.0,1.0
Jeffrey De Lange,NED,GK,Go Ahead Eag,25.0,1998.0,34.0,0,1,0,0.0,0.03,0.0,0.0,,8.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Mats Deijl,NED,DF,Go Ahead Eag,26.0,1997.0,30.9,1,15,5,33.3,0.49,0.16,0.0,0.0,16.1,3,1,1,1.6,0.8,0.06,-0.6,-0.8
Maxim Dekker,NED,DF,AZ Alkmaar,19.0,2004.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Caner Demircioglu,NED,FW,Volendam,21.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas van den Belt,NED,MF,Feyenoord,22.0,2001.0,3.0,0,8,1,12.5,2.63,0.33,0.0,0.0,20.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Branco van den Boomen,NED,MF,Ajax,28.0,1995.0,11.9,2,20,6,30.0,1.68,0.5,0.1,0.33,24.8,4,0,0,0.9,0.9,0.05,1.1,1.1
Damian van der Haar,NED,DF,Zwolle,19.0,2004.0,3.2,0,1,0,0.0,0.31,0.0,0.0,,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Mickey van der Hart,NED,GK,Heerenveen,29.0,1994.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mike van der Hoorn,NED,DF,Utrecht,30.0,1992.0,18.5,1,14,3,21.4,0.76,0.16,0.07,0.33,11.1,0,0,0,0.7,0.7,0.05,0.3,0.3
Djevencio van der Kust,SUR,DF,Sparta R'dam,22.0,2001.0,27.8,1,17,9,52.9,0.61,0.32,0.06,0.11,21.1,0,0,0,0.7,0.7,0.04,0.3,0.3
Mark van der Maarel,NED,DF,Utrecht,33.0,1989.0,8.3,0,5,3,60.0,0.61,0.36,0.0,0.0,11.4,0,0,0,0.8,0.8,0.16,-0.8,-0.8
Silvester van der Water,NED,"FW,MF",Zwolle,26.0,1996.0,6.4,1,18,7,38.9,2.82,1.1,0.06,0.14,19.3,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Anthony Descotte,BEL,FW,Utrecht,19.0,2003.0,2.3,0,4,1,25.0,1.71,0.43,0.0,0.0,16.9,0,0,0,0.6,0.6,0.16,-0.6,-0.6
Sergiño Dest,USA,DF,PSV Eindhoven,22.0,2000.0,23.5,2,33,9,27.3,1.4,0.38,0.06,0.22,20.3,0,0,0,2.0,2.0,0.06,0.0,0.0
Mitchell Dijks,NED,DF,Fortuna Sittard,30.0,1993.0,26.0,0,10,3,30.0,0.38,0.12,0.0,0.0,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Javairô Dilrosun,NED,"FW,MF",Feyenoord,25.0,1998.0,3.5,1,7,1,14.3,2.0,0.29,0.14,1.0,22.0,0,0,0,0.4,0.4,0.06,0.6,0.6
Toni Domgjoni,KVX,MF,Vitesse,24.0,1998.0,7.5,0,2,0,0.0,0.27,0.0,0.0,,9.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Bas Dost,NED,FW,NEC Nijmegen,34.0,1989.0,5.1,3,6,2,33.3,1.17,0.39,0.33,1.0,11.9,0,1,1,2.0,1.2,0.2,1.0,0.8
Achraf Douiri,NED,"DF,FW",Volendam,23.0,1999.0,3.8,0,5,0,0.0,1.31,0.0,0.0,,16.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Anastasios Douvikas,GRE,FW,Utrecht,23.0,1999.0,2.0,0,5,3,60.0,2.5,1.5,0.0,0.0,13.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Bram van Driel,NED,MF,Volendam,18.0,2005.0,2.6,0,2,0,0.0,0.76,0.0,0.0,,12.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Couhaib Driouech,MAR,"FW,MF",Excelsior,21.0,2002.0,21.3,6,49,21,42.9,2.3,0.98,0.12,0.29,19.3,0,0,0,4.3,4.3,0.09,1.7,1.7
Joel Drommel,NED,GK,PSV Eindhoven,26.0,1996.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ferdy Druijf,NED,"FW,MF",Zwolle,25.0,1998.0,10.5,5,25,11,44.0,2.37,1.04,0.12,0.27,12.1,0,2,2,4.6,3.0,0.12,0.4,0.0
Deroy Duarte,CPV,MF,Fortuna Sittard,24.0,1999.0,26.9,2,20,6,30.0,0.74,0.22,0.1,0.33,23.2,0,0,0,0.7,0.7,0.04,1.3,1.3
Lance Duijvestijn,NED,"MF,FW",Almere City,24.0,1999.0,5.0,0,9,3,33.3,1.8,0.6,0.0,0.0,23.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Lance Duijvestijn,NED,"MF,FW",Excelsior,24.0,1999.0,12.2,4,20,7,35.0,1.64,0.57,0.2,0.57,18.1,0,0,0,2.6,2.6,0.13,1.4,1.4
Mike van Duinen,NED,"FW,MF",Excelsior,31.0,1991.0,1.0,0,1,0,0.0,1.02,0.0,0.0,,6.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,24.0,1999.0,26.1,7,59,23,39.0,2.26,0.88,0.12,0.3,17.2,0,0,0,7.4,7.4,0.13,-0.4,-0.4
Victor Edvardsen,SWE,FW,Go Ahead Eag,27.0,1996.0,20.3,6,54,21,38.9,2.66,1.04,0.07,0.19,15.6,0,2,3,10.5,8.1,0.15,-4.5,-4.1
Espen van Ee,NED,"MF,FW",Heerenveen,20.0,2003.0,4.6,0,8,1,12.5,1.76,0.22,0.0,0.0,21.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Mike Eerdhuijzen,NED,DF,Sparta R'dam,23.0,2000.0,14.7,1,7,2,28.6,0.48,0.14,0.14,0.5,12.0,0,0,0,0.7,0.7,0.1,0.3,0.3
Mats Egbring,NED,DF,Vitesse,16.0,2006.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Carel Eiting,NED,MF,Twente,25.0,1998.0,8.8,0,6,1,16.7,0.68,0.11,0.0,0.0,26.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Hamza el Dahri,NED,"MF,FW",Sparta R'dam,18.0,2005.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mario Engels,GER,"FW,MF",Heracles Almelo,29.0,1993.0,17.8,5,27,12,44.4,1.52,0.68,0.19,0.42,16.7,1,0,0,4.1,4.1,0.15,0.9,0.9
Marcelencio Esajas,NED,"MF,FW",Almere City,21.0,2002.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Everink,NED,DF,Go Ahead Eag,22.0,2001.0,3.1,0,1,0,0.0,0.32,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Kevin Felida,CUW,MF,RKC Waalwijk,23.0,1999.0,8.8,1,5,2,40.0,0.57,0.23,0.2,0.5,28.4,0,0,0,0.1,0.1,0.02,0.9,0.9
Arianit Ferati,KVX,"MF,DF",Fortuna Sittard,25.0,1997.0,8.2,0,14,8,57.1,1.71,0.97,0.0,0.0,23.2,1,0,0,0.7,0.7,0.05,-0.7,-0.7
Derensili Fernandes,NED,"FW,MF",Excelsior,22.0,2001.0,14.3,2,21,3,14.3,1.46,0.21,0.1,0.67,19.4,1,0,0,1.8,1.8,0.08,0.2,0.2
Rashaan Fernandes,NED,"FW,MF",Go Ahead Eag,24.0,1998.0,0.4,0,2,2,100.0,5.29,5.29,0.0,0.0,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Nick Fichtinger,NED,MF,Zwolle,19.0,2004.0,3.9,0,4,3,75.0,1.02,0.77,0.0,0.0,27.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Ezechiel Fiemawhle,NED,"MF,FW",Volendam,18.0,2004.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kian Fitz-Jim,NED,"MF,FW",Ajax,20.0,2003.0,0.5,0,2,0,0.0,4.39,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Kian Fitz-Jim,NED,MF,Excelsior,20.0,2003.0,4.4,0,6,2,33.3,1.36,0.45,0.0,0.0,22.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Ryan Flamingo,NED,"MF,DF",Utrecht,20.0,2002.0,30.7,2,36,7,19.4,1.17,0.23,0.06,0.29,16.6,0,0,0,2.6,2.6,0.07,-0.6,-0.6
Josh Flint,ENG,DF,Volendam,22.0,2000.0,24.8,1,19,6,31.6,0.77,0.24,0.05,0.17,10.1,0,0,0,1.6,1.6,0.09,-0.6,-0.6
